id,wave_group_id,odds,enemy_id_1,drop_gold_1,drop_reward_id_1,enemy_id_2,drop_gold_2,drop_reward_id_2,enemy_id_3,drop_gold_3,drop_reward_id_3,enemy_id_4,drop_gold_4,drop_reward_id_4,enemy_id_5,drop_gold_5,drop_reward_id_5
101000265,110080011,100,101080101,686,11008011,101080101,0,11999291,101080102,0,0,0,0,0,0,0,0
101000266,110080012,100,101080104,686,11008012,101080105,0,11999292,101080106,0,0,101080102,0,0,0,0,0
101000267,110080013,100,101080107,686,11008013,101080105,0,11999293,101080102,0,11999303,101080108,0,0,0,0,0
101000268,110080021,100,101080201,690,11008021,101080208,0,11999291,101080203,0,0,0,0,0,0,0,0
101000269,110080022,100,101080201,690,11008022,101080208,0,11999292,101080208,0,0,101080202,0,0,0,0,0
101000270,110080023,100,101080205,690,11008023,101080203,0,11999293,101080207,0,11999304,101080208,0,0,0,0,0
101000271,110080031,100,101080301,696,11008031,101080302,0,11999291,101080303,0,0,0,0,0,0,0,0
101000272,110080032,100,101080301,696,11008032,101080303,0,11999292,101080304,0,0,101080302,0,0,0,0,0
101000273,110080033,100,101080306,696,11008033,101080301,0,11999293,101080307,0,11999301,101080303,0,0,0,0,0
101000274,110080041,100,101080401,701,11008041,101080402,0,11999291,101080403,0,0,101080404,0,0,0,0,0
101000275,110080042,100,101080404,701,11008042,101080404,0,11999292,101080406,0,0,101080407,0,0,0,0,0
101000276,110080043,100,101080404,701,11008043,101080401,0,11999293,101080408,0,11999302,101080403,0,0,101080406,0,0
101000277,110080051,100,101080504,705,11008051,101080502,0,11999291,101080504,0,0,0,0,0,0,0,0
101000278,110080052,100,101080504,705,11008052,101080505,0,11999292,101080502,0,0,0,0,0,0,0,0
101000279,110080053,100,101080506,705,11008053,101080505,0,11999293,101080504,0,11999303,101080503,0,0,0,0,0
101000280,110080061,100,101080601,711,11008061,101080602,0,11999291,101080603,0,0,101080606,0,0,0,0,0
101000281,110080062,100,101080602,711,11008062,101080605,0,11999292,101080603,0,0,101080601,0,0,0,0,0
101000282,110080063,100,101080601,711,11008063,101080602,0,11999293,101080605,0,11999304,101080606,0,0,101080603,0,0
101000283,110080071,100,101080701,716,11008071,101080701,0,11999291,101080702,0,0,101080704,0,0,0,0,0
101000284,110080072,100,101080703,716,11008072,101080702,0,11999292,101080704,0,0,101080705,0,0,101080701,0,0
101000285,110080073,100,101080703,716,11008073,101080703,0,11999293,101080702,0,11999301,101080702,0,0,101080705,0,0
101000286,110080081,100,101080801,720,11008081,101080802,0,11999291,101080801,0,0,0,0,0,0,0,0
101000287,110080082,100,101080807,720,11008082,101080803,0,11999292,101080803,0,0,101080805,0,0,101080807,0,0
101000288,110080083,100,101080806,720,11008083,101080807,0,11999293,101080803,0,11999302,101080808,0,0,101080809,0,0
101000289,110080091,100,101080905,726,11008091,101080902,0,11999291,101080906,0,0,101080903,0,0,0,0,0
101000290,110080092,100,101080904,726,11008092,101080902,0,11999292,101080906,0,0,101080903,0,0,0,0,0
101000291,110080093,100,101080905,726,11008093,101080902,0,11999293,101080907,0,11999303,101080904,0,0,101080903,0,0
101000292,110080101,100,101081001,731,11008101,101081003,0,11999291,101081001,0,0,101081003,0,0,0,0,0
101000293,110080102,100,101081003,731,11008102,101081003,0,11999292,101081002,0,0,101081006,0,0,101081001,0,0
101000294,110080103,100,101081005,731,11008103,101081005,0,11999293,101081003,0,11999304,101081001,0,0,101081002,0,0
101000295,110080111,100,101081101,735,11008111,101081103,0,11999291,101081102,0,0,101081105,0,0,0,0,0
101000296,110080112,100,101081101,735,11008112,101081106,0,11999292,101081106,0,0,101081103,0,0,101081105,0,0
101000297,110080113,100,101081104,735,11008113,101081103,0,11999293,101081103,0,11999301,101081102,0,0,0,0,0
101000298,110080121,100,101081201,741,11008121,101081202,0,11999291,101081203,0,0,101081203,0,0,0,0,0
101000299,110080122,100,101081203,741,11008122,101081204,0,11999292,101081202,0,0,101081201,0,0,0,0,0
101000300,110080123,100,101081205,741,11008123,101081206,0,11999293,101081201,0,11999302,101081201,0,0,101081207,0,0
101000301,110080131,100,101081305,746,11008131,101081302,0,11999291,101081301,0,0,101081303,0,0,0,0,0
101000302,110080132,100,101081302,746,11008132,101081307,0,11999292,101081305,0,0,101081304,0,0,0,0,0
101000303,110080133,100,101081302,746,11008133,101081305,0,11999293,101081305,0,11999303,101081307,0,0,101081301,0,0
101000304,110080141,100,101081405,750,11008141,101081401,0,11999291,101081402,0,0,0,0,0,0,0,0
101000305,110080142,100,101081404,750,11008142,101081405,0,11999292,101081407,0,0,101081402,0,0,0,0,0
101000306,110080143,100,101081405,750,11008143,101081405,0,11999293,101081401,0,11999304,101081407,0,0,101081402,0,0
101000307,110080151,100,101081506,756,11008151,101081503,0,11999291,101081504,0,11999293,0,0,0,0,0,0
101000308,110080152,100,101081505,756,11008152,101081506,0,11999292,101081507,0,11999301,0,0,0,0,0,0
101000309,110080153,100,101081508,756,11008153,0,0,0,0,0,0,0,0,0,0,0,0
101000310,110090011,100,101090101,762,11009011,101090102,0,11999291,101090103,0,0,0,0,0,0,0,0
101000311,110090012,100,101090104,762,11009012,101090104,0,11999292,101090105,0,0,101090106,0,0,0,0,0
101000312,110090013,100,101090103,762,11009013,101090101,0,11999293,101090105,0,11999401,101090106,0,0,0,0,0
101000313,110090021,100,101090201,767,11009021,101090201,0,11999291,101090202,0,0,0,0,0,0,0,0
101000314,110090022,100,101090203,767,11009022,101090203,0,11999292,101090204,0,0,101090205,0,0,0,0,0
101000315,110090023,100,101090202,767,11009023,101090202,0,11999293,101090201,0,11999402,101090204,0,0,0,0,0
101000316,110090031,100,101090301,774,11009031,101090302,0,11999291,101090303,0,0,101090305,0,0,0,0,0
101000317,110090032,100,101090304,774,11009032,101090305,0,11999292,101090305,0,0,101090306,0,0,0,0,0
101000318,110090033,100,101090301,774,11009033,101090301,0,11999293,101090303,0,11999403,101090307,0,0,0,0,0
101000319,110090041,100,101090401,779,11009041,101090402,0,11999291,101090403,0,0,101090403,0,0,0,0,0
101000320,110090042,100,101090404,779,11009042,101090405,0,11999292,101090403,0,0,101090406,0,0,0,0,0
101000321,110090043,100,101090401,779,11009043,101090401,0,11999293,101090402,0,11999402,101090406,0,0,101090407,0,0
101000322,110090051,100,101090501,783,11009051,101090502,0,11999291,101090503,0,0,101090502,0,0,0,0,0
101000323,110090052,100,101090504,783,11009052,101090503,0,11999292,101090503,0,0,101090505,0,0,0,0,0
101000324,110090053,100,101090501,783,11009053,101090503,0,11999293,101090503,0,11999403,101090502,0,0,0,0,0
101000325,110090061,100,101090601,791,11009061,101090602,0,11999291,101090603,0,0,101090604,0,0,0,0,0
101000326,110090062,100,101090602,791,11009062,101090602,0,11999292,101090604,0,0,101090605,0,0,0,0,0
101000327,110090063,100,101090601,791,11009063,101090601,0,11999293,101090603,0,11999401,101090604,0,0,101090604,0,0
101000328,110090071,100,101090701,795,11009071,101090701,0,11999291,101090702,0,0,101090704,0,0,0,0,0
101000329,110090072,100,101090703,795,11009072,101090703,0,11999292,101090702,0,0,101090704,0,0,0,0,0
101000330,110090073,100,101090703,795,11009073,101090701,0,11999293,101090705,0,11999402,101090705,0,0,101090702,0,0
101000331,110090081,100,101090802,800,11009081,101090803,0,11999291,101090803,0,0,101090804,0,0,0,0,0
101000332,110090082,100,101090802,800,11009082,101090802,0,11999292,101090804,0,0,101090805,0,0,0,0,0
101000333,110090083,100,101090801,800,11009083,101090802,0,11999293,101090803,0,11999403,101090804,0,0,0,0,0
101000334,110090091,100,101090901,807,11009091,101090902,0,11999291,101090902,0,0,101090903,0,0,0,0,0
101000335,110090092,100,101090901,807,11009092,101090901,0,11999292,101090902,0,0,101090904,0,0,0,0,0
101000336,110090093,100,101090905,807,11009093,101090901,0,11999293,101090902,0,11999401,101090904,0,0,101090903,0,0
101000337,110090101,100,101091001,812,11009101,101091003,0,11999291,101091004,0,0,101091003,0,0,0,0,0
101000338,110090102,100,101091006,812,11009102,101091004,0,11999292,101091003,0,0,101091003,0,0,0,0,0
101000339,110090103,100,101091006,812,11009103,101091001,0,11999293,101091004,0,11999402,101091004,0,0,101091003,0,0
101000340,110090111,100,101091101,816,11009111,101091102,0,11999291,101091103,0,0,101091104,0,0,0,0,0
101000341,110090112,100,101091101,816,11009112,101091105,0,11999292,101091104,0,0,101091102,0,0,0,0,0
101000342,110090113,100,101091106,816,11009113,101091107,0,11999293,101091102,0,11999403,101091104,0,0,0,0,0
101000343,110090121,100,101091201,824,11009121,101091202,0,11999291,101091203,0,0,101091204,0,0,0,0,0
101000344,110090122,100,101091202,824,11009122,101091205,0,11999292,101091206,0,0,101091206,0,0,101091204,0,0
101000345,110090123,100,101091201,824,11009123,101091201,0,11999293,101091206,0,11999401,101091203,0,0,101091203,0,0
101000346,110090131,100,101091306,828,11009131,101091302,0,11999291,101091303,0,0,0,0,0,0,0,0
101000347,110090132,100,101091302,828,11009132,101091303,0,11999292,101091303,0,0,101091307,0,0,0,0,0
101000348,110090133,100,101091301,828,11009133,101091305,0,11999293,101091307,0,11999402,101091304,0,0,0,0,0
101000349,110090141,100,101091401,833,11009141,101091401,0,11999291,101091402,0,0,0,0,0,0,0,0
101000350,110090142,100,101091404,833,11009142,101091402,0,11999292,101091408,0,0,101091406,0,0,0,0,0
101000351,110090143,100,101091404,833,11009143,101091401,0,11999293,101091406,0,11999403,101091402,0,0,101091407,0,0
101000352,110090151,100,101091501,840,11009151,101091502,0,11999291,101091503,0,11999293,0,0,0,0,0,0
101000353,110090152,100,101091504,840,11009152,101091503,0,11999292,101091505,0,11999401,0,0,0,0,0,0
101000354,110090153,100,101091506,840,11009153,0,0,0,0,0,0,0,0,0,0,0,0
101000355,110100011,100,101100101,846,11010011,101100102,0,11999291,101100103,0,0,0,0,0,0,0,0
101000356,110100012,100,101100104,846,11010012,101100105,0,11999292,101100106,0,0,101100107,0,0,0,0,0
101000357,110100013,100,101100101,846,11010013,101100105,0,11999293,101100106,0,11999501,101100108,0,0,0,0,0
101000358,110100021,100,101100201,852,11010021,101100201,0,11999291,101100202,0,0,0,0,0,0,0,0
101000359,110100022,100,101100203,852,11010022,101100204,0,11999292,101100204,0,0,101100205,0,0,0,0,0
101000360,110100023,100,101100206,852,11010023,101100201,0,11999293,101100201,0,11999502,101100204,0,0,0,0,0
101000361,110100031,100,101100301,860,11010031,101100302,0,11999291,101100303,0,0,0,0,0,0,0,0
101000362,110100032,100,101100304,860,11010032,101100302,0,11999292,101100305,0,0,101100306,0,0,0,0,0
101000363,110100033,100,101100301,860,11010033,101100304,0,11999293,101100307,0,11999503,0,0,0,0,0,0
101000364,110100041,100,101100401,866,11010041,101100402,0,11999291,101100402,0,0,0,0,0,0,0,0
101000365,110100042,100,101100404,866,11010042,101100405,0,11999292,101100405,0,0,101100403,0,0,0,0,0
101000366,110100043,100,101100401,866,11010043,101100404,0,11999293,101100405,0,11999502,101100405,0,0,101100406,0,0
101000367,110100051,100,101100501,870,11010051,101100502,0,11999291,101100503,0,0,0,0,0,0,0,0
101000368,110100052,100,101100504,870,11010052,101100503,0,11999292,101100505,0,0,101100506,0,0,0,0,0
101000369,110100053,100,101100503,870,11010053,101100501,0,11999293,101100507,0,11999503,101100507,0,0,101100502,0,0
101000370,110100061,100,101100601,878,11010061,101100602,0,11999291,101100601,0,0,0,0,0,0,0,0
101000371,110100062,100,101100601,878,11010062,101100603,0,11999292,101100604,0,0,101100605,0,0,0,0,0
101000372,110100063,100,101100606,878,11010063,101100602,0,11999293,101100603,0,11999501,101100605,0,0,0,0,0
101000373,110100071,100,101100701,884,11010071,101100704,0,11999291,101100703,0,0,0,0,0,0,0,0
101000374,110100072,100,101100701,884,11010072,101100701,0,11999292,101100702,0,0,101100705,0,0,0,0,0
101000375,110100073,100,101100706,884,11010073,101100704,0,11999293,101100701,0,11999502,101100707,0,0,101100708,0,0
101000376,110100081,100,101100801,888,11010081,101100802,0,11999291,101100803,0,0,0,0,0,0,0,0
101000377,110100082,100,101100804,888,11010082,101100805,0,11999292,101100803,0,0,101100806,0,0,0,0,0
101000378,110100083,100,101100801,888,11010083,101100804,0,11999293,101100806,0,11999503,0,0,0,0,0,0
101000379,110100091,100,101100901,897,11010091,101100902,0,11999291,101100903,0,0,101100904,0,0,0,0,0
101000380,110100092,100,101100901,897,11010092,101100903,0,11999292,101100905,0,0,101100906,0,0,0,0,0
101000381,110100093,100,101100907,897,11010093,101100902,0,11999293,101100906,0,11999501,101100908,0,0,0,0,0
101000382,110100101,100,101101001,902,11010101,101101002,0,11999291,101101003,0,0,101101003,0,0,0,0,0
101000383,110100102,100,101101004,902,11010102,101101001,0,11999292,101101001,0,0,101101005,0,0,0,0,0
101000384,110100103,100,101101006,902,11010103,101101007,0,11999293,101101008,0,11999502,101101009,0,0,0,0,0
101000385,110100111,100,101101101,906,11010111,101101102,0,11999291,101101103,0,0,101101104,0,0,0,0,0
101000386,110100112,100,101101102,906,11010112,101101105,0,11999292,101101103,0,0,0,0,0,0,0,0
101000387,110100113,100,101101106,906,11010113,101101107,0,11999293,101101104,0,11999503,101101104,0,0,0,0,0
101000388,110100121,100,101101201,915,11010121,101101202,0,11999291,101101203,0,0,101101204,0,0,0,0,0
101000389,110100122,100,101101203,915,11010122,101101205,0,11999292,101101206,0,0,101101208,0,0,0,0,0
101000390,110100123,100,101101201,915,11010123,101101207,0,11999293,101101208,0,11999501,101101204,0,0,0,0,0
101000391,110100131,100,101101301,920,11010131,101101302,0,11999291,101101302,0,0,101101303,0,0,0,0,0
101000392,110100132,100,101101304,920,11010132,101101304,0,11999292,101101305,0,0,101101306,0,0,0,0,0
101000393,110100133,100,101101307,920,11010133,101101308,0,11999293,101101302,0,11999502,101101305,0,0,0,0,0
101000394,110100141,100,101101401,926,11010141,101101405,0,11999291,101101403,0,0,101101404,0,0,0,0,0
101000395,110100142,100,101101403,926,11010142,101101405,0,11999292,101101402,0,0,101101406,0,0,0,0,0
101000396,110100143,100,101101401,926,11010143,101101403,0,11999293,101101403,0,11999503,101101405,0,0,0,0,0
101000397,110100151,100,101101501,933,11010151,101101502,0,11999291,101101503,0,0,101101501,0,0,0,0,0
101000398,110100152,100,101101503,933,11010152,101101501,0,11999292,101101502,0,0,101101504,0,0,101101506,0,0
101000399,110100153,100,101101507,933,11010153,101101501,0,11999293,101101502,0,11999503,101101504,0,0,0,0,0
101000400,110100161,100,101101606,941,11010161,101101602,0,11999291,101101602,0,0,101101605,0,0,0,0,0
101000401,110100162,100,101101604,941,11010162,101101602,0,11999292,101101602,0,0,101101605,0,0,0,0,0
101000402,110100163,100,101101604,941,11010163,101101602,0,11999293,101101602,0,11999503,101101605,0,0,101101601,0,0
101000403,110100171,100,101101701,947,11010171,101101701,0,11999291,101101702,0,11999293,0,0,0,0,0,0
101000404,110100172,100,101101701,947,11010172,101101703,0,11999292,101101702,0,11999501,0,0,0,0,0,0
101000405,110100173,100,101101704,947,11010173,0,0,0,0,0,0,0,0,0,0,0,0
101000406,110110011,100,101110101,956,11011011,101110101,0,11999291,101110102,0,0,0,0,0,0,0,0
101000407,110110012,100,101110103,956,11011012,101110103,0,11999292,101110104,0,0,0,0,0,0,0,0
101000408,110110013,100,101110102,956,11011013,101110101,0,11999293,101110101,0,11999601,101110104,0,0,0,0,0
101000409,110110021,100,101110201,962,11011021,101110202,0,11999291,101110203,0,0,0,0,0,0,0,0
101000410,110110022,100,101110204,962,11011022,101110202,0,11999292,101110205,0,0,101110206,0,0,0,0,0
101000411,110110023,100,101110201,962,11011023,101110202,0,11999293,101110205,0,11999602,101110203,0,0,0,0,0
101000412,110110031,100,101110301,966,11011031,101110303,0,11999291,0,0,0,0,0,0,0,0,0
101000413,110110032,100,101110302,966,11011032,101110304,0,11999292,101110305,0,0,0,0,0,0,0,0
101000414,110110033,100,101110301,966,11011033,101110302,0,11999293,101110306,0,11999603,101110305,0,0,0,0,0
101000415,110110041,100,101110401,975,11011041,101110402,0,11999291,101110404,0,0,0,0,0,0,0,0
101000416,110110042,100,101110405,975,11011042,101110401,0,11999292,101110401,0,0,0,0,0,0,0,0
101000417,110110043,100,101110407,975,11011043,101110405,0,11999293,101110401,0,11999602,101110404,0,0,0,0,0
101000418,110110051,100,101110501,981,11011051,101110501,0,11999291,101110504,0,0,0,0,0,0,0,0
101000419,110110052,100,101110503,981,11011052,101110501,0,11999292,101110504,0,0,101110505,0,0,0,0,0
101000420,110110053,100,101110503,981,11011053,101110503,0,11999293,101110505,0,11999603,101110502,0,0,0,0,0
101000421,110110061,100,101110601,987,11011061,101110602,0,11999291,101110603,0,0,101110604,0,0,0,0,0
101000422,110110062,100,101110605,987,11011062,101110602,0,11999292,101110602,0,0,101110603,0,0,0,0,0
101000423,110110063,100,101110606,987,11011063,101110605,0,11999293,101110602,0,11999601,101110604,0,0,0,0,0
101000424,110110071,100,101110704,996,11011071,101110702,0,11999291,101110703,0,0,0,0,0,0,0,0
101000425,110110072,100,101110704,996,11011072,101110704,0,11999292,101110702,0,0,101110705,0,0,0,0,0
101000426,110110073,100,101110701,996,11011073,101110704,0,11999293,101110702,0,11999602,101110703,0,0,0,0,0
101000427,110110081,100,101110801,1002,11011081,101110802,0,11999291,101110804,0,0,101110805,0,0,0,0,0
101000428,110110082,100,101110805,1002,11011082,101110803,0,11999292,101110804,0,0,101110803,0,0,0,0,0
101000429,110110083,100,101110801,1002,11011083,101110801,0,11999293,101110805,0,11999603,101110804,0,0,0,0,0
101000430,110110091,100,101110901,1007,11011091,101110902,0,11999291,101110902,0,0,101110907,0,0,0,0,0
101000431,110110092,100,101110904,1007,11011092,101110905,0,11999292,101110902,0,0,101110906,0,0,0,0,0
101000432,110110093,100,101110904,1007,11011093,101110901,0,11999293,101110905,0,11999601,101110903,0,0,0,0,0
101000433,110110101,100,101111001,1017,11011101,101111002,0,11999291,101111003,0,0,101111005,0,0,0,0,0
101000434,110110102,100,101111004,1017,11011102,101111001,0,11999292,101111003,0,0,101111007,0,0,0,0,0
101000435,110110103,100,101111004,1017,11011103,101111004,0,11999293,101111007,0,11999602,101111006,0,0,101111005,0,0
101000436,110110111,100,101111101,1022,11011111,101111102,0,11999291,101111103,0,0,101111104,0,0,0,0,0
101000437,110110112,100,101111102,1022,11011112,101111102,0,11999292,101111105,0,0,101111106,0,0,0,0,0
101000438,110110113,100,101111107,1022,11011113,101111108,0,11999293,101111105,0,11999603,101111109,0,0,101111104,0,0
101000439,110110121,100,101111201,1028,11011121,101111201,0,11999291,101111202,0,0,0,0,0,0,0,0
101000440,110110122,100,101111204,1028,11011122,101111202,0,11999292,101111205,0,0,101111206,0,0,0,0,0
101000441,110110123,100,101111204,1028,11011123,101111201,0,11999293,101111205,0,11999601,101111203,0,0,101111207,0,0
101000442,110110131,100,101111301,1037,11011131,101111304,0,11999291,101111303,0,0,0,0,0,0,0,0
101000443,110110132,100,101111301,1037,11011132,101111304,0,11999292,101111302,0,0,101111303,0,0,0,0,0
101000444,110110133,100,101111305,1037,11011133,101111301,0,11999293,101111304,0,11999602,101111302,0,0,0,0,0
101000445,110110141,100,101111401,1044,11011141,101111401,0,11999291,101111403,0,0,0,0,0,0,0,0
101000446,110110142,100,101111401,1044,11011142,101111404,0,11999292,101111402,0,0,101111403,0,0,0,0,0
101000447,110110143,100,101111405,1044,11011143,101111401,0,11999293,101111401,0,11999603,101111404,0,0,101111403,0,0
101000448,110110151,100,101111501,1052,11011151,101111502,0,11999291,101111503,0,0,0,0,0,0,0,0
101000449,110110152,100,101111504,1052,11011152,101111501,0,11999292,101111503,0,0,101111503,0,0,0,0,0
101000450,110110153,100,101111505,1052,11011153,101111504,0,11999293,101111506,0,11999603,101111507,0,0,0,0,0
101000451,110110161,100,101111601,1062,11011161,101111601,0,11999291,101111602,0,0,101111603,0,0,0,0,0
101000452,110110162,100,101111604,1062,11011162,101111604,0,11999292,101111605,0,0,101111603,0,0,0,0,0
101000453,110110163,100,101111604,1062,11011163,101111601,0,11999293,101111606,0,11999603,101111605,0,0,101111603,0,0
101000454,110110171,100,101111701,1068,11011171,101111705,0,11999291,101111703,0,11999293,0,0,0,0,0,0
101000455,110110172,100,101111704,1068,11011172,101111703,0,11999292,101111706,0,11999601,0,0,0,0,0,0
101000456,110110173,100,101111707,1068,11011173,0,0,0,0,0,0,0,0,0,0,0,0
101000457,110120011,100,101120101,1073,11012011,101120101,0,11999291,101120102,0,0,0,0,0,0,0,0
101000458,110120012,100,101120103,1073,11012012,101120104,0,11999292,101120105,0,0,0,0,0,0,0,0
101000459,110120013,100,101120103,1073,11012013,101120101,0,11999293,101120104,0,11999701,101120102,0,0,0,0,0
101000460,110120021,100,101120201,1083,11012021,101120204,0,11999291,101120203,0,0,0,0,0,0,0,0
101000461,110120022,100,101120202,1083,11012022,101120204,0,11999292,101120205,0,0,0,0,0,0,0,0
101000462,110120023,100,101120201,1083,11012023,101120202,0,11999293,101120203,0,11999702,101120205,0,0,0,0,0
101000463,110120031,100,101120301,1089,11012031,101120302,0,11999291,101120303,0,0,0,0,0,0,0,0
101000464,110120032,100,101120302,1089,11012032,101120304,0,11999292,101120305,0,0,0,0,0,0,0,0
101000465,110120033,100,101120306,1089,11012033,101120301,0,11999293,101120305,0,11999703,101120303,0,0,0,0,0
101000466,110120041,100,101120401,1097,11012041,101120402,0,11999291,101120403,0,0,0,0,0,0,0,0
101000467,110120042,100,101120404,1097,11012042,101120402,0,11999292,101120405,0,0,101120406,0,0,0,0,0
101000468,110120043,100,101120404,1097,11012043,101120401,0,11999293,101120405,0,11999702,101120403,0,0,0,0,0
101000469,110120051,100,101120501,1107,11012051,101120502,0,11999291,101120503,0,0,0,0,0,0,0,0
101000470,110120052,100,101120505,1107,11012052,101120505,0,11999292,101120506,0,0,101120504,0,0,0,0,0
101000471,110120053,100,101120501,1107,11012053,101120502,0,11999293,101120503,0,11999703,101120506,0,0,0,0,0
101000472,110120061,100,101120601,1113,11012061,101120602,0,11999291,101120603,0,0,0,0,0,0,0,0
101000473,110120062,100,101120601,1113,11012062,101120604,0,11999292,101120605,0,0,101120603,0,0,0,0,0
101000474,110120063,100,101120606,1113,11012063,101120601,0,11999293,101120602,0,11999701,101120605,0,0,0,0,0
101000475,110120071,100,101120701,1118,11012071,101120701,0,11999291,101120702,0,0,101120703,0,0,0,0,0
101000476,110120072,100,101120704,1118,11012072,101120701,0,11999292,101120705,0,0,101120702,0,0,0,0,0
101000477,110120073,100,101120706,1118,11012073,101120701,0,11999293,101120707,0,11999702,101120708,0,0,0,0,0
101000478,110120081,100,101120801,1130,11012081,101120802,0,11999291,101120803,0,0,101120804,0,0,0,0,0
101000479,110120082,100,101120805,1130,11012082,101120805,0,11999292,101120806,0,0,101120804,0,0,0,0,0
101000480,110120083,100,101120801,1130,11012083,101120801,0,11999293,101120803,0,11999703,101120807,0,0,0,0,0
101000481,110120091,100,101120901,1134,11012091,101120901,0,11999291,101120903,0,0,0,0,0,0,0,0
101000482,110120092,100,101120904,1134,11012092,101120902,0,11999292,101120903,0,0,101120907,0,0,0,0,0
101000483,110120093,100,101120904,1134,11012093,101120901,0,11999293,101120902,0,11999701,101120906,0,0,0,0,0
101000484,110120101,100,101121001,1142,11012101,101121002,0,11999291,101121003,0,0,101121004,0,0,0,0,0
101000485,110120102,100,101121005,1142,11012102,101121005,0,11999292,101121003,0,0,101121006,0,0,0,0,0
101000486,110120103,100,101121001,1142,11012103,101121001,0,11999293,101121002,0,11999702,101121003,0,0,101121004,0,0
101000487,110120111,100,101121101,1152,11012111,101121102,0,11999291,101121103,0,0,101121104,0,0,0,0,0
101000488,110120112,100,101121101,1152,11012112,101121105,0,11999292,101121106,0,0,101121103,0,0,0,0,0
101000489,110120113,100,101121107,1152,11012113,101121102,0,11999293,101121106,0,11999703,101121108,0,0,101121104,0,0
101000490,110120121,100,101121201,1160,11012121,101121202,0,11999291,101121203,0,0,0,0,0,0,0,0
101000491,110120122,100,101121205,1160,11012122,101121202,0,11999292,101121206,0,0,101121203,0,0,0,0,0
101000492,110120123,100,101121201,1160,11012123,101121205,0,11999293,101121202,0,11999701,101121204,0,0,101121207,0,0
101000493,110120131,100,101121301,1169,11012131,101121302,0,11999291,101121303,0,0,0,0,0,0,0,0
101000494,110120132,100,101121301,1169,11012132,101121302,0,11999292,101121305,0,0,101121304,0,0,101121306,0,0
101000495,110120133,100,101121307,1169,11012133,101121308,0,11999293,101121303,0,11999702,101121309,0,0,0,0,0
101000496,110120141,100,101121401,1179,11012141,101121402,0,11999291,101121403,0,0,101121407,0,0,0,0,0
101000497,110120142,100,101121405,1179,11012142,101121401,0,11999292,101121401,0,0,101121403,0,0,0,0,0
101000498,110120143,100,101121405,1179,11012143,101121405,0,11999293,101121402,0,11999703,101121403,0,0,101121406,0,0
101000499,110120151,100,101121501,1187,11012151,101121502,0,11999291,101121503,0,0,101121506,0,0,0,0,0
101000500,110120152,100,101121502,1187,11012152,101121503,0,11999292,101121501,0,0,101121505,0,0,0,0,0
101000501,110120153,100,101121507,1187,11012153,101121508,0,11999293,101121503,0,11999703,101121504,0,0,0,0,0
101000502,110120161,100,101121601,1191,11012161,101121601,0,11999291,101121602,0,0,101121603,0,0,0,0,0
101000503,110120162,100,101121601,1191,11012162,101121604,0,11999292,101121602,0,0,101121605,0,0,0,0,0
101000504,110120163,100,101121606,1191,11012163,101121601,0,11999293,101121602,0,11999703,101121604,0,0,101121604,0,0
101000505,110120171,100,101121701,1203,11012171,101121705,0,11999291,101121703,0,11999293,0,0,0,0,0,0
101000506,110120172,100,101121702,1203,11012172,101121701,0,11999292,101121705,0,11999701,0,0,0,0,0,0
101000507,110120173,100,101121706,1203,11012173,0,0,0,0,0,0,0,0,0,0,0,0
101000508,110130011,100,101130101,1209,11013011,101130102,0,11999291,101130103,0,0,0,0,0,0,0,0
101000509,110130012,100,101130104,1209,11013012,101130102,0,11999292,101130105,0,0,101130103,0,0,0,0,0
101000510,110130013,100,101130101,1209,11013013,101130104,0,11999293,101130102,0,11999701,101130106,0,0,0,0,0
101000511,110130021,100,101130201,1218,11013021,101130202,0,11999291,101130203,0,0,0,0,0,0,0,0
101000512,110130022,100,101130201,1218,11013022,101130202,0,11999292,101130204,0,0,101130205,0,0,0,0,0
101000513,110130023,100,101130206,1218,11013023,101130207,0,11999293,101130203,0,11999702,101130208,0,0,0,0,0
101000514,110130031,100,101130303,1230,11013031,101130301,0,11999291,101130302,0,0,0,0,0,0,0,0
101000515,110130032,100,101130303,1230,11013032,101130304,0,11999292,101130302,0,0,101130305,0,0,0,0,0
101000516,110130033,100,101130303,1230,11013033,101130301,0,11999293,101130301,0,0,101130304,0,11999703,0,0,0
101000517,110130041,100,101130401,1236,11013041,101130402,0,11999291,101130403,0,0,0,0,0,0,0,0
101000518,110130042,100,101130404,1236,11013042,101130401,0,11999292,101130401,0,0,101130405,0,0,0,0,0
101000519,110130043,100,101130406,1236,11013043,101130404,0,11999293,101130402,0,11999702,101130403,0,0,0,0,0
101000520,110130051,100,101130501,1241,11013051,101130501,0,11999291,101130502,0,0,0,0,0,0,0,0
101000521,110130052,100,101130503,1241,11013052,101130501,0,11999292,101130502,0,0,101130504,0,0,0,0,0
101000522,110130053,100,101130503,1241,11013053,101130506,0,11999293,101130504,0,11999703,101130505,0,0,0,0,0
101000523,110130061,100,101130601,1254,11013061,101130602,0,11999291,101130603,0,0,101130604,0,0,0,0,0
101000524,110130062,100,101130605,1254,11013062,101130605,0,11999292,101130606,0,0,101130604,0,0,0,0,0
101000525,110130063,100,101130601,1254,11013063,101130601,0,11999293,101130605,0,11999701,101130607,0,0,101130608,0,0
101000526,110130071,100,101130701,1260,11013071,101130701,0,11999291,101130702,0,0,0,0,0,0,0,0
