id,unit_id,type,title,description
10940102,109401,101,"Bond Level 1",""
10940103,109401,102,"Bond Level 2",""
10940104,109401,103,"Bond Level 3",""
10940105,109401,104,"Bond Level 4",""
10940106,109401,105,"Bond Level 5",""
10940107,109401,106,"Bond Level 6",""
10940108,109401,107,"Bond Level 7",""
10950101,109501,201,"Unlock animation 1",""
10950102,109501,101,"Bond Level 1",""
10950103,109501,102,"Bond Level 2",""
10950104,109501,103,"Bond Level 3",""
10950105,109501,104,"Bond Level 4",""
10950106,109501,105,"Bond Level 5",""
10950107,109501,106,"Bond Level 6",""
10950108,109501,107,"Bond Level 7",""
10960101,109601,201,"Unlock animation 1",""
10960102,109601,101,"Bond Level 1",""
10960103,109601,102,"Bond Level 2",""
10960104,109601,103,"Bond Level 3",""
10960105,109601,104,"Bond Level 4",""
10960106,109601,105,"Bond Level 5",""
10960107,109601,106,"Bond Level 6",""
10960108,109601,107,"Bond Level 7",""
10970101,109701,201,"Unlock animation 1",""
10970102,109701,101,"Bond Level 1",""
10970103,109701,102,"Bond Level 2",""
10970104,109701,103,"Bond Level 3",""
10970105,109701,104,"Bond Level 4",""
10970106,109701,105,"Bond Level 5",""
10970107,109701,106,"Bond Level 6",""
10970108,109701,107,"Bond Level 7",""
10980101,109801,201,"Unlock animation 1",""
10980102,109801,101,"Bond Level 1",""
10980103,109801,102,"Bond Level 2",""
10980104,109801,103,"Bond Level 3",""
10980105,109801,104,"Bond Level 4",""
10980106,109801,105,"Bond Level 5",""
10980107,109801,106,"Bond Level 6",""
10980108,109801,107,"Bond Level 7",""
10990101,109901,201,"Unlock animation 1",""
10990102,109901,101,"Bond Level 1",""
10990103,109901,102,"Bond Level 2",""
10990104,109901,103,"Bond Level 3",""
10990105,109901,104,"Bond Level 4",""
10990106,109901,105,"Bond Level 5",""
10990107,109901,106,"Bond Level 6",""
10990108,109901,107,"Bond Level 7",""
11000101,110001,201,"Unlock animation 1",""
11000102,110001,101,"Bond Level 1",""
11000103,110001,102,"Bond Level 2",""
11000104,110001,103,"Bond Level 3",""
11000105,110001,104,"Bond Level 4",""
11000106,110001,105,"Bond Level 5",""
11000107,110001,106,"Bond Level 6",""
11000108,110001,107,"Bond Level 7",""
11010101,110101,201,"Unlock animation 1",""
11010102,110101,101,"Bond Level 1",""
11010103,110101,102,"Bond Level 2",""
11010104,110101,103,"Bond Level 3",""
11010105,110101,104,"Bond Level 4",""
11010106,110101,105,"Bond Level 5",""
11010107,110101,106,"Bond Level 6",""
11010108,110101,107,"Bond Level 7",""
11030101,110301,201,"Unlock animation 1",""
11030102,110301,101,"Bond Level 1",""
11030103,110301,102,"Bond Level 2",""
11030104,110301,103,"Bond Level 3",""
11030105,110301,104,"Bond Level 4",""
11030106,110301,105,"Bond Level 5",""
11030107,110301,106,"Bond Level 6",""
11030108,110301,107,"Bond Level 7",""
11040101,110401,201,"Unlock animation 1",""
11040102,110401,101,"Bond Level 1",""
11040103,110401,102,"Bond Level 2",""
11040104,110401,103,"Bond Level 3",""
11040105,110401,104,"Bond Level 4",""
11040106,110401,105,"Bond Level 5",""
11040107,110401,106,"Bond Level 6",""
11040108,110401,107,"Bond Level 7",""
11050101,110501,201,"Unlock animation 1",""
11050102,110501,101,"Bond Level 1",""
11050103,110501,102,"Bond Level 2",""
11050104,110501,103,"Bond Level 3",""
11050105,110501,104,"Bond Level 4",""
11050106,110501,105,"Bond Level 5",""
11050107,110501,106,"Bond Level 6",""
11050108,110501,107,"Bond Level 7",""
11060101,110601,201,"Unlock animation 1",""
11060102,110601,101,"Bond Level 1",""
11060103,110601,102,"Bond Level 2",""
11060104,110601,103,"Bond Level 3",""
11060105,110601,104,"Bond Level 4",""
11060106,110601,105,"Bond Level 5",""
11060107,110601,106,"Bond Level 6",""
11060108,110601,107,"Bond Level 7",""
11070101,110701,201,"Unlock animation 1",""
11070102,110701,101,"Bond Level 1",""
11070103,110701,102,"Bond Level 2",""
11070104,110701,103,"Bond Level 3",""
11070105,110701,104,"Bond Level 4",""
11070106,110701,105,"Bond Level 5",""
11070107,110701,106,"Bond Level 6",""
11070108,110701,107,"Bond Level 7",""
11080101,110801,201,"Unlock animation 1",""
11080102,110801,101,"Bond Level 1",""
11080103,110801,102,"Bond Level 2",""
11080104,110801,103,"Bond Level 3",""
11080105,110801,104,"Bond Level 4",""
11080106,110801,105,"Bond Level 5",""
11080107,110801,106,"Bond Level 6",""
11080108,110801,107,"Bond Level 7",""
11100101,111001,201,"Unlock animation 1",""
11100102,111001,101,"Bond Level 1",""
11100103,111001,102,"Bond Level 2",""
11100104,111001,103,"Bond Level 3",""
11100105,111001,104,"Bond Level 4",""
11100106,111001,105,"Bond Level 5",""
11100107,111001,106,"Bond Level 6",""
11100108,111001,107,"Bond Level 7",""
11110101,111101,201,"Unlock animation 1",""
11110102,111101,101,"Bond Level 1",""
11110103,111101,102,"Bond Level 2",""
11110104,111101,103,"Bond Level 3",""
11110105,111101,104,"Bond Level 4",""
11110106,111101,105,"Bond Level 5",""
11110107,111101,106,"Bond Level 6",""
11110108,111101,107,"Bond Level 7",""
11120101,111201,201,"Unlock animation 1",""
11120102,111201,101,"Bond Level 1",""
11120103,111201,102,"Bond Level 2",""
11120104,111201,103,"Bond Level 3",""
11120105,111201,104,"Bond Level 4",""
11120106,111201,105,"Bond Level 5",""
11120107,111201,106,"Bond Level 6",""
11120108,111201,107,"Bond Level 7",""
11130101,111301,201,"Unlock animation 1",""
11130102,111301,101,"Bond Level 1",""
11130103,111301,102,"Bond Level 2",""
11130104,111301,103,"Bond Level 3",""
11130105,111301,104,"Bond Level 4",""
11130106,111301,105,"Bond Level 5",""
11130107,111301,106,"Bond Level 6",""
11130108,111301,107,"Bond Level 7",""
11140101,111401,201,"Unlock animation 1",""
11140102,111401,101,"Bond Level 1",""
11140103,111401,102,"Bond Level 2",""
11140104,111401,103,"Bond Level 3",""
11140105,111401,104,"Bond Level 4",""
11140106,111401,105,"Bond Level 5",""
11140107,111401,106,"Bond Level 6",""
11140108,111401,107,"Bond Level 7",""
11150101,111501,201,"Unlock animation 1",""
11150102,111501,101,"Bond Level 1",""
11150103,111501,102,"Bond Level 2",""
11150104,111501,103,"Bond Level 3",""
11150105,111501,104,"Bond Level 4",""
11150106,111501,105,"Bond Level 5",""
11150107,111501,106,"Bond Level 6",""
11150108,111501,107,"Bond Level 7",""
11160101,111601,201,"Unlock animation 1",""
11160102,111601,101,"Bond Level 1",""
11160103,111601,102,"Bond Level 2",""
11160104,111601,103,"Bond Level 3",""
11160105,111601,104,"Bond Level 4",""
11160106,111601,105,"Bond Level 5",""
11160107,111601,106,"Bond Level 6",""
11160108,111601,107,"Bond Level 7",""
11170101,111701,201,"Unlock animation 1",""
11170102,111701,101,"Bond Level 1",""
11170103,111701,102,"Bond Level 2",""
11170104,111701,103,"Bond Level 3",""
11170105,111701,104,"Bond Level 4",""
11170106,111701,105,"Bond Level 5",""
11170107,111701,106,"Bond Level 6",""
11170108,111701,107,"Bond Level 7",""
11190101,111901,201,"Unlock animation 1",""
11190102,111901,101,"Bond Level 1",""
11190103,111901,102,"Bond Level 2",""
11190104,111901,103,"Bond Level 3",""
11190105,111901,104,"Bond Level 4",""
11190106,111901,105,"Bond Level 5",""
11190107,111901,106,"Bond Level 6",""
11190108,111901,107,"Bond Level 7",""
11200101,112001,201,"Unlock animation 1",""
11200102,112001,101,"Bond Level 1",""
11200103,112001,102,"Bond Level 2",""
11200104,112001,103,"Bond Level 3",""
11200105,112001,104,"Bond Level 4",""
11200106,112001,105,"Bond Level 5",""
11200107,112001,106,"Bond Level 6",""
11200108,112001,107,"Bond Level 7",""
11210101,112101,201,"Unlock animation 1",""
11210102,112101,101,"Bond Level 1",""
11210103,112101,102,"Bond Level 2",""
11210104,112101,103,"Bond Level 3",""
11210105,112101,104,"Bond Level 4",""
11210106,112101,105,"Bond Level 5",""
11210107,112101,106,"Bond Level 6",""
11210108,112101,107,"Bond Level 7",""
11220101,112201,201,"Unlock animation 1",""
11220102,112201,101,"Bond Level 1",""
11220103,112201,102,"Bond Level 2",""
11220104,112201,103,"Bond Level 3",""
11220105,112201,104,"Bond Level 4",""
11220106,112201,105,"Bond Level 5",""
11220107,112201,106,"Bond Level 6",""
11220108,112201,107,"Bond Level 7",""
11230101,112301,201,"Unlock animation 1",""
11230102,112301,101,"Bond Level 1",""
11230103,112301,102,"Bond Level 2",""
11230104,112301,103,"Bond Level 3",""
11230105,112301,104,"Bond Level 4",""
11230106,112301,105,"Bond Level 5",""
11230107,112301,106,"Bond Level 6",""
11230108,112301,107,"Bond Level 7",""
11240101,112401,201,"Unlock animation 1",""
11240102,112401,101,"Bond Level 1",""
11240103,112401,102,"Bond Level 2",""
11240104,112401,103,"Bond Level 3",""
11240105,112401,104,"Bond Level 4",""
11240106,112401,105,"Bond Level 5",""
11240107,112401,106,"Bond Level 6",""
11240108,112401,107,"Bond Level 7",""
11250101,112501,201,"Unlock animation 1",""
11250102,112501,101,"Bond Level 1",""
11250103,112501,102,"Bond Level 2",""
11250104,112501,103,"Bond Level 3",""
11250105,112501,104,"Bond Level 4",""
11250106,112501,105,"Bond Level 5",""
11250107,112501,106,"Bond Level 6",""
11250108,112501,107,"Bond Level 7",""
11260101,112601,201,"Unlock animation 1",""
11260102,112601,101,"Bond Level 1",""
11260103,112601,102,"Bond Level 2",""
11260104,112601,103,"Bond Level 3",""
11260105,112601,104,"Bond Level 4",""
11260106,112601,105,"Bond Level 5",""
11260107,112601,106,"Bond Level 6",""
11260108,112601,107,"Bond Level 7",""
18040101,180401,201,"Unlock animation 1",""
18040102,180401,101,"Bond Level 1",""
18040103,180401,102,"Bond Level 2",""
18040104,180401,103,"Bond Level 3",""
18040105,180401,104,"Bond Level 4",""
18040106,180401,105,"Bond Level 5",""
18040107,180401,106,"Bond Level 6",""
18040108,180401,107,"Bond Level 7",""
