gacha_id,gacha_detail,gacha_notice,release
20043,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20044,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20045,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20046,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20048,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20049,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20050,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20052,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20053,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20054,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20055,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20056,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20057,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20058,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20059,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
20060,"<img src=""path/img_gacha_info_1.png"" /><h4>About This Gacha</h4>This gacha can be drawn by consuming paid Jewels, free Jewels or applicable tickets.<br>\nRewards consist of characters with rarity 1★ or above.<br>\nWhen using the ""Draw 10"" option, the tenth reward is guaranteed to have rarity of 2★ or above.<br>\nCharacters with rarity 3★ or above have a unique illustration that can be displayed on your home screen.<br>\nAny characters who have already joined your party will be automatically converted into Divine Amulets.<br>\nNote: Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\nNote: Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n(The number of Divine Amulets received for a duplicate character depends on that character's rarity. For details, see Draw Rates.)<br>\n","<h4>Important Notes</h4>\n• The contents of the Premium Gacha may be changed without warning.<br>\n• The chance of any given character appearing from the Premium Gacha differs based on each character's assigned rate.<br>\n• Characters who have already joined your party may still appear as Premium Gacha rewards, but it is not possible to possess more than one of a single character.<br>\n• Duplicate character rewards will be converted into Divine Amulets.<br>\n• Divine Amulets received in this way are not sent to the Present Box; they will be directly added to your current total.<br>\n• Any Divine Amulets that exceed the maximum will be sent to your Present Box.<br>\nThe Present Box can be found on the Home screen via the Presents icon.<br>\n• In certain network connection environments, the gacha animation may be skipped or only partially displayed. Even in these cases, the correct characters will be added to your party. Please check the Character List to confirm.<br>\n• The outcome of each draw is calculated individually using a randomized algorithm. As such, there is no guarantee that a character with a 1% rate will appear within 100 draws.<br>\n• The Daily Deal is a special discounted draw that can be performed once per day. It can only be performed using paid Jewels.<br>\n• The availability of draws that can only be performed once per day resets daily at 1:00 p.m. (UTC).<br>\n","○"
