stationary_mission_id,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_num,mission_reward_id,system_id,event_id,start_time,end_time
71006020,103,601,"Clear Event Quest 1-5 (HARD)",9003,10006205,0,0,1,71006020,6005,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006021,104,601,"Reset the Victory Medal Exchange lineup 1 time",9006,0,0,0,1,71006021,6002,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006022,104,601,"Reset the Victory Medal Exchange lineup 2 times",9006,0,0,0,2,71006022,6002,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006023,104,601,"Reset the Victory Medal Exchange lineup 3 times",9006,0,0,0,3,71006023,6002,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006024,104,601,"Reset the Victory Medal Exchange lineup 4 times",9006,0,0,0,4,71006024,6002,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006025,105,601,"Defeat the Living Mail 5 times (Any Difficulty)",9011,0,0,0,5,71006025,6008,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006026,105,601,"Defeat the Living Mail 10 times (Any Difficulty)",9011,0,0,0,10,71006026,6008,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006027,105,601,"Defeat the Living Mail 15 times (Any Difficulty)",9011,0,0,0,15,71006027,6008,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006028,105,601,"Defeat the Living Mail 20 times (Any Difficulty)",9011,0,0,0,20,71006028,6008,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006029,105,601,"Defeat the Living Mail 25 times (Any Difficulty)",9011,0,0,0,25,71006029,6008,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006030,105,601,"Defeat the Living Mail 30 times (Any Difficulty)",9011,0,0,0,30,71006030,6008,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71006031,106,601,"Defeat the Living Mail 1 time (VERY HARD)",9001,610006301,0,0,1,71006031,6010,10006,"2021/08/18 23:00:00","2021/09/05 22:59:59"
71007001,102,601,"Clear Event Quest 1-1 (NORMAL)",9003,10007101,0,0,1,71007001,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007002,102,601,"Clear Event Quest 1-2 (NORMAL)",9003,10007102,0,0,1,71007002,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007003,102,601,"Clear Event Quest 1-3 (NORMAL)",9003,10007103,0,0,1,71007003,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007004,102,601,"Clear Event Quest 1-4 (NORMAL)",9003,10007104,0,0,1,71007004,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007005,102,601,"Clear Event Quest 1-5 (NORMAL)",9003,10007105,0,0,1,71007005,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007006,102,601,"Clear Event Quest 1-6 (NORMAL)",9003,10007106,0,0,1,71007006,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007007,102,601,"Clear Event Quest 1-7 (NORMAL)",9003,10007107,0,0,1,71007007,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007008,102,601,"Clear Event Quest 1-8 (NORMAL)",9003,10007108,0,0,1,71007008,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007009,102,601,"Clear Event Quest 1-9 (NORMAL)",9003,10007109,0,0,1,71007009,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007010,102,601,"Clear Event Quest 1-10 (NORMAL)",9003,10007110,0,0,1,71007010,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007011,102,601,"Clear Event Quest 1-11 (NORMAL)",9003,10007111,0,0,1,71007011,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007012,102,601,"Clear Event Quest 1-12 (NORMAL)",9003,10007112,0,0,1,71007012,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007013,102,601,"Clear Event Quest 1-13 (NORMAL)",9003,10007113,0,0,1,71007013,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007014,102,601,"Clear Event Quest 1-14 (NORMAL)",9003,10007114,0,0,1,71007014,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007015,102,601,"Clear Event Quest 1-15 (NORMAL)",9003,10007115,0,0,1,71007015,6004,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007016,103,601,"Clear Event Quest 1-1 (HARD)",9003,10007201,0,0,1,71007016,6005,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007017,103,601,"Clear Event Quest 1-2 (HARD)",9003,10007202,0,0,1,71007017,6005,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007018,103,601,"Clear Event Quest 1-3 (HARD)",9003,10007203,0,0,1,71007018,6005,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007019,103,601,"Clear Event Quest 1-4 (HARD)",9003,10007204,0,0,1,71007019,6005,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007020,103,601,"Clear Event Quest 1-5 (HARD)",9003,10007205,0,0,1,71007020,6005,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007021,104,601,"Reset the Victory Medal Exchange lineup 1 time",9006,0,0,0,1,71007021,6002,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007022,104,601,"Reset the Victory Medal Exchange lineup 2 times",9006,0,0,0,2,71007022,6002,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007023,104,601,"Reset the Victory Medal Exchange lineup 3 times",9006,0,0,0,3,71007023,6002,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007024,104,601,"Reset the Victory Medal Exchange lineup 4 times",9006,0,0,0,4,71007024,6002,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007025,105,601,"Defeat Jack-o-Pudding 5 times (Any Difficulty)",9011,0,0,0,5,71007025,6008,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007026,105,601,"Defeat Jack-o-Pudding 10 times (Any Difficulty)",9011,0,0,0,10,71007026,6008,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007027,105,601,"Defeat Jack-o-Pudding 15 times (Any Difficulty)",9011,0,0,0,15,71007027,6008,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007028,105,601,"Defeat Jack-o-Pudding 20 times (Any Difficulty)",9011,0,0,0,20,71007028,6008,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007029,105,601,"Defeat Jack-o-Pudding 25 times (Any Difficulty)",9011,0,0,0,25,71007029,6008,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007030,105,601,"Defeat Jack-o-Pudding 30 times (Any Difficulty)",9011,0,0,0,30,71007030,6008,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71007032,107,601,"Defeat Jack-o-Pudding 1 time (VERY HARD)",9001,610007301,0,0,1,71007032,6010,10007,"2021/09/24 23:00:00","2021/10/10 22:59:59"
71008001,102,601,"Clear Event Quest 1-1 (NORMAL)",9003,10008101,0,0,1,71008001,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008002,102,601,"Clear Event Quest 1-2 (NORMAL)",9003,10008102,0,0,1,71008002,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008003,102,601,"Clear Event Quest 1-3 (NORMAL)",9003,10008103,0,0,1,71008003,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008004,102,601,"Clear Event Quest 1-4 (NORMAL)",9003,10008104,0,0,1,71008004,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008005,102,601,"Clear Event Quest 1-5 (NORMAL)",9003,10008105,0,0,1,71008005,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008006,102,601,"Clear Event Quest 1-6 (NORMAL)",9003,10008106,0,0,1,71008006,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008007,102,601,"Clear Event Quest 1-7 (NORMAL)",9003,10008107,0,0,1,71008007,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008008,102,601,"Clear Event Quest 1-8 (NORMAL)",9003,10008108,0,0,1,71008008,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008009,102,601,"Clear Event Quest 1-9 (NORMAL)",9003,10008109,0,0,1,71008009,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008010,102,601,"Clear Event Quest 1-10 (NORMAL)",9003,10008110,0,0,1,71008010,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008011,102,601,"Clear Event Quest 1-11 (NORMAL)",9003,10008111,0,0,1,71008011,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008012,102,601,"Clear Event Quest 1-12 (NORMAL)",9003,10008112,0,0,1,71008012,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008013,102,601,"Clear Event Quest 1-13 (NORMAL)",9003,10008113,0,0,1,71008013,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008014,102,601,"Clear Event Quest 1-14 (NORMAL)",9003,10008114,0,0,1,71008014,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008015,102,601,"Clear Event Quest 1-15 (NORMAL)",9003,10008115,0,0,1,71008015,6004,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008016,103,601,"Clear Event Quest 1-1 (HARD)",9003,10008201,0,0,1,71008016,6005,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008017,103,601,"Clear Event Quest 1-2 (HARD)",9003,10008202,0,0,1,71008017,6005,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008018,103,601,"Clear Event Quest 1-3 (HARD)",9003,10008203,0,0,1,71008018,6005,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008019,103,601,"Clear Event Quest 1-4 (HARD)",9003,10008204,0,0,1,71008019,6005,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008020,103,601,"Clear Event Quest 1-5 (HARD)",9003,10008205,0,0,1,71008020,6005,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008021,104,601,"Reset the Victory Medal Exchange lineup 1 time",9006,0,0,0,1,71008021,6002,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008022,104,601,"Reset the Victory Medal Exchange lineup 2 times",9006,0,0,0,2,71008022,6002,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008023,104,601,"Reset the Victory Medal Exchange lineup 3 times",9006,0,0,0,3,71008023,6002,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008024,104,601,"Reset the Victory Medal Exchange lineup 4 times",9006,0,0,0,4,71008024,6002,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008025,105,601,"Defeat Olam 5 times (Any Difficulty)",9011,0,0,0,5,71008025,6008,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008026,105,601,"Defeat Olam 10 times (Any Difficulty)",9011,0,0,0,10,71008026,6008,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008027,105,601,"Defeat Olam 15 times (Any Difficulty)",9011,0,0,0,15,71008027,6008,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008028,105,601,"Defeat Olam 20 times (Any Difficulty)",9011,0,0,0,20,71008028,6008,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008029,105,601,"Defeat Olam 25 times (Any Difficulty)",9011,0,0,0,25,71008029,6008,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008030,105,601,"Defeat Olam 30 times (Any Difficulty)",9011,0,0,0,30,71008030,6008,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71008031,106,601,"Defeat Olam 1 time (VERY HARD)",9001,610008301,0,0,1,71008031,6010,10008,"2021/10/28 23:00:00","2021/11/11 22:59:59"
71009001,102,601,"Clear Event Quest 1-1 (NORMAL)",9003,10009101,0,0,1,71009001,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009002,102,601,"Clear Event Quest 1-2 (NORMAL)",9003,10009102,0,0,1,71009002,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009003,102,601,"Clear Event Quest 1-3 (NORMAL)",9003,10009103,0,0,1,71009003,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009004,102,601,"Clear Event Quest 1-4 (NORMAL)",9003,10009104,0,0,1,71009004,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009005,102,601,"Clear Event Quest 1-5 (NORMAL)",9003,10009105,0,0,1,71009005,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009006,102,601,"Clear Event Quest 1-6 (NORMAL)",9003,10009106,0,0,1,71009006,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009007,102,601,"Clear Event Quest 1-7 (NORMAL)",9003,10009107,0,0,1,71009007,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009008,102,601,"Clear Event Quest 1-8 (NORMAL)",9003,10009108,0,0,1,71009008,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009009,102,601,"Clear Event Quest 1-9 (NORMAL)",9003,10009109,0,0,1,71009009,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009010,102,601,"Clear Event Quest 1-10 (NORMAL)",9003,10009110,0,0,1,71009010,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009011,102,601,"Clear Event Quest 1-11 (NORMAL)",9003,10009111,0,0,1,71009011,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009012,102,601,"Clear Event Quest 1-12 (NORMAL)",9003,10009112,0,0,1,71009012,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009013,102,601,"Clear Event Quest 1-13 (NORMAL)",9003,10009113,0,0,1,71009013,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009014,102,601,"Clear Event Quest 1-14 (NORMAL)",9003,10009114,0,0,1,71009014,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009015,102,601,"Clear Event Quest 1-15 (NORMAL)",9003,10009115,0,0,1,71009015,6004,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009016,103,601,"Clear Event Quest 1-1 (HARD)",9003,10009201,0,0,1,71009016,6005,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009017,103,601,"Clear Event Quest 1-2 (HARD)",9003,10009202,0,0,1,71009017,6005,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009018,103,601,"Clear Event Quest 1-3 (HARD)",9003,10009203,0,0,1,71009018,6005,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009019,103,601,"Clear Event Quest 1-4 (HARD)",9003,10009204,0,0,1,71009019,6005,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009020,103,601,"Clear Event Quest 1-5 (HARD)",9003,10009205,0,0,1,71009020,6005,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009021,104,601,"Reset the Victory Medal Exchange lineup 1 time",9006,0,0,0,1,71009021,6002,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009022,104,601,"Reset the Victory Medal Exchange lineup 2 times",9006,0,0,0,2,71009022,6002,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009023,104,601,"Reset the Victory Medal Exchange lineup 3 times",9006,0,0,0,3,71009023,6002,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009024,104,601,"Reset the Victory Medal Exchange lineup 4 times",9006,0,0,0,4,71009024,6002,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009025,105,601,"Defeat Foggy 5 times (Any Difficulty)",9011,0,0,0,5,71009025,6008,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009026,105,601,"Defeat Foggy 10 times (Any Difficulty)",9011,0,0,0,10,71009026,6008,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009027,105,601,"Defeat Foggy 15 times (Any Difficulty)",9011,0,0,0,15,71009027,6008,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009028,105,601,"Defeat Foggy 20 times (Any Difficulty)",9011,0,0,0,20,71009028,6008,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009029,105,601,"Defeat Foggy 25 times (Any Difficulty)",9011,0,0,0,25,71009029,6008,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009030,105,601,"Defeat Foggy 30 times (Any Difficulty)",9011,0,0,0,30,71009030,6008,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009031,106,601,"Defeat Foggy 1 time (NORMAL)",9001,610009101,0,0,1,71009031,6006,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71009032,107,601,"Defeat Foggy 1 time (VERY HARD)",9001,610009301,0,0,1,71009032,6010,10009,"2021/11/22 23:00:00","2021/12/06 22:59:59"
71010001,102,601,"Clear Event Quest 1-1 (NORMAL)",9003,10010101,0,0,1,71010001,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010002,102,601,"Clear Event Quest 1-2 (NORMAL)",9003,10010102,0,0,1,71010002,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010003,102,601,"Clear Event Quest 1-3 (NORMAL)",9003,10010103,0,0,1,71010003,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010004,102,601,"Clear Event Quest 1-4 (NORMAL)",9003,10010104,0,0,1,71010004,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010005,102,601,"Clear Event Quest 1-5 (NORMAL)",9003,10010105,0,0,1,71010005,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010006,102,601,"Clear Event Quest 1-6 (NORMAL)",9003,10010106,0,0,1,71010006,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010007,102,601,"Clear Event Quest 1-7 (NORMAL)",9003,10010107,0,0,1,71010007,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010008,102,601,"Clear Event Quest 1-8 (NORMAL)",9003,10010108,0,0,1,71010008,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010009,102,601,"Clear Event Quest 1-9 (NORMAL)",9003,10010109,0,0,1,71010009,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010010,102,601,"Clear Event Quest 1-10 (NORMAL)",9003,10010110,0,0,1,71010010,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010011,102,601,"Clear Event Quest 1-11 (NORMAL)",9003,10010111,0,0,1,71010011,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010012,102,601,"Clear Event Quest 1-12 (NORMAL)",9003,10010112,0,0,1,71010012,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010013,102,601,"Clear Event Quest 1-13 (NORMAL)",9003,10010113,0,0,1,71010013,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010014,102,601,"Clear Event Quest 1-14 (NORMAL)",9003,10010114,0,0,1,71010014,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010015,102,601,"Clear Event Quest 1-15 (NORMAL)",9003,10010115,0,0,1,71010015,6004,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010016,103,601,"Clear Event Quest 1-1 (HARD)",9003,10010201,0,0,1,71010016,6005,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010017,103,601,"Clear Event Quest 1-2 (HARD)",9003,10010202,0,0,1,71010017,6005,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010018,103,601,"Clear Event Quest 1-3 (HARD)",9003,10010203,0,0,1,71010018,6005,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010019,103,601,"Clear Event Quest 1-4 (HARD)",9003,10010204,0,0,1,71010019,6005,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010020,103,601,"Clear Event Quest 1-5 (HARD)",9003,10010205,0,0,1,71010020,6005,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010021,104,601,"Reset the Victory Medal Exchange lineup 1 time",9006,0,0,0,1,71010021,6002,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010022,104,601,"Reset the Victory Medal Exchange lineup 2 times",9006,0,0,0,2,71010022,6002,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010023,104,601,"Reset the Victory Medal Exchange lineup 3 times",9006,0,0,0,3,71010023,6002,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010024,104,601,"Reset the Victory Medal Exchange lineup 4 times",9006,0,0,0,4,71010024,6002,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010025,105,601,"Defeat Mochifiend Gummy 5 times (Any Difficulty)",9011,0,0,0,5,71010025,6008,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010026,105,601,"Defeat Mochifiend Gummy 10 times (Any Difficulty)",9011,0,0,0,10,71010026,6008,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010027,105,601,"Defeat Mochifiend Gummy 15 times (Any Difficulty)",9011,0,0,0,15,71010027,6008,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010028,105,601,"Defeat Mochifiend Gummy 20 times (Any Difficulty)",9011,0,0,0,20,71010028,6008,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010029,105,601,"Defeat Mochifiend Gummy 25 times (Any Difficulty)",9011,0,0,0,25,71010029,6008,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010030,105,601,"Defeat Mochifiend Gummy 30 times (Any Difficulty)",9011,0,0,0,30,71010030,6008,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010031,106,601,"Defeat Mochifiend Gummy 1 time (NORMAL)",9001,610010101,0,0,1,71010031,6006,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71010032,107,601,"Defeat Mochifiend Gummy 1 time (VERY HARD)",9001,610010301,0,0,1,71010032,6010,10010,"2021/12/20 23:00:00","2022/01/07 22:59:59"
71011001,102,601,"Clear Event Quest 1-1 (NORMAL)",9003,10011101,0,0,1,71011001,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011002,102,601,"Clear Event Quest 1-2 (NORMAL)",9003,10011102,0,0,1,71011002,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011003,102,601,"Clear Event Quest 1-3 (NORMAL)",9003,10011103,0,0,1,71011003,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011004,102,601,"Clear Event Quest 1-4 (NORMAL)",9003,10011104,0,0,1,71011004,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011005,102,601,"Clear Event Quest 1-5 (NORMAL)",9003,10011105,0,0,1,71011005,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011006,102,601,"Clear Event Quest 1-6 (NORMAL)",9003,10011106,0,0,1,71011006,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011007,102,601,"Clear Event Quest 1-7 (NORMAL)",9003,10011107,0,0,1,71011007,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011008,102,601,"Clear Event Quest 1-8 (NORMAL)",9003,10011108,0,0,1,71011008,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011009,102,601,"Clear Event Quest 1-9 (NORMAL)",9003,10011109,0,0,1,71011009,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011010,102,601,"Clear Event Quest 1-10 (NORMAL)",9003,10011110,0,0,1,71011010,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011011,102,601,"Clear Event Quest 1-11 (NORMAL)",9003,10011111,0,0,1,71011011,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011012,102,601,"Clear Event Quest 1-12 (NORMAL)",9003,10011112,0,0,1,71011012,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011013,102,601,"Clear Event Quest 1-13 (NORMAL)",9003,10011113,0,0,1,71011013,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011014,102,601,"Clear Event Quest 1-14 (NORMAL)",9003,10011114,0,0,1,71011014,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011015,102,601,"Clear Event Quest 1-15 (NORMAL)",9003,10011115,0,0,1,71011015,6004,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011016,103,601,"Clear Event Quest 1-1 (HARD)",9003,10011201,0,0,1,71011016,6005,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011017,103,601,"Clear Event Quest 1-2 (HARD)",9003,10011202,0,0,1,71011017,6005,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011018,103,601,"Clear Event Quest 1-3 (HARD)",9003,10011203,0,0,1,71011018,6005,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011019,103,601,"Clear Event Quest 1-4 (HARD)",9003,10011204,0,0,1,71011019,6005,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011020,103,601,"Clear Event Quest 1-5 (HARD)",9003,10011205,0,0,1,71011020,6005,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011021,104,601,"Reset the Victory Medal Exchange lineup 1 time",9006,0,0,0,1,71011021,6002,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011022,104,601,"Reset the Victory Medal Exchange lineup 2 times",9006,0,0,0,2,71011022,6002,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011023,104,601,"Reset the Victory Medal Exchange lineup 3 times",9006,0,0,0,3,71011023,6002,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011024,104,601,"Reset the Victory Medal Exchange lineup 4 times",9006,0,0,0,4,71011024,6002,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011025,105,601,"Defeat Ugly Lovely 5 times (Any Difficulty)",9011,0,0,0,5,71011025,6008,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011026,105,601,"Defeat Ugly Lovely 10 times (Any Difficulty)",9011,0,0,0,10,71011026,6008,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011027,105,601,"Defeat Ugly Lovely 15 times (Any Difficulty)",9011,0,0,0,15,71011027,6008,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011028,105,601,"Defeat Ugly Lovely 20 times (Any Difficulty)",9011,0,0,0,20,71011028,6008,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011029,105,601,"Defeat Ugly Lovely 25 times (Any Difficulty)",9011,0,0,0,25,71011029,6008,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011030,105,601,"Defeat Ugly Lovely 30 times (Any Difficulty)",9011,0,0,0,30,71011030,6008,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011031,106,601,"Defeat Ugly Lovely 1 time (NORMAL)",9001,610011101,0,0,1,71011031,6006,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71011032,107,601,"Defeat Ugly Lovely 1 time (VERY HARD)",9001,610011301,0,0,1,71011032,6010,10011,"2022/01/18 23:00:00","2022/02/05 22:59:59"
71012001,102,601,"Clear Event Quest 1-1 (NORMAL)",9003,10012101,0,0,1,71012001,6004,10012,"2022/02/14 23:00:00","2022/03/05 22:59:59"
