id,unit_id,use_type,voice_id,face_id,change_time,change_face,description
1022006,102231,1,1,1,0.0,1,"I-I didn't pick this flower just to show it to you or anything!"
1022007,102231,1,2,1,0.0,1,"What a pretty meadow. I-I don't think I fit this backdrop... Oh, um, never mind."
1022008,102231,1,3,1,0.0,1,"I kinda like places like this, you know. I... am a girl, after all."
1022009,102231,1,4,1,0.0,1,"Since we have all these flowers here... He loves me, he loves me not... Eep!"
1022010,102231,1,5,1,0.0,1,"Does bringing me here mean you're sort of treating me like a proper girl, maybe?"
1022011,102201,2,6,5,5.5,4,"H-happy bir... birth... H... happy... Aaaahhh, it's no use! I can't say it to his face! How will I ever give him this present?!"
1022012,102231,2,6,1,0.0,1,"H... happy... birthday!\nI'll give you a special present...\nif you can beat me at a game!\nYou're good at this game, right?"
1023001,102301,1,1,1,4.2,5,"Pukichi's my dearest friend, so try to get along with him!"
1023002,102301,1,2,2,4.1,1,"I came to the Orphanage first, so I'm like the big sister, and you're like my little brother!"
1023003,102301,1,3,5,3.7,2,"You, me, and Pukichi! Together, we're unstoppable!"
1023004,102301,1,4,3,2.6,1,"Pukichi was pretty annoyed at you 'cause you don't play with us enough."
1023005,102301,1,5,6,2.9,2,"Do you like Pukichi? I love him! Every bit as much as I love you!"
1023006,102331,1,1,1,0.0,1,"W-wake up! Pukichi will clobber you if you don't watch where you're going!"
1023007,102331,1,2,1,0.0,1,"Hi-yah! Back off, ya mangy monsters! Ack, no! Don't go near him!"
1023008,102331,1,3,1,0.0,1,"Watch me, watch me! I've been practicing my Pukichi Fullswings! Check this out!"
1023009,102331,1,4,1,0.0,1,"Hey! Are you hurt? Any wounds? It's okay now—Pukichi and I are here to help!"
1023010,102331,1,5,1,0.0,1,"Stay away, you dumb monsters! Let's do this, Pukichi! ""You got it, Ayane!"""
1023011,102301,2,6,2,1.9,1,"Happy birthday! ♪ Pukichi wants to celebrate as well, so the three of us can have a birthday party for you!"
1023012,102331,2,6,1,0.0,1,"Happy birthday! ♪ You're getting a present from both me and Pukichi! Must be nice to get so many!"
1025001,102501,1,1,4,6.0,6,"Sorry I always mess up. I'll atone by committing seppuku! Huh? That'd be worse?"
1025002,102501,1,2,1,2.5,6,"I'll attend to your every— Waahh! I... I bumped my head..."
1025003,102501,1,3,1,4.0,4,"Cooking, laundry, cleaning... I've got so much to do, it's making my head spin!"
1025004,102501,1,4,5,2.5,2,"I live to serve! Whatever you need, just say the word!"
1025005,102501,1,5,4,7.0,5,"I'm going to try really hard to clean properly. If I do a good job, will you compliment me?"
1025006,102531,1,1,1,0.0,1,"Poor little golem. Someone just abandoned it on the side of the road."
1025007,102531,1,2,1,0.0,1,"You're going to help me polish the golem? Hee hee. Thank you!"
1025008,102531,1,3,1,0.0,1,"Are you injured? I'm very good at healing magic! Other magic... Not so much."
1025009,102531,1,4,1,0.0,1,"Oh no, I did it again! I promised myself I'd try harder not to mess up in front of you!"
1025010,102531,1,5,1,0.0,1,"Welcome home, master. J-just joking around! Hee hee hee!"
1025011,102501,2,6,2,5.7,1,"Happy birthday! I baked you a cake to celebrate! I-I'll carry it over nice and safely, okay?"
1025012,102531,2,6,1,0.0,1,"Happy birthday! ♪ Do you mind if I celebrate not as a maid, but as just a regular friend?"
1026001,102601,1,1,5,5.4,1,"Wish I could just laze about forever, honestly. Don't you agree?"
1026002,102601,1,2,2,6.8,5,"Hey, c'mere. Kick back and play a game with me or something. You gotta make time to relax!"
1026003,102601,1,3,4,6.5,5,"I'm starving. Got anything to eat? Preferably a sweet bun?"
1026004,102601,1,4,1,3.8,2,"Usually I just lie around by myself. It's a lot more fun having you to play with."
1026005,102601,1,5,4,9.5,2,"Normally I'm not good with people entering my personal space. But you, I don't mind."
1026006,102631,1,1,1,0.0,1,"Have I died and gone to heaven? Do I really get to roll around in my beloved acorns?"
1026007,102631,1,2,1,0.0,1,"Ahh, it's like this place was built just for me. I might not ever wanna leave."
1026008,102631,1,3,1,0.0,1,"Nothing beats a comfy bed, but being enveloped in nature's a close second."
1026009,102631,1,4,1,0.0,1,"Hey, over here! Come experience paradise with me. You can sit right here!"
1026010,102631,1,5,1,0.0,1,"This place really is amazing. Way worth coming outside for. Thanks for bringing me here!"
1026011,102601,2,6,1,6.2,2,"Happy birthday! And hey, I didn't forget your present. Should be delivered any minute now."
1026012,102631,2,6,1,0.0,1,"Happy birthday! It's a special day, so kick back and relax all you want. Naturally I'll be joining you, too."
1027001,102701,1,1,1,5.0,2,"I've poured my heart into this love potion. I'm thinking of you the whole time, my love."
1027002,102701,1,2,1,6.0,2,"My main job is a florist. My poison weed bouquets are quite popular right now."
1027003,102701,1,3,1,9.0,6,"Flowers are important. They support life and make fine ingredients. Pretty? If you say so."
1027004,102701,1,4,2,5.5,5,"When I think about how this potion'll let me do whatever I want to you... I love my work."
1027005,102701,1,5,2,3.5,5,"What a nice flower. He loves me, he adores me, he loves me, he adores me..."
1027006,102731,1,1,1,0.0,1,"What sort of girl do you want? Should I be cheery? Chill? You do only want me, right?"
1027007,102731,1,2,1,0.0,1,"Some monsters can read your mind and show a vision of your desires. What would my love see?"
1027008,102731,1,3,1,0.0,1,"Look at me. Only at me. Even if another me appears, never take your eyes off me."
1027009,102731,1,4,1,0.0,1,"If an impostor of you showed up, I'd hang him up like a decoration. I need the real you."
1027010,102731,1,5,1,0.0,1,"What would you like me to be, my love? I can be your ideal woman. I love you to death."
1027011,102701,2,6,1,7.2,5,"I've baked a special cake for your birthday. The secret ingredient is sedatives, a dash of aphrodisiac... and of course, my undying love."
1027012,102731,2,6,1,0.0,1,"Happy birthday, my love. I got a few presents for you! A marriage application, a wedding ring, and\na lovely new home for two."
1028001,102801,1,1,1,5.0,2,"I found a store that sells crayons, coloring books, and blocks for cheap! Help me shop!"
1028002,102801,1,2,1,4.5,2,"When cooking, you need to use every last bit of your ingredients. Waste not, want not!"
1028003,102801,1,3,1,7.0,2,"Money is important, but I just want to see a smile on everyone's face. Including yours!"
1028004,102801,1,4,2,3.5,5,"You and I should go somewhere fun sometime. Just as long as it's free, of course."
1028005,102801,1,5,1,2.0,2,"I want to have a tea party. You'll be invited, of course. It'll be lots of fun!"
1028006,102831,1,1,1,0.0,1,"The line for limited items starts here... Oh, you came too! Welcome to our bazaar!"
1028007,102831,1,2,1,0.0,1,"I'll call out to the customers. Can you twirl this sign to draw them in?"
1028008,102831,1,3,1,0.0,1,"I can't believe we got so many customers! You may as well go do your shopping, too!"
1028009,102831,1,4,1,0.0,1,"Thanks for helping me manage the lines. Work is so much more fun with you around!"
1028010,102831,1,5,1,0.0,1,"The bazaar was a hit! Let's celebrate with a feast. You'll be the ultimate refreshment!"
1028011,102801,2,6,1,5.1,2,"Happy birthday! ♪ Here's a present from everyone at the orphanage. Myself included, of course. I hope you'll accept it!"
1028012,102831,2,6,1,0.0,1,"It's your birthday, right? Then let's take the day off and have some fun. Days like this are meant to be enjoyed! ♪"
1029001,102901,1,1,1,3.6,2,"I'm not satisfied with where I am. I need to improve my skills so I can be a top idol!"
1029002,102901,1,2,6,6.0,5,"This flashy swimsuit's for the photo shoot! My personal one's much cuter. Wanna see it?"
1029003,102901,1,3,1,3.6,2,"It's a long road to becoming a top idol. I'm gonna work harder on my dancing and singing!"
1029004,102901,1,4,1,3.4,2,"I want to be a better singer and dancer so you can see me shine brighter than ever!"
1029005,102901,1,5,1,2.3,5,"Are your idol studies going well? Don't focus too hard on the ones who aren't me!"
1029006,102931,1,1,1,0.0,1,"I wonder how the world will look when I'm a top idol? I hope you'll still be at my side."
1029007,102931,1,2,1,0.0,1,"You've gotta be ready to step outside your comfort zone to be on-stage! I can do this!"
1029008,102931,1,3,1,0.0,1,"I'm working hard to reach the heights of a top idol! I hope you'll cheer for me!"
1029009,102931,1,4,1,0.0,1,"There were a couple of times I thought I might quit being an idol if you wanted me to."
1029010,102931,1,5,1,0.0,1,"You can really hear the longing of the girl in my song? You're so oblivious!"
1029011,102901,2,6,2,1.2,1,"Happy birthday! ♪ I've been arranging my schedule so I could celebrate together with you today. Are you happy to hear that?"
1029012,102931,2,6,1,0.0,1,"Happy birthday to you. ♪ Happy birthday to you. ♪ Not everyone gets their own private concert from me!"
1030001,103001,1,1,1,5.5,2,"Dekedekeden! I'm always ready to prove my loyalty to my shogun! You just wait and see!"
1030002,103001,1,2,3,4.0,2,"Oh noes! An Evil Magistrate is threatening the shogunate! This calls for ninja smiting!"
1030003,103001,1,3,6,4.0,1,"Ooh! Shogun! What are you— Wait! I know! You're ninja training, aren't you?! Let me join in!"
1030004,103001,1,4,2,4.5,1,"For my shogun, I would gladly brave the elements! My life and honor belong to my shogun!"
1030005,103001,1,5,1,5.5,5,"Yamato nadeshiko is a noble Eastern ideal of womanhood! When I become one, even you won't resist my charms!"
1030006,103031,1,1,1,0.0,1,"One day, I'll help my shogun unite the lands! That's my important dream!"
1030007,103031,1,2,1,0.0,1,"My superior Eastern blade can cut down anything! You can count on your loyal retainer!"
1030008,103031,1,3,1,0.0,1,"Worry not, Shogun! I kept your sandals warm inside my kimono! Let's go do ninja things!"
1030009,103031,1,4,1,0.0,1,"Shogun, take my hand! Eheheh... This represents the bond of honor that binds us together!"
1030010,103031,1,5,1,0.0,1,"Shogun! Do you want dinner? Or a bath? Or maybe... me? ...Wow, that was embarrassing..."
1030011,103001,2,6,1,6.2,2,"Happy birthday, Shogun!\nI brought lucky red and white manju! Let me feed them to you in the ninin-baori style!"
1030012,103031,2,6,1,0.0,1,"A shogun's birthday is a big day! Allow me to entertain you with my incredible geisha techniques!\nLike a true ninja!"
1031001,103101,1,1,1,6.5,2,"Your fortune today is the worst possible. I'm rarely wrong, but, err, don't worry about it."
1031002,103101,1,2,6,4.5,4,"Who's that behind you? Hmm? You can't see them?"
1031003,103101,1,3,1,7.0,2,"There are many methods of fortune-telling. I prefer using my father as my crystal ball."
1031004,103101,1,4,4,4.0,5,"Father seems to have the wrong impression of you. I know you're a very kind soul."
1031005,103101,1,5,1,5.0,5,"I predict you'll have trouble with women today. You should just try to stay with me..."
1031006,103131,1,1,1,0.0,1,"You think my dancing is beautiful? That's very kind. It makes all the practice worth it."
1031007,103131,1,2,1,0.0,1,"This is the Dance of Souls. I'm still trying to learn it, so don't stare. It makes me shy."
1031008,103131,1,3,1,0.0,1,"Father says my dancing is so sublime, he may pass on. Which is nice, but I don't want that."
1031009,103131,1,4,1,0.0,1,"Your praise makes me dance better. Positive thoughts help wayward souls rest in peace."
1031010,103131,1,5,1,0.0,1,"You're the first living soul I've danced for. I'm still a bit shy, but I want you to see."
1031011,103101,2,6,2,10.3,5,"Many birthdays from now, when you're an old man, I'll be there too as an old woman. And of course, if you become a ghost..."
1031012,103131,2,6,1,0.0,1,"A very happy birthday to you.\nI see good things in your fortune today. Portents of good health, and windfalls, and... r-romance..."
1032001,103201,1,1,2,4.0,1,"Come to me with any troubles you have! I'll find a way to take care of them!"
1032002,103201,1,2,2,2.0,1,"Good day. I request your guidance and support to help me become a true merchant!"
1032003,103201,1,3,4,6.5,5,"I have a poor sense of direction, but it's not that bad. Which way is my house, again?"
1032004,103201,1,4,1,6.0,2,"I'll wait as long as it takes for you to become my knight. Then we'll travel the world!"
1032005,103201,1,5,1,3.5,2,"There are some things money can't buy. Like your heart, for example!"
1032006,103231,1,1,1,0.0,1,"I live by the teachings of House Wisteria! A true merchant is also a full-fledged fighter!"
1032007,103231,1,2,1,0.0,1,"These foes pose no threat. I'll take them out, and we'll celebrate with a feast!"
1032008,103231,1,3,1,0.0,1,"I shall strike down any and all who dare to hinder my business!"
1032009,103231,1,4,1,0.0,1,"Have you noticed how much stronger it makes me to have you at my side?"
1032010,103231,1,5,1,0.0,1,"With you at my side, I feel no hesitation. I'll proceed no matter what lies ahead!"
1032011,103201,2,6,1,5.2,2,"It's your birthday today? Splendid! Happy birthday! I'll arrange a party for you right away!"
1032012,103231,2,6,1,0.0,1,"Happy birthday! A special day like this holds more value than any jewel ever could!"
1033001,103301,1,1,1,3.0,2,"Comedy's tougher 'n herding cats! Let's figure out the secrets together, cuz!"
1033002,103301,1,2,3,4.0,4,"I'd rather get my clock cleaned by a monster than bomb when tellin' a joke!"
1033003,103301,1,3,2,3.0,1,"This milk's sweet as pie, pal. Moo-ve on over and try some!"
1033004,103301,1,4,1,5.0,2,"Hey, pal! What say we try 'n become stand-up comedy champs? We could do it!"
1033005,103301,1,5,1,4.0,2,"Let's write some jokes, cuz! 'Cuz why? 'Cuz why not, cousin? Get it? Bahaha!"
1033006,103331,1,1,1,0.0,1,"Gather 'round, folks! Farm-to-table Elizabeth Park milk, yogurt, and cheese for sale!"
1033007,103331,1,2,1,0.0,1,"C'mon and have a taste, y'all! Everything's fresh! I tell jokes, but I never tell lies!"
1033008,103331,1,3,1,0.0,1,"All the folks from in town are supportin' me! I gotta knock 'em dead with my jokes!"
1033009,103331,1,4,1,0.0,1,"Ain't my jokes a lark? Yer my first fan 'n all, so we must think alike!"
1033010,103331,1,5,1,0.0,1,"C-can I call ya my pardner, pal? Or if not, my hubby? Whoops! Other way around!"
1033011,103301,2,6,1,4.7,2,"Better give ya a wide ""berth"" today! ...C'mon, why the blank face? That was a special birthday joke I thought up just for you!"
1033012,103331,2,6,1,0.0,1,"Happy birthday to ya! I reckon this ""presents"" an opportunity for me to ""cake"" you with gags!\nYou knew it was in the ""cards""!"
1034001,103401,1,1,1,5.5,2,"If you ever need advice, come talk to me, okay? I've always got your back!"
1034002,103401,1,2,1,6.5,2,"Hey, are you busy? Wanna go grab a drink with me? Soft drinks for you, of course."
1034003,103401,1,3,6,5.0,5,"I brought my work home, but there's just no end in sight! *groan* Can you help me?"
1034004,103401,1,4,2,7.5,2,"Hic! You're real warm, y'know that? I drank a bit too much, so c'mere and warm me up."
1034005,103401,1,5,1,4.0,2,"Are you eating right? I'd be happy to cook for you if you want."
1034006,103431,1,1,1,0.0,1,"Mmm, these berries smell awesome! They'd go great in a mixer. No! I'm at work!"
1034007,103431,1,2,1,0.0,1,"Stop now, Yukari! You're gonna end up embarrassing yourself again!"
1034008,103431,1,3,1,0.0,1,"I feel all warm and fuzzy... Maybe it's just because of you?"
1034009,103431,1,4,1,0.0,1,"When you're old enough to drink, we should go out and celebrate with a few cold ones!"
1034010,103431,1,5,1,0.0,1,"What'cha say we go out on a date? Or would you rather not be seen with me?"
1034011,103401,2,6,2,2.0,1,"Happy birthday! Today's all about you, so let's celebrate!"
1034012,103431,2,6,1,0.0,1,"It's your birthday, so... Cheers! Can I... Can I spend the whole day with you?"
1036001,103601,1,1,1,5.9,5,"It's study time right now, so please don't talk to m—\n...Oh, don't look so crestfallen!\nFine, I'll play with you!"
1036002,103601,1,2,5,4.8,4,"I'll never grow up if I don't eat my carrots and peppers? Urgh...\nI really do want to grow, but..."
1036003,103601,1,3,2,0.0,2,"Listen to this! I grew!\nI'm a whole millimeter taller!"
1036004,103601,1,4,1,5.2,5,"I may be a child now, but I'll be grown up in no time. When I am, maybe we can, umm..."
1036005,103601,1,5,2,0.0,2,"Heheh. You've been working pretty hard. Just this once, I'll give you a pat on the head."
1036006,103631,1,1,1,0.0,1,"You'll protect me?\nI don't need your assistance!\nB-but thank you all the same."
1036007,103631,1,2,1,0.0,1,"M-my legs have gone all wobbly... This is embarrassing..."
1036008,103631,1,3,1,0.0,1,"Urgh... Why does he always have to see me at the most embarrassing moments?"
1036009,103631,1,4,1,0.0,1,"I... I'm not scared of monsters!\nB-but it was nice of you...\nto protect me..."
1036010,103631,1,5,1,0.0,1,"It's not safe outside the city.\nThere are monsters out there.\nSo I'll just have to protect you."
1036011,103601,2,6,5,3.0,2,"It's your birthday today, isn't it?\nI saved up my allowance to buy a cupcake for you. Here you go."
1036012,103631,2,6,1,0.0,1,"Happy birthday to you. You're getting even more grown-up...\nI'll have to work hard to catch up.\n...N-no, I didn't say anything!"
1037001,103701,1,1,3,8.2,1,"Oh? What are you doing here?\nIf you make any sudden moves,\nI might have to arrest you.\n...Haha, I'm just kidding!"
1037002,103701,1,2,1,6.6,2,"I'd like to do some training with you. Don't worry, don't worry!\nOf course I'll go easy on you!\nHaha... Unless I change my mind."
1037003,103701,1,3,1,5.6,2,"It's about time for my daily patrol. Want to join me?\nDon't worry, I'll keep you safe if we run into any kind of trouble."
1037004,103701,1,4,1,6.4,4,"Hmmm... I always thought I was pretty quick-witted, but with you, I stumble over my words. What's wrong with me lately?"
1037005,103701,1,5,4,9.1,5,"Whenever I try to tease you, you seem to turn the tables on me. Honestly, what am I going to do with you? It really throws me off."
1037006,103731,1,1,1,0.0,1,"Watch the enemy's movements, and when you see an opening, deliver a decisive strike! That's the essence of swordfighting."
1037007,103731,1,2,1,0.0,1,"I'm always tired out after a battle, and hungry, too. Do you want to join me for a meal?"
1037008,103731,1,3,1,0.0,1,"As you eliminate unnecessary motions, your strikes become more and more fluid. A simple concept, but tricky to execute."
1037009,103731,1,4,1,0.0,1,"I want to get even stronger\nso I can protect you from harm. That's my main motivation lately.\nIt makes me glad to be a knight."
1037010,103731,1,5,1,0.0,1,"Just being around you fills me with strength. There's something about you that has a positive effect on me."
1037011,103701,2,6,1,9.3,2,"Oh... it's your birthday today? Since you're so grown-up now, I'm sure you'd love to treat me to a meal, then! ...Kidding, kidding!"
1037012,103731,2,6,1,0.0,1,"Happy birthday to you! Hmm?\nIs this not a good time? I thought I'd tidy up your room as a treat.\nJust like a devoted wife might do!"
1038001,103801,1,1,2,2.5,5,"I know a great book you should read. It'd be fun if we could talk about it together."
1038002,103801,1,2,4,2.0,1,"*cough, hack* Umm, could you please pat my back a little?"
1038003,103801,1,3,2,7.0,5,"When I get better, I want to go somewhere far, far away with you. Maybe. Hee hee!"
1038004,103801,1,4,4,4.5,5,"I don't have much stamina, so I tire easily. I'm not a burden, am I?"
1038005,103801,1,5,1,5.5,4,"I wish I could take care of myself more. *cough* S-sorry, can you get me some water?"
1038006,103831,1,1,1,0.0,1,"This little one's name is Nyatt. He's very obedient."
1038007,103831,1,2,1,0.0,1,"Nyatt may be huge, but he's a big softie at heart. Aww, Nyatt, you're so sweet!"
1038008,103831,1,3,1,0.0,1,"I raised Nyatt from a cub. He's all grown up now and he's still my best friend."
1038009,103831,1,4,1,0.0,1,"Are you tired, too? Maybe you'd like to take a rest with me?"
1038010,103831,1,5,1,0.0,1,"Nyatt's fur is so soft! I love being with him... And the same goes for you."
1038011,103801,2,6,2,8.2,5,"I hope you have a lovely birthday. Um, did my sister give you her good wishes as well? I-I was just wondering, that's all..."
1038012,103831,2,6,1,0.0,1,"I bought you this romance novel for your birthday. The heroine's name happens to be Shiori, and\nh-her love interest's name is..."
1040001,104001,1,1,1,4.5,2,"The BB Brigade is here to help everyone make friends! Hee hee! I hope you like us!"
1040002,104001,1,2,1,6.5,5,"Everyone has to take that first step before they make a friend. I wish I could, too..."
1040003,104001,1,3,2,0.0,2,"Watering the plants, feeding the animals... There's lots of fun to be had, even on my own!"
1040004,104001,1,4,5,9.0,7,"I might be just fine if you were my only friend... Oh, umm, err, n-never mind!"
1040005,104001,1,5,5,3.5,6,"Does he think I'm... Eek! This is flower fortune-telling. What did I ask? C-can't say!"
1040006,104031,1,1,1,0.0,1,"I may not be strong, but I want to be useful to everyone. Maybe then I'll make more friends?"
1040007,104031,1,2,1,0.0,1,"I just know there's some way I can help, even on my own. I'll give it all I've got!"
1040008,104031,1,3,1,0.0,1,"The BB Brigade's taught me so much. Like working hard to protect the things I care for!"
1040009,104031,1,4,1,0.0,1,"I get so eager to see you for our BB Brigade activities, I'm always excited for tomorrow!"
1040010,104031,1,5,1,0.0,1,"Tee-hee. Don't worry. No matter how many friends I make, you'll always be number one!"
1040011,104001,2,6,5,9.2,2,"H-happy... h-hap... hap... happity hippity hop! Oh, I'm sorry! I've just never had to do this before... Happy b... bir... birds of a feather!"
1040012,104031,2,6,1,0.0,1,"A very happy birthday to you!\nI formed my own little chorus with the birds in the forest, and we'd like to sing for you now!"
1042001,104201,1,1,1,4.5,2,"My summoning powers are for protecting people. I want to start making better use of them."
1042002,104201,1,2,1,3.5,2,"Umm... if you're not too busy, would you like to help me again with my idol practice?"
1042003,104201,1,3,7,3.5,6,"La la la! ♪ Aah! H-how long have you been there?! Were you listening?"
1042004,104201,1,4,1,4.0,5,"I don't quite know why, but when it's just the two of us, I don't get nervous when I sing."
1042005,104201,1,5,2,3.5,5,"Music has so much power. I learned that from my friends... and from you."
1042006,104231,1,1,1,0.0,1,"Come here, just a bit closer. When you're nearby, the melodies come naturally to me."
1042007,104231,1,2,1,0.0,1,"Are you awake? There's a festival in the next town over. Want to go see it with me?"
1042008,104231,1,3,1,0.0,1,"I have so much I want to say, I can't write it all. I never knew I needed to sing so much."
1042009,104231,1,4,1,0.0,1,"One of these days, I'll be able to sing about my feelings for you without any shyness."
1042010,104231,1,5,1,0.0,1,"I could sit here with you listening to the waves forever... D-did I say that out loud?"
1042011,104201,2,6,1,6.6,5,"Happy birthday! The only present I could think of was to sing you a song, so... Will you listen for me?"
1042012,104231,2,6,1,0.0,1,"Happy birthday! It's rather short, but I wrote you a song to celebrate. Do you mind if I sing it here?"
1043001,104301,1,1,1,3.3,2,"Time to head out on patrol. You can come along, if you want."
1043002,104301,1,2,1,3.5,2,"You're eating properly, right? If you're not, I can cook for you, got it?"
1043003,104301,1,3,6,6.2,5,"You're the only person who treats me like a normal girl. I-I didn't know it'd be this nice."
1043004,104301,1,4,1,4.6,2,"If my friend owes you a debt, then so do I. Let's make this a great partnership!"
1043005,104301,1,5,1,5.1,5,"You're brave, and you've got guts. I like hanging with you. How do you feel about me?"
1043006,104331,1,1,1,0.0,1,"Don't leave my side! I'll chop up anything that comes near us!"
1043007,104331,1,2,1,0.0,1,"I can't let loose against all these wimps! I want an enemy who'll give me a fight!"
1043008,104331,1,3,1,0.0,1,"Together, there's no enemy we can't beat! I'll watch your back, so you watch mine!"
1043009,104331,1,4,1,0.0,1,"Aww yeah! Enemies are KO'ed, so let's blow off some steam and eat! What'cha craving?"
1043010,104331,1,5,1,0.0,1,"I'm brimming with power! Stay close. I'll protect you no matter what comes!"
1043011,104301,2,6,1,3.2,2,"Oh hey, today's your birthday? Congrats! Lemme treat you to some good grub!"
1043012,104331,2,6,1,0.0,1,"It's your birthday today, right? I-I just happened to, you know, bake a cake for no real reason, so... Wanna have some of it?"
1044001,104401,1,1,6,5.0,1,"Have we met before?\nI have the oddest sense of nostalgia when I look at you."
1044002,104401,1,2,4,6.4,1,"Urgh... I have the most intense craving for tomato juice.\nGo and fetch me some!"
1044003,104401,1,3,4,6.9,2,"Moving around during the day is quite the struggle. Thus, you must stay here and speak with me until night falls."
1044004,104401,1,4,6,4.2,4,"Do you not find me at all terrifying? Wha—? ""Cute""?!\nDon't overstep your bounds, minion!"
1044005,104401,1,5,2,9.0,5,"You are my most special minion. Henceforth you should refer to yourself as ""Ruler of the Day."""
1044006,104431,1,1,1,0.0,1,"Is my true form not breathtaking? Hmm? You prefer my usual form? How boring of you!"
1044007,104431,1,2,1,0.0,1,"What is my goal, you ask? Nothing other than world domination! As a woman,\nI won't accept anything less! ♪"
1044008,104431,1,3,1,0.0,1,"The vampire of legends herself stands before you! I could snatch away your life with ease, but I do prefer to have you as my minion."
1044009,104431,1,4,1,0.0,1,"Once the world is mine,\nI shall grant half of it to you.\nY-you understand what that implies, yes?"
1044010,104431,1,5,1,0.0,1,"Lately I have been seeing you so often, it is disturbing my sleep patterns. Staying up all day is not good for my skin, but..."
1044011,104401,2,6,2,12.9,6,"Tis your birthday today? A fine occasion! How old are you now?\nAh, yes... When I was that age... What was I doing again?"
1044012,104431,2,6,1,0.0,1,"As a birthday treat, I will allow you to rest your head on my lap. Comfortable, eh? Any other parts of my body you'd like to rest on?"
1045001,104501,1,1,5,4.0,2,"Gueheheh... Huh? Oh, uh, nothing! I was just imagining things while looking at you... *pant*"
1045002,104501,1,2,5,5.0,6,"Mr. Sadist cornered Kuka and then forced her to... Gueheheh... Eek! H-how long have you been there?"
1045003,104501,1,3,2,3.3,6,"I read an amazing book the other day... Huh? What was it about? U-uh... It's probably best not to ask."
1045004,104501,1,4,2,4.0,5,"Mr. Sadist even appears in my dreams now... Asleep or awake, I respond to the crack of his whip."
1045005,104501,1,5,2,3.9,5,"Alone with Mr. Sadist... O-oh my! Just what sort of humiliations await me this time?"
1045006,104531,1,1,1,0.0,1,"Mr. Sadist gazed upon the sullied Kuka with cold eyes... Heehee, eeheehee! I'm getting excited again!"
1045007,104531,1,2,1,0.0,1,"I'm looking forward to all the horrible things you'll do to me after I've behaved in such a shameful manner!"
1045008,104531,1,3,1,0.0,1,"You were about to scold me for enjoying the way the monsters rough me up, right? You're such a pro, Mr. Sadist!"
1045009,104531,1,4,1,0.0,1,"I'm not fit to be a bride. So please keep me firmly under your boot, Mr. Sadist! Beat your lessons into me!"
1045010,104531,1,5,1,0.0,1,"My body can't live without you, Mr. Sadist... Y-you're willing to accept the responsibility, right?"
1045011,104501,2,6,1,8.5,2,"Happy birthday! The candles on the cake sure are melting fast. Please blow them out."
1045012,104531,2,6,1,0.0,1,"It's your birthday, Mr. Sadist... Please, tear into me just like a child opening a present... Gueheheh."
1046001,104601,1,1,1,3.0,2,"I buy taiyaki for all the stray cats, you knyow! It makes them purr with satisfaction!"
1046002,104601,1,2,1,2.3,2,"Hurry up and get ready so we can leave! Time is rupies!"
1046003,104601,1,3,1,5.8,2,"Meowsy on over! I've got a tasty tidbit fur you. Wannya get in on the secret?"
1046004,104601,1,4,5,4.9,2,"I'm a little fickle, so you'd better catch me good and tight or I'll slip away!"
1046005,104601,1,5,5,6.0,2,"If you get a scratch, I wouldn't mind licking it better. Myahaha!"
1046006,104631,1,1,1,0.0,1,"I always help those in nyeed! Tonight I'll be prowling around town with my fellow felines!"
1046007,104631,1,2,1,0.0,1,"You should come to the guild to play! Myahaha, now we'll get a nyew member... O-oops!"
1046008,104631,1,3,1,0.0,1,"When the fur hits the fan you can count on me. Shall we kick butt today? Let's go!"
1046009,104631,1,4,1,0.0,1,"Eheheh. If I can be with you, maybe I wouldn't myind being a housecat. ...Kidding, kidding!"
1046010,104631,1,5,1,0.0,1,"I saved the purr-fect snack to share with you—taiyaki! Let's split it."
1046011,104601,2,6,1,4.5,2,"Aren't you celebrating your birthday right nyow? As a special treat, I'll give you as much taiyaki as you can eat... for free!"
1046012,104631,2,6,1,0.0,1,"Happy birthday! I knyow I'm usually a capricious and unruly sort of cat, but just for today,\nI can be a sweet kitty for you! ♪"
1047001,104701,1,1,1,0.0,1,"There are reasons why I can't remove my armor, but I'm still a woman under this mask."
1047002,104701,1,2,1,0.0,1,"My armor gets extremely hot in the sun. But somehow, I stay fairly cool inside."
1047003,104701,1,3,1,0.0,1,"I love all forms of exercise, but I'm a poor swimmer. My armor's just too heavy..."
1047004,104701,1,4,1,0.0,1,"I know my mask hides my face,\nso I do my best to express my thoughts and emotions in other ways."
1047005,104701,1,5,1,0.0,1,"Even if you can't see my face, I'm always watching yours."
1047006,104731,1,1,1,0.0,1,"I wield my sword to make this world a place where swords are no longer necessary."
1047007,104731,1,2,1,0.0,1,"To protect the smiles of the children, I will stand against even the strongest foe."
1047008,104731,1,3,1,0.0,1,"Even if this land is engulfed in the flames of hell itself, I will aid those in need."
1047009,104731,1,4,1,0.0,1,"When I feel your gaze on my back in battle, it puts me at ease."
1047010,104731,1,5,1,0.0,1,"As a leader, I must protect all peoples, but I find myself prioritizing you..."
1047011,104701,2,6,1,0.0,1,"I hear it is your birthday today. Since you are a year older now, try to refrain from doing anything too rash. I worry about you."
1047012,104731,2,6,1,0.0,1,"Happy birthday, young man!\nIs there anything you would like from me? ...N-no, not the helmet!\nI would die of embarrassment!"
