stationary_mission_id,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_value_5,condition_value_6,condition_value_7,condition_value_8,condition_value_9,condition_value_10,condition_num,mission_reward_id,system_id,start_time,end_time,min_level,max_level,title_color_id,visible_flag
21001140,20,201,"Clear Main Quest 11-5 (NORMAL)",1001,11011005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001141,20,201,"Clear Main Quest 11-6 (NORMAL)",1001,11011006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001142,20,201,"Clear Main Quest 11-7 (NORMAL)",1001,11011007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001143,20,201,"Clear Main Quest 11-8 (NORMAL)",1001,11011008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001144,20,201,"Clear Main Quest 11-9 (NORMAL)",1001,11011009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001145,20,201,"Clear Main Quest 11-10 (NORMAL)",1001,11011010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001146,20,201,"Clear Main Quest 11-11 (NORMAL)",1001,11011011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001147,20,201,"Clear Main Quest 11-12 (NORMAL)",1001,11011012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001148,20,201,"Clear Main Quest 11-13 (NORMAL)",1001,11011013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001149,20,201,"Clear Main Quest 11-14 (NORMAL)",1001,11011014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001150,20,201,"Clear Main Quest 11-15 (NORMAL)",1001,11011015,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001151,20,201,"Clear Main Quest 11-16 (NORMAL)",1001,11011016,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001152,20,201,"Clear Main Quest 11-17 (NORMAL)",1001,11011017,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/04/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001153,20,201,"Clear Main Quest 12-1 (NORMAL)",1001,11012001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001154,20,201,"Clear Main Quest 12-2 (NORMAL)",1001,11012002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001155,20,201,"Clear Main Quest 12-3 (NORMAL)",1001,11012003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001156,20,201,"Clear Main Quest 12-4 (NORMAL)",1001,11012004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001157,20,201,"Clear Main Quest 12-5 (NORMAL)",1001,11012005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001158,20,201,"Clear Main Quest 12-6 (NORMAL)",1001,11012006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001159,20,201,"Clear Main Quest 12-7 (NORMAL)",1001,11012007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001160,20,201,"Clear Main Quest 12-8 (NORMAL)",1001,11012008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001161,20,201,"Clear Main Quest 12-9 (NORMAL)",1001,11012009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001162,20,201,"Clear Main Quest 12-10 (NORMAL)",1001,11012010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001163,20,201,"Clear Main Quest 12-11 (NORMAL)",1001,11012011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001164,20,201,"Clear Main Quest 12-12 (NORMAL)",1001,11012012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001165,20,201,"Clear Main Quest 12-13 (NORMAL)",1001,11012013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001166,20,201,"Clear Main Quest 12-14 (NORMAL)",1001,11012014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001167,20,201,"Clear Main Quest 12-15 (NORMAL)",1001,11012015,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001168,20,201,"Clear Main Quest 12-16 (NORMAL)",1001,11012016,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001169,20,201,"Clear Main Quest 12-17 (NORMAL)",1001,11012017,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/05/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001170,20,201,"Clear Main Quest 13-1 (NORMAL)",1001,11013001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001171,20,201,"Clear Main Quest 13-2 (NORMAL)",1001,11013002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001172,20,201,"Clear Main Quest 13-3 (NORMAL)",1001,11013003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001173,20,201,"Clear Main Quest 13-4 (NORMAL)",1001,11013004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001174,20,201,"Clear Main Quest 13-5 (NORMAL)",1001,11013005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001175,20,201,"Clear Main Quest 13-6 (NORMAL)",1001,11013006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001176,20,201,"Clear Main Quest 13-7 (NORMAL)",1001,11013007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001177,20,201,"Clear Main Quest 13-8 (NORMAL)",1001,11013008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001178,20,201,"Clear Main Quest 13-9 (NORMAL)",1001,11013009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001179,20,201,"Clear Main Quest 13-10 (NORMAL)",1001,11013010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001180,20,201,"Clear Main Quest 13-11 (NORMAL)",1001,11013011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001181,20,201,"Clear Main Quest 13-12 (NORMAL)",1001,11013012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001182,20,201,"Clear Main Quest 13-13 (NORMAL)",1001,11013013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001183,20,201,"Clear Main Quest 13-14 (NORMAL)",1001,11013014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001184,20,201,"Clear Main Quest 13-15 (NORMAL)",1001,11013015,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001185,20,201,"Clear Main Quest 13-16 (NORMAL)",1001,11013016,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001186,20,201,"Clear Main Quest 13-17 (NORMAL)",1001,11013017,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/06/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001187,20,201,"Clear Main Quest 14-1 (NORMAL)",1001,11014001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001188,20,201,"Clear Main Quest 14-2 (NORMAL)",1001,11014002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001189,20,201,"Clear Main Quest 14-3 (NORMAL)",1001,11014003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001190,20,201,"Clear Main Quest 14-4 (NORMAL)",1001,11014004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001191,20,201,"Clear Main Quest 14-5 (NORMAL)",1001,11014005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001192,20,201,"Clear Main Quest 14-6 (NORMAL)",1001,11014006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001193,20,201,"Clear Main Quest 14-7 (NORMAL)",1001,11014007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001194,20,201,"Clear Main Quest 14-8 (NORMAL)",1001,11014008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001195,20,201,"Clear Main Quest 14-9 (NORMAL)",1001,11014009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001196,20,201,"Clear Main Quest 14-10 (NORMAL)",1001,11014010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001197,20,201,"Clear Main Quest 14-11 (NORMAL)",1001,11014011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001198,20,201,"Clear Main Quest 14-12 (NORMAL)",1001,11014012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001199,20,201,"Clear Main Quest 14-13 (NORMAL)",1001,11014013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001200,20,201,"Clear Main Quest 14-14 (NORMAL)",1001,11014014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/07/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001201,20,201,"Clear Main Quest 15-1 (NORMAL)",1001,11015001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001202,20,201,"Clear Main Quest 15-2 (NORMAL)",1001,11015002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001203,20,201,"Clear Main Quest 15-3 (NORMAL)",1001,11015003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001204,20,201,"Clear Main Quest 15-4 (NORMAL)",1001,11015004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001205,20,201,"Clear Main Quest 15-5 (NORMAL)",1001,11015005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001206,20,201,"Clear Main Quest 15-6 (NORMAL)",1001,11015006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001207,20,201,"Clear Main Quest 15-7 (NORMAL)",1001,11015007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001208,20,201,"Clear Main Quest 15-8 (NORMAL)",1001,11015008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001209,20,201,"Clear Main Quest 15-9 (NORMAL)",1001,11015009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001210,20,201,"Clear Main Quest 15-10 (NORMAL)",1001,11015010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001211,20,201,"Clear Main Quest 15-11 (NORMAL)",1001,11015011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001212,20,201,"Clear Main Quest 15-12 (NORMAL)",1001,11015012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001213,20,201,"Clear Main Quest 15-13 (NORMAL)",1001,11015013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001214,20,201,"Clear Main Quest 15-14 (NORMAL)",1001,11015014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/08/09 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001215,20,201,"Clear Main Quest 16-1 (NORMAL)",1001,11016001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001216,20,201,"Clear Main Quest 16-2 (NORMAL)",1001,11016002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001217,20,201,"Clear Main Quest 16-3 (NORMAL)",1001,11016003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001218,20,201,"Clear Main Quest 16-4 (NORMAL)",1001,11016004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001219,20,201,"Clear Main Quest 16-5 (NORMAL)",1001,11016005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001220,20,201,"Clear Main Quest 16-6 (NORMAL)",1001,11016006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001221,20,201,"Clear Main Quest 16-7 (NORMAL)",1001,11016007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001222,20,201,"Clear Main Quest 16-8 (NORMAL)",1001,11016008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001223,20,201,"Clear Main Quest 16-9 (NORMAL)",1001,11016009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001224,20,201,"Clear Main Quest 16-10 (NORMAL)",1001,11016010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001225,20,201,"Clear Main Quest 16-11 (NORMAL)",1001,11016011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001226,20,201,"Clear Main Quest 16-12 (NORMAL)",1001,11016012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001227,20,201,"Clear Main Quest 16-13 (NORMAL)",1001,11016013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001228,20,201,"Clear Main Quest 16-14 (NORMAL)",1001,11016014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/09/07 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001229,20,201,"Clear Main Quest 17-1 (NORMAL)",1001,11017001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001230,20,201,"Clear Main Quest 17-2 (NORMAL)",1001,11017002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001231,20,201,"Clear Main Quest 17-3 (NORMAL)",1001,11017003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001232,20,201,"Clear Main Quest 17-4 (NORMAL)",1001,11017004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001233,20,201,"Clear Main Quest 17-5 (NORMAL)",1001,11017005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001234,20,201,"Clear Main Quest 17-6 (NORMAL)",1001,11017006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001235,20,201,"Clear Main Quest 17-7 (NORMAL)",1001,11017007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001236,20,201,"Clear Main Quest 17-8 (NORMAL)",1001,11017008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001237,20,201,"Clear Main Quest 17-9 (NORMAL)",1001,11017009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001238,20,201,"Clear Main Quest 17-10 (NORMAL)",1001,11017010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001239,20,201,"Clear Main Quest 17-11 (NORMAL)",1001,11017011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001240,20,201,"Clear Main Quest 17-12 (NORMAL)",1001,11017012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001241,20,201,"Clear Main Quest 17-13 (NORMAL)",1001,11017013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001242,20,201,"Clear Main Quest 17-14 (NORMAL)",1001,11017014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/10/12 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001243,20,201,"Clear Main Quest 18-1 (NORMAL)",1001,11018001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001244,20,201,"Clear Main Quest 18-2 (NORMAL)",1001,11018002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001245,20,201,"Clear Main Quest 18-3 (NORMAL)",1001,11018003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001246,20,201,"Clear Main Quest 18-4 (NORMAL)",1001,11018004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001247,20,201,"Clear Main Quest 18-5 (NORMAL)",1001,11018005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001248,20,201,"Clear Main Quest 18-6 (NORMAL)",1001,11018006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001249,20,201,"Clear Main Quest 18-7 (NORMAL)",1001,11018007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001250,20,201,"Clear Main Quest 18-8 (NORMAL)",1001,11018008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001251,20,201,"Clear Main Quest 18-9 (NORMAL)",1001,11018009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001252,20,201,"Clear Main Quest 18-10 (NORMAL)",1001,11018010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001253,20,201,"Clear Main Quest 18-11 (NORMAL)",1001,11018011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001254,20,201,"Clear Main Quest 18-12 (NORMAL)",1001,11018012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001255,20,201,"Clear Main Quest 18-13 (NORMAL)",1001,11018013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001256,20,201,"Clear Main Quest 18-14 (NORMAL)",1001,11018014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/11/11 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001257,20,201,"Clear Main Quest 19-1 (NORMAL)",1001,11019001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001258,20,201,"Clear Main Quest 19-2 (NORMAL)",1001,11019002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001259,20,201,"Clear Main Quest 19-3 (NORMAL)",1001,11019003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001260,20,201,"Clear Main Quest 19-4 (NORMAL)",1001,11019004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001261,20,201,"Clear Main Quest 19-5 (NORMAL)",1001,11019005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001262,20,201,"Clear Main Quest 19-6 (NORMAL)",1001,11019006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001263,20,201,"Clear Main Quest 19-7 (NORMAL)",1001,11019007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001264,20,201,"Clear Main Quest 19-8 (NORMAL)",1001,11019008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001265,20,201,"Clear Main Quest 19-9 (NORMAL)",1001,11019009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001266,20,201,"Clear Main Quest 19-10 (NORMAL)",1001,11019010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001267,20,201,"Clear Main Quest 19-11 (NORMAL)",1001,11019011,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001268,20,201,"Clear Main Quest 19-12 (NORMAL)",1001,11019012,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001269,20,201,"Clear Main Quest 19-13 (NORMAL)",1001,11019013,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001270,20,201,"Clear Main Quest 19-14 (NORMAL)",1001,11019014,0,0,0,0,0,0,0,0,0,1,21001004,101,"2021/12/06 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001271,20,201,"Clear Main Quest 20-1 (NORMAL)",1001,11020001,0,0,0,0,0,0,0,0,0,1,21001004,101,"2022/01/05 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001272,20,201,"Clear Main Quest 20-2 (NORMAL)",1001,11020002,0,0,0,0,0,0,0,0,0,1,21001004,101,"2022/01/05 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001273,20,201,"Clear Main Quest 20-3 (NORMAL)",1001,11020003,0,0,0,0,0,0,0,0,0,1,21001004,101,"2022/01/05 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001274,20,201,"Clear Main Quest 20-4 (NORMAL)",1001,11020004,0,0,0,0,0,0,0,0,0,1,21001004,101,"2022/01/05 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001275,20,201,"Clear Main Quest 20-5 (NORMAL)",1001,11020005,0,0,0,0,0,0,0,0,0,1,21001004,101,"2022/01/05 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001276,20,201,"Clear Main Quest 20-6 (NORMAL)",1001,11020006,0,0,0,0,0,0,0,0,0,1,21001004,101,"2022/01/05 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001277,20,201,"Clear Main Quest 20-7 (NORMAL)",1001,11020007,0,0,0,0,0,0,0,0,0,1,21001004,101,"2022/01/05 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001278,20,201,"Clear Main Quest 20-8 (NORMAL)",1001,11020008,0,0,0,0,0,0,0,0,0,1,21001004,101,"2022/01/05 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001279,20,201,"Clear Main Quest 20-9 (NORMAL)",1001,11020009,0,0,0,0,0,0,0,0,0,1,21001004,101,"2022/01/05 13:00:00","2030/04/01 14:59:59",0,0,0,1
21001280,20,201,"Clear Main Quest 20-10 (NORMAL)",1001,11020010,0,0,0,0,0,0,0,0,0,1,21001004,101,"2022/01/05 13:00:00","2030/04/01 14:59:59",0,0,0,1
