quest_id,time
401043881,20
401043891,20
401043901,20
401043911,20
401043921,20
401043931,20
401043941,20
401043951,20
401043961,20
401043971,20
401043981,20
401043991,20
401044001,20
401044011,20
401044021,20
401044031,20
401044041,20
401044051,20
401044061,20
401044071,20
401044081,20
401044091,20
401044101,20
401044111,20
401044121,20
401044131,20
401044141,20
401044151,20
401044161,20
401044171,20
401044181,20
401044191,20
401044201,20
401044211,20
401044221,20
401044231,20
401044241,20
401044251,20
401044261,20
401044271,20
401044281,20
401044291,20
401044301,20
401044311,20
401044321,20
401044331,20
401044341,20
401044351,20
401044361,20
401044371,20
401044381,20
401044391,20
401044401,20
401044411,20
401044421,20
401044431,20
401044441,20
401044451,20
401044461,20
401044471,20
401044481,20
401044491,20
401044501,20
401044511,20
401044521,20
401044531,20
401044541,20
401044551,20
401044561,20
401044571,20
401044581,20
401044591,20
401044601,20
401044611,20
401044621,20
401044631,20
401044641,20
401044651,20
401044661,20
401044671,20
401044681,20
401044691,20
401044701,20
401044711,20
401044721,20
401044731,20
401044741,20
401044751,20
401044761,20
401044771,20
401044781,20
401044791,20
401044801,20
