id,clan_battle_id,period,rank_from,rank_to,ranking_bonus_group,reward_type_1,reward_id_1,reward_num_1,reward_type_2,reward_id_2,reward_num_2,reward_type_3,reward_id_3,reward_num_3,reward_type_4,reward_id_4,reward_num_4,reward_type_5,reward_id_5,reward_num_5
282,1022,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31018,12,0,0,0,0,0,0
283,1022,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31018,10,0,0,0,0,0,0
284,1022,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31018,8,0,0,0,0,0,0
285,1022,1,10001,15000,0,8,91002,750,2,90006,750,2,31018,7,0,0,0,0,0,0
286,1022,1,15001,-1,0,8,91002,500,2,90006,500,2,31018,5,0,0,0,0,0,0
287,1023,1,1,10,0,8,91002,10000,2,90006,5000,2,31042,30,0,0,0,0,0,0
288,1023,1,11,25,0,8,91002,8000,2,90006,5000,2,31042,30,0,0,0,0,0,0
289,1023,1,26,50,0,8,91002,6000,2,90006,5000,2,31042,30,0,0,0,0,0,0
290,1023,1,51,150,0,8,91002,4500,2,90006,4500,2,31042,25,0,0,0,0,0,0
291,1023,1,151,300,0,8,91002,4000,2,90006,4000,2,31042,20,0,0,0,0,0,0
292,1023,1,301,700,0,8,91002,3500,2,90006,3500,2,31042,18,0,0,0,0,0,0
293,1023,1,701,1500,0,8,91002,3000,2,90006,3000,2,31042,16,0,0,0,0,0,0
294,1023,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31042,14,0,0,0,0,0,0
295,1023,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31042,12,0,0,0,0,0,0
296,1023,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31042,10,0,0,0,0,0,0
297,1023,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31042,8,0,0,0,0,0,0
298,1023,1,10001,15000,0,8,91002,750,2,90006,750,2,31042,7,0,0,0,0,0,0
299,1023,1,15001,-1,0,8,91002,500,2,90006,500,2,31042,5,0,0,0,0,0,0
300,1024,1,1,10,0,8,91002,10000,2,90006,5000,2,31043,30,0,0,0,0,0,0
301,1024,1,11,25,0,8,91002,8000,2,90006,5000,2,31043,30,0,0,0,0,0,0
302,1024,1,26,50,0,8,91002,6000,2,90006,5000,2,31043,30,0,0,0,0,0,0
303,1024,1,51,150,0,8,91002,4500,2,90006,4500,2,31043,25,0,0,0,0,0,0
304,1024,1,151,300,0,8,91002,4000,2,90006,4000,2,31043,20,0,0,0,0,0,0
305,1024,1,301,700,0,8,91002,3500,2,90006,3500,2,31043,18,0,0,0,0,0,0
306,1024,1,701,1500,0,8,91002,3000,2,90006,3000,2,31043,16,0,0,0,0,0,0
307,1024,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31043,14,0,0,0,0,0,0
308,1024,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31043,12,0,0,0,0,0,0
309,1024,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31043,10,0,0,0,0,0,0
310,1024,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31043,8,0,0,0,0,0,0
311,1024,1,10001,15000,0,8,91002,750,2,90006,750,2,31043,7,0,0,0,0,0,0
312,1024,1,15001,-1,0,8,91002,500,2,90006,500,2,31043,5,0,0,0,0,0,0
313,1025,1,1,10,0,8,91002,10000,2,90006,5000,2,31022,30,0,0,0,0,0,0
314,1025,1,11,25,0,8,91002,8000,2,90006,5000,2,31022,30,0,0,0,0,0,0
315,1025,1,26,50,0,8,91002,6000,2,90006,5000,2,31022,30,0,0,0,0,0,0
316,1025,1,51,150,0,8,91002,4500,2,90006,4500,2,31022,25,0,0,0,0,0,0
317,1025,1,151,300,0,8,91002,4000,2,90006,4000,2,31022,20,0,0,0,0,0,0
318,1025,1,301,700,0,8,91002,3500,2,90006,3500,2,31022,18,0,0,0,0,0,0
319,1025,1,701,1500,0,8,91002,3000,2,90006,3000,2,31022,16,0,0,0,0,0,0
320,1025,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31022,14,0,0,0,0,0,0
321,1025,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31022,12,0,0,0,0,0,0
322,1025,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31022,10,0,0,0,0,0,0
323,1025,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31022,8,0,0,0,0,0,0
324,1025,1,10001,15000,0,8,91002,750,2,90006,750,2,31022,7,0,0,0,0,0,0
325,1025,1,15001,-1,0,8,91002,500,2,90006,500,2,31022,5,0,0,0,0,0,0
326,1026,1,1,10,0,8,91002,10000,2,90006,5000,2,31025,30,0,0,0,0,0,0
327,1026,1,11,25,0,8,91002,8000,2,90006,5000,2,31025,30,0,0,0,0,0,0
328,1026,1,26,50,0,8,91002,6000,2,90006,5000,2,31025,30,0,0,0,0,0,0
329,1026,1,51,150,0,8,91002,4500,2,90006,4500,2,31025,25,0,0,0,0,0,0
330,1026,1,151,300,0,8,91002,4000,2,90006,4000,2,31025,20,0,0,0,0,0,0
331,1026,1,301,700,0,8,91002,3500,2,90006,3500,2,31025,18,0,0,0,0,0,0
332,1026,1,701,1500,0,8,91002,3000,2,90006,3000,2,31025,16,0,0,0,0,0,0
333,1026,1,1501,3000,0,8,91002,2500,2,90006,2500,2,31025,14,0,0,0,0,0,0
334,1026,1,3001,5000,0,8,91002,2000,2,90006,2000,2,31025,12,0,0,0,0,0,0
335,1026,1,5001,7000,0,8,91002,1500,2,90006,1500,2,31025,10,0,0,0,0,0,0
336,1026,1,7001,10000,0,8,91002,1000,2,90006,1000,2,31025,8,0,0,0,0,0,0
337,1026,1,10001,15000,0,8,91002,750,2,90006,750,2,31025,7,0,0,0,0,0,0
338,1026,1,15001,-1,0,8,91002,500,2,90006,500,2,31025,5,0,0,0,0,0,0
