clan_battle_boss_group_id,order_num,position_x,position_y,limit_time,scale_ratio,map_position_x,map_position_y,cursor_position,result_boss_position_y,chest_id,fix_reward_id,damage_rank_id,quest_detail_bg_id,quest_detail_bg_position,quest_detail_monster_size,quest_detail_monster_height,battle_report_monster_size,battle_report_monster_height,background,wave_group_id,reward_gold_coefficient,limited_mana,wave_bgm,quest_detail_rehearsal_label_height,last_attack_reward_id,score_coefficient,min_carry_over_time
1013001,4,240,-50,90,0.7,0,0,200,0,40004,1004104,1004204,101001,-30,1.2,0,1.0,0,101001,401040991,0.03,1000000,bgm_M64,25,1001301,1.3,0
1013001,5,480,-40,90,1.2,0,0,250,200,40004,1004105,1004205,101011,-30,1.3,0,1.0,0,101011,401041001,0.03,1000000,bgm_M55,25,1001301,1.5,0
1013002,1,-480,-120,90,0.6,0,10,210,250,40004,1004106,1004206,101001,-30,0.8,0,0.7,-30,101001,401040961,0.03,1000000,bgm_M64,25,1001303,1.0,0
1013002,2,-260,-120,90,0.75,0,10,200,0,40004,1004107,1004207,101001,-30,1.2,0,1.0,0,101001,401040971,0.03,1000000,bgm_M64,25,1001303,1.0,0
1013002,3,-40,0,90,0.7,-13,0,200,100,40004,1004108,1004208,101001,-30,1.1,0,1.0,-10,101001,401040981,0.03,1000000,bgm_M64,25,1001303,1.3,0
1013002,4,240,-50,90,0.7,0,0,200,0,40004,1004109,1004209,101001,-30,1.2,0,1.0,0,101001,401040991,0.03,1000000,bgm_M64,25,1001303,1.3,0
1013002,5,480,-40,90,1.2,0,0,250,200,40004,1004110,1004210,101011,-30,1.3,0,1.0,0,101011,401041001,0.03,1000000,bgm_M55,25,1001303,1.5,0
1013003,1,-480,-120,90,0.6,0,10,210,250,40004,1004106,1004206,101001,-30,0.8,0,0.7,-30,101001,401041011,0.06,1000000,bgm_M64,25,1001303,1.4,0
1013003,2,-260,-120,90,0.75,0,10,200,0,40004,1004107,1004207,101001,-30,1.2,0,1.0,0,101001,401041021,0.06,1000000,bgm_M64,25,1001303,1.4,0
1013003,3,-40,0,90,0.7,-13,0,200,100,40004,1004108,1004208,101001,-30,1.1,0,1.0,-10,101001,401041031,0.06,1000000,bgm_M64,25,1001303,1.8,0
1013003,4,240,-50,90,0.7,0,0,200,0,40004,1004109,1004209,101001,-30,1.2,0,1.0,0,101001,401041041,0.06,1000000,bgm_M64,25,1001303,1.8,0
1013003,5,480,-40,90,1.2,0,0,250,200,40004,1004110,1004210,101011,-30,1.3,0,1.0,0,101011,401041051,0.06,1000000,bgm_M55,25,1001303,2.0,0
1013004,1,-480,-120,90,0.6,0,10,210,250,40004,1004106,1004206,101001,-30,0.8,0,0.7,-30,101001,401041061,0.06,1000000,bgm_M64,25,1001303,2.0,0
1013004,2,-260,-120,90,0.75,0,10,200,0,40004,1004107,1004207,101001,-30,1.2,0,1.0,0,101001,401041071,0.06,1000000,bgm_M64,25,1001303,2.0,0
1013004,3,-40,0,90,0.7,-13,0,200,100,40004,1004108,1004208,101001,-30,1.1,0,1.0,-10,101001,401041081,0.06,1000000,bgm_M64,25,1001303,2.5,0
1013004,4,240,-50,90,0.7,0,0,200,0,40004,1004109,1004209,101001,-30,1.2,0,1.0,0,101001,401041091,0.06,1000000,bgm_M64,25,1001303,2.5,0
1013004,5,480,-40,90,1.2,0,0,250,200,40004,1004110,1004210,101011,-30,1.3,0,1.0,0,101011,401041101,0.06,1000000,bgm_M55,25,1001303,3.0,0
1014001,1,-450,-130,90,0.575,0,10,210,170,40004,1004101,1004201,101041,-30,1.0,-25,0.9,-30,101021,401041111,0.03,1000000,bgm_M64,25,1001301,1.0,0
1014001,2,-250,-120,90,0.75,0,10,200,120,40004,1004102,1004202,101041,-30,1.2,0,1.0,0,101021,401041121,0.03,1000000,bgm_M64,25,1001301,1.0,0
1014001,3,-50,100,90,1.55,-15,0,200,100,40004,1004103,1004203,101041,-30,2.3,0,2.2,-10,101021,401041131,0.03,1000000,bgm_M64,25,1001301,1.3,0
1014001,4,190,-70,90,0.7,0,0,200,0,40004,1004104,1004204,101041,-30,1.0,0,1.0,0,101021,401041141,0.03,1000000,bgm_M64,25,1001301,1.3,0
1014001,5,440,-25,90,1.4,0,0,250,200,40004,1004105,1004205,101042,-30,1.8,0,1.6,0,101031,401041151,0.03,1000000,bgm_M55,25,1001301,1.5,0
1014002,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101041,-30,1.0,-25,0.9,-30,101021,401041111,0.03,1000000,bgm_M64,25,1001303,1.0,0
1014002,2,-250,-120,90,0.75,0,10,200,120,40004,1004107,1004207,101041,-30,1.2,0,1.0,0,101021,401041121,0.03,1000000,bgm_M64,25,1001303,1.0,0
1014002,3,-50,100,90,1.55,-15,0,200,100,40004,1004108,1004208,101041,-30,2.3,0,2.2,-10,101021,401041131,0.03,1000000,bgm_M64,25,1001303,1.3,0
1014002,4,190,-70,90,0.7,0,0,200,0,40004,1004109,1004209,101041,-30,1.0,0,1.0,0,101021,401041141,0.03,1000000,bgm_M64,25,1001303,1.3,0
1014002,5,440,-25,90,1.4,0,0,250,200,40004,1004110,1004210,101042,-30,1.8,0,1.6,0,101031,401041151,0.03,1000000,bgm_M55,25,1001303,1.5,0
1014003,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101041,-30,1.0,-25,0.9,-30,101021,401041161,0.06,1000000,bgm_M64,25,1001303,1.4,0
1014003,2,-250,-120,90,0.75,0,10,200,120,40004,1004107,1004207,101041,-30,1.2,0,1.0,0,101021,401041171,0.06,1000000,bgm_M64,25,1001303,1.4,0
1014003,3,-50,100,90,1.55,-15,0,200,100,40004,1004108,1004208,101041,-30,2.3,0,2.2,-10,101021,401041181,0.06,1000000,bgm_M64,25,1001303,1.8,0
1014003,4,190,-70,90,0.7,0,0,200,0,40004,1004109,1004209,101041,-30,1.0,0,1.0,0,101021,401041191,0.06,1000000,bgm_M64,25,1001303,1.8,0
1014003,5,440,-25,90,1.4,0,0,250,200,40004,1004110,1004210,101042,-30,1.8,0,1.6,0,101031,401041201,0.06,1000000,bgm_M55,25,1001303,2.0,0
1014004,1,-450,-130,90,0.575,0,10,210,170,40004,1004106,1004206,101041,-30,1.0,-25,0.9,-30,101021,401041211,0.06,1000000,bgm_M64,25,1001303,2.0,0
1014004,2,-250,-120,90,0.75,0,10,200,120,40004,1004107,1004207,101041,-30,1.2,0,1.0,0,101021,401041221,0.06,1000000,bgm_M64,25,1001303,2.0,0
1014004,3,-50,100,90,1.55,-15,0,200,100,40004,1004108,1004208,101041,-30,2.3,0,2.2,-10,101021,401041231,0.06,1000000,bgm_M64,25,1001303,2.5,0
1014004,4,190,-70,90,0.7,0,0,200,0,40004,1004109,1004209,101041,-30,1.0,0,1.0,0,101021,401041241,0.06,1000000,bgm_M64,25,1001303,2.5,0
1014004,5,440,-25,90,1.4,0,0,250,200,40004,1004110,1004210,101042,-30,1.8,0,1.6,0,101031,401041251,0.06,1000000,bgm_M55,25,1001303,3.0,0
1015001,1,-470,-125,90,0.6,0,10,210,250,40004,1004101,1004201,101161,-30,0.8,0,0.7,-30,101041,401041261,0.03,1000000,bgm_M64,25,1001301,1.0,0
1015001,2,-210,-95,90,0.75,0,10,200,120,40004,1004102,1004202,101161,-30,1.2,0,1.0,0,101041,401041271,0.03,1000000,bgm_M64,25,1001301,1.0,0
1015001,3,50,-120,90,0.9,-15,0,200,100,40004,1004103,1004203,101161,-30,1.4,-30,1.0,-10,101041,401041281,0.03,1000000,bgm_M64,25,1001301,1.3,0
1015001,4,195,35,90,0.7,0,0,200,150,40004,1004104,1004204,101161,-30,1.0,43,1.0,0,101041,401041291,0.03,1000000,bgm_M64,25,1001301,1.3,0
1015001,5,450,-55,90,1.1,0,0,210,150,40004,1004105,1004205,101162,-30,1.8,-50,1.35,0,101042,401041301,0.03,1000000,bgm_M55,25,1001301,1.5,0
1015002,1,-470,-125,90,0.6,0,10,210,250,40004,1004106,1004206,101161,-30,0.8,0,0.7,-30,101041,401041261,0.03,1000000,bgm_M64,25,1001303,1.0,0
1015002,2,-210,-95,90,0.75,0,10,200,120,40004,1004107,1004207,101161,-30,1.2,0,1.0,0,101041,401041271,0.03,1000000,bgm_M64,25,1001303,1.0,0
1015002,3,50,-120,90,0.9,-15,0,200,100,40004,1004108,1004208,101161,-30,1.4,-30,1.0,-10,101041,401041281,0.03,1000000,bgm_M64,25,1001303,1.3,0
1015002,4,195,35,90,0.7,0,0,200,150,40004,1004109,1004209,101161,-30,1.0,43,1.0,0,101041,401041291,0.03,1000000,bgm_M64,25,1001303,1.3,0
1015002,5,450,-55,90,1.1,0,0,210,150,40004,1004110,1004210,101162,-30,1.8,-50,1.35,0,101042,401041301,0.03,1000000,bgm_M55,25,1001303,1.5,0
1015003,1,-470,-125,90,0.6,0,10,210,250,40004,1004106,1004206,101161,-30,0.8,0,0.7,-30,101041,401041311,0.06,1000000,bgm_M64,25,1001303,1.4,0
1015003,2,-210,-95,90,0.75,0,10,200,120,40004,1004107,1004207,101161,-30,1.2,0,1.0,0,101041,401041321,0.06,1000000,bgm_M64,25,1001303,1.4,0
1015003,3,50,-120,90,0.9,-15,0,200,100,40004,1004108,1004208,101161,-30,1.4,-30,1.0,-10,101041,401041331,0.06,1000000,bgm_M64,25,1001303,1.8,0
1015003,4,195,35,90,0.7,0,0,200,150,40004,1004109,1004209,101161,-30,1.0,43,1.0,0,101041,401041341,0.06,1000000,bgm_M64,25,1001303,1.8,0
1015003,5,450,-55,90,1.1,0,0,210,150,40004,1004110,1004210,101162,-30,1.8,-50,1.35,0,101042,401041351,0.06,1000000,bgm_M55,25,1001303,2.0,0
1015004,1,-470,-125,90,0.6,0,10,210,250,40004,1004106,1004206,101161,-30,0.8,0,0.7,-30,101041,401041361,0.06,1000000,bgm_M64,25,1001303,2.0,0
1015004,2,-210,-95,90,0.75,0,10,200,120,40004,1004107,1004207,101161,-30,1.2,0,1.0,0,101041,401041371,0.06,1000000,bgm_M64,25,1001303,2.0,0
1015004,3,50,-120,90,0.9,-15,0,200,100,40004,1004108,1004208,101161,-30,1.4,-30,1.0,-10,101041,401041381,0.06,1000000,bgm_M64,25,1001303,2.5,0
1015004,4,195,35,90,0.7,0,0,200,150,40004,1004109,1004209,101161,-30,1.0,43,1.0,0,101041,401041391,0.06,1000000,bgm_M64,25,1001303,2.5,0
1015004,5,450,-55,90,1.1,0,0,210,150,40004,1004110,1004210,101162,-30,1.8,-50,1.35,0,101042,401041401,0.06,1000000,bgm_M55,25,1001303,3.0,0
1016001,1,-480,-120,90,0.6,0,10,210,170,40004,1004101,1004201,101161,-30,0.8,0,0.85,0,101161,401041411,0.03,1000000,bgm_M64,25,1001301,1.0,0
1016001,2,-260,-100,90,0.75,0,10,200,100,40004,1004102,1004202,101161,-30,1.2,0,1.1,0,101161,401041421,0.03,1000000,bgm_M64,25,1001301,1.0,0
1016001,3,-10,65,90,0.8,-15,0,200,100,40004,1004103,1004203,101161,-30,1.1,0,1.0,-10,101161,401041431,0.03,1000000,bgm_M64,25,1001301,1.3,0
1016001,4,190,-110,90,0.8,0,0,200,100,40004,1004104,1004204,101161,-30,1.0,0,0.85,0,101161,401041441,0.03,1000000,bgm_M64,25,1001301,1.3,0
1016001,5,485,-70,90,0.9,0,-10,280,270,40004,1004105,1004205,101162,-30,1.15,-50,1.0,-45,101162,401041451,0.03,1000000,bgm_M55,25,1001301,1.5,0
1016002,1,-480,-120,90,0.6,0,10,210,170,40004,1004106,1004206,101161,-30,0.8,0,0.85,0,101161,401041411,0.03,1000000,bgm_M64,25,1001303,1.0,0
1016002,2,-260,-100,90,0.75,0,10,200,100,40004,1004107,1004207,101161,-30,1.2,0,1.1,0,101161,401041421,0.03,1000000,bgm_M64,25,1001303,1.0,0
1016002,3,-10,65,90,0.8,-15,0,200,100,40004,1004108,1004208,101161,-30,1.1,0,1.0,-10,101161,401041431,0.03,1000000,bgm_M64,25,1001303,1.3,0
1016002,4,190,-110,90,0.8,0,0,200,100,40004,1004109,1004209,101161,-30,1.0,0,0.85,0,101161,401041441,0.03,1000000,bgm_M64,25,1001303,1.3,0
1016002,5,485,-70,90,0.9,0,-10,280,270,40004,1004110,1004210,101162,-30,1.15,-50,1.0,-45,101162,401041451,0.03,1000000,bgm_M55,25,1001303,1.5,0
1016003,1,-480,-120,90,0.6,0,10,210,170,40004,1004106,1004206,101161,-30,0.8,0,0.85,0,101161,401041461,0.06,1000000,bgm_M64,25,1001303,1.4,0
1016003,2,-260,-100,90,0.75,0,10,200,100,40004,1004107,1004207,101161,-30,1.2,0,1.1,0,101161,401041471,0.06,1000000,bgm_M64,25,1001303,1.4,0
1016003,3,-10,65,90,0.8,-15,0,200,100,40004,1004108,1004208,101161,-30,1.1,0,1.0,-10,101161,401041481,0.06,1000000,bgm_M64,25,1001303,1.8,0
1016003,4,190,-110,90,0.8,0,0,200,100,40004,1004109,1004209,101161,-30,1.0,0,0.85,0,101161,401041491,0.06,1000000,bgm_M64,25,1001303,1.8,0
1016003,5,485,-70,90,0.9,0,-10,280,270,40004,1004110,1004210,101162,-30,1.15,-50,1.0,-45,101162,401041501,0.06,1000000,bgm_M55,25,1001303,2.0,0
1016004,1,-480,-120,90,0.6,0,10,210,170,40004,1004106,1004206,101161,-30,0.8,0,0.85,0,101161,401041511,0.06,1000000,bgm_M64,25,1001303,2.0,0
1016004,2,-260,-100,90,0.75,0,10,200,100,40004,1004107,1004207,101161,-30,1.2,0,1.1,0,101161,401041521,0.06,1000000,bgm_M64,25,1001303,2.0,0
1016004,3,-10,65,90,0.8,-15,0,200,100,40004,1004108,1004208,101161,-30,1.1,0,1.0,-10,101161,401041531,0.06,1000000,bgm_M64,25,1001303,2.5,0
1016004,4,190,-110,90,0.8,0,0,200,100,40004,1004109,1004209,101161,-30,1.0,0,0.85,0,101161,401041541,0.06,1000000,bgm_M64,25,1001303,2.5,0
1016004,5,485,-70,90,0.9,0,-10,280,270,40004,1004110,1004210,101162,-30,1.15,-50,1.0,-45,101162,401041551,0.06,1000000,bgm_M55,25,1001303,3.0,0
