reading_id,reading,read_type,panel_id,detail_text
1006403,"Miyako's favorite foodstuff",3,10064,"All the puddings belong to Miyako."
1006500,necklace,1,10065,"A classic form of jewelry worn around the neck."
1006501,pendant,1,10065,"A type of necklace featuring an ornament that hangs at the bottom."
1006502,accessory,2,10065,"Any decorative item worn on a person's body. Necklaces and jewelry are common examples."
1006503,locket,2,10065,"A form of pendant that can be opened to reveal a personal secret."
1006600,wheat,1,10066,"An ubiquitous crop, used to produce flour and a huge variety of baked goods."
1006601,maize,2,10066,"The proper name for the crop often referred to as corn."
1006602,corncob,2,10066,"An ear of maize containing many edible grains lined up neatly together."
1006603,rice,2,10066,"The most popular crop in many eastern regions, and a favorite of Pecorine's."
1006604,harvest,2,10066,"The fruits of a farmer's labor, or the time of year when they're fully grown."
1006700,"soy sauce",1,10067,"A traditional condiment produced from soybeans and used widely in eastern cuisine."
1006701,condiment,2,10067,"One of many sauces and seasonings used to enhance the flavor of food."
1006702,"flavor of the east",2,10067,"Found in the cuisines of many eastern nations, soy sauce is a key ingredient in producing their distinctive flavors."
1006800,"conveyor belt",1,10068,"A simple mechanism used to transport items or people from one place to another."
1006801,taiyaki,2,10068,"A classic Japanese cake, shaped like a fish and packed with various fillings, most traditionally sweet red bean paste."
1006802,invention,2,10068,"Any ingenious device that advances the progress of technology and industry."
1006803,"factory of doom",3,10068,"The pride and joy of the Mercurius Foundation... until it wasn't."
1006900,chandelier,1,10069,"An elaborate lighting fixture associated with wealth and glamor."
1006901,lighting,2,10069,"The broad term for structures designed to illuminate a location."
1007000,salt,1,10070,"A common mineral and essential nutrient, used as a condiment in cuisines worldwide."
1007001,condiment,2,10070,"Any substance used to enhance the flavor of food. Table salt is perhaps the most ubiquitous of all."
1007002,"not sugar",2,10070,"Suzume, did you sprinkle salt on the cookies again?"
1007100,whirlpool,1,10071,"A spinning vortex of water produced by the interaction of currents."
1007101,maelstrom,2,10071,"A powerful whirlpool in the ocean that may pose a threat to vessels that draw too close."
1007200,"fishing rod",1,10072,"A tool used by fishermen to snag individual fish from their watery homes."
1007201,angling,2,10072,"The art of catching fish specifically with a fishing rod. Involves a lot of patience and skill."
1007202,"Ruka's hobby",3,10072,"The guildmaster of Twilight Caravan likes to spend her free time casting for fish at the waterside."
1007300,"cooking pot",1,10073,"A vessel used for heating ingredients in the preparation of many dishes."
1007301,pan,1,10073,"A common form of cookware. Often refers to those with a single handle, though pans come in many shapes and sizes."
1007302,stew,2,10073,"A hearty semi-liquid dish made by heating various ingredients together in a pot or pan."
1007303,"beef stroganoff",2,10073,"A popular meat dish served in a creamy sauce often featuring mushrooms. Originally Russian, but has been adapted to a variety of recipes around the world."
1007304,"hearty meal",2,10073,"The kind of satisfying dish that fills your belly and reminds you of home."
1007400,seesaw,1,10074,"A popular plaything found at parks. When one end goes up, the other goes down."
1007401,children,2,10074,"The target audience of most playground equipment. Grown-ups just don't have the energy for such things..."
1007402,teeter-totter,2,10074,"A cutesy name for the common seesaw. Describes its characteristic action to a tee."
1007403,playground,2,10074,"Where you're most likely to find seesaws, as well as swings, slides, and the occasional jungle gym."
1007500,brush,1,10075,"A simple tool used for applying paint or ink."
1007501,paintbrush,1,10075,"A brush specifically for producing artistic creations."
1007502,ink,1,10075,"A colored liquid used for writing or drawing. Can be applied with a brush or a pen."
1007503,calligraphy,2,10075,"The art of producing beautiful writing. Particularly popular in eastern cultures, where a brush and ink are used to compose elaborate characters."
1007504,"art supplies",2,10075,"All manner of tools used to produce artistic creations. A brush, along with paint or ink, are among the most basic essentials."
1007505,"Togoku writing",3,10075,"A traditional art from the culture of Togoku. This land, far to the east of Landosol, is said to be home to ninja, samurai, and all the other things Ninon can't get enough of."
1007600,weight,1,10076,"A heavy object intended to be lifted in order to develop one's muscles."
1007601,arm,1,10076,"One of a human's most versatile limbs. The biceps muscle, used to bend it, is a popular symbol of strength."
1007602,dumbbell,2,10076,"A type of weight designed to be lifted with one hand. Easy to grasp, but perhaps not so easy to actually raise."
1007603,flex,2,10076,"The act of visibly exercising one's muscles, often to show off their size."
1007700,ghost,1,10077,"Floaty ghostie. Gimme pudding now."
1007701,phantom,1,10077,"Fancy word for ghostie. Gimme pudding now or else."
1007702,undead,2,10077,"Alive or not-alive? Who cares? Just gimme pudding."
1007703,Miyako,3,10077,"Miyako is Miyako! Give Miyako all the pudding."
2000100,Hiyori,1,20001,"The guildmaster of Twinkle Wish, who loves martial arts and helping people."
2000101,"I scratch your back...",3,20001,"...you scratch mine! One of Hiyori's favorite phrases, embodying her belief that everyone should help each other out."
2000200,Yui,1,20002,"The pure and kindhearted healer of Twinkle Wish."
2000201,healer,3,20002,"Yui specializes in healing the wounds of anyone hurt on the battlefield."
2000202,"Makoto's childhood friend",3,20002,"People often find it surprising that these two are such fast friends."
2000300,Rei,1,20003,"The coolheaded swordswoman of Twinkle Wish. Enjoys fishing as a pastime."
2000301,equestrian,3,20003,"Few people know about Rei's hidden talent for horseback riding."
2000400,Misogi,1,20004,"The master prankster of Little Lyrical. Makes sure the other two never have a dull day."
2000401,prankster,3,20004,"When it comes to pranks, there may be nobody to match her in all of Landosol."
2000500,Matsuri,1,20005,"A young knight-in-training who belongs to Nightmare. Dreams of becoming a true hero."
2000501,hero-in-training,3,20005,"Her skills may still be a work in progress, but nobody can fault Matsuri's passion for justice!"
2000600,Akari,1,20006,"The younger of the Diabolos twins, though in some ways she seems curiously mature."
2000601,twin,3,20006,"They may look alike, but Akari couldn't be more different in personality from her reserved sister."
2000602,"Yori's sister",3,20006,"Akari cares for her sister more than almost anything in the world."
2000700,Miyako,1,20007,"A ghostly member of Diabolos. I think she had a favorite food. What was it again?"
2000701,ghost,3,20007,"Being incorporeal, Miyako can float through the air and even slip through walls. She only uses these powers for one thing, though."
2000702,pudding,3,20007,"Give it to Miyako now!"
2000800,Yuki,1,20008,"The unparalleled beauty of the Weissflügel: Landosol Branch guild."
2000801,beauty,3,20008,"So beautiful, it's almost a crime."
2000802,narcissist,3,20008,"With such beauty, is it any wonder?"
2000900,Anna,1,20009,"A member of the guild Twilight Caravan, and Grand Regent of the Order of Gehenna Immortals. The Darkest Knight who tamed the fires of Ragnarök and saved a world now lost."
2000901,"Hecate of the Gale",3,20009,"A name to strike fear into the Syndicate's hearts!"
2000902,"Order of Gehenna Immortals",3,20009,"With Sigurd of the Fulgor by her side, no villain can stand in her way!"
2001000,Maho,1,20010,"The whimsical yet reliable guildmaster of Caon."
2001001,"Princess Maho",3,20010,"Maho tells us she's the princess of the far-off Maho-Maho Kingdom. Where this kingdom actually lies is a mystery."
2001002,fox,3,20010,"Those fluffy ears and even fluffier tail are unmistakable."
2001100,Rino,1,20011,"The self-styled little sister from Labyrinth. Working hard towards her exams."
2001101,"little sis",3,20011,"She says she is one, so who's to argue?"
2001102,malapropist,3,20011,"Though she's fond of quoting classic sayings, they don't always come out quite right. But we love her anyway."
2001200,Hatsune,1,20012,"The sleepy psychic from Forestier."
2001201,psychic,3,20012,"Her superpowers are a secret, okay?"
2001202,narcoleptic,3,20012,"Just... five more minutes... Zzz..."
2001203,"Shiori's sis",3,20012,"Big hugs for Shiorin!"
2001300,Nanaka,1,20013,"Twilight Caravan's resident magical girl! Adorable and totally OP, and she's not afraid to flaunt it!"
2001301,"magical girl",3,20013,"She's a girl, and she can use magic, so... yep, seems to check out. Let's not get into the nitty-gritty of genre specifics."
2001302,otaku,3,20013,"The title given to one who is true to the passion in her heart."
2001400,Kasumi,1,20014,"The brains of Caon, and everyone's favorite ace detective."
2001401,detective,3,20014,"She's solved as many mysteries as there are stars in the sky. All the greatest detectives attract puzzling incidents, after all."
2001402,"mystery aficionado",3,20014,"For Kasumi, there's very little distinction between hobby and profession."
2001500,Misato,1,20015,"The guildmaster of Forestier. A motherly young woman who naturally cares for everyone around her."
2001501,"nursery teacher",3,20015,"She's even been known to teach monsters a gentle lesson or two."
2001600,Suzuna,1,20016,"The irrepressible fashionista of Lucent Academy. Studying is not her strong suit, but she can at least do her times tables now... probably?"
2001601,model,3,20016,"In the world of fashion, Suzuna is a legitimate celebrity with plenty of adoring fans."
2001602,bruh,3,20016,"That word. She likes to say it. Why does she like to say that word?"
2001700,Kaori,1,20017,"The tropical girl from Caon who loves to sing and dance."
2001701,Okinawan,3,20017,"The culture of Kaori's homeland. Her style of karate is named for the Ryukyu islands to which Okinawa belongs."
2001702,Haitai,3,20017,"The Okinawan greeting Kaori loves to use. Only used by women—the male equivalent is ""Haisai!"""
2001800,Io,1,20018,"The novice teacher from Lucent Academy whose charms bowl all the students over."
2001801,teacher,3,20018,"She may be new to the job, but she puts her all into helping her students learn."
2001802,"novice teacher",3,20018,"Having only just started as a teacher, she sometimes finds herself learning a thing or two from her own students."
2001900,Mimi,1,20019,"The cute-as-a-button bunny girl from Little Lyrical who's always trying her best."
2001901,"bunny lover",3,20019,"Hippety-hoppety~! ♪"
2002000,Kurumi,1,20020,"The sweet crybaby from Sarendia Orphanage. She may be shy and nervous, but she has the strength of heart to face up to her own weaknesses."
2002001,actress,3,20020,"She has a talent, that's for sure. Sometimes it's hard to tell if she's acting or not..."
2002100,Yori,1,20021,"The elder of the Diabolos twins. A shy tsundere who has trouble being honest with her feelings."
2002101,twin,3,20021,"Though they look alike, Yori can only dream of matching Akari's outgoing personality."
2002102,"Akari's sister",3,20021,"Yori complains a lot about her sister's teasing, but ultimately cares about her deeply."
2002103,gamer,3,20021,"A veritable gaming genius, whether she's wielding a controller or a hand of trading cards."
2002200,Ayane,1,20022,"One of the kids at the Sarendia Orphanage. She seems reserved, but you don't want to get in the way when she swings Pukichi around."
2002201,"Pukichi's pal",3,20022,"Never has a girl been more inseparable from her teddy bear. ...Her straight-talking, weaponized teddy bear."
2002300,Suzume,1,20023,"The lovable clumsy maid who does her best to support the other residents of the Sarendia Orphanage."
2002301,maid,3,20023,"She's utterly devoted to her mistress. As you wish, milady!"
2002302,"klutzy maid",3,20023,"Don't bother asking how many things she's broken. Nobody can keep count."
2002400,Rin,1,20024,"Originally a member of Caon, but currently employed as security at Elizabeth Park. She's not slacking off, she's just, uh, taking it slow."
2002401,lazybones,3,20024,"She'll get serious when it's really important... probably..."
2002500,Eriko,1,20025,"A member of Twilight Caravan, and a firm believer in love and destiny. A little too firm for comfort."
2002501,Destroyer,3,20025,"The other name by which Eriko is sometimes known, usually spoken in terrified whispers. There's nothing she won't destroy for love."
2002600,Saren,1,20026,"The dependable guildmaster of the Sarendia Orphanage, and former vice-captain of Nightmare."
2002601,Mama,3,20026,"She'd protest that she's not nearly old enough to be a mother, but that doesn't stop all the kids looking up to her as one."
2002700,Nozomi,1,20027,"The eternal centerpiece of the pop idol group Carmina. Truly an idol among idols."
2002701,idol,3,20027,"So popular, it's tricky for her to go anywhere incognito."
2002800,Ninon,1,20028,"A member of Weissflügel: Landosol Branch who styles herself after the warriors from the eastern land of Togoku. To conquer the lands!"
2002801,"Togoku maniac",3,20028,"Her love for eastern culture knows no equal, but she doesn't always have a perfect understanding of it..."
2002802,"samurai or ninja?",3,20028,"Ninon's favorite book, ""Bushido,"" might help explain the difference!"
2002900,Shinobu,1,20029,"The resident fortune-teller of Diabolos. The skull she takes everywhere houses the spirit of her dead father."
2002901,fortune-teller,3,20029,"Her talent for divining is real, but not always the most reliable."
2003000,Akino,1,20030,"The guildmaster and founder of the Mercurius Foundation, with the funds and drive to change the world through commerce."
2003001,"rich beyond belief",3,20030,"The very picture of a proud noble heiress, though she does have the mercantile talent to back up her confidence."
2003100,Mahiru,1,20031,"The guildmaster of Elizabeth Park. A big-hearted farmgirl with plenty of integrity, she's the glue that holds her motley crew together."
2003101,farmgirl,3,20031,"Running a farm is a full-time job!"
2003102,comedian,3,20031,"Not an easy path to follow, but she's determined to brave the struggle."
2003200,Yukari,1,20032,"A respectable and reliable young woman who handles the finances at the Mercurius Foundation. Sets a fine example for her peers... most of the time."
2003201,alcoholic,3,20032,"Let's just say she's not always the best example to follow."
2003300,Kyoka,1,20033,"The youngest of the Little Lyrical girls, but also by far the most studious. Can't handle carrots or bell peppers."
2003301,"model student",3,20033,"Always tries her best to do what's right and proper, while keeping her more carefree friends in check."
2003400,Tomo,1,20034,"An up-and-coming knight of Nightmare. Surprisingly close with Captain Jun herself."
2003401,"Mikuma style",3,20034,"The school of swordsmanship passed down in Tomo's family. Only true masters can use the Asura technique."
2003500,Shiori,1,20035,"One of the members of the farming guild Elizabeth Park. Though physically frail, she's always the first to try to be of assistance."
2003501,"Hatsune's sis",3,20035,"Loves her big sister more than anything."
2003600,Aoi,1,20036,"An archer from Forestier, and a perennial loner. Has the rare talent of talking to plants, but that just seems to exacerbate her struggles to make human friends."
2003601,loner,3,20036,"If you had to sum Aoi up in one word, I'm afraid this would have to be it."
2003602,"BB Brigade member",3,20036,"Surely it won't be long until she can say bye-bye to bashfulness for good! ...Surely."
2003700,Chika,1,20037,"A member of the idol trio Carmina. Her beautiful voice can both enchant audiences and summon magical spirits."
2003701,"Song Summoner",3,20037,"It takes a rare innate talent to become this unique type of mage. Chika's melodies summon spirits of nature to do her bidding."
2003702,diva,3,20037,"It's not just the spirits that find Chika's voice captivating."
2003800,Makoto,1,20038,"The brash ace fighter of Caon. Despite her rough attitude, she takes good care of her friends."
2003801,"Yui's childhood friend",3,20038,"They seem to have so little in common, but friendship is a funny thing."
2003900,Illya,1,20039,"The guildmaster of Diabolos and the nefarious vampire of legend. Still determined to conquer the world someday."
2003901,"legendary vampire",3,20039,"A creature of the night known for drinking blood. Terrifying in theory, but has a surprisingly large number of weaknesses."
2003902,"Ruler of the Night",3,20039,"Legends speak of the days when all of Landosol quaked in terror under Illya's diabolical reign."
2003903,"true form",3,20039,"Due to her depleted magic, Illya is usually forced to take a much smaller and weaker form. Only when certain conditions are met can she wield her full power."
2004000,Kuka,1,20040,"A member of Weissflügel: Landosol Branch who's always losing herself in unspeakable fantasies."
2004001,masochist,3,20040,"Well, whatever floats your boat..."
2004100,Tamaki,1,20041,"The taiyaki-selling kitty of the Mercurius Foundation. But her secret identity is... Myamyamyah!"
2004101,catgirl,3,20041,"Ears, check. Tail, check. Somehow works cat noises into every sentence, check."
2004102,"phantom thief",3,20041,"The chivalrous thief known as the Phantom Cat is the talk of Landosol! It's a shame her identity will forever be a mystery."
2004200,"Captain Jun",1,20042,"We would never address her without her proper title! (It's definitely not just that there were no words ending in ""J"".)"
2004201,"Nightmare captain",3,20042,"Guardian of the royal palace and protector of the peace."
2004300,Mifuyu,1,20043,"The always-efficient member of the Mercurius Foundation and part-timer supreme. Also has the distinction of being a dragon slayer."
2004301,"efficiency freak",3,20043,"If she can save one rupie by travelling halfway across the city, you'd better believe she'll do it."
2004302,part-timer,3,20043,"She's taken on more odd jobs than there are stars in the sky."
2004400,Shizuru,1,20044,"The self-styled Big Sis from Labyrinth. Dotes on her ""little bro"" to an off-putting degree."
2004401,"Big Sis",3,20044,"Leave it to Big Sis!"
2004500,Misaki,1,20045,"One of the students at Lucent Academy. We're told she's a very, um, grown-up lady."
2004501,lady,3,20045,"Grown-up, mature, elegant and refined. Who can deny that Misaki is a proper lady to the core?"
2004600,Mitsuki,1,20046,"A member of Twilight Caravan who devotes all her time to performing shady experiments."
2004601,doctor,3,20046,"A medical practitioner she certainly is, though some would say ""mad scientist"" is a more fitting title..."
2004602,"One-Eyed Devil",3,20046,"If you don't know why Mitsuki has such an ominous moniker, count yourself lucky."
2004700,Lima,1,20047,"The most purehearted maiden in all of Elizabeth Park. Has a few small hang-ups about her appearance."
2004701,fluffy,3,20047,"She really is."
2004800,Monika,1,20048,"The guildmaster of Weissflügel: Landosol Branch, and a resolute military leader. Has her hands full keeping the other members of her guild under control."
2004801,kid,3,20048,"I-I am not a child!"
2004900,Tsumugi,1,20049,"The dressmaking third member of the Carmina idol trio. Her threads can also be used to tie anything up in a jiffy."
2004901,seamstress,3,20049,"All of Carmina's costumes are her personal handiwork."
2004902,"Rei's biggest fan",3,20049,"No suspicious men are getting close to Rei if Tsumugi has anything to say about it."
2005000,Ayumi,1,20050,"The stealthiest member of Weissflügel: Landosol Branch. Pops up just about everywhere, but you'd have to be very observant to notice."
2005001,stalker,3,20050,"Such a hopeless romantic, she'd follow her crush to the ends of the earth. And he'd never even know it."
2005100,Ruka,1,20051,"The guildmaster of Twilight Caravan, and an affable fisherwoman who's easy to get along with. Unless you make her angry, in which case... my condolences."
2005101,"Boss Lady",3,20051,"Even monsters instinctively look up to her."
2005200,Djeeta,1,20052,"An intrepid skyfarer, sailing the grand blue heavens... is what she dreams of becoming."
2005201,skyfarer,3,20052,"The calling to which Djeeta aspires. Said to be the most liberating and dangerous of professions."
2005300,Pecorine,1,20053,"The bubbly leader of the Gourmet Guild. Eager to eat anything, and I do mean anything. How crazy is that?! ☆"
2005301,"gourmet girl",3,20053,"You'd be a fool to underestimate her appetite."
2005302,"Royal Equipment",3,20053,"Pecorine's special equipment grants her great power... in exchange for emptying her belly."
2005303,"Eustiana von Astraea",3,20053,"The royal princess from the ruling house of Landosol."
2005304,"How crazy is that?!",3,20053,"How crazy is that?! ☆"
2005400,Kokkoro,1,20054,"A young elf who belongs to the Gourmet Guild. Places her lord above all else."
2005401,guide,3,20054,"Kokkoro's role bestowed upon her by the ineffable Lady Ameth."
2005402,retainer,3,20054,"Sworn to provide for her lord's every need."
2005500,Karyl,1,20055,"A mysterious catgirl who somehow ended up as a member of the Gourmet Guild."
2005501,tsundere,3,20055,"Excuse me? Who are you calling tsundere?!"
2005502,"I'll kill you dead!",3,20055,"She won't really, though."
2005600,Muimi,1,20056,"A self-proclaimed supervillain who struggles on even when the whole world is against her. Her Spiresbane Blade will strike down all that stands in her way!"
2005601,Novem,3,20056,"The name Muimi prefers to be known by."
2005700,Arisa,1,20057,"A young elf who aspires to become a forest guardian."
2005701,elf,3,20057,"The race Arisa belongs to. Apparently a rare sight outside of the forest."
2005702,"forest guardian",3,20057,"Arisa spends her days dutifully training to achieve this role."
2005800,Neneka,1,20058,"One of the Seven Crowns, known by the title of Metamorph Monarch."
2005801,"Metamorph Monarch",3,20058,"So called for her ability to take the form of anyone and anything."
2005802,duplicate,3,20058,"Not only can she pose as any other individual, she can even create duplicates to pose as herself."
2005900,Christina,1,20059,"The vice-captain of Nightmare and one of the Seven Crowns. A hedonist with little regard for rules or morals."
2005901,"Regina Geas",3,20059,"The title by which Christina is known, referring to her affinity for binding contracts."
2005902,"Nightmare's vice-captain",3,20059,"Some say she gives the entire guild a bad name."
2006000,Inori,1,20060,"A young dragongirl affiliated with Dragons' Nest. Snarkier than you'd expect from her cute appearance."
2006001,"fiery breath",3,20060,"The trademark ability Inori wields, though not always intentionally."
2006002,"Big Boss",3,20060,"Inori is one of the leading members of Dragons' Nest, and she won't let anyone forget it. She has ambitions of surpassing even Homare someday."
2006100,Kaya,1,20061,"A brawler by trade, Kaya makes her home in the Dragons' Nest guild with her fellow dragonfolk."
2006101,brawler,3,20061,"If there's a fight up for grabs, Kaya will be the first to accept it."
2006200,Homare,1,20062,"The mysterious guildmaster of Dragons' Nest. The other members often address her simply as ""boss."""
2006201,gangster,3,20062,"Rumor has it that not all of Dragons' Nest's activities may be entirely legitimate."
2006300,Chloe,1,20063,"A cynical elf belonging to the St. Theresa's Academy (Friendship Club) guild. Her vibes are pretty intense."
2006301,delinquent,3,20063,"Even when she's not actually angry, Chloe tends to give an intimidating impression."
2006302,Pff...,3,20063,"The noise Chloe is known to make when words just don't suffice."
2006400,Chieru,1,20064,"The most chellerific member of the St. Theresa's Academy (Friendship Club) trio. Cheru~n! ☆"
2006401,etchellaree-chellaroob?,3,20064,"Chellapo, chellapo! Chellopapper chellereru rello!"
2006402,"idol stan",3,20064,"Don't diss Carmina around Chieru, or you might make a lifelong enemy."
2006500,Yuni,1,20065,"The guildmaster of the Yuni-ettes. The path of true genius is a lonely one indeed..."
2006501,academic,3,20065,"Spends most of her days poring over esoteric volumes and writing theses in the Ivory Tower, a remote library on academy grounds."
2006502,"Crazy of St. T's",3,20065,"A mysterious individual spoken of in whispers. Whether it actually refers to Yuni is still up for debate."
