skill_id,name,skill_type,skill_area_width,skill_cast_time,action_1,action_2,action_3,action_4,action_5,action_6,action_7,depend_action_1,depend_action_2,depend_action_3,depend_action_4,depend_action_5,depend_action_6,depend_action_7,description,icon_type
1029003,"Idol's Encouragement",1,0,1.65,102900301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers HP of all nearby allies by a moderate amount.",2005
1029012,"Glamorous Slice+",1,0,1.25,102901201,102901202,102901203,0,0,0,0,0,102901201,102901201,0,0,0,0,"Deals small physical damage to all enemies in range, inflicts Stun, and lowers their physical attack by a small amount.",2018
1029501,"Radiant Smile",0,0,0.0,102950101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical defense at start of battle.",3002
1029511,"Radiant Smile+",0,0,0.0,102951101,102951102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical defense and small boost to magical defense at start of battle.",3002
1030001,"Ninpo: Scorching Hell",1,0,0.0,103000101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to all enemies in range.",1001
1030002,"Hurricane Assault",0,0,1.85,103000201,103000202,103000203,103000204,0,0,0,0,103000201,103000201,0,0,0,0,"Deals small physical damage to all enemies in range. Recovers own TP by a moderate amount if an enemy is defeated by this skill.",2001
1030003,"Blazing Fan",0,0,0.85,103000301,103000302,0,0,0,0,0,0,103000301,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front and knocks them back slightly.",2001
1030012,"Hurricane Assault+",0,0,1.85,103001201,103001202,103001203,103001204,0,0,0,0,103001201,103001201,0,0,0,0,"Deals moderate physical damage to all enemies in range. Recovers own TP by a massive amount if an enemy is defeated by this skill.",2001
1030501,"Honnoji Hustle",0,0,0.0,103050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1030511,"Honnoji Hustle+",0,0,0.0,103051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1031001,"Phantom Terror",1,0,0.0,103100101,103100102,0,0,0,0,0,0,103100101,0,0,0,0,0,"Deals moderate physical damage to all enemies in range and lowers their physical defense by a small amount.",1001
1031002,"Otherworldly Beckoning",1,0,1.38,103100201,0,0,0,0,0,0,0,0,0,0,0,0,0,"[Summon] Summons a skull in front of oneself, which attacks an enemy directly in front.",2017
1031003,"Hungry Wraith",1,0,2.01,103100301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lowers physical defense of all enemies by a small amount.",2004
1031012,"Otherworldly Beckoning+",1,0,1.38,103101201,103101202,103101203,103101204,0,0,0,0,0,103101202,103101202,0,0,0,"[Summon] Summons a skull in front of oneself, which attacks an enemy directly in front. Moderate boost to physical attack and physical critical rate of all allies in a radius around the frontmost ally.",2017
1031501,"Twilight Elegy",0,0,0.0,103150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1031511,"Twilight Elegy+",0,0,0.0,103151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1032001,"Benevolent Beatdown",1,0,0.0,103200101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals massive physical damage to an enemy directly in front.",1001
1032002,"Haughty Hack",1,0,1.3575,103200201,103200202,103200203,103200204,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front. Small boost to own physical attack. If attacked while laughing, unleashes a counterattack on enemies in range.",2001
1032003,"Rejuvenating Jewels",0,0,1.5575,103200301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deploys a field that recovers HP of all nearby allies by a small amount.",2016
1032012,"Haughty Hack+",1,0,1.3575,103201201,103201202,103201203,103201204,103201205,103201206,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front. Moderate boost to own physical attack and small boost to own TP Boost. Taunts the enemy. If attacked while laughing, unleashes a counterattack on enemies in range.",2001
1032501,"Burning Soul",0,0,0.0,103250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1032511,"Burning Soul+",0,0,0.0,103251101,103251102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack and small boost to physical defense at start of battle.",3001
1033001,Elizabeth,0,0,0.0,103300101,103300102,0,0,0,0,0,0,103300101,0,0,0,0,0,"Deals massive physical damage to an enemy directly in front and inflicts Stun.",1001
1033002,"Milk Can Slam",0,0,1.4,103300201,103300202,0,0,0,0,0,0,103300201,0,0,0,0,0,"Deals small physical damage to an enemy directly in front and knocks it back slightly.",2001
1033003,"Pitchfork Pummel",0,0,1.4,103300301,103300302,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front. Small boost to own physical attack.",2001
1033012,"Milk Can Slam+",0,0,1.4,103301201,103301202,103301203,0,0,0,0,0,103301201,103301201,0,0,0,0,"Deals large physical damage to an enemy directly in front, inflicts Confusion, and knocks it back a large distance.",2001
1033501,"Opening One-Liner",0,0,0.0,103350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1033511,"Opening One-Liner+",0,0,0.0,103351101,103351102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack and small boost to physical defense at start of battle.",3001
1034001,"Seven Veils",1,0,0.0,103400101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deploys a barrier that negates magical damage around all allies.",1013
1034002,"Aqua Vitae",1,0,1.4,103400201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers the HP of the party member with the lowest HP by a moderate amount.",2005
1034003,Moonlight,1,0,1.13,103400301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers the TP of the party member with the lowest TP by a medium amount.",2006
1034012,"Aqua Vitae+",1,0,1.4,103401201,103401202,103401203,0,0,0,0,0,103401201,0,0,0,0,0,"Recovers the HP of the party member with the lowest HP by a large amount, boosts their magical defense by a moderate amount, and grants HP regen.",2005
1034501,"Liquid Courage",0,0,0.0,103450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical defense at start of battle.",3004
1034511,"Liquid Courage+",0,0,0.0,103451101,103451102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical defense and small boost to physical attack at start of battle.",3004
1036001,"Cosmo Blue Flash",1,0,0.0,103600101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals massive magical damage to an enemy directly in front.",1002
1036002,"Ice Lance",1,0,1.83,103600201,0,0,0,0,0,0,0,103600201,0,0,0,0,0,"Deals moderate magical damage to an enemy directly in front.",2002
1036003,"Magical Surge",1,0,1.4,103600301,0,0,0,0,0,0,0,103600301,0,0,0,0,0,"Large boost to own magical attack for a brief period.",2003
1036012,"Ice Lance+",1,0,1.83,103601201,0,0,0,0,0,0,0,103601201,0,0,0,0,0,"Deals large magical damage to an enemy directly in front. When this skill is a critical hit, its damage is quadrupled instead of doubled.",2002
1036501,"Pinch of Bravery",0,0,0.0,103650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1036511,"Pinch of Bravery+",0,0,0.0,103651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical attack at start of battle.",3003
1037001,"Mikuma Hidden Art: Asura",0,0,0.0,103700101,103700102,103700103,0,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to an enemy directly in front. Massive boost to own physical attack and moderate boost to own action speed.",1001
1037002,"Mikuma Style: Gale Strike",0,0,0.76,103700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals small physical damage to all enemies in range.",2001
1037003,"Mikuma Style: Returning Swallow",0,0,1.5,103700301,103700302,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front and recovers own TP by a small amount.",2001
1037012,"Mikuma Style: Gale Strike+",0,0,0.76,103701201,103701202,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to all enemies in range. Damage increases based on the number of targets.",2001
1037501,"Vital Resonance: Sheer Focus",0,0,0.0,103750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1037511,"Vital Resonance: Sheer Focus+",0,0,0.0,103751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1038001,"Enchanted Arrow",0,0,0.0,103800101,103800102,0,0,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to an enemy directly in front. Large boost to own physical attack.",1001
1038002,"Triple Shot",0,0,0.76,103800201,103800202,103800203,103800204,0,0,0,0,0,0,0,0,0,0,"Deals small physical damage to up to 3 enemies directly in front. Recovers own TP by a small amount.",2001
1038003,"Wind Arrow",0,0,1.5,103800301,103800302,0,0,0,0,0,0,0,0,0,0,0,0,"Inflicts moderate physical damage to one enemy directly in front while also recovering own TP by a small amount.",2001
1038012,"Triple Shot+",0,0,0.76,103801201,103801202,103801203,103801204,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to all enemies in range. Damage increases based on the number of targets.",2001
1038501,"Enhanced Aim",0,0,0.0,103850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1038511,"Enhanced Aim+",0,0,0.0,103851101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1040001,"Twisting Vines",1,0,0.0,104000101,104000102,0,0,0,0,0,0,104000101,0,0,0,0,0,"Deals moderate physical damage to enemies in a radius around the closest enemy.",1001
1040002,"Poison Arrow",1,0,1.06,104000201,104000202,0,0,0,0,0,0,104000201,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front and inflicts Poison.",2022
1040003,"Paralyzing Shot",1,0,1.06,104000301,104000302,0,0,0,0,0,0,104000301,0,0,0,0,0,"Deals small physical damage to an enemy directly in front and inflicts Paralyze.",2007
1040012,"Poison Arrow+",1,0,0.86,104001201,104001202,104001203,104001204,104001205,0,0,0,0,0,104001202,104001203,0,0,"Deals moderate physical damage to an enemy directly in front and inflicts Poison. If the target is already poisoned, instead deals massive physical damage and inflicts Venom.",2022
1040501,"Woodland Marksman",0,0,0.0,104050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1040511,"Woodland Marksman+",0,0,0.0,104051101,104051102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack and small boost to physical defense at start of battle.",3001
1042001,"Sylvan Blessing",1,0,0.0,104200101,104200102,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers HP of all allies in front of her by a moderate amount and summons a fairy beside the foremost ally.",1005
1042002,"Rousing Ballad",1,0,1.5,104200201,104200202,0,0,0,0,0,0,104200201,0,0,0,0,0,"Moderate boost to physical attack of all allies in a radius around the foremost ally.",2003
1042003,"Fairy's Lullaby",1,0,2.03,104200301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lowers physical attack of an enemy directly in front by a moderate amount.",2004
1042012,"Rousing Ballad+",1,0,1.5,104201201,104201202,104201203,104201204,0,0,0,0,104201201,104201201,0,0,0,0,"Large boost to physical attack and moderate boost to physical critical rate of all allies in a radius around the foremost ally. Deploys a field around them that recovers HP of all allies in range by a small amount.",2003
1042501,"Gifted Voice",0,0,0.0,104250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1042511,"Gifted Voice+",0,0,0.0,104251101,104251102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack and small boost to magical defense at start of battle.",3003
1043001,"Wolven Rend",0,0,0.0,104300101,104300102,0,0,0,0,0,0,104300101,0,0,0,0,0,"Deals physical damage to an enemy directly in front and lowers its physical defense by a moderate amount.",1001
1043002,"Hard Slash",0,0,1.125,104300201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front.",2001
1043003,"Heroic Howl",0,0,1.895,104300301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lowers physical defense of an enemy directly in front by a moderate amount.",2004
1043012,"Hard Slash+",0,0,1.125,104301201,104301202,0,0,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to an enemy directly in front. Small boost to own physical attack.",2001
1043501,"Raging Wolf Fang",0,0,0.0,104350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1043511,"Raging Wolf Fang+",0,0,0.0,104351101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1044001,"Vermilion Bite",1,0,0.0,104400101,104400102,104400103,104400104,0,0,0,0,104400101,0,0,0,0,0,"Deals large magical damage to all enemies in range and recovers own HP by a moderate amount.",1002
1044002,"Bloodthirsty Blast",1,0,1.125,104400201,104400202,104400203,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack. Deals moderate magical damage to an enemy directly in front at the cost of own HP.",2002
1044003,"Bloody Spear",1,0,0.865,104400301,104400302,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate magical damage to all enemies in range at the cost of own HP.",2002
1044012,"Bloodthirsty Blast+",1,0,1.125,104401201,104401202,104401203,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack. Deals large magical damage to an enemy directly in front at the cost of own HP.",2002
1044501,"Blood Pact",0,0,0.0,104450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1044511,"Blood Pact+",0,0,0.0,104451101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical attack at start of battle.",3003
1045001,"Throes of Ecstasy",1,0,0.0,104500101,104500102,0,0,0,0,0,0,0,0,0,0,0,0,"Deploys a barrier around oneself that absorbs magic damage, and recovers own HP by a moderate amount.",1013
1045002,"Play with Me Instead!",1,0,0.375,104500201,104500202,0,0,0,0,0,0,0,0,0,0,0,0,"[Taunt] Taunts all enemies. Large boost to own physical defense.",2012
1045003,"I Like It Rough!",1,0,1.375,104500301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical defense.",2003
1045012,"Play with Me Instead!+",1,0,0.375,104501201,104501202,104501203,0,0,0,0,0,0,0,0,0,0,0,"[Taunt] Taunts all enemies. Large boost to own physical defense, and recovers own HP by a moderate amount.",2012
1045501,"Sheltered by Fantasy",0,0,0.0,104550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical defense at start of battle.",3004
1045511,"Sheltered by Fantasy+",0,0,0.0,104551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical defense at start of battle.",3004
1046001,"Kitty Cat-aclysm",0,0,0.0,104600101,104600102,0,0,0,0,0,0,0,0,0,0,0,0,"Deals massive physical damage to an enemy with the highest magical attack.",1001
1046002,"Feline Fling",0,0,1.325,104600201,104600202,0,0,0,0,0,0,104600201,0,0,0,0,0,"Deals moderate physical damage to the enemy with the highest magical attack and lowers its magical attack by a small amount.",2001
1046003,"Finicky Feline",0,0,1.325,104600301,104600302,0,0,0,0,0,0,0,0,0,0,0,0,"Reduces the TP of the enemy with the highest magical attack power by a small amount while also recovering own TP by a small amount.",2006
1046012,"Feline Fling+",0,0,1.325,104601201,104601202,104601203,0,0,0,0,0,104601201,104601201,0,0,0,0,"Deals moderate physical damage to the enemy with the highest magical attack, lowers its magical attack by a moderate amount, and inflicts Stun.",2001
1046501,"One Myarvelous Cat",0,0,0.0,104650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1046511,"One Myarvelous Cat+",0,0,0.0,104651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1047001,"Inferno Shield",1,0,0.0,104700101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deploys a barrier around oneself that absorbs physical and magic damage.",1013
1047002,"Inspiring Courage",0,0,0.475,104700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers HP of the nearby ally with the lowest HP by a moderate amount.",2005
1047003,"Armor Breaker",0,0,0.875,104700301,104700302,0,0,0,0,0,0,0,0,0,0,0,0,"Deals small physical damage to an enemy directly in front and lowers their physical defense by a small amount.",2001
1047012,"Inspiring Courage+",0,0,0.475,104701201,104701202,104701203,0,0,0,0,0,104701201,104701201,0,0,0,0,"Recovers HP of the nearby ally with the lowest HP by a moderate amount. Moderate boost to the ally's physical attack and small boost to their action speed.",2005
1047501,"Justice Barrier",0,0,0.0,104750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical defense at start of battle.",3004
1047511,"Justice Barrier+",0,0,0.0,104751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical defense at start of battle.",3004
1048001,"Tsunami Dive",0,0,0.0,104800101,104800102,104800103,0,0,0,0,0,0,104800102,0,0,0,0,"Deals massive physical damage to an enemy directly in front and inflicts Stun.",1001
1048002,"First Aid",0,0,1.25,104800201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers own HP by a moderate amount.",2005
1048003,"Hydro Slice",1,0,1.31,104800301,104800302,0,0,0,0,0,0,104800301,0,0,0,0,0,"Deals small physical damage to an enemy directly in front and inflicts Stun.",2001
1048012,"First Aid+",0,0,1.25,104801201,104801202,104801203,104801204,0,0,0,0,0,0,0,0,0,0,"Recovers own HP by  a large amount. Large boost to own physical and magical defense. Deploys a field around oneself that recovers HP of all allies in range by a small amount.",2005
1048501,"Mercenary's Pride",0,0,0.0,104850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1048511,"Mercenary's Pride+",0,0,0.0,104851101,104851102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack and small boost to physical defense at start of battle.",3001
1049001,"Sacred Punishment",1,0,0.0,104900101,104900102,0,0,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to an enemy directly in front. Deploys a barrier around oneself that absorbs physical damage.",1001
1049002,"Saintly Succor",1,0,1.375,104900201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers the HP of the party member with the lowest HP by a moderate amount.",2005
1049003,Protection,1,0,1.375,104900301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deploys a barrier that negates physical damage around nearby allies.",2013
1049012,"Saintly Succor+",1,0,1.375,104901201,104901202,0,0,0,0,0,0,104901201,0,0,0,0,0,"Recovers the HP of the party member with the lowest HP by a moderate amount and boosts their physical defense by a moderate amount.",2005
1049501,"Big Sis Power",0,0,0.0,104950101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical defense at start of battle.",3002
1049511,"Big Sis Power+",0,0,0.0,104951101,104951102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical defense and small boost to physical attack at start of battle.",3002
1050001,"All-Destroying Eye",1,0,0.0,105000101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate magical damage to all enemies in the front.",1002
1050002,"Dark Photon",1,0,1.4,105000201,105000202,0,0,0,0,0,0,105000201,0,0,0,0,0,"Deals small magical damage to an enemy directly in front and reduces their action speed by a small amount.",2002
1050003,"Eyeball Volley",1,0,0.9,105000301,105000302,105000303,105000304,105000305,105000306,0,0,105000301,0,105000303,0,105000305,0,"Deals small magical damage to all enemies in a radius around the closest enemy 3 times.",2002
1050012,"Dark Photon+",1,0,1.4,105001201,105001202,105001203,0,0,0,0,0,105001201,105001202,0,0,0,0,"Deals moderate magical damage to all enemies in range and reduces their action speed by a large amount.",2002
1050501,"True Lady's Etiquette",0,0,0.0,105050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical attack at start of battle.",3003
1050511,"True Lady's Etiquette+",0,0,0.0,105051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical attack at start of battle.",3003
1051001,"Bloody Rose",1,0,0.0,105100101,105100102,105100103,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to all enemies in range. Recovers own HP for each foe defeated by this skill.",1001
1051002,"Cursed Bloom",1,0,1.41,105100201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inflicts Curse to all enemies in range.",2008
1051003,"Field of Thorns",1,0,0.28,105100301,105100302,0,0,0,0,0,0,105100301,0,0,0,0,0,"Deploys a field that lowers physical defense of all enemies in range.",2015
1051012,"Cursed Bloom+",1,0,1.41,105101201,105101202,0,0,0,0,0,0,105101201,0,0,0,0,0,"Inflicts Curse to all enemies in range and reduces their action speed by a small amount.",2008
1051501,"One-Eyed Devil",0,0,0.0,105150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1051511,"One-Eyed Devil+",0,0,0.0,105151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1052001,"Woolly Wallop",0,0,0.0,105200101,105200102,105200103,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to all enemies in range. Massive boost to own physical defense.",1001
1052002,"Fuzzy Fury",0,4000,0.0,105200201,105200202,105200203,105200204,105200205,0,0,0,0,105200202,0,0,0,0,"Charges straight at the foremost enemy shortly after battle begins and deals moderate physical damage. Moderate boost to own physical defense.",2001
1052003,"Hairy Headbutt",0,0,1.375,105200301,105200302,0,0,0,0,0,0,0,0,0,0,0,0,"Deals small physical damage to an enemy directly in front and inflicts Stun.",2001
1052011,"Whopping Woolly Wallop",0,0,0.0,105201101,105201102,105201103,105201104,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to all enemies in range, and knocks them back slightly. In addition, boosts own phyiscal defense by a massive amount, and deploys a barrier that negates physical damage around nearby allies.",1001
1052012,"Fuzzy Fury+",0,4000,0.0,105201201,105201202,105201203,105201204,105201205,105201206,0,0,0,105201202,0,0,0,0,"Charges straight at the foremost enemy shortly after battle begins and deals moderate physical damage. Moderate boost to own physical defense. Deploys a barrier that negates physical damage around all allies.",2001
1052501,"Downy Defense",0,0,0.0,105250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical defense at start of battle.",3002
1052511,"Downy Defense+",0,0,0.0,105251101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical defense at start of battle.",3002
1053001,"Violetshock Flare",0,0,0.0,105300101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to all enemies in range.",1001
1053002,"Flügel Fanfare",1,0,1.06,105300201,105300202,105300203,0,0,0,0,0,105300201,105300201,0,0,0,0,"Small boost to physical and magical attack and large boost to action speeds of all allies.",2003
1053003,"Musket Shot",0,0,0.86,105300301,105300302,0,0,0,0,0,0,105300301,0,0,0,0,0,"Deals small physical damage to an enemy directly in front and inflicts Stun.",2001
1053012,"Flügel Fanfare+",1,0,1.06,105301201,105301202,105301203,0,0,0,0,0,105300201,105300201,0,0,0,0,"Large boost to physical attack, magical attack and action speeds of all allies.",2003
1053501,"Blessing of the White Wings",0,0,0.0,105350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1053511,"Blessing of the White Wings+",0,0,0.0,105351101,105351102,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack and small boost to physical defense at start of battle.",3001
1054001,"Terminal Tie-Up",0,0,0.0,105400101,105400102,105400103,105400104,0,0,0,0,0,0,105400101,0,0,0,"Deals moderate physical damage to all enemies in range and inflicts Bind. Draws the farthest enemy in range a large distance closer, and knocks the closest enemy back a large distance.",1007
1054002,"Threading Snare",0,0,1.23,105400201,105400202,0,0,0,0,0,0,105400201,0,0,0,0,0,"Deals moderate physical damage to the enemy in the 2nd position and draws them slightly closer.",2001
1054003,Yarn-ado,0,0,1.23,105400301,105400302,105400303,0,0,0,0,0,105400301,0,0,0,0,0,"Deals small physical damage to all enemies in range and reduces their movement speed and action speed by a small amount.",2001
1054012,"Threading Snare+",0,0,1.23,105401201,105401202,105401203,105401204,105401205,0,0,0,105401201,105401201,0,0,0,0,"Deals moderate physical damage to the enemy in the 2nd position, draws them slightly closer, and inflicts Stun. Moderate boost to own physical attack and small boost to own physical defense.",2001
1054501,"Tailor's Grit",0,0,0.0,105450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical defense at start of battle.",3002
1054511,"Tailor's Grit+",0,0,0.0,105451101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical defense at start of battle.",3002
1055001,"I Can Do This If I Try!",0,0,0.0,105500101,105500102,105500103,0,0,0,0,0,105500101,105500101,0,0,0,0,"Deals moderate physical damage to all enemies in range and inflicts Blind and Confuse.",1024
1055002,"I-I'll Spear You!",0,0,1.23,105500201,105500202,0,0,0,0,0,0,105500201,0,0,0,0,0,"Deals small physical damage to all enemies in range and lowers their physical attack by a small amount.",2004
1055003,"What If I Keep my Eyes Closed?",0,0,1.23,105500301,105500302,0,0,0,0,0,0,105500301,0,0,0,0,0,"Deals small physical damage to all enemies in range and inflicts Stun.",2018
1055012,"I-I'll Spear You!+",0,0,1.23,105501201,105501202,0,0,0,0,0,0,105501201,0,0,0,0,0,"Deals moderate physical damage to all enemies in range and lowers their physical attack by a moderate amount.",2004
1055501,"Burst of Courage",0,0,0.0,105550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical defense at start of battle.",3002
1055511,"Burst of Courage+",0,0,0.0,105551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical defense at start of battle.",3002
1056001,"Origin Strike: Severing Moon",1,0,0.0,105600101,105600102,0,0,0,0,0,0,105600101,0,0,0,0,0,"Deals large physical damage to an enemy directly in front and lowers their physical defense by a large amount.",1001
1056002,"First Strike: Reticence",1,0,1.125,105600201,105600202,105600203,105600204,0,0,0,0,0,0,105600203,0,0,0,"Taunts all enemies and enters a stance. If attacked during this stance, deals moderate physical damage to all enemies in range and knocks them back slightly.",2012
1056003,"Peerless Stance",1,0,1.125,105600301,105600302,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers own HP by a moderate amount and boosts physical defense by a moderate amount.",2003
1056012,"First Strike: Reticence+",1,0,1.125,105601201,105601202,105601203,105601204,105601205,0,0,0,0,0,105601203,105601203,0,0,"Taunts all enemies and enters a stance. If attacked during this stance, deals large physical damage to all enemies in range, lowers their physical defense by a small amount, and knocks them back slightly.",2012
1056501,"True Enlightenment",0,0,0.0,105650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own magical defense at start of battle.",3004
1056511,"True Enlightenment+",0,0,0.0,105651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own magical defense at start of battle.",3004
1057001,"Tempest Blade",1,0,0.0,105700101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals massive physical damage to an enemy directly in front.",1001
1057002,"Wide Blade",1,0,1.125,105700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deals moderate physical damage to an enemy directly in front.",2001
1057003,"Weapon Burst",1,0,1.125,105700301,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recovers own TP by a moderate amount.",2006
1057012,"Wide Blade+",1,0,1.125,105701201,105701202,105701203,0,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to an enemy directly in front. Recovers own TP by a moderate amount, and all other allies' TP by a small amount.",2001
1057501,"Tornado Blade",0,0,0.0,105750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moderate boost to own physical attack at start of battle.",3001
1057511,"Tornado Blade+",0,0,0.0,105751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large boost to own physical attack at start of battle.",3001
1058001,"Princess Strike",0,0,0.0,105800101,105800102,105800103,0,0,0,0,0,0,0,0,0,0,0,"Deals large physical damage to an enemy directly in front. Large boost to own physical and magical defense.",1001
