story_id,story_group_id,title,sub_title,visible_type,story_end,pre_story_id,love_level,requirement_id,unlock_quest_id,story_quest_id,chara_index,condition_event_quest_id,condition_event_boss_id,reward_type_1,reward_id_1,reward_value_1,reward_type_2,reward_id_2,reward_value_2,reward_type_3,reward_id_3,reward_value_3,start_time,end_time
6029208,6029,"Christina's Intimacy Episode","A Moment of Pleasure",0,0,0,0,0,0,0,1,10029112,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029209,6029,"Christina's Intimacy Episode","A Holy Night Victory",0,0,0,0,0,0,0,1,10029115,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029210,6029,"Christina's Intimacy Episode","Nice and Hot",0,0,0,0,0,0,0,1,10029115,1002901,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029301,6029,"Illya's Intimacy Episode","What's This Holiday About?",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029302,6029,"Illya's Intimacy Episode","The Mystery of Santa",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029303,6029,"Illya's Intimacy Episode","What Kind of Person is Christina?",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029304,6029,"Illya's Intimacy Episode","Nozomi the Idol",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029305,6029,"Illya's Intimacy Episode","Santa Clothes",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029306,6029,"Illya's Intimacy Episode","Operation Better Presents",0,0,0,0,0,0,0,2,10029107,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029307,6029,"Illya's Intimacy Episode","A Tempting Offer",0,0,0,0,0,0,0,2,10029109,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029308,6029,"Illya's Intimacy Episode","Breakthrough Solution",0,0,0,0,0,0,0,2,10029112,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029309,6029,"Illya's Intimacy Episode","A Holy Night Victory",0,0,0,0,0,0,0,2,10029115,0,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6029310,6029,"Illya's Intimacy Episode","After a Dip",0,0,0,0,0,0,0,2,10029115,1002901,0,0,0,0,0,0,0,0,0,"2019/11/30 12:00","2030/12/31 14:59"
6033101,6033,"Kasumi's Intimacy Episode","Transforming Within the Light",0,0,0,0,0,0,0,1,10033105,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033102,6033,"Kasumi's Intimacy Episode","Who's to Blame?",0,0,0,0,0,0,0,1,10033105,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033103,6033,"Kasumi's Intimacy Episode","Perpetual Posing Practice",0,0,0,0,0,0,0,1,10033105,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033104,6033,"Kasumi's Intimacy Episode","The Essence of the Magical Girl",0,0,0,0,0,0,0,1,10033107,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033105,6033,"Kasumi's Intimacy Episode","A New Magical Power",0,0,0,0,0,0,0,1,10033109,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033106,6033,"Kasumi's Intimacy Episode","Magical Girls Are Forever",0,0,0,0,0,0,0,1,10033115,1003301,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033107,6033,"Kasumi's Intimacy Episode","My Sister?",0,0,0,0,0,0,0,1,10033115,1003301,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033108,6033,"Kasumi's Intimacy Episode","A Meeting of Magical Girls?",0,0,0,0,0,0,0,1,10033109,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033109,6033,"Kasumi's Intimacy Episode","Strictly Confidential!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033110,6033,"Kasumi's Intimacy Episode","Mystic Ecological Survey",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033201,6033,"Shiori's Intimacy Episode","Magical Girl",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033202,6033,"Shiori's Intimacy Episode","The Magical Kingdom",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033203,6033,"Shiori's Intimacy Episode","Cute Costumes",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033204,6033,"Shiori's Intimacy Episode","Words of Transformation",0,0,0,0,0,0,0,2,10033105,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033205,6033,"Shiori's Intimacy Episode","Are You Embarrassed?",0,0,0,0,0,0,0,2,10033105,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033206,6033,"Shiori's Intimacy Episode","The Essence of the Magical Girl",0,0,0,0,0,0,0,2,10033107,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033207,6033,"Shiori's Intimacy Episode","New Magic",0,0,0,0,0,0,0,2,10033109,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033208,6033,"Shiori's Intimacy Episode","Sister of Darkness",0,0,0,0,0,0,0,2,10033112,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033209,6033,"Shiori's Intimacy Episode",Mora,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6033210,6033,"Shiori's Intimacy Episode","New Allies?",0,0,0,0,0,0,0,2,10033115,1003301,0,0,0,0,0,0,0,0,0,"2020/1/31 12:00","2030/12/31 14:59"
6038101,6038,"Chieru's Intimacy Episode","Recent Activities of the Friendship Club",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038102,6038,"Chieru's Intimacy Episode","Seeking New Pals!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038103,6038,"Chieru's Intimacy Episode","Cheru~n Is So Last Week",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038104,6038,"Chieru's Intimacy Episode","All About Akino",0,0,0,0,0,0,0,1,10038102,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038105,6038,"Chieru's Intimacy Episode","All About Mifuyu",0,0,0,0,0,0,0,1,10038107,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038106,6038,"Chieru's Intimacy Episode","All About Tamaki",0,0,0,0,0,0,0,1,10038107,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038107,6038,"Chieru's Intimacy Episode","All About Yukari",0,0,0,0,0,0,0,1,10038107,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038108,6038,"Chieru's Intimacy Episode","Our Business Proposals",0,0,0,0,0,0,0,1,10038109,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038109,6038,"Chieru's Intimacy Episode","Sell Yourself",0,0,0,0,0,0,0,1,10038109,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038110,6038,"Chieru's Intimacy Episode","Chellish Lessons Re: Dive",0,0,0,0,0,0,0,1,10038115,1003801,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038201,6038,"Chloe's Intimacy Episode","Recent Activities of the Friendship Club",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038202,6038,"Chloe's Intimacy Episode","You Got a Family?",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038203,6038,"Chloe's Intimacy Episode","The Power to Protect",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038204,6038,"Chloe's Intimacy Episode","All About Akino",0,0,0,0,0,0,0,2,10038102,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038205,6038,"Chloe's Intimacy Episode","All About Mifuyu",0,0,0,0,0,0,0,2,10038107,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038206,6038,"Chloe's Intimacy Episode","All About Tamaki",0,0,0,0,0,0,0,2,10038107,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038207,6038,"Chloe's Intimacy Episode","All About Yukari",0,0,0,0,0,0,0,2,10038115,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038208,6038,"Chloe's Intimacy Episode","Our Business Proposals",0,0,0,0,0,0,0,2,10038109,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038209,6038,"Chloe's Intimacy Episode","Pitch Me Something",0,0,0,0,0,0,0,2,10038109,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038210,6038,"Chloe's Intimacy Episode","So What Was That Job?",0,0,0,0,0,0,0,2,10038115,1003801,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038301,6038,"Yuni's Intimacy Episode","Recent Activities of the Yuni-ettes",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038302,6038,"Yuni's Intimacy Episode","All About Akino",0,0,0,0,0,0,0,3,10038102,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038303,6038,"Yuni's Intimacy Episode","All About Mifuyu",0,0,0,0,0,0,0,3,10038107,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038304,6038,"Yuni's Intimacy Episode","All About Tamaki",0,0,0,0,0,0,0,3,10038107,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038305,6038,"Yuni's Intimacy Episode","All About Yukari",0,0,0,0,0,0,0,3,10038115,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038306,6038,"Yuni's Intimacy Episode","Our Business Proposals",0,0,0,0,0,0,0,3,10038109,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038307,6038,"Yuni's Intimacy Episode","Presenting Precious Pals",0,0,0,0,0,0,0,3,10038109,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038308,6038,"Yuni's Intimacy Episode","Others Like Yuni (Reprise)",0,0,0,0,0,0,0,3,10038109,0,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038309,6038,"Yuni's Intimacy Episode","Circuitous Locutions",0,0,0,0,0,0,0,3,10038115,1003801,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
6038310,6038,"Yuni's Intimacy Episode","OK Rosetta",0,0,0,0,0,0,0,3,10038115,1003801,0,0,0,0,0,0,0,0,0,"2023/3/04 23:00:00","2030/12/31 14:59:59"
