quest_id,event_id,area_id,quest_seq,quest_name,position_x,position_y,icon_id,stamina,stamina_start,team_exp,unit_exp,love,limit_time,daily_limit,clear_reward_group,rank_reward_group,drop_reward_type,drop_reward_id,drop_reward_num,drop_reward_odds,background_1,wave_bgm_sheet_id_1,wave_bgm_que_id_1,story_id_wavestart_1,story_id_waveend_1,background_2,wave_bgm_sheet_id_2,wave_bgm_que_id_2,story_id_wavestart_2,story_id_waveend_2,background_3,wave_bgm_sheet_id_3,wave_bgm_que_id_3,story_id_wavestart_3,story_id_waveend_3,quest_detail_bg_id,quest_detail_bg_position,start_time,end_time
10005104,10005,10005101,4,"Ellusion Isle 1-4",-500,-183,100110,8,1,8,120,8,90,0,610005104,610005121,0,0,0,0,100201,bgm_M41,bgm_M41,0,0,100202,bgm_M41,bgm_M41,0,0,100203,bgm_M41,bgm_M41,0,0,100201,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005105,10005,10005101,5,"Ellusion Isle 1-5",-400,-70,100050,8,1,8,120,8,90,0,610005105,610005121,0,0,0,0,100011,bgm_M41,bgm_M41,0,0,100012,bgm_M41,bgm_M41,0,0,100013,bgm_M41,bgm_M41,0,0,100011,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005106,10005,10005101,6,"Ellusion Isle 1-6",-260,-40,100020,9,1,9,135,9,90,0,610005106,610005121,0,0,0,0,100021,bgm_M41,bgm_M41,0,0,100022,bgm_M41,bgm_M41,0,0,100023,bgm_M41,bgm_M41,0,0,100021,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005107,10005,10005101,7,"Ellusion Isle 1-7",-170,70,100070,9,1,9,135,9,90,0,610005107,610005122,0,0,0,0,100037,bgm_M41,bgm_M41,0,0,100038,bgm_M41,bgm_M41,0,0,100039,bgm_M41,bgm_M41,0,0,100037,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005108,10005,10005101,8,"Ellusion Isle 1-8",-75,-60,100020,9,1,9,135,9,90,0,610005108,610005121,0,0,0,0,100021,bgm_M41,bgm_M41,0,0,100022,bgm_M41,bgm_M41,0,0,100023,bgm_M41,bgm_M41,0,0,100021,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005109,10005,10005101,9,"Ellusion Isle 1-9",70,-108,100040,9,1,9,135,9,90,0,610005109,610005121,0,0,0,0,100031,bgm_M41,bgm_M41,0,0,100032,bgm_M41,bgm_M41,0,0,100033,bgm_M41,bgm_M41,0,0,100031,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005110,10005,10005101,10,"Ellusion Isle 1-10",180,45,100020,9,1,9,135,9,90,0,610005110,610005121,0,0,0,0,100021,bgm_M41,bgm_M41,0,0,100022,bgm_M41,bgm_M41,0,0,100023,bgm_M41,bgm_M41,0,0,100021,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005111,10005,10005101,11,"Ellusion Isle 1-11",270,-107,100040,10,1,10,150,10,90,0,610005111,610005121,0,0,0,0,100031,bgm_M41,bgm_M41,0,0,100032,bgm_M41,bgm_M41,0,0,100033,bgm_M41,bgm_M41,0,0,100031,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005112,10005,10005101,12,"Ellusion Isle 1-12",390,10,100080,10,1,10,150,10,90,0,610005112,610005121,0,0,0,0,100051,bgm_M41,bgm_M41,0,0,100052,bgm_M41,bgm_M41,0,0,100053,bgm_M41,bgm_M41,0,0,100051,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005113,10005,10005101,13,"Ellusion Isle 1-13",490,-100,100080,10,1,10,150,10,90,0,610005113,610005121,0,0,0,0,100051,bgm_M41,bgm_M41,0,0,100052,bgm_M41,bgm_M41,0,0,100053,bgm_M41,bgm_M41,0,0,100051,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005114,10005,10005101,14,"Ellusion Isle 1-14",590,19,100180,10,1,10,150,10,90,0,610005114,610005121,0,0,0,0,100171,bgm_M41,bgm_M41,0,0,100172,bgm_M41,bgm_M41,0,0,100173,bgm_M41,bgm_M41,0,0,100171,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005115,10005,10005101,15,"Ellusion Isle 1-15",690,105,100180,10,1,10,150,10,90,0,610005115,610005123,0,0,0,0,100171,bgm_M41,bgm_M41,0,0,100172,bgm_M41,bgm_M41,0,0,100173,bgm_M41,bgm_M41,0,0,100171,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005201,10005,10005201,16,"Ellusion Isle 1-1",-500,80,100040,16,2,16,240,16,90,3,610005116,610005121,2,31080,1,28,100897,bgm_M41,bgm_M41,0,0,100898,bgm_M41,bgm_M41,0,0,100899,bgm_M41,bgm_M41,0,0,100897,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005202,10005,10005201,17,"Ellusion Isle 1-2",-348,-130,100040,16,2,16,240,16,90,3,610005117,610005121,2,31032,1,28,100891,bgm_M41,bgm_M41,0,0,100892,bgm_M41,bgm_M41,0,0,100893,bgm_M41,bgm_M41,0,0,100891,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005203,10005,10005201,18,"Ellusion Isle 1-3",-150,23,100020,18,2,18,270,18,90,3,610005118,610005121,2,31080,1,29,100691,bgm_M41,bgm_M41,0,0,100692,bgm_M41,bgm_M41,0,0,100693,bgm_M41,bgm_M41,0,0,100691,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005204,10005,10005201,19,"Ellusion Isle 1-4",60,-113,100080,18,2,18,270,18,90,3,610005119,610005121,2,31032,1,29,100931,bgm_M41,bgm_M41,0,0,100932,bgm_M41,bgm_M41,0,0,100933,bgm_M41,bgm_M41,0,0,100931,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10005205,10005,10005201,20,"Ellusion Isle 1-5",230,48,100180,20,2,20,300,20,90,3,610005120,610005121,2,31080,1,30,100811,bgm_M41,bgm_M41,0,0,100812,bgm_M41,bgm_M41,0,0,100813,bgm_M41,bgm_M41,0,0,100811,0,"2021/07/09 23:00:00","2021/08/01 22:59:59"
10006101,10006,10006101,1,"Landosol City 1-1",-873,-155,100200,8,1,8,120,8,90,0,610006101,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006102,10006,10006101,2,"Landosol City 1-2",-786,10,100190,8,1,8,120,8,90,0,610006102,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006103,10006,10006101,3,"Landosol City 1-3",-594,-57,100190,8,1,8,120,8,90,0,610006103,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006104,10006,10006101,4,"Landosol City 1-4",-421,42,100190,8,1,8,120,8,90,0,610006104,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006105,10006,10006101,5,"Landosol City 1-5",-220,59,100190,8,1,8,120,8,90,0,610006105,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006106,10006,10006101,6,"Landosol City 1-6",-339,-108,100200,9,1,9,135,9,90,0,610006106,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006107,10006,10006101,7,"Landosol City 1-7",-150,-116,100200,9,1,9,135,9,90,0,610006107,610006122,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006108,10006,10006101,8,"Landosol City 1-8",-26,33,100200,9,1,9,135,9,90,0,610006108,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006109,10006,10006101,9,"Landosol City 1-9",115,-114,100190,9,1,9,135,9,90,0,610006109,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006110,10006,10006101,10,"Landosol City 1-10",316,-114,100190,9,1,9,135,9,90,0,610006110,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006111,10006,10006101,11,"Landosol City 1-11",208,53,100190,10,1,10,150,10,90,0,610006111,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006112,10006,10006101,12,"Landosol City 1-12",432,14,100200,10,1,10,150,10,90,0,610006112,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006113,10006,10006101,13,"Landosol City 1-13",654,49,100200,10,1,10,150,10,90,0,610006113,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006114,10006,10006101,14,"Landosol City 1-14",565,-115,100190,10,1,10,150,10,90,0,610006114,610006121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006115,10006,10006101,15,"Landosol City 1-15",761,-108,100190,10,1,10,150,10,90,0,610006115,610006123,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006201,10006,10006201,16,"Landosol City 1-1",-500,80,100190,16,2,16,240,16,90,3,610006116,610006121,2,31047,1,28,101251,bgm_M41,bgm_M41,0,0,101252,bgm_M41,bgm_M41,0,0,101253,bgm_M41,bgm_M41,0,0,101251,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006202,10006,10006201,17,"Landosol City 1-2",-269,14,100190,16,2,16,240,16,90,3,610006117,610006121,2,31034,1,28,101251,bgm_M41,bgm_M41,0,0,101252,bgm_M41,bgm_M41,0,0,101253,bgm_M41,bgm_M41,0,0,101251,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006203,10006,10006201,18,"Landosol City 1-3",-126,-110,100200,18,2,18,270,18,90,3,610006118,610006121,2,31047,1,29,101251,bgm_M41,bgm_M41,0,0,101252,bgm_M41,bgm_M41,0,0,101253,bgm_M41,bgm_M41,0,0,101251,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006204,10006,10006201,19,"Landosol City 1-4",148,-109,100200,18,2,18,270,18,90,3,610006119,610006121,2,31034,1,29,101251,bgm_M41,bgm_M41,0,0,101252,bgm_M41,bgm_M41,0,0,101253,bgm_M41,bgm_M41,0,0,101251,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10006205,10006,10006201,20,"Landosol City 1-5",310,48,100190,20,2,20,300,20,90,3,610006120,610006121,2,31047,1,30,101251,bgm_M41,bgm_M41,0,0,101252,bgm_M41,bgm_M41,0,0,101253,bgm_M41,bgm_M41,0,0,101251,0,"2021/08/18 23:00:00","2021/09/09 22:59:59"
10007101,10007,10007101,1,"Landosol Outskirts 1-1",-528,-100,100210,8,1,8,120,8,90,0,610007101,610007121,0,0,0,0,101271,bgm_M41,bgm_M41,0,0,101272,bgm_M41,bgm_M41,0,0,101273,bgm_M41,bgm_M41,0,0,101271,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007102,10007,10007101,2,"Landosol Outskirts 1-2",-362,9,100210,8,1,8,120,8,90,0,610007102,610007121,0,0,0,0,101271,bgm_M41,bgm_M41,0,0,101272,bgm_M41,bgm_M41,0,0,101273,bgm_M41,bgm_M41,0,0,101271,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007103,10007,10007101,3,"Landosol Outskirts 1-3",-150,-54,100220,8,1,8,120,8,90,0,610007103,610007121,0,0,0,0,101271,bgm_M41,bgm_M41,0,0,101272,bgm_M41,bgm_M41,0,0,101273,bgm_M41,bgm_M41,0,0,101271,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007104,10007,10007101,4,"Landosol Outskirts 1-4",8,49,100210,8,1,8,120,8,90,0,610007104,610007121,0,0,0,0,101271,bgm_M41,bgm_M41,0,0,101272,bgm_M41,bgm_M41,0,0,101273,bgm_M41,bgm_M41,0,0,101271,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007105,10007,10007101,5,"Landosol Outskirts 1-5",174,-55,100220,8,1,8,120,8,90,0,610007105,610007121,0,0,0,0,101271,bgm_M41,bgm_M41,0,0,101272,bgm_M41,bgm_M41,0,0,101273,bgm_M41,bgm_M41,0,0,101271,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007106,10007,10007101,6,"Landosol Outskirts 1-6",383,-9,100210,9,1,9,135,9,90,0,610007106,610007121,0,0,0,0,101271,bgm_M41,bgm_M41,0,0,101272,bgm_M41,bgm_M41,0,0,101273,bgm_M41,bgm_M41,0,5007303,101271,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007107,10007,10007102,7,"Spirit Realm 1-7",240,-385,100230,9,1,9,135,9,90,0,610007107,610007122,0,0,0,0,101261,bgm_M41,bgm_M41,0,0,101262,bgm_M41,bgm_M41,0,0,101263,bgm_M41,bgm_M41,0,0,101261,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007108,10007,10007102,8,"Spirit Realm 1-8",-180,-222,100230,9,1,9,135,9,90,0,610007108,610007121,0,0,0,0,101261,bgm_M41,bgm_M41,0,0,101262,bgm_M41,bgm_M41,0,0,101263,bgm_M41,bgm_M41,0,0,101261,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007109,10007,10007102,9,"Spirit Realm 1-9",271,-153,100230,9,1,9,135,9,90,0,610007109,610007121,0,0,0,0,101261,bgm_M41,bgm_M41,0,0,101262,bgm_M41,bgm_M41,0,0,101263,bgm_M41,bgm_M41,0,0,101261,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007110,10007,10007102,10,"Spirit Realm 1-10",-102,109,100230,9,1,9,135,9,90,0,610007110,610007121,0,0,0,0,101261,bgm_M41,bgm_M41,0,0,101262,bgm_M41,bgm_M41,0,0,101263,bgm_M41,bgm_M41,0,0,101261,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007111,10007,10007102,11,"Spirit Realm 1-11",143,297,100230,10,1,10,150,10,90,0,610007111,610007121,0,0,0,0,101261,bgm_M41,bgm_M41,0,0,101262,bgm_M41,bgm_M41,0,0,101263,bgm_M41,bgm_M41,0,0,101261,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007112,10007,10007102,12,"Spirit Realm 1-12",-400,360,100230,10,1,10,150,10,90,0,610007112,610007121,0,0,0,0,101261,bgm_M41,bgm_M41,0,0,101262,bgm_M41,bgm_M41,0,0,101263,bgm_M41,bgm_M41,0,5007304,101261,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007113,10007,10007103,13,"Central Landosol 1-13",-340,-2,100210,10,1,10,150,10,90,0,610007113,610007121,0,0,0,0,101271,bgm_M41,bgm_M41,0,0,101272,bgm_M41,bgm_M41,0,0,101273,bgm_M41,bgm_M41,0,0,101271,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007114,10007,10007103,14,"Central Landosol 1-14",-48,-104,100220,10,1,10,150,10,90,0,610007114,610007121,0,0,0,0,101271,bgm_M41,bgm_M41,0,0,101272,bgm_M41,bgm_M41,0,0,101273,bgm_M41,bgm_M41,0,0,101271,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007115,10007,10007103,15,"Central Landosol 1-15",193,50,100220,10,1,10,150,10,90,0,610007115,610007123,0,0,0,0,101271,bgm_M41,bgm_M41,0,0,101272,bgm_M41,bgm_M41,0,0,101273,bgm_M41,bgm_M41,0,0,101271,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007201,10007,10007201,16,"Landosol Outskirts 1-1",-500,50,100210,16,2,16,240,16,90,3,610007116,610007121,2,31082,1,28,101281,bgm_M41,bgm_M41,0,0,101282,bgm_M41,bgm_M41,0,0,101283,bgm_M41,bgm_M41,0,0,101281,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007202,10007,10007201,17,"Landosol Outskirts 1-2",-298,42,100220,16,2,16,240,16,90,3,610007117,610007121,2,31022,1,28,101281,bgm_M41,bgm_M41,0,0,101282,bgm_M41,bgm_M41,0,0,101283,bgm_M41,bgm_M41,0,0,101281,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007203,10007,10007201,18,"Landosol Outskirts 1-3",-130,-13,100220,18,2,18,270,18,90,3,610007118,610007121,2,31082,1,29,101281,bgm_M41,bgm_M41,0,0,101282,bgm_M41,bgm_M41,0,0,101283,bgm_M41,bgm_M41,0,0,101281,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007204,10007,10007201,19,"Landosol Outskirts 1-4",60,-113,100210,18,2,18,270,18,90,3,610007119,610007121,2,31022,1,29,101281,bgm_M41,bgm_M41,0,0,101282,bgm_M41,bgm_M41,0,0,101283,bgm_M41,bgm_M41,0,0,101281,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10007205,10007,10007201,20,"Landosol Outskirts 1-5",230,48,100210,20,2,20,300,20,90,3,610007120,610007121,2,31082,1,30,101281,bgm_M41,bgm_M41,0,0,101282,bgm_M41,bgm_M41,0,0,101283,bgm_M41,bgm_M41,0,0,101281,0,"2021/09/24 23:00:00","2021/10/14 22:59:59"
10008101,10008,10008101,1,"Landosol Vicinity 1-1",-601,-5,100010,8,1,8,120,8,90,0,610008101,610008121,0,0,0,0,100073,bgm_M41,bgm_M41,0,0,100074,bgm_M41,bgm_M41,0,0,100075,bgm_M41,bgm_M41,0,0,100073,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008102,10008,10008101,2,"Landosol Vicinity 1-2",-460,90,100020,8,1,8,120,8,90,0,610008102,610008121,0,0,0,0,100011,bgm_M41,bgm_M41,0,0,100012,bgm_M41,bgm_M41,0,0,100013,bgm_M41,bgm_M41,0,0,100011,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008103,10008,10008101,3,"Landosol Vicinity 1-3",-285,30,100250,8,1,8,120,8,90,0,610008103,610008121,0,0,0,0,100241,bgm_M41,bgm_M41,0,0,100242,bgm_M41,bgm_M41,0,0,100243,bgm_M41,bgm_M41,0,0,100241,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008104,10008,10008101,4,"Landosol Vicinity 1-4",0,51,100270,8,1,8,120,8,90,0,610008104,610008121,0,0,0,0,100051,bgm_M41,bgm_M41,0,0,100052,bgm_M41,bgm_M41,0,0,100053,bgm_M41,bgm_M41,0,0,100051,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008105,10008,10008101,5,"Landosol Vicinity 1-5",-370,-150,100260,8,1,8,120,8,90,0,610008105,610008121,0,0,0,0,101241,bgm_M41,bgm_M41,0,0,101242,bgm_M41,bgm_M41,0,0,101243,bgm_M41,bgm_M41,0,0,101241,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008106,10008,10008101,6,"Landosol Vicinity 1-6",-164,-182,100010,9,1,9,135,9,90,0,610008106,610008121,0,0,0,0,100076,bgm_M41,bgm_M41,0,0,100077,bgm_M41,bgm_M41,0,0,100078,bgm_M41,bgm_M41,0,0,100076,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008107,10008,10008101,7,"Landosol Vicinity 1-7",-7,-110,100050,9,1,9,135,9,90,0,610008107,610008122,0,0,0,0,100121,bgm_M41,bgm_M41,0,0,100122,bgm_M41,bgm_M41,0,0,100123,bgm_M41,bgm_M41,0,0,100121,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008108,10008,10008101,8,"Landosol Vicinity 1-8",174,-14,100040,9,1,9,135,9,90,0,610008108,610008121,0,0,0,0,100121,bgm_M41,bgm_M41,0,0,100122,bgm_M41,bgm_M41,0,0,100123,bgm_M41,bgm_M41,0,0,100121,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008109,10008,10008101,9,"Landosol Vicinity 1-9",355,-31,100120,9,1,9,135,9,90,0,610008109,610008121,0,0,0,0,100151,bgm_M41,bgm_M41,0,0,100152,bgm_M41,bgm_M41,0,0,100153,bgm_M41,bgm_M41,0,0,100151,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008110,10008,10008101,10,"Landosol Vicinity 1-10",500,-111,100080,9,1,9,135,9,90,0,610008110,610008121,0,0,0,0,100051,bgm_M41,bgm_M41,0,0,100052,bgm_M41,bgm_M41,0,0,100053,bgm_M41,bgm_M41,0,0,100051,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008111,10008,10008101,11,"Landosol Vicinity 1-11",675,-102,100080,10,1,10,150,10,90,0,610008111,610008121,0,0,0,0,100051,bgm_M41,bgm_M41,0,0,100052,bgm_M41,bgm_M41,0,0,100053,bgm_M41,bgm_M41,0,5008309,100051,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008112,10008,10008101,12,"Landosol Vicinity 1-12",809,28,100070,10,1,10,150,10,90,0,610008112,610008121,0,0,0,0,100171,bgm_M41,bgm_M41,0,0,100172,bgm_M41,bgm_M41,0,0,100173,bgm_M41,bgm_M41,0,0,100171,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008113,10008,10008101,13,"Landosol Vicinity 1-13",965,-115,100020,10,1,10,150,10,90,0,610008113,610008121,0,0,0,0,100011,bgm_M41,bgm_M41,0,0,100012,bgm_M41,bgm_M41,0,0,100013,bgm_M41,bgm_M41,0,0,100011,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008114,10008,10008101,14,"Landosol Vicinity 1-14",1133,-61,100020,10,1,10,150,10,90,0,610008114,610008121,0,0,0,0,100011,bgm_M41,bgm_M41,0,0,100012,bgm_M41,bgm_M41,0,0,100013,bgm_M41,bgm_M41,0,0,100011,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008115,10008,10008101,15,"Landosol Vicinity 1-15",1240,45,100040,10,1,10,150,10,90,0,610008115,610008123,0,0,0,0,100041,bgm_M41,bgm_M41,0,0,100042,bgm_M41,bgm_M41,0,0,100043,bgm_M41,bgm_M41,0,0,100041,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008201,10008,10008201,16,"Landosol Vicinity 1-1",-420,-41,100010,16,2,16,240,16,90,3,610008116,610008121,2,31009,1,28,100917,bgm_M41,bgm_M41,0,0,100918,bgm_M41,bgm_M41,0,0,100919,bgm_M41,bgm_M41,0,0,100917,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008202,10008,10008201,17,"Landosol Vicinity 1-2",-250,95,100050,16,2,16,240,16,90,3,610008117,610008121,2,31051,1,28,100751,bgm_M41,bgm_M41,0,0,100752,bgm_M41,bgm_M41,0,0,100753,bgm_M41,bgm_M41,0,0,100751,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008203,10008,10008201,18,"Landosol Vicinity 1-3",-55,50,100080,18,2,18,270,18,90,3,610008118,610008121,2,31009,1,29,100931,bgm_M41,bgm_M41,0,0,100932,bgm_M41,bgm_M41,0,0,100933,bgm_M41,bgm_M41,0,0,100931,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008204,10008,10008201,19,"Landosol Vicinity 1-4",98,-101,100120,18,2,18,270,18,90,3,610008119,610008121,2,31051,1,29,100791,bgm_M41,bgm_M41,0,0,100792,bgm_M41,bgm_M41,0,0,100793,bgm_M41,bgm_M41,0,0,100791,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10008205,10008,10008201,20,"Landosol Vicinity 1-5",274,45,100080,20,2,20,300,20,90,3,610008120,610008121,2,31009,1,30,100931,bgm_M41,bgm_M41,0,0,100932,bgm_M41,bgm_M41,0,0,100933,bgm_M41,bgm_M41,0,0,100931,0,"2021/10/28 23:00:00","2021/11/15 22:59:59"
10009101,10009,10009101,1,"Sarendia Orphanage 1-1",-814,51,100280,8,1,8,120,8,90,0,610009101,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009102,10009,10009101,2,"Sarendia Orphanage 1-2",-622,50,100290,8,1,8,120,8,90,0,610009102,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009103,10009,10009101,3,"Sarendia Orphanage 1-3",-684,-190,100280,8,1,8,120,8,90,0,610009103,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009104,10009,10009101,4,"Sarendia Orphanage 1-4",-507,-194,100290,8,1,8,120,8,90,0,610009104,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009105,10009,10009101,5,"Sarendia Orphanage 1-5",-432,42,100280,8,1,8,120,8,90,0,610009105,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009106,10009,10009101,6,"Sarendia Orphanage 1-6",-330,-196,100290,9,1,9,135,9,90,0,610009106,610009121,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
10009107,10009,10009101,7,"Sarendia Orphanage 1-7",-240,63,100280,9,1,9,135,9,90,0,610009107,610009122,0,0,0,0,101351,bgm_M41,bgm_M41,0,0,101352,bgm_M41,bgm_M41,0,0,101353,bgm_M41,bgm_M41,0,0,101351,0,"2021/11/22 23:00:00","2021/12/10 22:59:59"
