unit_id,notif_type,comment
105901,4,"The EXP potions at the guildhouse are full. I must become stronger so that I can keep my lord safe!"
105901,5,"The guildhouse is full on Mana. I suppose I shouldn't be surprised that my lord is so skilled at earning it... ♪"
105901,6,"All of your items at the guildhouse are full. These are the fruits of all your hard work, my lord."
106001,1,"Your stamina is topped off again. So? What're you sitting there for? We need to get out there and do some quests!"
106001,2,"The skip tickets back at the guildhouse are full. Make sure to grab them if you're heading out."
106001,3,"Well, your stamina at the guildhouse is full, so it's time to get out into the field. C'mon, follow me!"
106001,4,"The guildhouse is all filled up with EXP potions. I'm going to be more powerful than ever before! ♪"
106001,5,"You've got full Mana sitting at the guildhouse. It comes in handy pretty much everywhere, so what's the harm in carrying it with you?"
106001,6,"Hey, you've got items sitting at the guildhouse. Come grab them so we can get adventuring!"
106101,1,"Your stamina's full, so let's go on an adventure! I can't wait around all day, you know!"
106101,2,"Your guildhouse is full of skip tickets! Let's get the boring stuff out of the way, then go out for some crepes!"
106101,3,"Your guildhouse is all done generating stamina! Now we can do whatever we like! Uh, within reason, I guess."
106101,4,"Look at all these EXP potions in your guildhouse! If you don't need 'em, can I take a few?"
106101,5,"The guildhouse is packed with tons of Mana! Now if only it could help me grow a few inches... Well, can't hurt to try!"
106101,6,"All the items at your guildhouse are full! If you're busy, I'll pick them up for you! ...What? Of course I'm not gonna run off with them!"
106301,1,"Your stamina's all full! Time to go search for Losaria!"
106301,2,"Your skip tickets at the guildhouse are full! It'd be nice if you showed me more places outside the city."
106301,3,"Your stamina at the guildhouse is all full! Come help me train for my forest guardian trial!"
106301,4,"Look at all those EXP potions at the guildhouse! Maybe they'll help me become a full-fledged forest guardian?"
106301,5,"Your Mana at the guildhouse is full! I'm almost out of arrows, so that's perfect!"
106301,6,"All your items at the guildhouse are full! They're gonna go to waste if you leave them there!"
107101,1,"Apparently your stamina is full. If you have any entertaining plans, I wouldn't mind accompanying you."
107101,2,"Your guildhouse's stock of skip tickets is full to bursting. But what would possess anyone to cut short the thrill of battle?"
107101,3,"Your guildhouse has generated a full supply of stamina. Shall we go forth to rend flesh and dye the fields with blood?"
107101,4,"Your guildhouse has produced all the EXP potions it can hold. But if I become even stronger, do you really think you can handle it?"
107101,5,"Your guildhouse is full to the brim with Mana. If you want to make an offering to me, I'm not about to stop you."
107101,6,"All the items at your guildhouse are full to bursting. What's yours is yours, so hurry and accept it!"
107501,1,"Heya, your stamina is back to full! ☆ Now we can go for a swim!"
107501,2,"Skip tickets at the guildhouse are all ready to go! Which means it's time to go procure some seafood!"
107501,3,"Your stamina at the guildhouse is full! Let's race each other to the ocean!"
107501,4,"Heya, the guildhouse is full of EXP potions! If I grow any bigger than this, I'm going to need a new swimsuit!"
107501,5,"The guildhouse has full Mana! I sure would love to chow down on some tropical fruit!"
107501,6,"You've got full items waiting at the guildhouse! How crazy is that? ☆"
107601,1,"Your stamina has fully recovered, my lord. I will wait for you on the beach."
107601,2,"Our stock of skip tickets at the guildhouse is full, my lord. Perhaps we should go out on a journey together."
107601,3,"Our guildhouse's stamina supply seems to be full. Come, my lord—let us practice our swimming technique."
107601,4,"Our guildhouse EXP potions have reached maximum capacity, my lord. Will they help me to grow in various ways?"
107601,5,"It seems our Mana supply at the guildhouse is full, my lord. Perhaps we should splash out on a treat for ourselves!"
107601,6,"All of the items at our guildhouse are at maximum capacity. Come, my lord—let us claim our rewards together!"
107701,1,"Oh! Your stamina is—Oof! U-um, your stamina is full..."
107701,2,"Your skip tickets at the guildhouse are full! Oh, going to the beach sure sounds nice."
107701,3,"Oh, your stamina is full at the guildhouse! Don't worry, I can perform my duties just as well in a swimsuit!"
107701,4,"Oh, your EXP potions at the guildhouse are full! Maybe now I can leave my days as a disaster of a maid behind me!"
107701,5,"The guildhouse is overflowing with Mana! I'll wait for you at the beachside cafe! ♪"
107701,6,"Your items are all full at the guildhouse! Shall I gather them for you? Oh, you're not sure that's a good idea?"
107801,1,"Hey, can't you see that you've got full stamina?! Quit goofing around and get back here!"
107801,2,"Hey, you've got full skip tickets at the guildhouse! Come and grab them fast so you can take me to the beach!"
107801,3,"Hey, you've got full stamina at the guildhouse! C'mon, it's time for a little fun in the sun!"
107801,4,"There's tons of EXP potions at the guildhouse! You know, I might just end up getting even stronger!"
107801,5,"You have a lot of Mana sitting at the guildhouse. Think carefully about how you spend it, okay?"
107801,6,"Hey, you've got full items at the guildhouse. I thought I'd give you a reminder, since everything's in one ear and out the other with you."
107901,1,"Your stamina's nyice and full! Better get moving if you want to see me in my swimsuit!"
107901,2,"Hey, your guildhouse is full of skip tickets! Let's go hunting for rare items!"
107901,3,"There's a full pot of stamina at your guildhouse! And I'll cook up some taiyaki to give you even more energy!"
107901,4,"Your guildhouse can't hold any more EXP potions. Let's go on a summer adventure! Myahahah!"
107901,5,"Look at all the Mana you've generated at the guildhouse! With this much, we can take care of all the monsters on the beach!"
107901,6,"All the items at your guildhouse are stocked to bursting! If you don't nyeed 'em, I'll take 'em instead!"
108001,1,"You certainly seem full of stamina. Just what you need for some seaside adventures!"
108001,2,"I think your skip ticket supply at the guildhouse is full. Let's head out and enjoy the summer sun!"
108001,3,"Your guildhouse's stamina supply is full to the brim. I'm sure you'll be able to power through the summer heat now!"
108001,4,"Your guildhouse has generated a full stock of EXP potions. Let's boost our levels and conquer the beach!"
108001,5,"The Mana you've been generating at your guildhouse is full. Let's use it to fund a summer expedition!"
108001,6,"All the items at your guildhouse are at full capacity. Let's put them to use and maximize our seaside efficiency!"
108101,1,"Your stamina is fully recovered... Apparently my father would like to go out and look at girls in Halloween costumes."
108101,2,"Your guildhouse's skip ticket supply is full now... There's always time for some Halloween adventures."
108101,3,"Your guildhouse has generated a full supply of stamina... Perhaps we should throw a big Halloween party."
108101,4,"The EXP potion device in your guildhouse is overflowing... This should give us the strength to defeat any nasty Halloween spirits."
108101,5,"The Mana generator in your guildhouse is full. Let's buy some candy to hand out at Halloween."
108101,6,"All the resources being generated in your guildhouse are full. Do you think it's time for some Halloween adventures?"
108201,1,"Your stamina filled right up! Time to go buy special Halloween pudding!"
108201,2,"Trick or pudding! Your guildhouse is full of skip tickets!"
108201,3,"Your guildhouse made too much stamina! Time for a Halloween party to use it up!"
108201,4,"Your guildhouse filled up with EXP potions. Miyako will play tricks if you don't pick them up!"
108201,5,"How much Mana is in your guildhouse now? Enough to buy puddings and treats for Miyako!"
108201,6,"Your guildhouse is all filled up with items! Pick them up and let's do Halloween!"
108301,1,"Your stamina's all recovered! Let's head out into town and enjoy Halloween!"
108301,2,"Your skip tickets at the guildhouse are full! Which means you've got a responsibility to take me on a date."
108301,3,"Your stamina at the guildhouse is all full. And you look like you're in the mood for some candy, so let's go get some."
108301,4,"EXP potions at the guildhouse are full! I'll use them to become an even more bewitching woman. ♪"
108301,5,"Hey, your Mana at the guildhouse is full! What, you think I'm excited? Of course I'm not!"
108301,6,"Your items at the guildhouse are all full! Don't forget to pick them up—and some candy too!"
108401,1,"Our stamina has completely refilled. Now I can give it my all at the holiday concert... I hope you'll be there to hear it."
108401,2,"Say, the skip tickets at the guildhouse are full. Let us use these blessed gifts wisely!"
108401,3,"Oh my, there's so much stamina at the guildhouse. Could it be a present from Santa Claus?"
108401,4,"Oh, the EXP potions at the guildhouse are full. I have a feeling these can help me sing even nicer hymns."
108401,5,"Oh, look at all the Mana in the guildhouse. Heehee, shall we throw a big holiday party?"
108401,6,"All your items at the guildhouse are full! They should come in really handy for some holiday adventuring!"
108501,1,"Oh, you have full stamina... U-um, would you like to walk around and see the holiday decorations with me?"
108501,2,"Um, you have full skip tickets at the guildhouse. Maybe these tickets can let us go see some holiday performances? ♪"
108501,3,"Y-you've got full stamina at the guildhouse... Um, if you don't mind, maybe you can help me rehearse for my play?"
108501,4,"You have lots of EXP potions at the guildhouse... Do you think getting more experience will help me not mumble or be so shy?"
108501,5,"Um, you've got lots of Mana at the guildhouse... It's the holidays, so I promise not to tell if you spend some of it on silly stuff. ♪"
108501,6,"Um, you have full items back at the guildhouse... They must all be presents for you. ♪"
108601,1,"Your stamina is back to full! ♪ Hey, come help me shop for presents!"
108601,2,"You have full skip tickets at the guildhouse! I wanna go to the big plaza and make a snowman! ♪"
108601,3,"Yay, you've got max stamina at the guildhouse! Let's start the holiday party right away! ♪"
108601,4,"You have lots of EXP potions at the guildhouse! Think Pukichi will get bigger if he drinks some of them?"
108601,5,"Yaaay, look at all that Mana at the guildhouse! Now we can stuff ourselves on a big, fat turkey and some super sweet cake! ♪"
108601,6,"Hey, all your items at the guildhouse are full! Better get 'em quick, or Santa Pukichi is gonna give 'em out to the kids! ♪"
108801,1,"Looks like your stamina has recovered. I was hoping we could go make our first shrine visit of the year together... Is that okay?"
108801,2,"Your skip tickets are full at the guildhouse. Let's find a place with a nice view of the sunrise to ring in the new year."
108801,3,"You have full stamina waiting at the guildhouse. I'll be here making mochi for our New Year celebrations. I'd love it if you joined me."
108801,4,"The guildhouse is fully stocked with EXP potions. I'd like to get stronger and have the courage to express my feelings, too..."
108801,5,"It looks like your Mana at the guildhouse is full. How about some New Year's shopping? We can try getting some grab bags."
108801,6,"The guildhouse is completely full of items. Since we have these osechi dishes here and all, maybe we can relax and eat some?"
108901,1,"It appears your stamina is completely refilled. There's no excuse for lazing around, even if it is the new year. Let's go train!"
108901,2,"So, your skip tickets are full at the guildhouse? Wrapping up early so we can take in the New Year's festivities does sound nice."
108901,3,"I see that your stamina is full at the guildhouse. Perhaps we should take advantage of the weather and do some snow combat training?"
108901,4,"I see the guildhouse is full of EXP potions. Exploring the nature of true strength is a cause that never rests, not even on New Year's."
108901,5,"There's quite a lot of Mana at the guildhouse. With that much, we could visit the New Year’s sales and... Oh, um, it just so happens I'm free today..."
108901,6,"You have items waiting for you at the guildhouse. Don't slack off just because it's the new year. I'm waiting, too, you know."
108701,1,"Hey, your stamina is full! And it's New Year's, so that means badminton! I'm not gonna let you get in a single point! ♪"
108701,2,"Your skip tickets are full at the guildhouse! Hey, let's go fly kites after this! We'll see which of ours can fly the highest!"
108701,3,"Heya, your stamina is full at the guildhouse! Hmm, something we can do indoors? Let's gather everyone to play some cards! ♪"
108701,4,"Looks like the guildhouse is full of EXP potions! I want to get stronger so I can help all kinds of people!"
108701,5,"Your Mana's full at the guildhouse! What're you gonna spend it on? I recommend some grilled squid from that food stand! ♪"
108701,6,"All items at the guildhouse are filled to the max! Here, let me help you organize— Huh? This one looks broken. You'd better come get these!"
109001,1,"Your stamina has fully recovered. Now we can spend a long and stimulating Valentine's Day together..."
109001,2,"Your guildhouse can hardly hold any more skip tickets... I'll use them to gather chocolate ingredients."
109001,3,"Your guildhouse is brimming with stamina... Teehee. If you're going anywhere, I'll happily accompany you... for all eternity."
109001,4,"Your guildhouse is full of EXP potions. Perhaps I'll mix some into this chocolate... I'm just joking. Teehee..."
109001,5,"Your guildhouse has finished generating Mana. Perhaps now we can procure the highest quality of ingredients..."
109001,6,"All the items in your guildhouse are full. I'll wait right here for you to come and pick them up... As long as it takes... Teehee."
109101,1,"Your stamina's all full up! Are you ready for a sugary-sweet Valentine's Day with your big sis? ♪"
109101,2,"Look, your guildhouse is full of skip tickets! Were you planning on a little Valentine's adventure? I'd love to come too! ♪"
109101,3,"Your guildhouse is full of stamina! Now we can enjoy the whole day together without ever getting tired! ♪"
109101,4,"Look at all these EXP potions at your guildhouse! Your big sis might get even stronger now! ♪"
109101,5,"Your guildhouse is full of Mana! Here, let me budget it all out for you."
109101,6,"All the items at your guildhouse are full! Come on, let's tidy up together. If you do a good job, I'll pat you on the head! ♪"
109201,1,"Your stamina has fully recovered! Come on, let's get a move on!"
109201,2,"Hey, the skip tickets at the guildhouse are full! This way—hurry!"
109201,3,"You have full stamina back at the guildhouse! All right, let's get out there and show the world what we've got!"
109201,4,"Your EXP potions at the guildhouse are full! Let's put them to good use on our quests!"
109201,5,"The guildhouse is full to the brim with Mana! Let's be careful how we spend it!"
109201,6,"It seems all items at the guildhouse are full! Don't let them go to waste!"
109301,1,"Our stamina is completely full again! Time for us to go and play!"
109301,2,"We've got full skip tickets at the guildhouse! Let's go and live it up while we're young!"
109301,3,"You've got full stamina waiting at the guildhouse! Now we can go out and play all day!"
109301,4,"Guildhouse EXP potions are full to the brim! Let's use them right away!"
109301,5,"You have lots and lots of Mana at the guildhouse! Boy, I sure could use something sweet to eat!"
109301,6,"Hey, all of your items at the guildhouse are full! Better come get them!"
109401,1,"Your stamina's recovered now. Shall we go on a new adventure?"
109401,2,"I noticed you've got full skip tickets at the guildhouse. Maybe you should check in on them."
109401,3,"Your guildhouse supply is full of stamina. Do you think it's time we headed out?"
109401,4,"Looks like your EXP Potion supply at the guildhouse is full. Will these make me even stronger?"
109401,5,"You've got a full supply of Mana at the guildhouse. I wouldn't advise using it all at once, though..."
109401,6,"You should check in on the items at your guildhouse. I think they're all full."
109501,1,"Your stamina is completely full... Ohhh! Are you going to use all that energy to tug on my belt?!"
109501,2,"Your guildhouse is full to bursting with skip tickets! Are you planning to get battles out of the way so you can close in on my kimono...?!"
109501,3,"Your guildhouse can't hold any more stamina! Are you planning to use it all at once so I won't have a moment's rest?!"
109501,4,"Your guildhouse has produced a full stock of EXP Potions... Are you plotting to make me ""grow up"" so you can try all kinds of new things?!"
109501,5,"Your guildhouse is full of Mana! I-I don't care what price you offer, Mr. Sadist, I'll never sell my dignity! Eheh... Gueheheh..."
109501,6,"Your guildhouse is packed with more items than it can hold! Are you planning to drown me in all these supplies? *drool*..."
109601,1,"Your stamina is full, Shogun! Let us go out on the town in disguise!"
109601,2,"Shogun! Your guildhouse cannot hold all these skip tickets! Let's mount a swift offensive and conquer lands upon lands upon lands!"
109601,3,"Your guildhouse has finished making stamina, Shogun! The ninja night is still young!"
109601,4,"Your guildhouse is full of EXP potions! Time to complete my training and become an unbeatable ninja!"
109601,5,"Look at these piles of Mana in your guildhouse! I'm sure they'll tip the balance in our favor when we contest with rival nations!"
109601,6,"Shogun! Your guildhouse is full of all kinds of items! It's a cornucopia of conquest supplies!"
109701,1,"Your stamina seems to have fully recovered. Shall we go on an adventure?"
109701,2,"Your skip ticket supply at the guildhouse is full. You should probably collect them."
109701,3,"I noticed your guildhouse's stamina supplies are full. Let's go and pick them up—it would be a waste not to."
109701,4,"Your guildhouse has generated a full supply of EXP potions. I'd be happy to try them myself, if you like."
109701,5,"Your guildhouse has produced a full supply of Mana. This world's Mana is so mysterious..."
109701,6,"All the items you can collect at your guildhouse seem to be full. You should pick them up soon, or I might have to tidy them up."
109801,1,"Oh look, your stamina is full. You want me to come on a quest? Fine, but you'd better be grateful."
109801,2,"Your guildhouse's skip ticket supply is full. Nice to be able to finish battles with a minimum of effort."
109801,3,"Your guildhouse's stamina supply is full. Time for you to work hard so I don't have to."
109801,4,"Your guildhouse can't hold any more EXP potions. The pursuit for strength never ends. See that you give it your all."
109801,5,"Did you see your guildhouse has finished generating Mana? Careful what you use it for, now."
109801,6,"Your guildhouse is utterly full of items. ...I should clean them up? Well, don't expect me to look happy about it."
109901,1,"I think you've recovered all your stamina! Hey, why don't we go out somewhere?"
109901,2,"Your guildhouse is full of skip tickets now! They seem so convenient, you should really collect them!"
109901,3,"Your guildhouse's stamina supply is full! Let's try not to waste any, shall we?"
109901,4,"Oh, your guildhouse is full of EXP potions. Go on, you should pick them up quickly!"
109901,5,"Your guildhouse is full of Mana! I'm sure Puck will be happy that we have so much to spare."
109901,6,"Your guildhouse finished filling up with items! Wow, all these different types. Think of all the things we could do!"
110001,1,"Whiz-boy, you've got full stamina! Time to use it all at the beach!"
110001,2,"You've got full skip tickets at the guildhouse! It'd be a waste not to use them, right?"
110001,3,"There's full stamina waiting for you at the guildhouse! Let's go get it!"
110001,4,"Did you hear? There's full EXP potions at the guildhouse! They'll boost my cute game for sure!"
110001,5,"The guildhouse is bursting with Mana, my dude! Better not sleep on it!"
110001,6,"Omigosh, you should see all the items at the guildhouse! You could swim in all of that, LOL!"
110101,1,"Your stamina's completely refilled! You can forget about homework for now. Let's make the most of this holiday while we can!"
110101,2,"You've got full skip tickets at the guildhouse! Looks like this vacation's getting a perfect score!"
110101,3,"Your stamina at the guildhouse seems to be full, so would you mind helping with my swimming lessons?"
110101,4,"The guildhouse is just full of EXP potions. Maybe they'll help me in my quest to learn how to swim."
110101,5,"Look at all that Mana at the guildhouse. How about we make our way to the beachside cafe for some food?"
110101,6,"The guildhouse is full of items now! Let's go see if there's anything we can use at the beach!"
110301,1,"Looks like your stamina's fully recovered. Seems like a good time for a swim, doesn't it?"
110301,2,"You've got full skip tickets at the guildhouse. It'd be a waste to just leave them, wouldn't it?"
110301,3,"Oh, you've got full stamina at the guildhouse. How about we all build some sandcastles together?"
110301,4,"There's full EXP potions waiting for you at the guildhouse. Let's use them to strive for even greater heights."
110301,5,"The guildhouse is full of Mana. Maybe we could use it as capital to start up a new business?"
110301,6,"The guildhouse is bursting full of items. You'll regret it later if you let them pile up further!"
110401,1,"Your stamina's all full, so let's head out on a beachside adventure!"
110401,2,"Your skip tickets at the guildhouse are full! The quicker we waste these enemies, the quicker we can get to swimming!"
110401,3,"You've got full stamina back at the guildhouse. If there's somewhere you wanna go, I'll be right there with ya!"
110401,4,"The guildhouse is full of EXP potions. No downsides to getting stronger, and it's always good to have reliable buds!"
110401,5,"Check out all the Mana at the guildhouse. Dunno what you use that for, but don't blow it all on something useless."
110401,6,"Whoa! There's tons of items at the guildhouse! Fine, fine. I'll help out, so let's go collect them all."
110501,1,"Look at all that stamina! With that much, we can dance, sing, and even go on an adventure!"
110501,2,"The skip tickets at the guildhouse are full! I wanna go swimming, so let's get this done in a jiffy!"
110501,3,"Your stamina at the guildhouse is all full! The party isn't over yet!"
110501,4,"We've got full EXP potions at the guildhouse! They might make my dancing even funkier!"
110501,5,"Your Mana at the guildhouse is full! Don't think, feel! The summer atmosphere'll tell you how to spend it!"
110501,6,"Your items at the guildhouse are full! Let's grab 'em all and make the most of our time at the beach!"
110601,1,"Your stamina's all full again, my prince. Does a li'l trip to wonderland tickle your fancy? ♪"
110601,2,"The skip tickets at the guildhouse are full. I ain't one for rushing, but I'll do anything for my prince. ♪"
110601,3,"You've got full stamina at the guildhouse. How's about we go for a li'l swim together?"
110601,4,"Gosh, look at all the EXP potions at the guildhouse. Are you savin' them up for one big moment?"
110601,5,"A li'l birdie told me that your Mana at the guildhouse is all full. Hafta say, the way you save up is so lovely."
110601,6,"The guildhouse is burstin' full of items! Miracle Mahorin... Huh? Magic ain't the best way to clean them up?"
107001,1,"Your stamina is entirely full. Come along, then. I suppose I'll lend you a hand in battle."
107001,2,"Your guildhouse has finished generating skip tickets. Hurry and accept them, now. Do you not appreciate convenience?"
107001,3,"Your guildhouse stamina supply has reached capacity. If you have energy to spare, perhaps you can lend me a hand."
107001,4,"There's a full supply of EXP Potions in your guildhouse's generator. I suppose I'll take them for myself, if you're not using them."
107001,5,"Well, this is quite the supply of Mana you've generated. Just what I need to refine my abilities further."
107001,6,"Your guildhouse has generated a full supply of items. I'd like to make good use of them, so I suggest you collect them quickly."
110701,1,"Your stamina seems to be full. Will this help us say bye-bye to our bashful lives of lonerdom...?"
110701,2,"I think the skip tickets in your guildhouse are at their limit! They, um... aren't useful for making friends, are they? No, I didn't think so..."
110701,3,"Your guildhouse has generated a big supply of stamina! What are we going to do with it all? Sh-should I practice introducing myself?!"
110701,4,"Your guildhouse is full of EXP potions... If I drink the whole supply, will I level up from ""loner"" all the way to ""normie""?!"
110701,5,"Your guildhouse is overflowing with Mana! Could I use some of it to build a brand new version of My Little Buddy?"
110701,6,"All the item stocks in your guildhouse are bursting at the seams... just like me when I have to talk to new people...!"
110801,1,"Uh. Hold up. Your stamina's full.  Shouldn't you be, like, doing something with that? Not that it's my business."
110801,2,"I'm at your guildhouse right now, and I gotta say. These skip tickets? There's a lot of them."
110801,3,"So, uh. The stamina at your guildhouse? It's kind of overflowing. Thought you might want to know."
110801,4,"Have you, like, checked your EXP potion machine lately? 'Cause I think it's full. Just a heads-up."
110801,5,"Amazing. Your guildhouse is drowning in Mana. How does that even happen."
110801,6,"So, these item gadgets at your guildhouse. Have you noticed they're all full?  Maybe you could... you know. Make them less full."
111101,1,"Your stamina seems to have filled up. Would you like to go to a Halloween party? I suppose you'll need me to come too."
111101,2,"Just look at all these skip tickets lying around at your guildhouse! Try not to use them all in a rush, or you might trip and fall."
111101,3,"Have you noticed the stamina supply at your guildhouse is full? If you put on a costume, I'll take you out to collect some candy."
111101,4,"It looks like your guildhouse has finished making EXP Potions. But if I grow up too much, will people still give me candy?"
111101,5,"Your guildhouse is full of Mana, so do you want to make some candy treats? To hand out to children, I mean. Of course, I'll let you have some too."
111101,6,"How did you let your guildhouse get so full of items? You should hurry up and accept them. Halloween doesn't last forever, you know!"
111201,1,"Hey, mister! Your stamina's full! C'mon, let's throw a huge Halloween party!"
111201,2,"Look, your guildhouse is full of skip tickets! You know what that means... Trick or Ticket!"
111201,3,"Whoa, there's tons of stamina here at your guildhouse! On a related note, you oughtta give me candy!"
111201,4,"The EXP Potions at your guildhouse are full! Maybe I can use them to power up my tricks into SUPER tricks!"
111201,5,"Your guildhouse just made a whole bunch of Mana! You're gonna use it to buy me candy, right?"
111201,6,"The items at your guildhouse are all filled up! Come and collect them already! I haven't booby-trapped the generators or anything, heheh..."
111301,1,"Wow, you've got so much stamina, mister! Let's go on a Halloween parade! ♪"
111301,2,"Eheheh... Trick or Treat! ♪ You've got a guildhouse full of skip tickets, mister!"
111301,3,"Hey, mister, your guildhouse made lots of stamina! Let's go for a walk in our pretty Halloween clothes! ♪"
111301,4,"Oh, mister! There's lots of potions at your guildhouse, so let's use them to make Halloween fun for everyone! ♪"
111301,5,"I heard your guildhouse is full of Mana, mister! I wonder if you'll buy any candy for me..."
111301,6,"Oh, mister! Your guildhouse is full of all sorts of items! Eheheh... Happy Halloween! ♪"
111401,1,"Your stamina is completely full. Hey, don't you want to go out and play?"
111401,2,"There are loads of skip tickets waiting for you at the guildhouse! Let's hurry up and use them all!"
111401,3,"The guildhouse is full of stamina! Come on, don't you want to go out yet?"
111401,4,"There are so many potions at the guildhouse! I want to try one, too!"
111401,5,"There's so much Mana at the guildhouse! I love Mana, it's so sparkly!"
111401,6,"You've got loads of items to accept at the guildhouse, they're all full up!"
106501,1,"Your stamina's maxed out, ready for some brawling! Now let's go show the world what we can do!"
106501,2,"Looks like your skip ticket stock at the guildhouse is full. You wouldn't take the easy way out of a fight, though, would ya?"
106501,3,"You've got a full stock of stamina at your guildhouse! How many brawls will that let us take on? I can't wait to get started!"
106501,4,"Your guildhouse's EXP potion stock is full, bud! I'm gonna get even stronger, so my win record can stay unbroken!"
106501,5,"That mana stock in your guildhouse seems pretty full. It's not much use if you just leave it there—let's get spending! You know it makes sense!"
106501,6,"Looks like all the item stocks at your guildhouse are full as full can be! We've got everything we need to brawl to our hearts' content!"
111501,1,"You seem to be brimming with stamina. Just what we need to enjoy all the thrills of the festive season! ♪"
111501,2,"Your guildhouse is packed full of skip tickets. It's the season to be merry, so why not use them with abandon? Cut loose and go all out!"
111501,3,"Your guildhouse stock is full to the brim with stamina. Come, you should accompany me to a place where we can expend it all! ♪"
111501,4,"The EXP potion supply at your guildhouse is full. There's no such thing as too much strength, so let us take a generous swig!"
111501,5,"Your guildhouse has a full supply of Mana. Do you need me to direct you in making productive use of it?"
111501,6,"All of the item supplies at your guildhouse are full to bursting. Why don't we wrap them up as a grand seasonal gift? Hahahah, I jest!"
111601,1,"Your stamina's fully recovered! Let's go into town and enjoy the holidays together!"
111601,2,"Wow, your guildhouse is full of skip tickets! With all these tickets, we could hold a seasonal concert!"
111601,3,"Your stamina supply at the guildhouse is full! With this much energy, I could sing all night long!"
111601,4,"Did you notice your EXP potions at the guildhouse are full? Maybe they'll help me improve my performance!"
111601,5,"There's a full supply of Mana at your guildhouse! Let's spend it on a fancy party for the holidays!"
111601,6,"All the items at your guildhouse are completely full! Even Santa would be amazed by such a mountain of gifts!"
111701,1,"Your stamina is full, and you are positively brimming with vitality... *gulp* C-could I have a taste of that blood, perhaps?"
111701,2,"You have far too many skip tickets. We shouldn't let them go to waste, so, ah... shall we go out somewhere together?"
111701,3,"The stamina you have been generating at the guildhouse is full. Let us use it to make merry on the glorious eve!"
111701,4,"You have a full stock of EXP potions at your guildhouse, minion. Perhaps they will give me the strength to conquer my garlic weakness!"
111701,5,"Your guildhouse has a full supply of Mana. With such riches, I could decorate my entire castle for a festive banquet!"
111701,6,"All the items available at your guildhouse are full. Collect them swiftly, or I may claim them for myself! I-it's not that I am simply hoping for you to visit!"
112001,1,"Looks like your stamina's full to bursting. So are you coming to the temple with me, or aren't you?"
112001,2,"Your guildhouse's supply of skip tickets is full. I hope you're not just going to leave them lying around!"
112001,3,"There's a full supply of stamina in your guildhouse, you know. Let's burn some energy in a game of hanetsuki."
112001,4,"Uh, your guildhouse is overflowing with EXP potions right now! I'm sure we can use all that extra strength for something."
112001,5,"Have you seen how full the Mana supply in your guildhouse has gotten? Come on, less skimping, more spending!"
112001,6,"All your guildhouse items are full like you wouldn't believe. If you're not going to use them, maybe I will!"
112101,1,"Your stamina is fully recovered! Let's keep helping out at the temple, shall we?"
112101,2,"Your guildhouse has a full supply of skip tickets. Do you want to come on a walk with me?"
112101,3,"Your guildhouse stamina supply is full! That sounds like my cue to go on a big cleaning spree!"
112101,4,"You've got a full supply of EXP potions at the guildhouse. They'll help me grow less clumsy for sure, right? ...Right?"
112101,5,"Wow, you've got a full Mana supply at your guildhouse. Is there anything we can spend them on that will bring us good fortune?"
112101,6,"All the items you can collect at your guildhouse are full. Let me quickly tidy them up a little... Wait—w-wahhh! Noooo!"
111901,1,"Your stamina is entirely recovered, my lord. This may be a good time to perform some good luck ceremonies. Of course, I will accompany you."
111901,2,"The skip ticket supply at our guildhouse is full, my lord. I feel certain that they will bring good fortune in our adventures."
111901,3,"My lord, our guildhouse stamina supply has reached full capacity. Perhaps we could use it to play some traditional New Year's games."
111901,4,"The EXP potion supply at our guildhouse is full, my lord. With this much experience, perhaps I will be able to dance more effectively..."
111901,5,"My lord, we have generated a full Mana supply at the guildhouse. Let us use it with care, much like our New Year's pocket money."
111901,6,"Our guildhouse item supplies have all reached maximum capacity, my lord. Is this the good fortune that the new year brings?"
112201,1,"Your stamina is full, my assistant! This city is full of cases to solve, so let's transform and begin the investigation!"
112201,2,"A guildhouse full of skip tickets... This smells like foul play. As a Magical Detective, I must identify the culprit..."
112201,3,"Your guildhouse seems to be positively brimming with stamina. I could solve this case with a wave of my wand, but perhaps you'd like to help?"
112201,4,"Just look at this pile of EXP potions in your guildhouse! We magical girls draw our strength from love and hope, but I wouldn't turn down a little something extra."
112201,5,"My dear assistant, your guildhouse is brimming with Mana! Let me solve your predicament by suggesting some uses for it."
112201,6,"Every item supply in your guildhouse has reached its limit, and we both know who's responsible. Perhaps you'd like to do something about this, my dear assistant?"
112301,1,"Your stamina is fully replenished. Let's go and defend peace in Landosol together!"
112301,2,"The skip tickets in your guildhouse are full. This should help us to defeat some monsters."
112301,3,"You have a full stamina supply at your guildhouse. Maybe it's time to take the fight to the Antibeasts."
112301,4,"The EXP potion stock at your guildhouse seems to be full. I need to become strong just like my sister..."
112301,5,"You have a lot of Mana waiting at your guildhouse. How much magical girl merchandise could that buy?"
112301,6,"All the items waiting at your guildhouse are full. Once you've claimed them, will you join me on my patrol of Landosol?"
180401,1,"Your stamina's totally full up! Let's go hunt some tasty monsters!"
180401,2,"We've got a guildhouse full of skip tickets! You wouldn't skip mealtime, though, would you?"
180401,3,"Our guildhouse can't hold all this stamina! Let's go burn it on exercise, and work up a healthy appetite!"
180401,4,"Our guildhouse is full of EXP potions! The more you eat and drink, the bigger and stronger you'll grow! ☆"
