mission_id,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_num,mission_reward_id,system_id,visible_flag,start_time,end_time
56011126,201042,301,"Raise Jun to 5★",6011,104701,0,0,5,56011126,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011127,201043,301,"Recruit Mifuyu",6011,104801,0,0,1,56011127,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011128,201043,301,"Raise Mifuyu to 3★",6011,104801,0,0,3,56011128,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011129,201043,301,"Raise Mifuyu to 5★",6011,104801,0,0,5,56011129,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011130,201044,301,"Recruit Shizuru",6011,104901,0,0,1,56011130,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011131,201044,301,"Raise Shizuru to 3★",6011,104901,0,0,3,56011131,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011132,201044,301,"Raise Shizuru to 5★",6011,104901,0,0,5,56011132,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011133,201045,301,"Recruit Misaki",6011,105001,0,0,1,56011133,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011134,201045,301,"Raise Misaki to 3★",6011,105001,0,0,3,56011134,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011135,201045,301,"Raise Misaki to 5★",6011,105001,0,0,5,56011135,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011136,201046,301,"Recruit Mitsuki",6011,105101,0,0,1,56011136,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011137,201046,301,"Raise Mitsuki to 3★",6011,105101,0,0,3,56011137,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011138,201046,301,"Raise Mitsuki to 5★",6011,105101,0,0,5,56011138,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011139,201047,301,"Recruit Lima",6011,105201,0,0,1,56011139,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011140,201047,301,"Raise Lima to 3★",6011,105201,0,0,3,56011140,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011141,201047,301,"Raise Lima to 5★",6011,105201,0,0,5,56011141,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011142,201048,301,"Recruit Monika",6011,105301,0,0,1,56011142,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011143,201048,301,"Raise Monika to 3★",6011,105301,0,0,3,56011143,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011144,201048,301,"Raise Monika to 5★",6011,105301,0,0,5,56011144,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011145,201049,301,"Recruit Tsumugi",6011,105401,0,0,1,56011145,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011146,201049,301,"Raise Tsumugi to 3★",6011,105401,0,0,3,56011146,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011147,201049,301,"Raise Tsumugi to 5★",6011,105401,0,0,5,56011147,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011148,201050,301,"Recruit Ayumi",6011,105501,0,0,1,56011148,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011149,201050,301,"Raise Ayumi to 3★",6011,105501,0,0,3,56011149,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011150,201050,301,"Raise Ayumi to 5★",6011,105501,0,0,5,56011150,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011151,201051,301,"Recruit Ruka",6011,105601,0,0,1,56011151,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011152,201051,301,"Raise Ruka to 3★",6011,105601,0,0,3,56011152,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011153,201051,301,"Raise Ruka to 5★",6011,105601,0,0,5,56011153,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011154,201052,301,"Recruit Djeeta",6011,105701,0,0,1,56011154,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011155,201052,301,"Raise Djeeta to 3★",6011,105701,0,0,3,56011155,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011156,201052,301,"Raise Djeeta to 5★",6011,105701,0,0,5,56011156,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011157,201053,301,"Recruit Pecorine",6011,105801,0,0,1,56011157,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011158,201053,301,"Raise Pecorine to 3★",6011,105801,0,0,3,56011158,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011159,201053,301,"Raise Pecorine to 5★",6011,105801,0,0,5,56011159,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011160,201054,301,"Recruit Kokkoro",6011,105901,0,0,1,56011160,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011161,201054,301,"Raise Kokkoro to 3★",6011,105901,0,0,3,56011161,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011162,201054,301,"Raise Kokkoro to 5★",6011,105901,0,0,5,56011162,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011163,201055,301,"Recruit Karyl",6011,106001,0,0,1,56011163,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011164,201055,301,"Raise Karyl to 3★",6011,106001,0,0,3,56011164,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011165,201055,301,"Raise Karyl to 5★",6011,106001,0,0,5,56011165,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011166,201056,301,"Recruit Muimi",6011,106101,0,0,1,56011166,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011167,201056,301,"Raise Muimi to 3★",6011,106101,0,0,3,56011167,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011168,201056,301,"Raise Muimi to 5★",6011,106101,0,0,5,56011168,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011169,201057,301,"Recruit Arisa",6011,106301,0,0,1,56011169,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011170,201057,301,"Raise Arisa to 3★",6011,106301,0,0,3,56011170,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011171,201057,301,"Raise Arisa to 5★",6011,106301,0,0,5,56011171,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011172,201058,301,"Recruit Christina",6011,107101,0,0,1,56011172,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011173,201058,301,"Raise Christina to 3★",6011,107101,0,0,3,56011173,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011174,201058,301,"Raise Christina to 5★",6011,107101,0,0,5,56011174,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011175,201059,301,"Recruit Pecorine (Summer)",6011,107501,0,0,1,56011175,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011176,201059,301,"Raise Pecorine (Summer) to 3★",6011,107501,0,0,3,56011176,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011177,201059,301,"Raise Pecorine (Summer) to 5★",6011,107501,0,0,5,56011177,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011178,201060,301,"Recruit Kokkoro (Summer)",6011,107601,0,0,1,56011178,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011179,201060,301,"Raise Kokkoro (Summer) to 3★",6011,107601,0,0,3,56011179,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011180,201060,301,"Raise Kokkoro (Summer) to 5★",6011,107601,0,0,5,56011180,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011181,201061,301,"Recruit Suzume (Summer)",6011,107701,0,0,1,56011181,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011182,201061,301,"Raise Suzume (Summer) to 3★",6011,107701,0,0,3,56011182,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011183,201061,301,"Raise Suzume (Summer) to 5★",6011,107701,0,0,5,56011183,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011184,201062,301,"Recruit Karyl (Summer)",6011,107801,0,0,1,56011184,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011185,201062,301,"Raise Karyl (Summer) to 3★",6011,107801,0,0,3,56011185,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011186,201062,301,"Raise Karyl (Summer) to 5★",6011,107801,0,0,5,56011186,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011187,201063,301,"Recruit Tamaki (Summer)",6011,107901,0,0,1,56011187,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011188,201063,301,"Raise Tamaki (Summer) to 3★",6011,107901,0,0,3,56011188,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011189,201063,301,"Raise Tamaki (Summer) to 5★",6011,107901,0,0,5,56011189,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011190,201064,301,"Recruit Mifuyu (Summer)",6011,108001,0,0,1,56011190,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011191,201064,301,"Raise Mifuyu (Summer) to 3★",6011,108001,0,0,3,56011191,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011192,201064,301,"Raise Mifuyu (Summer) to 5★",6011,108001,0,0,5,56011192,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011193,201065,301,"Recruit Shinobu (Halloween)",6011,108101,0,0,1,56011193,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011194,201065,301,"Raise Shinobu (Halloween) to 3★",6011,108101,0,0,3,56011194,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011195,201065,301,"Raise Shinobu (Halloween) to 5★",6011,108101,0,0,5,56011195,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011196,201066,301,"Recruit Miyako (Halloween)",6011,108201,0,0,1,56011196,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011197,201066,301,"Raise Miyako (Halloween) to 3★",6011,108201,0,0,3,56011197,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011198,201066,301,"Raise Miyako (Halloween) to 5★",6011,108201,0,0,5,56011198,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011199,201067,301,"Recruit Misaki (Halloween)",6011,108301,0,0,1,56011199,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011200,201067,301,"Raise Misaki (Halloween) to 3★",6011,108301,0,0,3,56011200,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011201,201067,301,"Raise Misaki (Halloween) to 5★",6011,108301,0,0,5,56011201,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011202,201068,301,"Recruit Chika (Holiday)",6011,108401,0,0,1,56011202,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011203,201068,301,"Raise Chika (Holiday) to 3★",6011,108401,0,0,3,56011203,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011204,201068,301,"Raise Chika (Holiday) to 5★",6011,108401,0,0,5,56011204,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011205,201069,301,"Recruit Kurumi (Holiday)",6011,108501,0,0,1,56011205,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011206,201069,301,"Raise Kurumi (Holiday) to 3★",6011,108501,0,0,3,56011206,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011207,201069,301,"Raise Kurumi (Holiday) to 5★",6011,108501,0,0,5,56011207,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011208,201070,301,"Recruit Ayane (Holiday)",6011,108601,0,0,1,56011208,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011209,201070,301,"Raise Ayane (Holiday) to 3★",6011,108601,0,0,3,56011209,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011210,201070,301,"Raise Ayane (Holiday) to 5★",6011,108601,0,0,5,56011210,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011211,201071,301,"Recruit Hiyori (New Year)",6011,108701,0,0,1,56011211,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011212,201071,301,"Raise Hiyori (New Year) to 3★",6011,108701,0,0,3,56011212,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011213,201071,301,"Raise Hiyori (New Year) to 5★",6011,108701,0,0,5,56011213,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011214,201072,301,"Recruit Yui (New Year)",6011,108801,0,0,1,56011214,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011215,201072,301,"Raise Yui (New Year) to 3★",6011,108801,0,0,3,56011215,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011216,201072,301,"Raise Yui (New Year) to 5★",6011,108801,0,0,5,56011216,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011217,201073,301,"Recruit Rei (New Year)",6011,108901,0,0,1,56011217,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011218,201073,301,"Raise Rei (New Year) to 3★",6011,108901,0,0,3,56011218,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011219,201073,301,"Raise Rei (New Year) to 5★",6011,108901,0,0,5,56011219,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011220,201074,301,"Recruit Eriko (Valentine)",6011,109001,0,0,1,56011220,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011221,201074,301,"Raise Eriko (Valentine) to 3★",6011,109001,0,0,3,56011221,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011222,201074,301,"Raise Eriko (Valentine) to 5★",6011,109001,0,0,5,56011222,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011223,201075,301,"Recruit Shizuru (Valentine)",6011,109101,0,0,1,56011223,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011224,201075,301,"Raise Shizuru (Valentine) to 3★",6011,109101,0,0,3,56011224,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011225,201075,301,"Raise Shizuru (Valentine) to 5★",6011,109101,0,0,5,56011225,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011226,201076,301,"Recruit Anne",6011,109201,0,0,1,56011226,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011227,201076,301,"Raise Anne to 3★",6011,109201,0,0,3,56011227,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011228,201076,301,"Raise Anne to 5★",6011,109201,0,0,5,56011228,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011229,201077,301,"Recruit Lou",6011,109301,0,0,1,56011229,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011230,201077,301,"Raise Lou to 3★",6011,109301,0,0,3,56011230,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011231,201077,301,"Raise Lou to 5★",6011,109301,0,0,5,56011231,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011232,201078,301,"Recruit Grea",6011,109401,0,0,1,56011232,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011233,201078,301,"Raise Grea to 3★",6011,109401,0,0,3,56011233,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011234,201078,301,"Raise Grea to 5★",6011,109401,0,0,5,56011234,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011235,201079,301,"Recruit Kuka (Oedo)",6011,109501,0,0,1,56011235,501,1,"2022/04/05 23:00:00","2030/04/01 14:59:59"
56011236,201079,301,"Raise Kuka (Oedo) to 3★",6011,109501,0,0,3,56011236,501,1,"2022/04/05 23:00:00","2030/04/01 14:59:59"
56011237,201079,301,"Raise Kuka (Oedo) to 5★",6011,109501,0,0,5,56011237,501,1,"2022/04/05 23:00:00","2030/04/01 14:59:59"
56011238,201080,301,"Recruit Ninon (Oedo)",6011,109601,0,0,1,56011238,501,1,"2022/04/22 23:00:00","2030/04/01 14:59:59"
56011239,201080,301,"Raise Ninon (Oedo) to 3★",6011,109601,0,0,3,56011239,501,1,"2022/04/22 23:00:00","2030/04/01 14:59:59"
56011240,201080,301,"Raise Ninon (Oedo) to 5★",6011,109601,0,0,5,56011240,501,1,"2022/04/22 23:00:00","2030/04/01 14:59:59"
56011241,201081,301,"Recruit Rem",6011,109701,0,0,1,56011241,501,1,"2022/05/02 23:00:00","2030/04/01 14:59:59"
56011242,201081,301,"Raise Rem to 3★",6011,109701,0,0,3,56011242,501,1,"2022/05/02 23:00:00","2030/04/01 14:59:59"
56011243,201081,301,"Raise Rem to 5★",6011,109701,0,0,5,56011243,501,1,"2022/05/02 23:00:00","2030/04/01 14:59:59"
56011244,201082,301,"Recruit Ram",6011,109801,0,0,1,56011244,501,1,"2022/05/02 23:00:00","2030/04/01 14:59:59"
56011245,201082,301,"Raise Ram to 3★",6011,109801,0,0,3,56011245,501,1,"2022/05/02 23:00:00","2030/04/01 14:59:59"
56011246,201082,301,"Raise Ram to 5★",6011,109801,0,0,5,56011246,501,1,"2022/05/02 23:00:00","2030/04/01 14:59:59"
56011247,201083,301,"Recruit Emilia",6011,109901,0,0,1,56011247,501,1,"2022/05/19 23:00:00","2030/04/01 14:59:59"
56011248,201083,301,"Raise Emilia to 3★",6011,109901,0,0,3,56011248,501,1,"2022/05/19 23:00:00","2030/04/01 14:59:59"
56011249,201083,301,"Raise Emilia to 5★",6011,109901,0,0,5,56011249,501,1,"2022/05/19 23:00:00","2030/04/01 14:59:59"
56011250,201084,301,"Recruit Suzuna (Summer)",6011,110001,0,0,1,56011250,501,1,"2022/06/01 23:00:00","2030/04/01 14:59:59"
56011251,201084,301,"Raise Suzuna (Summer) to 3★",6011,110001,0,0,3,56011251,501,1,"2022/06/01 23:00:00","2030/04/01 14:59:59"
56011252,201084,301,"Raise Suzuna (Summer) to 5★",6011,110001,0,0,5,56011252,501,1,"2022/06/01 23:00:00","2030/04/01 14:59:59"
56011253,201085,301,"Recruit Io (Summer)",6011,110101,0,0,1,56011253,501,1,"2022/06/01 23:00:00","2030/04/01 14:59:59"
56011254,201085,301,"Raise Io (Summer) to 3★",6011,110101,0,0,3,56011254,501,1,"2022/06/01 23:00:00","2030/04/01 14:59:59"
56011255,201085,301,"Raise Io (Summer) to 5★",6011,110101,0,0,5,56011255,501,1,"2022/06/01 23:00:00","2030/04/01 14:59:59"
56011256,201086,301,"Recruit Saren (Summer)",6011,110301,0,0,1,56011256,501,1,"2022/06/19 23:00:00","2030/04/01 14:59:59"
56011257,201086,301,"Raise Saren (Summer) to 3★",6011,110301,0,0,3,56011257,501,1,"2022/06/19 23:00:00","2030/04/01 14:59:59"
56011258,201086,301,"Raise Saren (Summer) to 5★",6011,110301,0,0,5,56011258,501,1,"2022/06/19 23:00:00","2030/04/01 14:59:59"
56011259,201087,301,"Recruit Makoto (Summer)",6011,110401,0,0,1,56011259,501,1,"2022/07/04 23:00:00","2030/04/01 14:59:59"
56011260,201087,301,"Raise Makoto (Summer) to 3★",6011,110401,0,0,3,56011260,501,1,"2022/07/04 23:00:00","2030/04/01 14:59:59"
56011261,201087,301,"Raise Makoto (Summer) to 5★",6011,110401,0,0,5,56011261,501,1,"2022/07/04 23:00:00","2030/04/01 14:59:59"
56011262,201088,301,"Recruit Kaori (Summer)",6011,110501,0,0,1,56011262,501,1,"2022/07/04 23:00:00","2030/04/01 14:59:59"
56011263,201088,301,"Raise Kaori (Summer) to 3★",6011,110501,0,0,3,56011263,501,1,"2022/07/04 23:00:00","2030/04/01 14:59:59"
56011264,201088,301,"Raise Kaori (Summer) to 5★",6011,110501,0,0,5,56011264,501,1,"2022/07/04 23:00:00","2030/04/01 14:59:59"
56011265,201089,301,"Recruit Maho (Summer)",6011,110601,0,0,1,56011265,501,1,"2022/07/19 23:00:00","2030/04/01 14:59:59"
56011266,201089,301,"Raise Maho (Summer) to 3★",6011,110601,0,0,3,56011266,501,1,"2022/07/19 23:00:00","2030/04/01 14:59:59"
56011267,201089,301,"Raise Maho (Summer) to 5★",6011,110601,0,0,5,56011267,501,1,"2022/07/19 23:00:00","2030/04/01 14:59:59"
56011268,201090,301,"Recruit Neneka",6011,107001,0,0,1,56011268,501,1,"2022/08/04 23:00:00","2030/04/01 14:59:59"
56011269,201090,301,"Raise Neneka to 3★",6011,107001,0,0,3,56011269,501,1,"2022/08/04 23:00:00","2030/04/01 14:59:59"
56011270,201090,301,"Raise Neneka to 5★",6011,107001,0,0,5,56011270,501,1,"2022/08/04 23:00:00","2030/04/01 14:59:59"
56011271,201053,301,"Raise Pecorine to 6★",6011,105801,0,0,6,56011271,501,1,"2022/08/04 13:00:00","2030/04/01 14:59:59"
56011272,201054,301,"Raise Kokkoro to 6★",6011,105901,0,0,6,56011272,501,1,"2022/08/04 13:00:00","2030/04/01 14:59:59"
56011273,201055,301,"Raise Karyl to 6★",6011,106001,0,0,6,56011273,501,1,"2022/08/04 13:00:00","2030/04/01 14:59:59"
56011274,201091,301,"Recruit Aoi (Student)",6011,110701,0,0,1,56011274,501,1,"2022/08/07 23:00:00","2030/04/01 14:59:59"
56011275,201091,301,"Raise Aoi (Student) to 3★",6011,110701,0,0,3,56011275,501,1,"2022/08/07 23:00:00","2030/04/01 14:59:59"
56011276,201091,301,"Raise Aoi (Student) to 5★",6011,110701,0,0,5,56011276,501,1,"2022/08/07 23:00:00","2030/04/01 14:59:59"
56011277,201092,301,"Recruit Chloe",6011,110801,0,0,1,56011277,501,1,"2022/08/19 23:00:00","2030/04/01 14:59:59"
56011278,201092,301,"Raise Chloe to 3★",6011,110801,0,0,3,56011278,501,1,"2022/08/19 23:00:00","2030/04/01 14:59:59"
56011279,201092,301,"Raise Chloe to 5★",6011,110801,0,0,5,56011279,501,1,"2022/08/19 23:00:00","2030/04/01 14:59:59"
56011280,201093,301,"Recruit Kyoka (Halloween)",6011,111101,0,0,1,56011280,501,1,"2022/09/01 23:00:00","2030/04/01 14:59:59"
56011281,201093,301,"Raise Kyoka (Halloween) to 3★",6011,111101,0,0,3,56011281,501,1,"2022/09/01 23:00:00","2030/04/01 14:59:59"
56011282,201093,301,"Raise Kyoka (Halloween) to 5★",6011,111101,0,0,5,56011282,501,1,"2022/09/01 23:00:00","2030/04/01 14:59:59"
56011283,201094,301,"Recruit Misogi (Halloween)",6011,111201,0,0,1,56011283,501,1,"2022/09/01 23:00:00","2030/04/01 14:59:59"
56011284,201094,301,"Raise Misogi (Halloween) to 3★",6011,111201,0,0,3,56011284,501,1,"2022/09/01 23:00:00","2030/04/01 14:59:59"
56011285,201094,301,"Raise Misogi (Halloween) to 5★",6011,111201,0,0,5,56011285,501,1,"2022/09/01 23:00:00","2030/04/01 14:59:59"
56011286,201011,301,"Raise Rino to 6★",6011,101101,0,0,6,56011286,501,1,"2022/09/01 08:00:00","2030/04/01 14:59:59"
56011287,201094,301,"Recruit Mimi (Halloween)",6011,111301,0,0,1,56011287,501,1,"2022/09/17 23:00:00","2030/04/01 14:59:59"
56011288,201094,301,"Raise Mimi (Halloween) to 3★",6011,111301,0,0,3,56011288,501,1,"2022/09/17 23:00:00","2030/04/01 14:59:59"
56011289,201094,301,"Raise Mimi (Halloween) to 5★",6011,111301,0,0,5,56011289,501,1,"2022/09/17 23:00:00","2030/04/01 14:59:59"
56011290,201096,301,"Recruit Luna",6011,111401,0,0,1,56011290,501,1,"2022/10/02 23:00:00","2030/04/01 14:59:59"
56011291,201096,301,"Raise Luna to 3★",6011,111401,0,0,3,56011291,501,1,"2022/10/02 23:00:00","2030/04/01 14:59:59"
56011292,201096,301,"Raise Luna to 5★",6011,111401,0,0,5,56011292,501,1,"2022/10/02 23:00:00","2030/04/01 14:59:59"
56011293,201047,301,"Raise Lima to 6★",6011,105201,0,0,6,56011293,501,1,"2022/10/02 08:00:00","2030/04/01 14:59:00"
56011294,201097,301,"Recruit Kaya",6011,106501,0,0,1,56011294,501,1,"2022/10/17 23:00:00","2030/04/01 14:59:00"
56011295,201097,301,"Raise Kaya to 3★",6011,106501,0,0,3,56011295,501,1,"2022/10/17 23:00:00","2030/04/01 14:59:00"
56011296,201097,301,"Raise Kaya to 5★",6011,106501,0,0,5,56011296,501,1,"2022/10/17 23:00:00","2030/04/01 14:59:00"
56012001,202001,301,"Reach a total bond level of 10 with the Gourmet Guild",6012,1,0,0,10,56012001,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012002,202002,301,"Reach a total bond level of 10 with Twinkle Wish",6012,2,0,0,10,56012002,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012003,202003,301,"Reach a total bond level of 10 with Labyrinth",6012,3,0,0,10,56012003,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012004,202004,301,"Reach a total bond level of 10 with Carmina",6012,4,0,0,10,56012004,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012005,202005,301,"Reach a total bond level of 10 with Little Lyrical",6012,5,0,0,10,56012005,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012006,202006,301,"Reach a total bond level of 10 with Forestier",6012,6,0,0,10,56012006,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012007,202007,301,"Reach a total bond level of 10 with Diabolos",6012,7,0,0,10,56012007,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012008,202008,301,"Reach a total bond level of 10 with Nightmare",6012,8,0,0,10,56012008,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012009,202009,301,"Reach a total bond level of 10 with Sarendia Orphanage",6012,9,0,0,10,56012009,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012010,202010,301,"Reach a total bond level of 10 with Caon",6012,10,0,0,10,56012010,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012011,202011,301,"Reach a total bond level of 10 with Elizabeth Park",6012,11,0,0,10,56012011,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012012,202012,301,"Reach a total bond level of 10 with the Mercurius Foundation",6012,12,0,0,10,56012012,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012013,202013,301,"Reach a total bond level of 10 with Twilight Caravan",6012,13,0,0,10,56012013,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012014,202014,301,"Reach a total bond level of 10 with Lucent Academy",6012,14,0,0,10,56012014,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56012015,202015,301,"Reach a total bond level of 10 with Weissflügel",6012,15,0,0,10,56012015,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56014001,503001,108,"Become friends with 10 people",6014,0,0,0,10,56014001,904,1,"2022/08/26 13:00:00","2030/04/01 14:59:59"
56014002,503001,108,"Become friends with 20 people",6014,0,0,0,20,56014002,904,1,"2022/08/26 13:00:00","2030/04/01 14:59:59"
56014003,503001,108,"Become friends with 30 people",6014,0,0,0,30,56014003,904,1,"2022/08/26 13:00:00","2030/04/01 14:59:59"
56015001,504001,109,"Attempt 10 Friend Battles",6016,0,0,0,10,56015001,905,1,"2022/10/02 13:00:00","2030/04/01 14:59:00"
56015002,504001,109,"Attempt 50 Friend Battles",6016,0,0,0,50,56015002,905,1,"2022/10/02 13:00:00","2030/04/01 14:59:00"
56015003,504001,109,"Attempt 100 Friend Battles",6016,0,0,0,100,56015003,905,1,"2022/10/02 13:00:00","2030/04/01 14:59:00"
