quest_id,area_id,quest_name,wave_group_id_1,bg_skip_id
10024201,10024201,"Event 01: Hard 1-1",101050306,101251
10024202,10024201,"Event 01: Hard 1-2",101070504,101251
10024203,10024201,"Event 01: Hard 1-3",101070902,101251
10024204,10024201,"Event 01: Hard 1-4",101071207,101251
10024205,10024201,"Event 01: Hard 1-5",101080107,101251
10025101,10025101,"Event 01: Normal 1-1",101020403,100361
10025102,10025101,"Event 01: Normal 1-2",101010103,100361
10025103,10025101,"Event 01: Normal 1-3",101010203,102061
10025104,10025101,"Event 01: Normal 1-4",101010501,102061
10025105,10025101,"Event 01: Normal 1-5",101010603,102061
10025106,10025101,"Event 01: Normal 1-6",101050802,100361
10025107,10025101,"Event 01: Normal 1-7",101051003,102061
10025108,10025101,"Event 01: Normal 1-8",102040107,102061
10025109,10025101,"Event 01: Normal 1-9",101010102,100361
10025110,10025101,"Event 01: Normal 1-10",101020305,102071
10025111,10025101,"Event 01: Normal 1-11",101010104,102071
10025112,10025101,"Event 01: Normal 1-12",101040807,100691
10025113,10025101,"Event 01: Normal 1-13",101080205,100691
10025114,10025101,"Event 01: Normal 1-14",101020103,102071
10025115,10025101,"Event 01: Normal 1-15",101041102,102071
10025201,10025201,"Event 01: Hard 1-1",101050306,100361
10025202,10025201,"Event 01: Hard 1-2",101070504,102081
10025203,10025201,"Event 01: Hard 1-3",101070902,100691
10025204,10025201,"Event 01: Hard 1-4",101071207,102081
10025205,10025201,"Event 01: Hard 1-5",101080107,102081
10026101,10026101,"Event 01: Normal 1-1",101020403,101271
10026102,10026101,"Event 01: Normal 1-2",101010103,101271
10026103,10026101,"Event 01: Normal 1-3",101010203,101271
10026104,10026101,"Event 01: Normal 1-4",101010501,101271
10026105,10026101,"Event 01: Normal 1-5",101010603,101271
10026106,10026101,"Event 01: Normal 1-6",101050802,101271
10026107,10026101,"Event 01: Normal 1-7",101051003,101261
10026108,10026101,"Event 01: Normal 1-8",102040107,101261
10026109,10026101,"Event 01: Normal 1-9",101010102,101261
10026110,10026101,"Event 01: Normal 1-10",101020305,101261
10026111,10026101,"Event 01: Normal 1-11",101010104,101261
10026112,10026101,"Event 01: Normal 1-12",101040807,101261
10026113,10026101,"Event 01: Normal 1-13",101080205,101271
10026114,10026101,"Event 01: Normal 1-14",101020103,101271
10026115,10026101,"Event 01: Normal 1-15",101041102,101271
10026201,10026201,"Event 01: Hard 1-1",101050306,101281
10026202,10026201,"Event 01: Hard 1-2",101070504,101281
10026203,10026201,"Event 01: Hard 1-3",101070902,101281
10026204,10026201,"Event 01: Hard 1-4",101071207,101281
10026205,10026201,"Event 01: Hard 1-5",101080107,101281
10027101,10027101,"Event 01: Normal 1-1",101020403,100201
10027102,10027101,"Event 01: Normal 1-2",101010103,100581
10027103,10027101,"Event 01: Normal 1-3",101010203,100111
10027104,10027101,"Event 01: Normal 1-4",101010501,100111
10027105,10027101,"Event 01: Normal 1-5",101010603,100171
10027106,10027101,"Event 01: Normal 1-6",101050802,101621
10027107,10027101,"Event 01: Normal 1-7",101051003,101621
10027108,10027101,"Event 01: Normal 1-8",102040107,102021
10027109,10027101,"Event 01: Normal 1-9",101010102,102021
10027110,10027101,"Event 01: Normal 1-10",101020305,102021
10027111,10027101,"Event 01: Normal 1-11",101010104,102121
10027112,10027101,"Event 01: Normal 1-12",101040807,102121
10027113,10027101,"Event 01: Normal 1-13",101080205,102121
10027114,10027101,"Event 01: Normal 1-14",101020103,102121
10027115,10027101,"Event 01: Normal 1-15",101041102,102121
10027201,10027201,"Event 01: Hard 1-1",101050306,101641
10027202,10027201,"Event 01: Hard 1-2",101070504,102131
10027203,10027201,"Event 01: Hard 1-3",101070902,102131
10027204,10027201,"Event 01: Hard 1-4",101071207,102131
10027205,10027201,"Event 01: Hard 1-5",101080107,102131
10028101,10028101,"Event 01: Normal 1-1",101020403,100071
10028102,10028101,"Event 01: Normal 1-2",101010103,100011
10028103,10028101,"Event 01: Normal 1-3",101010203,100241
10028104,10028101,"Event 01: Normal 1-4",101010501,100051
10028105,10028101,"Event 01: Normal 1-5",101010603,101241
10028106,10028101,"Event 01: Normal 1-6",101050802,100071
10028107,10028101,"Event 01: Normal 1-7",101051003,100121
10028108,10028101,"Event 01: Normal 1-8",102040107,100121
10028109,10028101,"Event 01: Normal 1-9",101010102,100151
10028110,10028101,"Event 01: Normal 1-10",101020305,100051
10028111,10028101,"Event 01: Normal 1-11",101010104,100051
10028112,10028101,"Event 01: Normal 1-12",101040807,100171
10028113,10028101,"Event 01: Normal 1-13",101080205,100011
10028114,10028101,"Event 01: Normal 1-14",101020103,100011
10028115,10028101,"Event 01: Normal 1-15",101041102,100041
10028201,10028201,"Event 01: Hard 1-1",101050306,100911
10028202,10028201,"Event 01: Hard 1-2",101070504,100751
10028203,10028201,"Event 01: Hard 1-3",101070902,100931
10028204,10028201,"Event 01: Hard 1-4",101071207,100791
10028205,10028201,"Event 01: Hard 1-5",101080107,100931
10029101,10029101,"Event 01: Normal 1-1",101020403,101251
10029102,10029101,"Event 01: Normal 1-2",101010103,101251
10029103,10029101,"Event 01: Normal 1-3",101010203,101251
10029104,10029101,"Event 01: Normal 1-4",101010501,101251
10029105,10029101,"Event 01: Normal 1-5",101010603,101251
10029106,10029101,"Event 01: Normal 1-6",101050802,101251
10029107,10029101,"Event 01: Normal 1-7",101051003,101251
10029108,10029101,"Event 01: Normal 1-8",102040107,101251
10029109,10029101,"Event 01: Normal 1-9",101010102,101251
10029110,10029101,"Event 01: Normal 1-10",101020305,102211
10029111,10029101,"Event 01: Normal 1-11",101010104,102211
10029112,10029101,"Event 01: Normal 1-12",101040807,102211
10029113,10029101,"Event 01: Normal 1-13",101080205,102211
10029114,10029101,"Event 01: Normal 1-14",101020103,102211
10029115,10029101,"Event 01: Normal 1-15",101041102,102211
10029201,10029201,"Event 01: Hard 1-1",101050306,102221
10029202,10029201,"Event 01: Hard 1-2",101070504,102221
10029203,10029201,"Event 01: Hard 1-3",101070902,102221
10029204,10029201,"Event 01: Hard 1-4",101071207,102221
10029205,10029201,"Event 01: Hard 1-5",101080107,102221
10030101,10030101,"Event 01: Normal 1-1",101020403,101351
10030102,10030101,"Event 01: Normal 1-2",101010103,101351
10030103,10030101,"Event 01: Normal 1-3",101010203,101351
10030104,10030101,"Event 01: Normal 1-4",101010501,101351
10030105,10030101,"Event 01: Normal 1-5",101010603,101351
10030106,10030101,"Event 01: Normal 1-6",101050802,101351
10030107,10030101,"Event 01: Normal 1-7",101051003,101351
10030108,10030101,"Event 01: Normal 1-8",102040107,101351
10030109,10030101,"Event 01: Normal 1-9",101010102,101351
10030110,10030101,"Event 01: Normal 1-10",101020305,101351
10030111,10030101,"Event 01: Normal 1-11",101010104,101351
10030112,10030101,"Event 01: Normal 1-12",101040807,101351
10030113,10030101,"Event 01: Normal 1-13",101080205,101351
10030114,10030101,"Event 01: Normal 1-14",101020103,101351
10030115,10030101,"Event 01: Normal 1-15",101041102,101351
10030201,10030201,"Event 01: Hard 1-1",101050306,101361
10030202,10030201,"Event 01: Hard 1-2",101070504,101361
10030203,10030201,"Event 01: Hard 1-3",101070902,101361
10030204,10030201,"Event 01: Hard 1-4",101071207,101361
10030205,10030201,"Event 01: Hard 1-5",101080107,101361
10031101,10031101,"Event 01: Normal 1-1",101020403,101241
10031102,10031101,"Event 01: Normal 1-2",101010103,101241
10031103,10031101,"Event 01: Normal 1-3",101010203,101241
10031104,10031101,"Event 01: Normal 1-4",101010501,100061
10031105,10031101,"Event 01: Normal 1-5",101010603,100111
10031106,10031101,"Event 01: Normal 1-6",101050802,100021
10031107,10031101,"Event 01: Normal 1-7",101051003,100021
10031108,10031101,"Event 01: Normal 1-8",102040107,100031
10031109,10031101,"Event 01: Normal 1-9",101010102,100031
10031110,10031101,"Event 01: Normal 1-10",101020305,100041
10031111,10031101,"Event 01: Normal 1-11",101010104,100081
10031112,10031101,"Event 01: Normal 1-12",101040807,101211
10031113,10031101,"Event 01: Normal 1-13",101080205,102291
10031114,10031101,"Event 01: Normal 1-14",101020103,102291
10031115,10031101,"Event 01: Normal 1-15",101041102,101461
10031201,10031201,"Event 01: Hard 1-1",101050306,102301
10031202,10031201,"Event 01: Hard 1-2",101070504,102301
10031203,10031201,"Event 01: Hard 1-3",101070902,102301
10031204,10031201,"Event 01: Hard 1-4",101071207,101481
10031205,10031201,"Event 01: Hard 1-5",101080107,101481
10032101,10032101,"Event 01: Normal 1-1",101020403,101471
10032102,10032101,"Event 01: Normal 1-2",101010103,101471
10032103,10032101,"Event 01: Normal 1-3",101010203,101471
10032104,10032101,"Event 01: Normal 1-4",101010501,101471
10032105,10032101,"Event 01: Normal 1-5",101010603,101471
10032106,10032101,"Event 01: Normal 1-6",101050802,101471
10032107,10032101,"Event 01: Normal 1-7",101051003,101471
10032108,10032101,"Event 01: Normal 1-8",102040107,101471
10032109,10032101,"Event 01: Normal 1-9",101010102,101471
10032110,10032101,"Event 01: Normal 1-10",101020305,101471
10032111,10032101,"Event 01: Normal 1-11",101010104,101471
10032112,10032101,"Event 01: Normal 1-12",101040807,101471
10032113,10032101,"Event 01: Normal 1-13",101080205,101471
10032114,10032101,"Event 01: Normal 1-14",101020103,101471
10032115,10032101,"Event 01: Normal 1-15",101041102,101471
10032201,10032201,"Event 01: Hard 1-1",101050306,101481
10032202,10032201,"Event 01: Hard 1-2",101070504,101481
10032203,10032201,"Event 01: Hard 1-3",101070902,101481
10032204,10032201,"Event 01: Hard 1-4",101071207,101481
10032205,10032201,"Event 01: Hard 1-5",101080107,101481
10033101,10033101,"Event 01: Normal 1-1",101020403,101241
10033102,10033101,"Event 01: Normal 1-2",101010103,101241
10033103,10033101,"Event 01: Normal 1-3",101010203,101241
10033104,10033101,"Event 01: Normal 1-4",101010501,101241
10033105,10033101,"Event 01: Normal 1-5",101010603,101241
10033106,10033101,"Event 01: Normal 1-6",101050802,101241
10033107,10033101,"Event 01: Normal 1-7",101051003,101241
10033108,10033101,"Event 01: Normal 1-8",102040107,101241
10033109,10033101,"Event 01: Normal 1-9",101010102,101241
10033110,10033101,"Event 01: Normal 1-10",101020305,101241
10033111,10033101,"Event 01: Normal 1-11",101010104,101241
10033112,10033101,"Event 01: Normal 1-12",101040807,101241
10033113,10033101,"Event 01: Normal 1-13",101080205,101241
10033114,10033101,"Event 01: Normal 1-14",101020103,101241
10033115,10033101,"Event 01: Normal 1-15",101041102,101241
10033201,10033201,"Event 01: Hard 1-1",101050306,102361
10033202,10033201,"Event 01: Hard 1-2",101070504,102361
10033203,10033201,"Event 01: Hard 1-3",101070902,102361
10033204,10033201,"Event 01: Hard 1-4",101071207,102361
10033205,10033201,"Event 01: Hard 1-5",101080107,102361
10034101,10034101,"Event 01: Normal 1-1",101020403,101241
10034102,10034101,"Event 01: Normal 1-2",101010103,101241
10034103,10034101,"Event 01: Normal 1-3",101010203,101241
10034104,10034101,"Event 01: Normal 1-4",101010501,101241
10034105,10034101,"Event 01: Normal 1-5",101010603,101241
10034106,10034101,"Event 01: Normal 1-6",101050802,101541
10034107,10034101,"Event 01: Normal 1-7",101051003,101541
10034108,10034101,"Event 01: Normal 1-8",102040107,101541
10034109,10034101,"Event 01: Normal 1-9",101010102,101541
10034110,10034101,"Event 01: Normal 1-10",101020305,101541
10034111,10034101,"Event 01: Normal 1-11",101010104,101541
10034112,10034101,"Event 01: Normal 1-12",101040807,101541
10034113,10034101,"Event 01: Normal 1-13",101080205,101541
10034114,10034101,"Event 01: Normal 1-14",101020103,101541
10034115,10034101,"Event 01: Normal 1-15",101041102,101541
10034201,10034201,"Event 01: Hard 1-1",101050306,101551
10034202,10034201,"Event 01: Hard 1-2",101070504,101551
10034203,10034201,"Event 01: Hard 1-3",101070902,101551
10034204,10034201,"Event 01: Hard 1-4",101071207,101551
10034205,10034201,"Event 01: Hard 1-5",101080107,101551
10035101,10035101,"Event 01: Normal 1-1",101020403,100061
10035102,10035101,"Event 01: Normal 1-2",101010103,100021
10035103,10035101,"Event 01: Normal 1-3",101010203,100061
10035104,10035101,"Event 01: Normal 1-4",101010501,100061
10035105,10035101,"Event 01: Normal 1-5",101010603,100091
10035106,10035101,"Event 01: Normal 1-6",101050802,100091
10035107,10035101,"Event 01: Normal 1-7",101051003,100091
10035108,10035101,"Event 01: Normal 1-8",102040107,100091
10035109,10035101,"Event 01: Normal 1-9",101010102,100091
10035110,10035101,"Event 01: Normal 1-10",101020305,100091
10035111,10035101,"Event 01: Normal 1-11",101010104,100091
10035112,10035101,"Event 01: Normal 1-12",101040807,100091
10035113,10035101,"Event 01: Normal 1-13",101080205,100021
10035114,10035101,"Event 01: Normal 1-14",101020103,100091
10035115,10035101,"Event 01: Normal 1-15",101041102,100021
10035201,10035201,"Event 01: Hard 1-1",101050306,100551
10035202,10035201,"Event 01: Hard 1-2",101070504,100531
10035203,10035201,"Event 01: Hard 1-3",101070902,100551
10035204,10035201,"Event 01: Hard 1-4",101071207,100381
10035205,10035201,"Event 01: Hard 1-5",101080107,100531
10036101,10036101,"Event 01: Normal 1-1",101020403,102431
10036102,10036101,"Event 01: Normal 1-2",101010103,102431
10036103,10036101,"Event 01: Normal 1-3",101010203,102431
10036104,10036101,"Event 01: Normal 1-4",101010501,102431
10036105,10036101,"Event 01: Normal 1-5",101010603,102431
10036106,10036101,"Event 01: Normal 1-6",101050802,102431
10036107,10036101,"Event 01: Normal 1-7",101051003,102431
10036108,10036101,"Event 01: Normal 1-8",102040107,102431
10036109,10036101,"Event 01: Normal 1-9",101010102,102431
10036110,10036101,"Event 01: Normal 1-10",101020305,102431
10036111,10036101,"Event 01: Normal 1-11",101010104,102431
10036112,10036101,"Event 01: Normal 1-12",101040807,102431
10036113,10036101,"Event 01: Normal 1-13",101080205,102431
10036114,10036101,"Event 01: Normal 1-14",101020103,102431
10036115,10036101,"Event 01: Normal 1-15",101041102,102431
10036201,10036201,"Event 01: Hard 1-1",101050306,102441
10036202,10036201,"Event 01: Hard 1-2",101070504,102441
10036203,10036201,"Event 01: Hard 1-3",101070902,102441
10036204,10036201,"Event 01: Hard 1-4",101071207,102441
10036205,10036201,"Event 01: Hard 1-5",101080107,102441
10037101,10037101,"Event 01: Normal 1-1",101020403,101581
10037102,10037101,"Event 01: Normal 1-2",101010103,101581
10037103,10037101,"Event 01: Normal 1-3",101010203,101581
10037104,10037101,"Event 01: Normal 1-4",101010501,101581
10037105,10037101,"Event 01: Normal 1-5",101010603,101581
10037106,10037101,"Event 01: Normal 1-6",101050802,101581
10037107,10037101,"Event 01: Normal 1-7",101051003,101581
10037108,10037101,"Event 01: Normal 1-8",102040107,101581
10037109,10037101,"Event 01: Normal 1-9",101010102,101581
10037110,10037101,"Event 01: Normal 1-10",101020305,101581
10037111,10037101,"Event 01: Normal 1-11",101010104,101581
10037112,10037101,"Event 01: Normal 1-12",101040807,101581
10037113,10037101,"Event 01: Normal 1-13",101080205,101581
10037114,10037101,"Event 01: Normal 1-14",101020103,101581
10037115,10037101,"Event 01: Normal 1-15",101041102,101581
10037201,10037201,"Event 01: Hard 1-1",101050306,101591
10037202,10037201,"Event 01: Hard 1-2",101070504,101591
10037203,10037201,"Event 01: Hard 1-3",101070902,101591
10037204,10037201,"Event 01: Hard 1-4",101071207,101591
10037205,10037201,"Event 01: Hard 1-5",101080107,101591
10038101,10038101,"Event 01: Normal 1-1",101020403,102461
10038102,10038101,"Event 01: Normal 1-2",101010103,102461
10038103,10038101,"Event 01: Normal 1-3",101010203,102461
10038104,10038101,"Event 01: Normal 1-4",101010501,101951
10038105,10038101,"Event 01: Normal 1-5",101010603,101951
10038106,10038101,"Event 01: Normal 1-6",101050802,102461
10038107,10038101,"Event 01: Normal 1-7",101051003,102461
10038108,10038101,"Event 01: Normal 1-8",102040107,101951
10038109,10038101,"Event 01: Normal 1-9",101010102,101951
10038110,10038101,"Event 01: Normal 1-10",101020305,102461
10038111,10038101,"Event 01: Normal 1-11",101010104,102461
10038112,10038101,"Event 01: Normal 1-12",101040807,101951
10038113,10038101,"Event 01: Normal 1-13",101080205,100021
10038114,10038101,"Event 01: Normal 1-14",101020103,101951
10038115,10038101,"Event 01: Normal 1-15",101041102,101951
10038201,10038201,"Event 01: Hard 1-1",101050306,102471
10038202,10038201,"Event 01: Hard 1-2",101070504,101951
10038203,10038201,"Event 01: Hard 1-3",101070902,102471
10038204,10038201,"Event 01: Hard 1-4",101071207,102471
10038205,10038201,"Event 01: Hard 1-5",101080107,101951
11001001,11001,"Juno Plains 1-1 (NORMAL)",101010101,100021
11001002,11001,"Juno Plains 1-2 (NORMAL)",101010101,100061
11001003,11001,"Juno Plains 1-3 (NORMAL)",101010101,100061
11001004,11001,"Juno Plains 1-4 (NORMAL)",101010101,100111
11001005,11001,"Juno Plains 1-5 (NORMAL)",101010101,100071
11001006,11001,"Juno Plains 1-6 (NORMAL)",101010101,100111
11001007,11001,"Juno Plains 1-7 (NORMAL)",101010101,100111
11001008,11001,"Juno Plains 1-8 (NORMAL)",101010101,100071
11001009,11001,"Juno Plains 1-9 (NORMAL)",101010101,100011
11001010,11001,"Juno Plains 1-10 (NORMAL)",101010101,100351
11002001,11002,"Pallas Peaks 2-1 (NORMAL)",101020305,100031
11002002,11002,"Pallas Peaks 2-2 (NORMAL)",101020305,100031
11002003,11002,"Pallas Peaks 2-3 (NORMAL)",101020305,100031
11002004,11002,"Pallas Peaks 2-4 (NORMAL)",101020305,100091
11002005,11002,"Pallas Peaks 2-5 (NORMAL)",101020305,100091
11002006,11002,"Pallas Peaks 2-6 (NORMAL)",101020305,100091
11002007,11002,"Pallas Peaks 2-7 (NORMAL)",101020305,100091
11002008,11002,"Pallas Peaks 2-8 (NORMAL)",101020305,100031
11002009,11002,"Pallas Peaks 2-9 (NORMAL)",101020305,100101
11002010,11002,"Pallas Peaks 2-10 (NORMAL)",101020305,100041
11002011,11002,"Pallas Peaks 2-11 (NORMAL)",101020305,100041
11002012,11002,"Pallas Peaks 2-12 (NORMAL)",101020305,100371
11003001,11003,"Hebe Hill 3-1 (NORMAL)",101030402,100151
11003002,11003,"Hebe Hill 3-2 (NORMAL)",101030402,100061
11003003,11003,"Hebe Hill 3-3 (NORMAL)",101030402,100061
11003004,11003,"Hebe Hill 3-4 (NORMAL)",101030402,100111
11003005,11003,"Hebe Hill 3-5 (NORMAL)",101030402,100111
11003006,11003,"Hebe Hill 3-6 (NORMAL)",101030402,100241
11003007,11003,"Hebe Hill 3-7 (NORMAL)",101030402,100241
11003008,11003,"Hebe Hill 3-8 (NORMAL)",101030402,100031
11003009,11003,"Hebe Hill 3-9 (NORMAL)",101030402,100031
11003010,11003,"Hebe Hill 3-10 (NORMAL)",101030402,100021
11003011,11003,"Hebe Hill 3-11 (NORMAL)",101030402,100391
11003012,11003,"Hebe Hill 3-12 (NORMAL)",101030402,100391
11004001,11004,"Vesta Valley 4-1 (NORMAL)",101040402,100581
11004002,11004,"Vesta Valley 4-2 (NORMAL)",101040402,100581
11004003,11004,"Vesta Valley 4-3 (NORMAL)",101040402,100581
11004004,11004,"Vesta Valley 4-4 (NORMAL)",101040402,100581
11004005,11004,"Vesta Valley 4-5 (NORMAL)",101040402,100201
11004006,11004,"Vesta Valley 4-6 (NORMAL)",101040402,100201
11004007,11004,"Vesta Valley 4-7 (NORMAL)",101040402,100101
11004008,11004,"Vesta Valley 4-8 (NORMAL)",101040402,100101
11004009,11004,"Vesta Valley 4-9 (NORMAL)",101040402,100581
11004010,11004,"Vesta Valley 4-10 (NORMAL)",101040402,100071
11004011,11004,"Vesta Valley 4-11 (NORMAL)",101040402,100071
11004012,11004,"Vesta Valley 4-12 (NORMAL)",101040402,100201
11004013,11004,"Vesta Valley 4-13 (NORMAL)",101040402,100461
11005001,11005,"Ceres Forest 5-1 (NORMAL)",101050701,100111
11005002,11005,"Ceres Forest 5-2 (NORMAL)",101050701,100111
11005003,11005,"Ceres Forest 5-3 (NORMAL)",101050701,100111
11005004,11005,"Ceres Forest 5-4 (NORMAL)",101050701,100011
11005005,11005,"Ceres Forest 5-5 (NORMAL)",101050701,100011
11005006,11005,"Ceres Forest 5-6 (NORMAL)",101050701,100031
11005007,11005,"Ceres Forest 5-7 (NORMAL)",101050701,100011
11005008,11005,"Ceres Forest 5-8 (NORMAL)",101050701,100011
11005009,11005,"Ceres Forest 5-9 (NORMAL)",101050701,100011
11005010,11005,"Ceres Forest 5-10 (NORMAL)",101050701,100121
11005011,11005,"Ceres Forest 5-11 (NORMAL)",101050701,100121
11005012,11005,"Ceres Forest 5-12 (NORMAL)",101050701,100121
11005013,11005,"Ceres Forest 5-13 (NORMAL)",101050701,100921
11006001,11006,"Flora Lake 6-1 (NORMAL)",101060305,100161
11006002,11006,"Flora Lake 6-2 (NORMAL)",101060305,100161
11006003,11006,"Flora Lake 6-3 (NORMAL)",101060305,100121
11006004,11006,"Flora Lake 6-4 (NORMAL)",101060305,100081
11006005,11006,"Flora Lake 6-5 (NORMAL)",101060305,100081
11006006,11006,"Flora Lake 6-6 (NORMAL)",101060305,100161
11006007,11006,"Flora Lake 6-7 (NORMAL)",101060305,100111
11006008,11006,"Flora Lake 6-8 (NORMAL)",101060305,100111
11006009,11006,"Flora Lake 6-9 (NORMAL)",101060305,100031
11006010,11006,"Flora Lake 6-10 (NORMAL)",101060305,100031
11006011,11006,"Flora Lake 6-11 (NORMAL)",101060305,100031
11006012,11006,"Flora Lake 6-12 (NORMAL)",101060305,100041
11006013,11006,"Flora Lake 6-13 (NORMAL)",101060305,100041
11006014,11006,"Flora Lake 6-14 (NORMAL)",101060305,100701
11007001,11007,"Metis Falls 7-1 (NORMAL)",101070504,100031
11007002,11007,"Metis Falls 7-2 (NORMAL)",101070504,100031
11007003,11007,"Metis Falls 7-3 (NORMAL)",101070504,100091
11007004,11007,"Metis Falls 7-4 (NORMAL)",101070504,100091
11007005,11007,"Metis Falls 7-5 (NORMAL)",101070504,100171
11007006,11007,"Metis Falls 7-6 (NORMAL)",101070504,100171
11007007,11007,"Metis Falls 7-7 (NORMAL)",101070504,100041
11007008,11007,"Metis Falls 7-8 (NORMAL)",101070504,100061
11007009,11007,"Metis Falls 7-9 (NORMAL)",101070504,100111
11007010,11007,"Metis Falls 7-10 (NORMAL)",101070504,100031
11007011,11007,"Metis Falls 7-11 (NORMAL)",101070504,100111
11007012,11007,"Metis Falls 7-12 (NORMAL)",101070504,100121
11007013,11007,"Metis Falls 7-13 (NORMAL)",101070504,100121
11007014,11007,"Metis Falls 7-14 (NORMAL)",101070504,100781
11008001,11008,"Iris Woodlands 8-1 (NORMAL)",101080205,100111
11008002,11008,"Iris Woodlands 8-2 (NORMAL)",101080205,100241
11008003,11008,"Iris Woodlands 8-3 (NORMAL)",101080205,100241
11008004,11008,"Iris Woodlands 8-4 (NORMAL)",101080205,100111
11008005,11008,"Iris Woodlands 8-5 (NORMAL)",101080205,100011
11008006,11008,"Iris Woodlands 8-6 (NORMAL)",101080205,100011
11008007,11008,"Iris Woodlands 8-7 (NORMAL)",101080205,100121
11008008,11008,"Iris Woodlands 8-8 (NORMAL)",101080205,100121
11008009,11008,"Iris Woodlands 8-9 (NORMAL)",101080205,100131
11008010,11008,"Iris Woodlands 8-10 (NORMAL)",101080205,100131
11008011,11008,"Iris Woodlands 8-11 (NORMAL)",101080205,100131
11008012,11008,"Iris Woodlands 8-12 (NORMAL)",101080205,100021
11008013,11008,"Iris Woodlands 8-13 (NORMAL)",101080205,100051
11008014,11008,"Iris Woodlands 8-14 (NORMAL)",101080205,100451
11008015,11008,"Iris Woodlands 8-15 (NORMAL)",101080205,100451
11009001,11009,"Frigga Frostplains 9-1",101090103,100221
11009002,11009,"Frigga Frostplains 9-2",101090103,100221
11009003,11009,"Frigga Frostplains 9-3",101090103,100941
11009004,11009,"Frigga Frostplains 9-4",101090103,100221
11009005,11009,"Frigga Frostplains 9-5",101090103,100221
11009006,11009,"Frigga Frostplains 9-6",101090103,100941
11009007,11009,"Frigga Frostplains 9-7",101090103,100221
11009008,11009,"Frigga Frostplains 9-8",101090103,100941
11009009,11009,"Frigga Frostplains 9-9",101090103,100941
11009010,11009,"Frigga Frostplains 9-10",101090103,100221
11009011,11009,"Frigga Frostplains 9-11",101090103,100221
11009012,11009,"Frigga Frostplains 9-12",101090103,100931
11009013,11009,"Frigga Frostplains 9-13",101090103,100931
11009014,11009,"Frigga Frostplains 9-14",101090103,100941
11009015,11009,"Frigga Frostplains 9-15",101090103,100951
11010001,11010,"Loretta Coast 10-1",101100101,100201
11010002,11010,"Loretta Coast 10-2",101100101,100201
11010003,11010,"Loretta Coast 10-3",101100101,100121
11010004,11010,"Loretta Coast 10-4",101100101,100121
11010005,11010,"Loretta Coast 10-5",101100101,100141
11010006,11010,"Loretta Coast 10-6",101100101,100201
11010007,11010,"Loretta Coast 10-7",101100101,100121
11010008,11010,"Loretta Coast 10-8",101100101,100141
11010009,11010,"Loretta Coast 10-9",101100101,100051
11010010,11010,"Loretta Coast 10-10",101100101,100031
11010011,11010,"Loretta Coast 10-11",101100101,100051
11010012,11010,"Loretta Coast 10-12",101100101,100141
11010013,11010,"Loretta Coast 10-13",101100101,100581
11010014,11010,"Loretta Coast 10-14",101100101,100201
11010015,11010,"Loretta Coast 10-15",101100101,100201
11010016,11010,"Loretta Coast 10-16",101100101,100201
11010017,11010,"Loretta Coast 10-17",101100101,100461
11011001,11011,"Genua Desert 11-1",101110102,101051
11011002,11011,"Genua Desert 11-2",101110102,101051
11011003,11011,"Genua Desert 11-3",101110102,100211
11011004,11011,"Genua Desert 11-4",101110102,101081
11011005,11011,"Genua Desert 11-5",101110102,101081
11011006,11011,"Genua Desert 11-6",101110102,100211
11011007,11011,"Genua Desert 11-7",101110102,100211
11011008,11011,"Genua Desert 11-8",101110102,100211
11011009,11011,"Genua Desert 11-9",101110102,100921
11011010,11011,"Genua Desert 11-10",101110102,100921
11011011,11011,"Genua Desert 11-11",101110102,101081
11011012,11011,"Genua Desert 11-12",101110102,100211
11011013,11011,"Genua Desert 11-13",101110102,100211
11011014,11011,"Genua Desert 11-14",101110102,101051
11011015,11011,"Genua Desert 11-15",101110102,101051
11011016,11011,"Genua Desert 11-16",101110102,100211
11011017,11011,"Genua Desert 11-17",101110102,100651
11012001,11012,"Bononia Dunes 12-1",101120503,100461
11012002,11012,"Bononia Dunes 12-2",101120503,100461
11012003,11012,"Bononia Dunes 12-3",101120503,100461
11012004,11012,"Bononia Dunes 12-4",101120503,101081
11012005,11012,"Bononia Dunes 12-5",101120503,101111
11012006,11012,"Bononia Dunes 12-6",101120503,101111
11012007,11012,"Bononia Dunes 12-7",101120503,101081
11012008,11012,"Bononia Dunes 12-8",101120503,101051
11012009,11012,"Bononia Dunes 12-9",101120503,101051
11012010,11012,"Bononia Dunes 12-10",101120503,101081
11012011,11012,"Bononia Dunes 12-11",101120503,101081
11012012,11012,"Bononia Dunes 12-12",101120503,100581
11012013,11012,"Bononia Dunes 12-13",101120503,100581
11012014,11012,"Bononia Dunes 12-14",101120503,100931
11012015,11012,"Bononia Dunes 12-15",101120503,100931
11012016,11012,"Bononia Dunes 12-16",101120503,101111
11012017,11012,"Bononia Dunes 12-17",101120503,101121
11013001,11013,"Dorothea Wetlands 13-1",101131505,100581
11013002,11013,"Dorothea Wetlands 13-2",101131505,100581
11013003,11013,"Dorothea Wetlands 13-3",101131505,101051
11013004,11013,"Dorothea Wetlands 13-4",101131505,101081
11013005,11013,"Dorothea Wetlands 13-5",101131505,101081
11013006,11013,"Dorothea Wetlands 13-6",101131505,101051
11013007,11013,"Dorothea Wetlands 13-7",101131505,100461
11013008,11013,"Dorothea Wetlands 13-8",101131505,101051
11013009,11013,"Dorothea Wetlands 13-9",101131505,101111
