action_id,class_id,action_type,action_detail_1,action_detail_2,action_detail_3,action_value_1,action_value_2,action_value_3,action_value_4,action_value_5,action_value_6,action_value_7,target_assignment,target_area,target_range,target_type,target_number,target_count,description,level_up_disp
108100301,1,1,1,0,0,15.0,15.0,1.2,0.0,0.0,0.0,0.0,1,2,800,3,0,99,"Deals {0} physical damage to enemies in range.","Physical damage + {0}"
108101201,1,10,10,1,0,1.0,50.0,50.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical attack by {0}.","Physical attack + {0}"
108101202,1,10,60,1,0,1.0,150.0,0.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical critical rate by {0}.",""
108150101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108151101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108200101,1,2,1,0,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"",""
108200102,1,1,1,1,0,50.0,50.0,4.0,0.0,0.0,0.0,1.0,1,1,2160,4,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
108200103,1,9,3,0,0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"Inflicts Curse that deals {0} damage.","Curse damage per second + {0}"
108200201,1,2,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"",""
108200202,1,16,2,0,0,60.0,1.8,0.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"Reduces an enemy's TP by {0}.","TP damage + {0}"
108200203,1,8,7,0,0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"Renders an enemy immobile for a set period of time.","Stun success rate + 1"
108200301,1,10,11,1,0,1.0,6.0,6.0,12.0,0.0,0.0,1.0,1,2,2160,4,0,1,"Lowers an enemy's physical attack by {0}.","Physical attack lowered + {0}"
108200302,1,10,31,1,0,1.0,6.0,6.0,12.0,0.0,0.0,1.0,1,2,2160,4,0,1,"Lowers an enemy's magic attack by {0}.","Magic attack lowered + {0}"
108201201,1,2,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"",""
108201202,1,16,2,0,0,60.0,1.8,0.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"Reduces an enemy's TP by {0}.","TP damage + {0}"
108201203,1,8,7,0,0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"Renders an enemy immobile for a set period of time.","Stun success rate + 1"
108201204,1,61,0,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,2160,4,0,1,"Inflicts Panic on an enemy.","Panic success rate + 1"
108250101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108251101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108300101,1,1,2,0,0,9.0,9.0,0.81,0.0,0.0,0.0,0.0,1,1,2160,3,0,99,"Deals {0} magic damage to all enemies.","Magic damage + {0}"
108300102,1,8,5,0,0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1,1,2160,3,0,99,"Renders all enemies immobile for a set period of time.","Paralyze success rate + 1"
108300103,1,9,3,0,0,3.5,3.5,12.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,99,"Inflicts Curse that deals {0} damage.","Curse damage per second + {0}"
108300104,1,10,41,1,0,1.0,0.45,0.45,18.0,0.0,0.0,1.0,1,1,2160,3,0,99,"Lowers magic defense of all enemies by {0}.","Magic defense lowered + {0}"
108300201,1,1,2,0,0,10.0,10.0,0.8,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
108300202,1,11,0,0,0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"Inflicts Charm on an enemy.","Charm success rate + 1"
108300301,1,10,30,0,0,1.0,11.0,11.0,12.0,0.0,0.0,0.0,2,2,400,3,0,99,"Boosts magic attack of all allies in range by {0}.","Magic attack boost + {0}"
108301201,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
108301202,1,11,0,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"Inflicts Charm on an enemy.","Charm success rate + 1"
108301203,1,16,2,0,0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"Reduces an enemy's TP by {0}.","TP damage + {0}"
108350101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
108351101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
108400101,1,15,1,408401,1,0.0,1.0,1.0,0.0,1.0,0.0,450.0,2,1,0,7,0,1,"Summons a spirit that performs magic attacks.","Level of summoned spirit + {0}"
108400102,1,15,1,408402,1,0.0,2.0,1.0,0.0,1.0,0.0,100.0,2,1,0,7,0,1,"Summons a spirit that recovers the HP of the ally with the lowest HP.","Level of summoned spirit + {0}"
108400103,1,15,1,408403,1,0.0,-2.0,1.0,0.0,1.0,0.0,275.0,2,1,0,7,0,1,"Summons a spirit that recovers the TP of all allies.","Level of summoned spirit + {0}"
108400201,1,10,10,1,0,1.0,20.0,20.0,12.0,0.0,0.0,1.0,2,2,2160,14,0,1,"Boosts an ally's physical attack by {0}.","Physical attack boost + {0}"
108400301,1,10,20,1,0,1.0,0.9,0.9,12.0,0.0,0.0,1.0,2,2,200,3,0,99,"Boosts physical defense of all allies in range by {0}.","Physical defense boost + {0}"
108400302,1,16,1,0,0,30.0,0.3,0.0,0.0,0.0,0.0,1.0,2,2,200,3,0,99,"Recovers TP of allies in range by {0}.","TP recovery + {0}"
108401201,1,26,108401202,2,0,8.0,0.3,0.0,0.0,0.0,0.0,1.0,2,1,0,7,0,1,"",""
108401202,1,10,10,1,0,1.0,20.0,20.0,12.0,0.0,0.0,1.0,2,2,2160,14,0,1,"Boosts an ally's physical attack by {0}.","Physical attack boost + {0}"
108401203,1,10,60,1,0,1.0,100.0,0.0,12.0,0.0,0.0,1.0,2,2,2160,14,0,1,"Boosts an ally's physical critical rate by {0}.","Physical critical rate boost + {0}"
108450101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
108451101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
108451102,1,90,5,0,0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic defense by {0}.",""
108500101,1,10,40,1,0,1.0,0.69,0.69,18.0,0.0,0.0,1.0,2,3,2160,3,0,99,"Boosts all allies' magic defense by {0}.","Magic defense boost + {0}"
108500102,1,6,4,0,0,15.0,15.0,18.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"Deploys Barrier that absorbs {0} magic damage.","Damage absorbed + {0}"
108500201,1,50,20,1,1,1.0,2.25,2.25,10.0,0.0,0.0,0.0,2,2,300,3,0,99,"While ringing the bell, boosts physical defense of allies in range by {0}.","Physical defense boost + {0}"
108500301,1,37,3,1,1,0.5,0.5,0.05,0.0,8.0,0.0,150.0,2,3,0,7,0,1,"Deploys a field that recovers HP by {0} every second.","HP recovered per second + {0}"
108501201,1,50,20,1,5,1.0,2.25,2.25,10.0,0.0,0.0,0.0,2,2,300,3,0,99,"While ringing the bell, boosts physical defense of allies in range by {0}.","Physical defense boost + {0}"
108501202,1,10,20,1,0,1.0,0.9,0.9,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"Boosts all allies' physical defense by {0}.","Physical defense boost + {0}"
108501203,1,16,1,0,0,30.0,0.3,0.0,0.0,0.0,0.0,1.0,2,1,0,7,0,1,"Recovers own TP by {0}.","TP recovery + {0}"
108550101,1,90,5,0,0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic defense by {0}.","Magic defense boost + {0}"
108551101,1,90,5,0,0,1.0,32.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic defense by {0}.","Magic defense boost + {0}"
108600101,1,1,1,0,0,80.0,80.0,7.4,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
108600102,1,1,3,0,0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"Reduces own HP by {0}.",""
108600201,1,10,10,1,0,1.0,22.0,22.0,10.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108600301,1,1,1,0,0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
108600302,1,3,3,0,0,200.0,0.0,500.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
108601201,1,10,10,1,0,1.0,42.0,42.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108601202,1,8,2,0,0,1.75,0.0,12.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"Boosts own action speed.",""
108650101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108651101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108700101,1,1,1,0,0,52.0,52.0,4.4,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
108700102,1,10,21,1,0,1.0,0.2,0.2,18.0,0.0,0.0,1.0,1,1,-1,1,0,1,"Lowers an enemy's physical defense by {0}.","Physical defense lowered + {0}"
108700103,1,10,81,3,0,1.0,20.0,0.0,18.0,0.0,0.0,0.0,1,1,-1,1,0,1,"Lowers an enemy's TP Boost by {0}.",""
108700201,1,10,10,1,0,1.0,9.0,9.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108700202,1,10,10,1,0,1.0,6.0,6.0,12.0,0.0,0.0,1.0,2,3,2160,20,0,99,"Boosts target allies' physical attack by {0}.","Physical attack boost + {0}"
108700301,1,1,1,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
108701201,1,10,10,1,0,1.0,9.0,9.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108701202,1,10,10,1,0,1.0,24.0,24.0,12.0,0.0,0.0,1.0,2,3,2160,20,0,99,"Boosts target allies' physical attack by {0}.","Physical attack boost + {0}"
108701203,1,10,60,1,0,1.0,60.0,0.0,12.0,0.0,0.0,1.0,2,3,2160,20,0,99,"Boosts target allies' physical critical rate by {0}.","Physical critical rate boost + {0}"
108750101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108751101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
108800101,1,6,5,0,0,45.0,45.0,18.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"Deploys Barrier that negates {0} physical and magic damage.","Negated damage + {0}"
108800102,1,48,2,1,0,2.0,2.0,0.12,0.0,10.0,0.0,0.0,2,3,2160,3,0,99,"Recovers HP by {0} every second.","Recovery + {0}"
108800103,1,10,31,1,0,2.0,90.0,0.0,18.0,0.0,0.0,1.0,2,3,0,7,0,1,"Lowers own magic attack by 90% of base value.",""
108800201,1,10,11,1,0,1.0,5.5,5.5,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"Lowers an enemy's physical attack by {0}.","Physical attack lowered + {0}"
108800202,1,10,31,1,0,1.0,5.5,5.5,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"Lowers an enemy's magic attack by {0}.","Magic attack lowered + {0}"
108800301,1,10,30,1,0,1.0,11.0,11.0,12.0,0.0,0.0,1.0,2,3,2160,21,0,99,"Boosts target allies' magic attack by {0}.","Magic attack boost + {0}"
108801201,1,10,11,1,0,1.0,5.5,5.5,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"Lowers an enemy's physical attack by {0}.","Physical attack lowered + {0}"
108801202,1,10,31,1,0,1.0,5.5,5.5,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"Lowers an enemy's magic attack by {0}.","Magic attack lowered + {0}"
108801203,1,10,41,1,0,1.0,0.8,0.8,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"Lowers an enemy's magic defense by {0}.","Magic defense lowered + {0}"
108801204,1,10,81,1,0,1.0,30.0,0.0,12.0,0.0,0.0,1.0,1,1,2160,3,1,1,"Lowers an enemy's TP Boost by {0}.",""
108850101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
108851101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
108900101,1,1,1,0,0,12.0,12.0,1.08,0.0,0.0,0.0,0.0,1,3,2160,3,0,99,"Deals {0} physical damage to all enemies.","Physical damage + {0}"
108900102,1,8,7,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,3,2160,3,0,99,"Renders all enemies immobile for a set period of time.","Stun success rate + 1"
108900201,1,20,1,0,0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"Provokes all enemies.",""
108900202,1,42,2,108900203,0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,2,3,0,3,0,1,"",""
108900203,1,1,1,0,0,3.6,3.6,0.29,0.0,0.0,0.0,0.0,1,1,280,3,0,99,"Deals {0} physical damage to enemies in range.","Physical counter damage + {0}"
108900204,1,10,21,1,0,1.0,0.16,0.16,12.0,0.0,0.0,1.0,1,1,280,3,0,99,"Lowers physical defense of enemies in range by {0}.","Physical defense lowered + {0}"
108900301,1,6,2,0,0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,2,2,280,3,0,99,"Deploys Barrier that negates {0} magic damage.","Negated damage + {0}"
108900302,1,10,40,1,0,1.0,1.0,1.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own magic defense by {0}.","Magic defense boost + {0}"
108901201,1,20,1,0,0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"Provokes all enemies.",""
108901202,1,42,2,108901203,0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,2,3,0,3,0,1,"",""
108901203,1,1,1,0,0,14.4,3.6,1.2,0.0,0.0,0.0,0.0,1,1,430,3,0,99,"Deals {0} physical damage to enemies in range.","Physical counter damage + {0}"
108901204,1,10,21,1,0,1.0,0.24,0.24,12.0,0.0,0.0,1.0,1,1,430,3,0,99,"Lowers physical defense of enemies in range by {0}.","Physical defense lowered + {0}"
108901205,1,10,40,1,0,1.0,2.0,2.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own magic defense by {0}.","Magic defense boost + {0}"
108901206,1,8,7,0,0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1,1,430,3,0,99,"Renders enemies in range immobile for a set period of time.","Stun success rate + 1"
108950101,1,90,5,0,0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic defense by {0}.","Magic defense boost + {0}"
108951101,1,90,5,0,0,1.0,32.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic defense by {0}.","Magic defense boost + {0}"
109000101,1,26,109000102,1,0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109000102,1,1,1,0,0,55.0,55.0,4.2,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
109000201,1,26,109000202,1,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109000202,1,1,1,0,0,18.0,18.0,1.4,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
109000301,1,1,3,0,0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"Reduces own HP by {0}.",""
109000302,1,26,109000303,2,0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109000303,1,10,10,1,0,1.0,15.0,15.0,12.0,0.0,0.0,1.0,2,3,0,7,0,1,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
109001201,1,26,109001202,1,0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109001202,1,1,1,0,0,27.0,27.0,2.1,0.0,0.0,2.0,0.0,1,1,-1,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
109050101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
109051101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
109100101,1,38,10,1,3,12.0,12.0,16.0,0.0,400.0,0.0,0.0,2,3,0,7,0,1,"Deploys a field that boosts physical attack by {0}.","Physical attack boost + {0}"
109100102,1,38,60,1,0,100.0,0.0,16.0,0.0,400.0,0.0,0.0,2,3,0,7,0,1,"Deploys a field that boosts physical critical rate by {0}.","Physical critical rate boost + {0}"
109100103,1,38,80,1,0,5.0,0.0,16.0,0.0,400.0,0.0,0.0,2,3,0,7,0,1,"Deploys a field that boosts TP Boost by {0}.","TP Boost boost + {0}"
109100201,1,53,109100101,109100203,109100202,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109100202,1,4,1,0,0,1.0,5.0,5.0,0.4,0.0,0.0,0.0,2,2,200,5,0,1,"Recovers targets' HP by {0}.","HP recovery + {0}"
109100203,1,4,1,0,0,1.0,5.0,5.0,0.4,0.0,0.0,0.0,2,3,2160,3,0,99,"",""
109100204,1,53,109100101,109100206,109100205,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109100205,1,16,1,0,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,2,2,200,5,0,1,"Recovers targets' TP by {0}.","TP recovery + {0}"
109100206,1,16,1,0,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"",""
109100301,1,53,109100101,109100303,109100302,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109100302,1,1,1,0,0,10.0,10.0,0.8,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
109100303,1,1,1,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"If field is active, deals {0} physical damage to an enemy.","Physical damage + {0}"
109100304,1,53,109100101,109100306,109100305,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109100305,1,10,21,0,0,1.0,0.15,0.15,12.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Lowers an enemy's physical defense by {0}.","Physical defense lowered + {0}"
109100306,1,10,21,0,0,1.0,0.25,0.25,12.0,0.0,0.0,0.0,1,1,-1,3,0,1,"If field is active, lowers an enemy's physical defense by {0}.","Physical defense lowered + {0}"
109101201,1,53,109100101,109101203,109101202,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109101202,1,4,1,0,0,1.0,6.25,6.25,0.5,0.0,0.0,0.0,2,2,200,5,0,1,"Recovers targets' HP by {0}.","HP recovery + {0}"
109101203,1,4,1,0,0,1.0,6.25,6.25,0.5,0.0,0.0,0.0,2,3,2160,3,0,99,"",""
109101204,1,53,109100101,109101206,109101205,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"",""
109101205,1,16,1,0,0,50.0,0.5,0.0,0.0,0.0,0.0,0.0,2,2,200,5,0,1,"Recovers targets' TP by {0}.","TP recovery + {0}"
109101206,1,16,1,0,0,50.0,0.5,0.0,0.0,0.0,0.0,0.0,2,3,2160,3,0,99,"",""
109101207,1,10,10,1,0,1.0,15.0,15.0,12.0,0.0,0.0,1.0,2,3,2160,3,0,99,"Boosts target allies' physical attack by {0}.","Physical attack boost + {0}"
109150101,1,90,2,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
109151101,1,90,2,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
109200101,1,1,2,0,0,45.0,45.0,4.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
109200102,1,23,650,109200103,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2160,3,0,99,"",""
109200103,1,10,30,1,0,1.0,18.0,18.0,18.0,0.0,0.0,1.0,2,2,2160,3,0,99,"Boosts target allies' magic attack by {0}.","Magic attack boost + {0}"
109200201,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
109200301,1,35,0,0,0,1.0,50.0,12.0,1.0,0.0,0.0,0.0,2,2,200,3,0,99,"Grants Spirit's Blessing to allies in range.",""
109200302,1,8,2,0,0,1.1,0.0,12.0,0.0,0.0,0.0,0.0,2,2,200,3,0,99,"Boosts action speed of allies in range.",""
109200303,1,10,30,1,0,1.0,12.5,12.5,12.0,0.0,0.0,1.0,2,2,200,3,0,99,"Boosts magic attack of all allies in range by {0}.","Magic attack boost + {0}"
109250101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
109251101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
109300101,1,26,109300103,3,0,102.0,0.12,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"",""
109300102,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"",""
109300103,1,1,2,0,0,4.2,4.2,0.45,0.0,0.0,0.0,0.0,1,2,200,3,0,99,"Deals {0} magic damage to enemies in range 5 times.","Magic damage + {0}"
109300201,1,33,5,2,0,30.0,30.0,1.0,0.0,0.0,0.0,1.0,2,3,0,7,0,1,"Summons a Mr. Gawker that deals {0} damage to an enemy that attacks Lou, then disappears. (Up to 5)","Counter damage + {0}"
109300301,1,1,2,0,0,24.0,24.0,2.0,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
109350101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
109351101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
109400101,1,1,2,0,0,32.0,32.0,2.55,0.0,0.0,0.0,0.0,1,1,890,3,0,99,"Deals {0} magic damage to enemies in range.","Magic damage + {0}"
109400201,1,21,1,0,0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"Becomes immune to all damage while in flight.",""
109400202,1,1,2,0,0,20.0,20.0,1.6,0.0,0.0,0.0,1.0,1,1,2160,3,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
109400203,1,2,1,0,0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,3,0,1,"",""
109400301,1,36,4,0,0,2.0,2.0,0.15,0.0,8.5,0.0,300.0,1,1,2160,14,0,1,"Deploys a field that deals {0} magic damage every second.","Damage per second + {0}"
109450101,1,90,4,0,0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
109451101,1,90,4,0,0,1.0,240.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic attack by {0}.","Magic attack boost + {0}"
109500101,1,4,2,0,0,1.0,22.5,22.5,2.1,0.0,0.0,0.0,2,1,0,7,0,1,"Recovers own HP by {0}.","HP recovery + {0}"
109500102,1,10,20,1,0,1.0,1.5,1.5,18.0,0.0,0.0,1.0,2,2,50,3,0,99,"Boosts physical defense of all allies in range by {0}.","Physical defense boost + {0}"
109500103,1,10,40,1,0,1.0,1.5,1.5,18.0,0.0,0.0,1.0,2,2,50,3,0,99,"Boosts magic defense of all allies in range by {0}.","Magic defense boost + {0}"
109500201,1,10,30,0,0,1.0,6.0,6.0,12.0,0.0,0.0,0.0,2,3,2160,3,0,99,"Boosts all allies' magic attack by {0}.","Magic attack boost + {0}"
109500301,1,1,2,0,0,10.0,10.0,0.8,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} magic damage to an enemy.","Magic damage + {0}"
109500302,1,10,41,0,0,1.0,0.6,0.6,12.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Lowers an enemy's magic defense by {0}.","Magic defense lowered + {0}"
109550101,1,90,5,0,0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic defense by {0}.","Magic defense boost + {0}"
109551101,1,90,5,0,0,1.0,32.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,"Boosts own magic defense by {0}.","Magic defense boost + {0}"
109600101,1,1,1,0,0,56.0,56.0,4.5,0.0,0.0,1.5,0.0,1,1,-1,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
109600201,1,1,1,0,0,15.0,15.0,1.2,0.0,0.0,0.0,0.0,1,1,-1,3,0,1,"Deals {0} physical damage to an enemy.","Physical damage + {0}"
109600202,1,10,21,1,0,1.0,0.2,0.2,12.0,0.0,0.0,1.0,1,1,-1,3,0,1,"Lowers an enemy's physical defense by {0}.","Physical defense lowered + {0}"
109600301,1,10,10,1,0,1.0,11.0,11.0,12.0,0.0,0.0,1.0,2,1,0,7,0,1,"Boosts own physical attack by {0}.","Physical attack boost + {0}"
109600302,1,8,2,0,0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,2,1,0,7,0,1,"Boosts own action speed.",""
