id,campaign_category,value,system_id,icon_image,start_time,end_time,level_id,shiori_group_id,duplication_order
302,93,1500.0,111,100,"2023/02/17 13:00:00","2023/03/04 12:59:59",0,0,0
303,94,1500.0,109,100,"2023/02/17 13:00:00","2023/03/04 12:59:59",0,0,0
304,95,1500.0,112,100,"2023/02/17 13:00:00","2023/03/04 12:59:59",0,0,0
305,96,1500.0,6004,100,"2023/02/17 13:00:00","2023/02/22 22:59:59",0,0,0
306,97,1500.0,6005,100,"2023/02/17 13:00:00","2023/02/22 22:59:59",0,0,0
307,37,3000.0,109,30,"2023/02/23 13:00:00","2023/02/27 12:59:59",0,0,0
308,38,3000.0,112,30,"2023/02/23 13:00:00","2023/02/27 12:59:59",0,0,0
309,32,3000.0,102,30,"2023/02/25 13:00:00","2023/03/03 12:59:59",0,0,0
310,42,3000.0,102,40,"2023/02/25 13:00:00","2023/03/03 12:59:59",0,0,0
311,34,2000.0,103,30,"2023/03/03 13:00:00","2023/03/11 12:59:59",0,0,0
312,44,2000.0,103,40,"2023/03/03 13:00:00","2023/03/11 12:59:59",0,0,0
313,151,1500.0,6004,80,"2023/03/04 23:00:00","2023/03/18 22:59:59",0,0,0
314,152,1500.0,6005,80,"2023/03/04 23:00:00","2023/03/18 22:59:59",0,0,0
315,41,2000.0,101,40,"2023/03/08 13:00:00","2023/03/14 12:59:59",0,0,0
316,31,2000.0,101,30,"2023/03/08 13:00:00","2023/03/14 12:59:59",0,0,0
317,45,2000.0,104,40,"2023/03/14 13:00:00","2023/03/23 12:59:59",0,0,0
318,37,2000.0,109,30,"2023/03/14 13:00:00","2023/03/19 12:59:59",0,0,0
319,38,2000.0,112,30,"2023/03/14 13:00:00","2023/03/19 12:59:59",0,0,0
320,34,2000.0,103,30,"2023/03/18 13:00:00","2023/03/25 12:59:59",0,0,0
321,44,2000.0,103,40,"2023/03/18 13:00:00","2023/03/25 12:59:59",0,0,0
322,98,1500.0,7004,100,"2023/02/18 23:00:00","2023/02/25 22:59:59",0,0,0
323,99,1500.0,7005,100,"2023/02/18 23:00:00","2023/02/25 22:59:59",0,0,0
324,100,1500.0,8004,100,"2023/02/17 13:00:00","2023/03/04 12:59:59",0,0,0
325,101,1500.0,8005,100,"2023/02/17 13:00:00","2023/03/04 12:59:59",0,0,0
326,41,2000.0,101,40,"2023/03/19 13:00:00","2023/03/26 12:59:59",0,0,0
327,31,2000.0,101,30,"2023/03/19 13:00:00","2023/03/26 12:59:59",0,0,0
328,251,1500.0,7004,80,"2023/03/19 23:00:00","2023/03/26 22:59:59",0,0,0
329,252,1500.0,7005,80,"2023/03/19 23:00:00","2023/03/26 22:59:59",0,0,0
330,37,2000.0,109,30,"2023/03/26 13:00:00","2023/03/31 12:59:59",0,0,0
331,38,2000.0,112,30,"2023/03/26 13:00:00","2023/03/31 12:59:59",0,0,0
332,32,2000.0,102,30,"2023/03/26 13:00:00","2023/03/31 12:59:59",0,0,0
333,42,2000.0,102,40,"2023/03/26 13:00:00","2023/03/31 12:59:59",0,0,0
334,41,2000.0,101,40,"2023/03/31 13:00:00","2023/04/03 12:59:59",0,0,0
335,31,2000.0,101,30,"2023/03/31 13:00:00","2023/04/03 12:59:59",0,0,0
336,151,1500.0,6004,80,"2023/04/02 23:00:00","2023/04/16 22:59:59",0,0,0
337,152,1500.0,6005,80,"2023/04/02 23:00:00","2023/04/16 22:59:59",0,0,0
338,34,2000.0,103,30,"2023/04/02 13:00:00","2023/04/08 12:59:59",0,0,0
339,44,2000.0,103,40,"2023/04/02 13:00:00","2023/04/08 12:59:59",0,0,0
340,91,1500.0,101,100,"2023/04/02 13:00:00","2023/04/12 12:59:59",0,0,0
341,92,1500.0,102,100,"2023/04/02 13:00:00","2023/04/12 12:59:59",0,0,0
342,94,1500.0,109,100,"2023/04/02 13:00:00","2023/04/12 12:59:59",0,0,0
343,95,1500.0,112,100,"2023/04/02 13:00:00","2023/04/12 12:59:59",0,0,0
344,96,1500.0,6004,100,"2023/04/02 23:00:00","2023/04/12 12:59:59",0,0,0
345,97,1500.0,6005,100,"2023/04/02 23:00:00","2023/04/12 12:59:59",0,0,0
346,32,3000.0,102,30,"2023/04/04 13:00:00","2023/04/07 12:59:59",0,0,0
347,42,3000.0,102,40,"2023/04/04 13:00:00","2023/04/07 12:59:59",0,0,0
348,31,3000.0,101,30,"2023/04/07 13:00:00","2023/04/12 12:59:59",0,0,0
349,41,3000.0,101,40,"2023/04/07 13:00:00","2023/04/12 12:59:59",0,0,0
350,37,2000.0,109,30,"2023/04/12 13:00:00","2023/04/17 12:59:59",0,0,0
351,38,2000.0,112,30,"2023/04/12 13:00:00","2023/04/17 12:59:59",0,0,0
352,45,2000.0,104,40,"2023/04/12 13:00:00","2023/04/21 12:59:59",0,0,0
371,93,1500.0,111,100,"2023/04/02 13:00:00","2023/04/12 12:59:59",0,0,0
