tower_quest_id,tower_area_id,floor_num,floor_image_type,floor_image_add_type,open_tower_ex_quest_id,boss_floor_flg,stamina,stamina_start,team_exp,limit_time,recovery_hp_rate,recovery_tp_rate,start_tp_rate,reward_image_1,reward_count_1,reward_image_2,reward_count_2,reward_image_3,reward_count_3,reward_image_4,reward_count_4,reward_image_5,reward_count_5,additional_reward_type,additional_reward_id,fix_reward_group_id,odds_group_id,chest_id,background,bg_position,wave_group_id,enemy_position_x_1,enemy_local_position_y_1,enemy_size_1,enemy_position_x_2,enemy_local_position_y_2,enemy_size_2,enemy_position_x_3,enemy_local_position_y_3,enemy_size_3,enemy_position_x_4,enemy_local_position_y_4,enemy_size_4,enemy_position_x_5,enemy_local_position_y_5,enemy_size_5,wave_bgm,clp_flag
71020103,2,103,1,2,0,0,0,0,0,90,50,50,500,91002,30,114012,5,94002,22200,0,0,0,0,0,0,2100203,0,40004,101311,-100,710201031,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71020104,2,104,1,1,0,0,0,0,0,90,50,50,500,91002,30,124282,5,94002,22300,0,0,0,0,0,0,2100204,0,40004,101311,-100,710201041,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71020105,2,105,1,3,0,0,0,0,0,90,50,50,500,91002,30,114222,5,94002,22400,0,0,0,0,0,0,2100205,0,40004,101311,-100,710201051,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71020106,2,106,1,4,0,0,0,0,0,90,50,50,500,91002,30,124312,5,94002,22500,0,0,0,0,0,0,2100206,0,40004,101311,-100,710201061,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71020107,2,107,1,2,0,0,0,0,0,90,50,50,500,91002,30,124342,5,94002,22600,0,0,0,0,0,0,2100207,0,40004,101311,-100,710201071,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71020108,2,108,1,1,0,0,0,0,0,90,50,50,500,91002,30,114252,5,94002,22700,0,0,0,0,0,0,2100208,0,40004,101311,-100,710201081,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71020109,2,109,1,3,0,0,0,0,0,90,50,50,500,91002,30,124372,5,94002,22800,0,0,0,0,0,0,2100209,0,40004,101311,-100,710201091,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71020110,2,110,1,4,72020110,1,0,0,0,90,50,50,500,140000,1,91002,100,31037,3,94002,22900,0,0,0,0,2100210,0,40004,101313,-100,710201101,-335,0,0.9,-168,0,0.9,-1,0,0.7,166,-20,0.7,333,0,0.7,bgm_M126,1
71030111,3,111,1,2,0,0,0,0,0,90,50,50,500,91002,30,114132,5,94002,23000,0,0,0,0,0,0,2100211,0,40004,101321,-100,710301111,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030112,3,112,1,1,0,0,0,0,0,90,50,50,500,91002,30,124432,5,94002,23100,0,0,0,0,0,0,2100212,0,40004,101321,-100,710301121,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030113,3,113,1,3,0,0,0,0,0,90,50,50,500,91002,30,124522,5,94002,23200,0,0,0,0,0,0,2100213,0,40004,101321,-100,710301131,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030114,3,114,1,4,0,0,0,0,0,90,50,50,500,91002,30,114162,5,94002,23300,0,0,0,0,0,0,2100214,0,40004,101321,-100,710301141,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030115,3,115,1,2,0,0,0,0,0,90,50,50,500,91002,30,124042,5,94002,23400,0,0,0,0,0,0,2100215,0,40004,101321,-100,710301151,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030116,3,116,1,1,0,0,0,0,0,90,50,50,500,91002,30,114102,5,94002,23500,0,0,0,0,0,0,2100216,0,40004,101321,-100,710301161,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030117,3,117,1,3,0,0,0,0,0,90,50,50,500,91002,30,114072,5,94002,23600,0,0,0,0,0,0,2100217,0,40004,101321,-100,710301171,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030118,3,118,1,4,0,0,0,0,0,90,50,50,500,91002,30,124192,5,94002,23700,0,0,0,0,0,0,2100218,0,40004,101321,-100,710301181,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030119,3,119,1,2,0,0,0,0,0,90,50,50,500,91002,30,114012,5,94002,23800,0,0,0,0,0,0,2100219,0,40004,101321,-100,710301191,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030120,3,120,1,1,0,1,0,0,0,90,50,50,500,140000,1,91002,100,31011,3,94002,23900,0,0,0,0,2100220,0,40004,101323,-100,710301201,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.8,333,0,0.7,bgm_M126,1
71030121,3,121,1,3,0,0,0,0,0,90,50,50,500,91002,30,124282,5,94002,24000,0,0,0,0,0,0,2100221,0,40004,101321,-100,710301211,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030122,3,122,1,4,0,0,0,0,0,90,50,50,500,91002,30,114222,5,94002,24100,0,0,0,0,0,0,2100222,0,40004,101321,-100,710301221,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030123,3,123,1,2,0,0,0,0,0,90,50,50,500,91002,30,124312,5,94002,24200,0,0,0,0,0,0,2100223,0,40004,101321,-100,710301231,-335,0,0.7,-168,0,0.7,-1,0,0.55,166,0,0.7,333,0,0.7,bgm_M127,1
71030124,3,124,1,1,0,0,0,0,0,90,50,50,500,91002,30,124342,5,94002,24300,0,0,0,0,0,0,2100224,0,40004,101321,-100,710301241,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030125,3,125,1,3,0,0,0,0,0,90,50,50,500,91002,30,114252,5,94002,24400,0,0,0,0,0,0,2100225,0,40004,101321,-100,710301251,-335,0,0.9,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030126,3,126,1,4,0,0,0,0,0,90,50,50,500,91002,30,124372,5,94002,24500,0,0,0,0,0,0,2100226,0,40004,101321,-100,710301261,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030127,3,127,1,2,0,0,0,0,0,90,50,50,500,91002,30,114132,5,94002,24600,0,0,0,0,0,0,2100227,0,40004,101321,-100,710301271,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030128,3,128,1,1,0,0,0,0,0,90,50,50,500,91002,30,124432,5,94002,24700,0,0,0,0,0,0,2100228,0,40004,101321,-100,710301281,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030129,3,129,1,3,0,0,0,0,0,90,50,50,500,91002,30,124522,5,94002,24800,0,0,0,0,0,0,2100229,0,40004,101321,-100,710301291,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71030130,3,130,1,4,72030130,1,0,0,0,90,50,50,500,140000,1,91002,100,31046,3,94002,24900,0,0,0,0,2100230,0,40004,101323,-100,710301301,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.8,333,0,0.7,bgm_M126,1
71040131,4,131,1,2,0,0,0,0,0,90,50,50,500,91002,30,124282,5,94002,25000,0,0,0,0,0,0,2100231,0,40004,101371,-100,710401311,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040132,4,132,1,1,0,0,0,0,0,90,50,50,500,91002,30,114162,5,94002,25100,0,0,0,0,0,0,2100232,0,40004,101371,-100,710401321,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040133,4,133,1,3,0,0,0,0,0,90,50,50,500,91002,30,114581,5,94002,25200,0,0,0,0,0,0,2100233,0,40004,101371,-100,710401331,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040134,4,134,1,4,0,0,0,0,0,90,50,50,500,91002,30,114102,5,94002,25300,0,0,0,0,0,0,2100234,0,40004,101371,-100,710401341,-335,0,0.9,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040135,4,135,1,2,0,0,0,0,0,90,50,50,500,91002,30,124372,5,94002,25400,0,0,0,0,0,0,2100235,0,40004,101371,-100,710401351,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040136,4,136,1,1,0,0,0,0,0,90,50,50,500,91002,30,124312,5,94002,25500,0,0,0,0,0,0,2100236,0,40004,101371,-100,710401361,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040137,4,137,1,3,0,0,0,0,0,90,50,50,500,91002,30,124432,5,94002,25600,0,0,0,0,0,0,2100237,0,40004,101371,-100,710401371,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040138,4,138,1,4,0,0,0,0,0,90,50,50,500,91002,30,124342,5,94002,25700,0,0,0,0,0,0,2100238,0,40004,101371,-100,710401381,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040139,4,139,1,2,0,0,0,0,0,90,50,50,500,91002,30,114072,5,94002,25800,0,0,0,0,0,0,2100239,0,40004,101371,-100,710401391,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040140,4,140,1,1,0,1,0,0,0,90,50,50,500,140000,1,91002,100,31025,3,94002,25900,0,0,0,0,2100240,0,40004,101373,-100,710401401,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M126,1
71040141,4,141,1,3,0,0,0,0,0,90,50,50,500,91002,30,114551,5,94002,26000,0,0,0,0,0,0,2100241,0,40004,101371,-100,710401411,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040142,4,142,1,4,0,0,0,0,0,90,50,50,500,91002,30,124282,5,94002,26100,0,0,0,0,0,0,2100242,0,40004,101371,-100,710401421,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.55,333,0,0.7,bgm_M127,1
71040143,4,143,1,2,0,0,0,0,0,90,50,50,500,91002,30,124372,5,94002,26200,0,0,0,0,0,0,2100243,0,40004,101371,-100,710401431,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040144,4,144,1,1,0,0,0,0,0,90,50,50,500,91002,30,114102,5,94002,26300,0,0,0,0,0,0,2100244,0,40004,101371,-100,710401441,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040145,4,145,1,3,0,0,0,0,0,90,50,50,500,91002,30,124042,5,94002,26400,0,0,0,0,0,0,2100245,0,40004,101371,-100,710401451,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040146,4,146,1,4,0,0,0,0,0,90,50,50,500,91002,30,124312,5,94002,26500,0,0,0,0,0,0,2100246,0,40004,101371,-100,710401461,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040147,4,147,1,2,0,0,0,0,0,90,50,50,500,91002,30,114072,5,94002,26600,0,0,0,0,0,0,2100247,0,40004,101371,-100,710401471,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040148,4,148,1,1,0,0,0,0,0,90,50,50,500,91002,30,124432,5,94002,26700,0,0,0,0,0,0,2100248,0,40004,101371,-100,710401481,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040149,4,149,1,3,0,0,0,0,0,90,50,50,500,91002,30,124342,5,94002,26800,0,0,0,0,0,0,2100249,0,40004,101371,-100,710401491,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M127,1
71040150,4,150,1,4,72040150,1,0,0,0,90,50,50,500,140000,1,91002,100,31013,3,94002,26900,0,0,0,0,2100250,0,40004,101373,-100,710401501,-335,0,0.7,-168,0,0.7,-1,0,0.7,166,0,0.7,333,0,0.7,bgm_M126,1
