unit_id,promotion_level,equip_slot_1,equip_slot_2,equip_slot_3,equip_slot_4,equip_slot_5,equip_slot_6
104901,2,102014,102011,102281,102493,101551,101551
104901,3,103011,102014,102282,102401,102551,102581
104901,4,103012,103011,103311,103431,102552,102552
104901,5,103013,103012,103282,103491,103551,103581
104901,6,104011,103013,103283,103491,103552,103582
104901,7,104012,104491,104311,103553,103583,103552
104901,8,104013,104012,104432,104401,104581,103553
104901,9,104014,104013,104283,104432,104582,104551
104901,10,105011,104014,104314,104402,104583,104552
104901,11,105012,105011,105311,104433,105581,104583
104901,12,105013,105012,105342,105401,105582,105581
104901,13,105014,105013,105313,105431,105583,105582
104901,14,999999,105014,105314,105491,105584,105583
105001,1,101251,101251,101371,101521,101611,101611
105001,2,102222,102221,102371,102461,101611,101611
105001,3,103221,102222,102372,102521,102611,102611
105001,4,103252,103221,103521,103611,102613,102613
105001,5,103222,103252,103371,103522,103611,103611
105001,6,104221,103222,103372,103522,103371,103613
105001,7,104222,104221,104371,103614,103222,103613
105001,8,104223,104222,104522,104221,104611,103614
105001,9,104224,104223,104462,104222,104612,104611
105001,10,105221,104224,104463,104223,104613,104612
105001,11,105222,105221,105521,104224,105611,104613
105001,12,105223,105222,105372,105221,105612,105611
105001,13,105224,105223,105373,105222,105613,105612
105001,14,999999,105224,105523,105223,105614,105613
105101,1,101011,101011,101011,101401,101551,101551
105101,2,102013,102011,102281,102493,101551,101551
105101,3,103011,102013,102013,102401,102551,102551
105101,4,103012,103011,103311,103431,102552,102552
105101,5,103013,103012,103282,103401,103551,103551
105101,6,104011,103013,103283,103401,103552,103552
105101,7,104012,104011,104281,103553,103583,103552
105101,8,104013,104012,104312,104491,104581,103553
105101,9,104014,104013,104402,104282,104582,104551
105101,10,105011,104014,104314,104283,104583,104552
105101,11,105012,105011,105311,104284,105581,104553
105101,12,105013,105012,105431,105281,105552,105551
105101,13,105014,105013,105313,105282,105553,105552
105101,14,999999,105014,105314,105283,105554,105553
105201,1,101011,101161,101281,101401,101431,101581
105201,2,102013,102162,102311,102493,101401,101581
105201,3,103011,102163,102312,102401,102581,102581
105201,4,103012,103161,103311,103431,102401,102582
105201,5,103013,103162,103282,103491,103581,103581
105201,6,104011,103193,103283,103491,103401,103552
105201,7,104012,104161,104311,103583,103583,103491
105201,8,104013,104162,104312,104401,104581,103583
105201,9,104014,104163,104283,104312,104582,104581
105201,10,105011,104164,104314,104313,104583,104582
105201,11,105012,105161,105311,104314,105581,104583
105201,12,105013,105162,105312,105311,105582,105581
105201,13,105014,105163,105313,105312,105583,105582
105201,14,999999,105164,105314,105313,105584,105583
105301,1,101011,101071,101281,101401,101011,101581
105301,2,102013,102071,102281,102491,101011,101581
105301,3,103071,102013,102282,102401,102581,102581
105301,4,103012,103011,103281,103431,102013,102582
105301,5,103072,103012,103282,103401,103011,103581
105301,6,104011,103072,103343,103401,103012,103582
105301,7,104012,104071,104281,103553,103013,103582
105301,8,104013,104072,104342,104401,104551,103583
105301,9,104014,104073,104343,104342,104552,104581
105301,10,105011,104074,104344,104343,104554,104582
105301,11,105012,105071,105341,104344,105551,104583
105301,12,105013,105072,105312,105341,105552,105581
105301,13,105014,105073,105283,105342,105553,105582
105301,14,999999,105074,105284,105343,105554,105583
105401,1,101101,101101,101281,101431,101581,101551
105401,2,102101,102071,102341,102491,101581,101551
105401,3,103071,102101,102342,102432,102581,102551
105401,4,103101,103071,103341,103431,102582,102552
105401,5,103072,103101,103342,103432,103581,103551
105401,6,104101,103072,103343,103401,103552,103342
105401,7,104102,104101,104341,103583,103553,103582
105401,8,104103,104102,104432,104491,104581,103583
105401,9,104104,104103,104343,104102,104582,104551
105401,10,105101,104104,104344,104343,104553,104552
105401,11,105102,105101,105341,104344,105551,104553
105401,12,105103,105102,105342,105341,105582,105551
105401,13,105104,105103,105283,105342,105583,105552
105401,14,999999,105104,105284,105343,105584,105553
105501,1,101161,101161,101281,101431,101581,101551
105501,2,102163,102162,102341,102491,101581,101551
105501,3,103161,102163,102342,102432,102581,102551
105501,4,103162,103161,103341,103431,102582,102552
105501,5,103193,103162,103342,103432,103581,103551
105501,6,104161,103193,103343,103401,103552,103342
105501,7,104162,104161,104281,103583,103553,103582
105501,8,104163,104162,104432,104491,104581,103583
105501,9,104164,104163,104283,104282,104582,104581
105501,10,105161,104164,104433,104283,104583,104582
105501,11,105162,105161,105281,104433,105581,104583
105501,12,105163,105162,105282,105401,105582,105581
105501,13,105164,105163,105491,105431,105583,105582
105501,14,999999,105164,105432,105491,105584,105583
105601,1,101011,101011,101281,101431,101581,101581
105601,2,102041,102071,102341,102431,101581,101581
105601,3,103071,102041,102342,102432,102581,102581
105601,4,103041,103071,103341,103431,102582,102582
105601,5,103042,103041,103342,103432,103581,103581
105601,6,104041,103042,103343,103432,103582,103582
105601,7,104042,104041,104341,103583,103583,103582
105601,8,104043,104042,104342,104431,104581,103583
105601,9,104044,104043,104343,104432,104582,104581
105601,10,105041,104044,104344,104402,104583,104582
105601,11,105042,105041,105341,104433,105581,104583
105601,12,105043,105042,105342,105401,105582,105581
105601,13,105044,105043,105283,105431,105583,105582
105601,14,999999,105044,105344,105491,105584,105583
105701,1,101011,101011,101281,101401,101011,101551
105701,2,102013,102011,102281,102493,101551,101551
105701,3,103011,102013,102282,102401,102011,102551
105701,4,103012,103011,103281,103431,102552,102552
105701,5,103013,103012,103282,103401,103071,103551
105701,6,104011,103013,103283,103401,103552,103552
105701,7,104012,104011,104281,103553,103013,103552
105701,8,104013,104012,104282,104011,104551,103553
105701,9,104014,104013,104402,104012,104552,104551
105701,10,105011,104014,104284,104013,104554,104552
105701,11,105012,105011,105281,104014,105551,104553
105701,12,105013,105012,105282,105011,105552,105551
105701,13,105014,105013,105343,105012,105553,105552
105701,14,999999,105014,105284,105013,105554,105553
105801,1,101011,101071,101281,101401,101551,101581
105801,2,102013,102011,102311,102493,101431,101581
105801,3,103011,102401,102282,102401,102011,102551
105801,4,103012,103011,103311,103581,102401,102582
105801,5,103013,103401,103282,103432,103581,103551
105801,6,104011,103013,103283,103491,103401,103582
105801,7,104012,104491,104311,103583,103583,103401
105801,8,104013,104012,104432,104491,104581,103583
105801,9,104014,104013,104283,104282,104582,104581
105801,10,105011,104014,104314,104283,104583,104582
105801,11,105012,105011,105281,104433,105581,104583
105801,12,105013,105012,105431,105281,105582,105581
105801,13,105014,105013,105313,105282,105583,105582
105801,14,999999,105014,105314,105283,105584,105583
105901,1,101161,101161,101281,101431,101581,101551
105901,2,102163,102162,102341,102491,101581,101551
105901,3,103161,102163,102342,102432,102581,102551
105901,4,103162,103161,103341,103431,102582,102552
105901,5,103193,103162,103342,103432,103581,103551
105901,6,104161,103193,103343,103401,103552,103342
105901,7,104162,104161,104341,103583,103553,103582
105901,8,104163,104162,104432,104491,104581,103583
105901,9,104164,104163,104343,104342,104582,104581
105901,10,105161,104164,104433,104343,104583,104582
105901,11,105162,105161,105401,104433,105581,104583
105901,12,105163,105162,105342,105401,105582,105581
105901,13,105164,105163,105283,105431,105583,105582
105901,14,999999,105164,105432,105491,105584,105583
106001,1,101251,101251,101371,101521,101611,101611
106001,2,102222,102221,102371,102461,101611,101611
106001,3,103221,102222,102372,102521,102611,102611
106001,4,103252,103221,103521,103521,102613,102613
106001,5,103222,103252,103371,103522,103611,103611
106001,6,104221,103222,103372,103522,103371,103613
106001,7,104222,104221,104371,103614,103222,103613
106001,8,104223,104222,104522,104221,104611,103614
106001,9,104224,104223,104462,104222,104612,104611
106001,10,105221,104224,104463,104223,104613,104612
106001,11,105222,105221,105521,104224,105611,104613
106001,12,105223,105222,105372,105221,105612,105611
106001,13,105224,105223,105373,105222,105613,105612
106001,14,999999,105224,105523,105223,105614,105613
106101,1,101071,101071,101281,101401,101581,101551
106101,2,102013,102071,102281,102493,101581,101551
106101,3,103071,102013,102282,102401,102581,102551
106101,4,103012,103071,103281,103431,102582,102552
106101,5,103072,103012,103282,103401,103581,103551
106101,6,104071,103072,103283,103401,103582,103552
106101,7,104072,104071,104281,103553,103583,103552
106101,8,104073,104072,104282,104011,104551,103553
106101,9,104074,104013,104402,104012,104552,104551
106101,10,105071,104074,104284,104013,104554,104552
106101,11,105072,105071,105341,104014,105551,104554
106101,12,105073,105072,105282,105011,105552,105551
106101,13,105074,105073,105343,105012,105553,105552
106101,14,999999,105074,105284,105013,105554,105553
106301,1,101131,101131,101281,101551,101131,101551
106301,2,102131,102071,102341,102551,101131,101551
106301,3,103071,102131,102342,102552,102071,102551
106301,4,103131,103071,103341,103431,102131,102552
106301,5,103132,103131,103342,103342,103071,103551
106301,6,104131,103132,103343,103432,103131,103552
106301,7,104132,104131,104341,103553,103132,103582
106301,8,104133,104132,104342,104131,104551,103553
106301,9,104134,104133,104343,104132,104552,104551
106301,10,105131,104134,104433,104133,104554,104552
106301,11,105132,105131,105341,104134,105551,104553
106301,12,105133,105132,105282,105131,105552,105551
106301,13,105134,105133,105343,105132,105553,105552
106301,14,999999,105134,105344,105133,105554,105553
107001,1,101251,101251,101371,101521,101611,101611
107001,2,102222,102221,102371,102461,101611,101611
107001,3,103221,102222,102372,102521,102611,102611
107001,4,103252,103221,103521,103521,102613,102613
107001,5,103222,103252,103371,103522,103611,103611
107001,6,104221,103222,103372,103522,103371,103613
107001,7,104222,104221,104371,103614,103222,103613
107001,8,104223,104222,104522,104221,104611,103614
107001,9,104224,104223,104462,104222,104612,104611
107001,10,105221,104224,104463,104223,104613,104612
107001,11,105222,105221,105521,104224,105611,104613
107001,12,105223,105222,105372,105221,105612,105611
107001,13,105224,105223,105373,105222,105613,105612
107001,14,999999,105224,105523,105223,105614,105613
107101,1,101011,101011,101281,101401,101011,101551
107101,2,102013,102011,102281,102071,101551,101551
107101,3,103011,102013,102282,102401,102011,102551
107101,4,103012,103011,103281,103431,102552,102552
107101,5,103013,103012,103282,103401,103071,103551
107101,6,104011,103013,103283,103401,103552,103552
107101,7,104012,104011,104281,103013,103553,103552
107101,8,104013,104012,104282,104011,104551,103553
107101,9,104014,104013,104402,104012,104552,104551
107101,10,105011,104014,104284,104013,104553,104552
107101,11,105012,105011,105281,104014,105551,104553
107101,12,105013,105012,105282,105011,105552,105551
107101,13,105014,105013,105283,105012,105553,105552
107101,14,999999,105014,105284,105013,105554,105553
107501,1,101011,101011,101281,101401,101011,101551
107501,2,102013,102011,102281,102071,101551,101551
107501,3,103011,102013,102282,102401,102011,102551
107501,4,103012,103011,103281,103431,102552,102552
107501,5,103013,103012,103282,103401,103071,103551
107501,6,104011,103013,103283,103401,103552,103552
107501,7,104012,104011,104281,103013,103553,103552
107501,8,104013,104012,104282,104011,104551,103553
107501,9,104014,104013,104402,104012,104552,104551
107501,10,105011,104014,104284,104013,104553,104552
107501,11,105012,105011,105281,104014,105551,104554
107501,12,105013,105012,105282,105011,105552,105551
107501,13,105014,105013,105491,105012,105553,105552
107501,14,999999,105014,105284,105013,105554,105553
107601,1,101161,101161,101281,101431,101581,101581
107601,2,102163,102162,102341,102491,101581,101581
107601,3,103161,102163,102342,102432,102581,102581
107601,4,103162,103161,103341,103431,102582,102582
107601,5,103193,103162,103342,103432,103581,103581
107601,6,104161,103193,103343,103401,103582,103582
107601,7,104162,104161,104341,103583,103614,103582
107601,8,104163,104162,104432,104491,104581,103614
107601,9,104164,104163,104343,104432,104582,104581
107601,10,105161,104164,104433,104343,104583,104582
107601,11,105162,105161,105401,104344,105581,104583
107601,12,105163,105162,105342,105341,105582,105581
107601,13,105164,105163,105283,105342,105583,105582
107601,14,999999,105164,105432,105343,105584,105583
107701,1,101251,101251,101371,101521,101611,101581
107701,2,102252,102251,102371,102461,101611,101581
107701,3,103251,102252,102372,102521,102612,102581
107701,4,103252,103251,103521,103521,102614,102582
107701,5,103222,103252,103371,103461,103612,103581
107701,6,104251,103222,103372,103522,103613,103582
107701,7,104252,104461,104371,103614,103222,103582
107701,8,104253,104252,104372,104461,104581,103614
107701,9,104254,104253,104462,104522,104582,104611
107701,10,105251,104254,104373,104523,104583,104612
107701,11,105252,105251,105371,104463,105581,104613
107701,12,105253,105252,105522,105521,105582,105611
107701,13,105254,105253,105462,105522,105583,105612
107701,14,999999,105254,105374,105462,105584,105613
107801,1,101251,101251,101371,101521,101611,101611
107801,2,102222,102221,102371,102461,101611,101611
107801,3,103221,102222,102372,102521,102611,102611
107801,4,103252,103221,103521,103521,102613,102613
107801,5,103222,103252,103371,103522,103611,103611
107801,6,104221,103222,103372,103522,103371,103613
107801,7,104222,104221,104371,103614,103222,103613
107801,8,104223,104222,104522,104221,104611,103614
107801,9,104224,104223,104523,104222,104612,104611
107801,10,105221,104224,104463,104223,104613,104612
107801,11,105222,105221,105521,104224,105611,104613
107801,12,105223,105222,105522,105221,105612,105611
107801,13,105224,105223,105373,105222,105613,105612
107801,14,999999,105224,105523,105223,105614,105613
107901,1,101071,101071,101281,101431,101551,101551
107901,2,102041,102071,102431,102431,101551,101551
107901,3,103071,102041,102342,102432,102551,102551
107901,4,103041,103431,103341,103431,102552,102552
107901,5,103072,103041,103342,103432,103551,103551
107901,6,104071,103072,103343,103432,103552,103552
107901,7,104072,104071,104341,103553,103072,103552
107901,8,104073,104072,104342,104431,104551,103553
107901,9,104074,104073,104343,104342,104582,104551
107901,10,105071,104074,104433,104343,104553,104552
107901,11,105072,105071,105401,104344,105551,104554
107901,12,105073,105072,105282,105341,105552,105551
107901,13,105074,105073,105343,105342,105553,105552
107901,14,999999,105074,105344,105343,105554,105553
108001,1,101161,101191,101281,101431,101161,101581
108001,2,102163,102191,102311,102493,101161,101581
108001,3,103161,102192,102282,102401,102162,102581
108001,4,103162,103191,103281,103431,102163,102582
108001,5,103193,103162,103282,103491,103161,103581
108001,6,104161,103193,103283,103432,103162,103582
108001,7,104162,104191,104311,103553,103583,103401
108001,8,104163,104192,104432,104491,104581,103553
108001,9,104194,104193,104283,104432,104552,104551
108001,10,105161,104194,104284,104163,104553,104552
108001,11,105162,105191,105281,104164,105551,104553
108001,12,105163,105192,105282,105161,105552,105551
108001,13,105164,105193,105343,105162,105553,105552
108001,14,999999,105194,105284,105163,105554,105553
108101,1,101191,101191,101281,101401,101551,101551
108101,2,102041,102191,102341,102191,101551,101551
108101,3,103191,102041,102342,102401,102551,102551
108101,4,103041,103191,103341,103191,102552,102552
108101,5,103042,103192,103342,103041,103551,103551
108101,6,104041,103042,103343,103401,103552,103552
108101,7,104042,104041,104341,103553,103583,103552
108101,8,104043,104042,104342,104401,104551,103553
108101,9,104044,104043,104343,104432,104552,104551
108101,10,105041,104044,104344,104402,104553,104552
108101,11,105042,105041,105341,104433,105551,104554
108101,12,105043,105042,105282,105401,105552,105551
108101,13,105044,105043,105491,105431,105553,105552
108101,14,999999,105044,105344,105491,105554,105553
108201,1,101101,101101,101281,101431,101071,101551
108201,2,102101,102071,102341,102431,101101,101551
108201,3,103071,102101,102342,102432,102071,102551
108201,4,103101,103071,103341,103431,102101,102552
108201,5,103072,103101,103342,103432,103071,103551
108201,6,104101,103072,103343,103432,103552,103552
108201,7,104102,104101,104341,103583,103072,103552
108201,8,104103,104102,104342,104431,104551,103553
108201,9,104104,104103,104343,104102,104552,104551
108201,10,105101,104104,104433,104343,104553,104552
108201,11,105102,105101,105341,104433,105551,104554
108201,12,105103,105102,105282,105341,105552,105551
108201,13,105104,105103,105491,105342,105553,105552
108201,14,999999,105104,105432,105343,105554,105553
108301,1,101251,101251,101371,101521,101611,101611
108301,2,102222,102221,102371,102461,101611,101611
108301,3,103221,102222,102372,102521,102611,102611
108301,4,103252,103221,103521,103611,102613,102613
108301,5,103222,103252,103371,103522,103611,103611
108301,6,104221,103222,103372,103522,103371,103613
108301,7,104222,104521,104371,103614,103583,103613
108301,8,104223,104222,104372,104461,104581,103583
108301,9,104224,104223,104523,104522,104612,104581
108301,10,105221,104224,104373,104462,104613,104582
108301,11,105222,105221,105371,104463,105611,104583
108301,12,105223,105222,105372,105521,105612,105581
108301,13,105224,105223,105373,105522,105613,105582
108301,14,999999,105224,105523,105462,105614,105583
108401,1,101251,101251,101371,101521,101611,101611
108401,2,102252,102251,102371,102461,101611,101611
108401,3,103251,102252,102372,102521,102612,102611
108401,4,103252,103251,103521,103521,102614,102613
108401,5,103222,103252,103371,103461,103612,103611
108401,6,104251,103222,103372,103522,103613,103613
108401,7,104252,104521,104371,103614,103583,103613
108401,8,104253,104252,104372,104461,104581,103614
108401,9,104254,104253,104523,104372,104582,104611
108401,10,105251,104254,104373,104462,104613,104612
108401,11,105252,105251,105371,104463,105611,104613
108401,12,105253,105252,105522,105521,105582,105611
108401,13,105254,105253,105462,105522,105583,105612
108401,14,999999,105254,105374,105462,105584,105613
108501,1,101161,101431,101281,101191,101551,101581
108501,2,102163,102431,102311,102191,101431,101581
108501,3,103161,102401,102282,102192,102191,102551
108501,4,103162,103581,103311,103191,102401,102401
108501,5,103193,103432,103282,103192,103581,103551
108501,6,104161,103583,103283,103192,103582,103282
108501,7,104162,104401,104311,103193,103583,103582
108501,8,104163,104162,104282,104491,104581,103583
108501,9,104164,104163,104313,104432,104582,104581
108501,10,105161,104164,104433,104313,104583,104582
108501,11,105162,105161,105281,104433,105581,104583
108501,12,105163,105162,105342,105401,105582,105581
108501,13,105164,105163,105283,105431,105583,105582
108501,14,999999,105164,105314,105491,105584,105583
108601,1,101191,101161,101281,101191,101551,101581
108601,2,102192,102162,102311,102191,101551,101551
108601,3,103191,102163,102282,102192,102191,102551
108601,4,103192,103161,103311,103191,102552,102552
108601,5,103193,103162,103282,103192,103191,103551
108601,6,104191,103553,103283,103192,103552,103552
108601,7,104192,104161,104311,103193,103193,103582
108601,8,104193,104162,104282,104191,104551,103553
108601,9,104194,104163,104402,104192,104552,104551
108601,10,105191,104164,104433,104193,104583,104552
108601,11,105192,105161,105401,104194,105551,104554
108601,12,105193,105162,105431,105191,105552,105551
108601,13,105194,105163,105343,105192,105553,105552
108601,14,999999,105164,105344,105193,105554,105553
108701,1,101101,101071,101281,101431,101071,101551
108701,2,102101,102071,102341,102431,101551,101551
108701,3,103071,102101,102342,102432,102551,102551
108701,4,103101,103071,103341,103431,102552,102552
108701,5,103072,103101,103342,103432,103551,103551
108701,6,104101,103072,103343,103432,103342,103582
108701,7,104102,104101,104341,103553,103072,103552
108701,8,104103,104102,104342,104101,104551,103553
108701,9,104104,104103,104343,104102,104552,104551
108701,10,105101,104104,104344,104103,104554,104552
108701,11,105102,105101,105341,104104,105551,104553
108701,12,105103,105102,105282,105101,105552,105551
108701,13,105104,105103,105343,105102,105553,105552
108701,14,999999,105104,105344,105103,105554,105553
108801,1,101251,101251,101371,101521,101611,101581
108801,2,102252,102251,102371,102461,101611,101611
108801,3,103251,102252,102372,102521,102612,102581
108801,4,103252,103251,103521,103521,102613,102614
108801,5,103222,103252,103371,103461,103612,103581
108801,6,104251,103222,103372,103522,103613,103613
108801,7,104252,104251,104371,103614,103614,103461
108801,8,104253,104252,104372,104461,104611,103614
108801,9,104254,104253,104523,104522,104612,104611
108801,10,105251,104254,104373,104523,104613,104612
108801,11,105252,105251,105371,104373,105581,104613
108801,12,105253,105252,105522,105521,105612,105611
108801,13,105254,105253,105462,105522,105583,105612
108801,14,999999,105254,105374,105462,105584,105613
108901,1,101011,101011,101281,101431,101581,101581
108901,2,102013,102071,102371,102431,101581,101581
108901,3,103071,102013,102372,102432,102581,102581
108901,4,103012,103071,103281,103431,102582,102582
108901,5,103013,103012,103371,103432,103581,103581
108901,6,104011,103013,103372,103432,103582,103582
108901,7,104012,104011,104371,103583,103583,103582
108901,8,104013,104012,104372,104431,104581,103583
108901,9,104014,104013,104283,104432,104582,104581
108901,10,105011,104014,104373,104402,104583,104582
108901,11,105012,105011,105371,104433,105581,104583
108901,12,105013,105012,105342,105401,105582,105581
108901,13,105014,105013,105373,105431,105583,105582
108901,14,999999,105014,105374,105491,105584,105583
109001,1,101191,101191,101401,101191,101551,101551
109001,2,102192,102191,102281,102191,101551,101551
109001,3,103191,102192,102282,102192,102551,102551
109001,4,103192,103191,103281,103191,102552,102552
109001,5,103193,103192,103371,103192,103551,103551
109001,6,104191,103193,103283,103192,103552,103552
109001,7,104192,104191,104281,103193,103553,103552
109001,8,104193,104192,104282,104191,104551,103553
109001,9,104194,104193,104283,104192,104552,104551
109001,10,105191,104194,104284,104193,104554,104552
109001,11,105192,105191,105281,104194,105551,104553
109001,12,105193,105192,105431,105191,105552,105551
109001,13,105194,105193,105343,105192,105553,105552
109001,14,999999,105194,105344,105193,105554,105553
109101,1,101011,101011,101281,101401,101071,101581
109101,2,102014,102011,102311,102493,101071,101551
109101,3,103011,102014,102282,102401,102071,102551
109101,4,103012,103011,103311,103581,102582,102552
109101,5,103013,103012,103282,103401,103071,103551
109101,6,104011,103013,103283,103401,103552,103552
109101,7,104012,104011,104311,103553,103072,103582
109101,8,104013,104012,104312,104401,104551,103553
109101,9,104014,104013,104402,104432,104552,104551
109101,10,105011,104014,104284,104402,104554,104552
109101,11,105012,105011,105281,104284,105551,104553
109101,12,105013,105012,105342,105281,105552,105551
109101,13,105014,105013,105283,105282,105553,105552
109101,14,999999,105014,105284,105283,105554,105553
109201,1,101251,101251,101371,101521,101611,101611
109201,2,102222,102221,102371,102461,101611,101611
109201,3,103221,102222,102372,102521,102611,102611
109201,4,103252,103221,103521,103521,102613,102613
109201,5,103222,103252,103371,103522,103611,103611
109201,6,104221,103222,103372,103522,103371,103613
109201,7,104222,104221,104371,103614,103222,103613
109201,8,104223,104222,104522,104221,104611,103614
109201,9,104224,104223,104523,104222,104612,104611
109201,10,105221,104224,104463,104223,104613,104612
109201,11,105222,105221,105521,104224,105611,104613
109201,12,105223,105222,105372,105221,105612,105611
109201,13,105224,105223,105373,105222,105613,105612
109201,14,999999,105224,105523,105223,105614,105613
109301,1,101251,101251,101371,101521,101611,101611
109301,2,102222,102221,102371,102461,101611,101611
109301,3,103221,102222,102372,102521,102611,102611
109301,4,103252,103221,103521,103521,102613,102613
109301,5,103222,103252,103371,103522,103611,103611
109301,6,104221,103222,103372,103522,103371,103613
109301,7,104222,104221,104371,103614,103222,103613
109301,8,104223,104222,104522,104221,104611,103614
109301,9,104224,104223,104523,104222,104612,104611
109301,10,105221,104224,104463,104223,104613,104612
109301,11,105222,105221,105521,104224,105611,104613
109301,12,105223,105222,105372,105221,105612,105611
109301,13,105224,105223,105373,105222,105613,105612
109301,14,999999,105224,105523,105223,105614,105613
109401,1,101251,101251,101371,101521,101611,101611
109401,2,102222,102221,102371,102461,101611,101611
109401,3,103221,102222,102372,102222,102611,102611
109401,4,103252,103521,103251,103611,102613,102613
109401,5,103222,103252,103371,103522,103611,103611
109401,6,104221,103222,103372,103252,103613,103613
109401,7,104222,104221,104371,103614,103614,103613
109401,8,104223,104222,104522,104221,104611,103614
109401,9,104224,104223,104462,104222,104612,104611
109401,10,105221,104224,104463,104223,104613,104612
109401,11,105222,105221,105521,104224,105611,104613
109401,12,105223,105222,105372,105221,105612,105611
109401,13,105224,105223,105373,105222,105613,105612
109401,14,999999,105224,105523,105223,105614,105613
109501,1,101251,101521,101281,101431,101581,101581
109501,2,102521,102251,102371,102431,101581,101581
109501,3,103251,102521,102372,102432,102581,102581
109501,4,103252,103521,103521,103581,102582,102582
109501,5,103222,103522,103371,103461,103581,103581
109501,6,104251,103583,103372,103461,103371,103582
109501,7,104252,104371,104461,103583,103583,103582
109501,8,104253,104252,104372,104461,104581,103583
109501,9,104254,104253,104523,104372,104582,104581
109501,10,105251,104254,104373,104462,104583,104582
109501,11,105252,105251,105521,104463,105581,104583
109501,12,105253,105252,105342,105371,105582,105581
109501,13,105254,105253,105373,105372,105583,105582
109501,14,999999,105254,105374,105373,105584,105583
109601,1,101071,101071,101281,101431,101551,101551
109601,2,102041,102071,102431,102431,101551,101551
109601,3,103071,102041,102342,102432,102551,102551
109601,4,103041,103431,103341,103431,102552,102552
109601,5,103072,103041,103342,103432,103551,103551
109601,6,104071,103072,103343,103432,103552,103552
109601,7,104072,104071,104341,103553,103072,103552
109601,8,104073,104072,104342,104071,104551,103553
109601,9,104074,104073,104343,104072,104552,104551
109601,10,105071,104074,104433,104073,104553,104552
109601,11,105072,105071,105401,104074,105551,104553
109601,12,105073,105072,105282,105071,105552,105551
109601,13,105074,105073,105343,105072,105553,105552
109601,14,999999,105074,105344,105073,105554,105553
109701,1,101191,101191,101401,101191,101551,101551
109701,2,102192,102191,102281,102191,101551,101551
109701,3,103191,102192,102282,102192,102551,102551
109701,4,103192,103191,103281,103191,102552,102552
109701,5,103193,103192,103282,103192,103551,103551
109701,6,104191,103193,103283,103192,103552,103552
109701,7,104192,104191,104281,103193,103553,103552
109701,8,104193,104192,104282,104191,104551,103553
109701,9,104194,104193,104283,104192,104552,104551
109701,10,105191,104194,104284,104193,104554,104552
109701,11,105192,105191,105281,104194,105551,104553
109701,12,105193,105192,105431,105191,105552,105551
109701,13,105194,105193,105343,105192,105553,105552
109701,14,999999,105194,105284,105193,105554,105553
109801,1,101251,101251,101371,101521,101611,101611
109801,2,102222,102221,102371,102461,101611,101611
109801,3,103221,102222,102372,102521,102611,102611
109801,4,103252,103221,103521,103521,102613,102613
109801,5,103222,103252,103371,103522,103611,103611
109801,6,104221,103222,103372,103522,103371,103613
109801,7,104222,104221,104371,103614,103222,103613
109801,8,104223,104222,104522,104221,104611,103614
109801,9,104224,104223,104523,104222,104612,104611
109801,10,105221,104224,104463,104223,104613,104612
109801,11,105222,105221,105521,104224,105611,104613
109801,12,105223,105222,105372,105221,105612,105611
109801,13,105224,105223,105373,105222,105613,105612
109801,14,999999,105224,105523,105223,105614,105613
109901,1,101251,101251,101371,101521,101611,101581
109901,2,102222,102221,102371,102461,101611,101611
109901,3,103221,102222,102372,102521,102612,102581
109901,4,103252,103221,103521,103521,102613,102614
109901,5,103222,103252,103371,103461,103612,103581
109901,6,104221,103222,103372,103522,103613,103613
109901,7,104252,104221,104371,103614,103614,103461
109901,8,104223,104252,104372,104461,104611,103614
109901,9,104254,104223,104523,104372,104612,104611
109901,10,105251,104254,104373,104523,104613,104612
109901,11,105222,105251,105371,104373,105581,104613
109901,12,105223,105222,105522,105521,105612,105611
109901,13,105224,105223,105462,105522,105613,105612
109901,14,999999,105224,105523,105462,105614,105613
110001,1,101131,101131,101281,101551,101131,101551
110001,2,102131,102071,102341,102551,101131,101551
110001,3,103071,102131,102342,102552,102071,102551
110001,4,103131,103071,103341,103551,102131,102552
110001,5,103132,103131,103342,103552,103071,103551
110001,6,104131,103132,103343,103552,103131,103552
110001,7,104132,104131,104341,103553,103553,103582
110001,8,104133,104132,104342,104131,104551,103553
110001,9,104134,104133,104343,104132,104552,104551
110001,10,105131,104134,104344,104133,104554,104552
110001,11,105132,105131,105281,104134,105551,104553
110001,12,105133,105132,105282,105131,105552,105551
110001,13,105134,105133,105343,105132,105553,105552
110001,14,999999,105134,105344,105133,105554,105553
110101,1,101251,101251,101371,101521,101611,101581
110101,2,102252,102251,102371,102461,101611,101581
110101,3,103251,102252,102372,102521,102612,102581
110101,4,103252,103251,103521,103521,102614,102582
110101,5,103222,103252,103371,103461,103612,103581
110101,6,104251,103222,103372,103522,103613,103582
110101,7,104252,104521,104371,103614,103583,103613
110101,8,104253,104252,104372,104461,104581,103614
110101,9,104254,104253,104523,104372,104612,104581
110101,10,105251,104254,104373,104523,104613,104582
110101,11,105252,105251,105371,104463,105611,104583
110101,12,105253,105252,105372,105521,105612,105581
110101,13,105254,105253,105462,105522,105613,105582
110101,14,999999,105254,105523,105462,105614,105583
110301,1,101011,101431,101281,101011,101551,101581
110301,2,102013,102431,102311,102011,101431,101581
110301,3,103011,102401,102282,102013,102011,102551
110301,4,103012,103581,103311,103011,102401,102401
110301,5,103013,103432,103282,103012,103581,103551
