command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
1070072,7,91,0,"","","","","","",""
1070073,7,4,105831,1,1,"","","","",""
1070074,7,3,105831,omp_talk_joy1,1,"","",0,"",""
1070075,7,21,vo_omp_7007,vo_omp_7007_010,0,0,"","","",""
1070076,7,11,105831,"C'mon, Karyl!\nWe should do the same thing! ♪",20,1,1,"","",""
1070077,7,91,0,"","","","","","",""
1070078,7,3,105831,omp_idle_joy1,1,"","",0,"",""
1070079,7,3,106031,omp_talk_tsun,1,"","",0,"",""
1070080,7,21,vo_omp_7007,vo_omp_7007_011,0,0,"","","",""
1070081,7,11,106031,"Huh?! Says who?! Heck no! No way!\nWait... why are you closing in?!\nKoro! Stop this lunatic!",20,1,1,"","",""
1070082,7,93,4,1,"","","","","",""
1070083,7,3,105831,omp_walk,1,"","",0,"",""
1070084,7,2,105831,-120,-205,1,1,"","",""
1070085,7,91,0,"","","","","","",""
1070086,7,3,105831,omp_idle_joy1,1,"","",0.2,"",""
1070087,7,91,1070081,"","","","","","",""
1070088,7,3,105831,omp_idle_joy1,1,"","",0,"",""
1070089,7,3,106031,omp_idle_tsun,1,"","",0,"",""
1070090,7,3,105931,omp_talk_normal,1,"","",0,"",""
1070091,7,21,vo_omp_7007,vo_omp_7007_012,0,0,"","","",""
1070092,7,11,105931,"Miss Karyl...\nThere is nowhere to run.\nI too would be delighted\nto join in with this idea. ♪",20,1,1,"","",""
1070093,7,91,0,"","","","","","",""
1070094,7,2,105831,-120,-205,0,1,"","",""
1070095,7,2,105931,-440,-205,0,1,"","",""
1070096,7,3,105831,omp_psn_14,0,omp_psn_14_loop,1,0,0.1,""
1070097,7,3,105931,omp_psn_14,0,omp_psn_14_loop,1,0,0.1,""
1070098,7,3,106031,omp_psn_15,0,omp_psn_15_loop,1,0,0,""
1070099,7,21,vo_omp_7007,vo_omp_7007_013,0,0,"","","",""
1070100,7,11,105831,"Squeeeeze! ♪",20,1,1,"","",""
1070101,7,91,0,"","","","","","",""
1070102,7,3,106031,omp_psn_16_loop,1,"","",0,"",""
1070103,7,21,vo_omp_7007,vo_omp_7007_014,0,0,"","","",""
1070104,7,11,106031,"Hey—get off me—aurghh?!\nPecorine... Control yourself...!\nAre you trying to crush me in half?!\nTh-this is the worst!",20,1,1,"","",""
1070105,7,91,0,"","","","","","",""
1070106,7,3,112611,omp_psn_13_loop,1,"","",0,"",""
1070107,7,21,vo_omp_7007,vo_omp_7007_015,0,0,"","","",""
1070108,7,11,112611,Ooh~!\nKaryl-Karyl~!,20,1,1,"","",""
1070109,7,91,0,"","","","","","",""
1070110,7,3,112611,omp_psn_13_loop,1,"","",0,"",""
1070111,7,3,112411,omp_psn_13_loop,1,"","",0,"",""
1070112,7,21,vo_omp_7007,vo_omp_7007_016,0,0,"","","",""
1070113,7,11,112411,"Ahaha! ♪\nWhen the Gourmet Guild girls\nget touchy-feely,\nthey don't hold back!",20,1,1,"","",""
1070114,7,91,0,"","","","","","",""
1070115,7,3,112411,omp_psn_13_loop,1,"","",0,"",""
1070116,7,3,112511,omp_psn_15_loop,1,"","",0,"",""
1070117,7,21,vo_omp_7007,vo_omp_7007_017,0,0,"","","",""
1070118,7,11,112511,"I feel like they might be\ngoing a little bit too far...\nW-wait—stop... Waaaaagh?!",20,1,1,"","",""
1070119,7,93,5.5,1,"","","","","",""
1070120,7,3,112511,omp_psn_16_loop,1,"","",0.1,"",""
1070121,7,91,1070118,"","","","","","",""
1070122,7,93,0.4,"","","","","","",""
1080001,8,1,1,105831,1600,200,-195,1.8,1,omp_idle_normal
1080002,8,1,1,105931,1500,0,-185,1.8,0,omp_talk_normal
1080003,8,1,1,106031,1600,-200,-205,1.8,0,omp_idle_normal
1080004,8,31,1,1,0,0,1,1,"",""
1080005,8,93,1,"","","","","","",""
1080006,8,21,vo_omp_7008,vo_omp_7008_000,0,0,"","","",""
1080007,8,11,105931,"The town of Musa...\nThis is my first time visiting,\nbut it really is a lovely place.",20,1,1,"","",""
1080008,8,91,0,"","","","","","",""
1080009,8,3,105931,omp_idle_normal,1,"","",0,"",""
1080010,8,3,105831,omp_talk_joy1,1,"","",0,"",""
1080011,8,21,vo_omp_7008,vo_omp_7008_001,0,0,"","","",""
1080012,8,11,105831,"Yep! ♪ It's chock-full of energy,\nand there are so many yummy local\nspecialties! How crazy is that?! ☆",20,1,1,"","",""
1080013,8,91,0,"","","","","","",""
1080014,8,3,105831,omp_idle_joy1,1,"","",0,"",""
1080015,8,3,106031,omp_talk_sad,1,"","",0,"",""
1080016,8,21,vo_omp_7008,vo_omp_7008_002,0,0,"","","",""
1080017,8,11,106031,"*sigh* There's no room\nfor anything in your head\nbesides food, is there?",20,1,1,"","",""
1080018,8,91,0,"","","","","","",""
1080019,8,3,106031,omp_idle_sad,1,"","",0,"",""
1080020,8,3,105931,omp_talk_normal,1,"","",0,"",""
1080021,8,21,vo_omp_7008,vo_omp_7008_003,0,0,"","","",""
1080022,8,11,105931,"Eheh. Then might I suggest\nwe go on a little food tour?\nI am feeling peckish myself.",20,1,1,"","",""
1080023,8,91,0,"","","","","","",""
1080024,8,3,105931,omp_idle_normal,1,"","",0,"",""
1080025,8,3,106031,omp_talk_surprise1,1,"","",0,"",""
1080026,8,21,vo_omp_7008,vo_omp_7008_004,0,0,"","","",""
1080027,8,11,106031,"You too, Koro?!",20,1,1,"","",""
1080028,8,91,0,"","","","","","",""
1080029,8,3,106031,omp_idle_surprise1,1,"","",0,"",""
1080030,8,3,105831,omp_talk_normal,1,"","",0,"",""
1080031,8,21,vo_omp_7008,vo_omp_7008_005,0,0,"","","",""
1080032,8,11,105831,"Aren't you going to\njoin us, Karyl?",20,1,1,"","",""
1080033,8,91,0,"","","","","","",""
1080034,8,4,105931,1,"","","","","",""
1080035,8,3,105831,omp_idle_normal,1,"","",0,"",""
1080036,8,3,106031,omp_talk_tsun,1,"","",0,"",""
1080037,8,21,vo_omp_7008,vo_omp_7008_006,0,0,"","","",""
1080038,8,11,106031,"I like tasty things\nas much as the next person!\n...As long as it isn't monster meat.",20,1,1,"","",""
1080039,8,91,0,"","","","","","",""
1080040,8,3,106031,omp_idle_tsun,1,"","",0,"",""
1080041,8,3,105931,omp_talk_normal,1,"","",0,"",""
1080042,8,21,vo_omp_7008,vo_omp_7008_007,0,0,"","","",""
1080043,8,11,105931,"Eheh. Our desires are as one!\nWe truly are the Gourmet Guild.",20,1,1,"","",""
1080044,8,91,0,"","","","","","",""
1080045,8,4,105931,0,"","","","","",""
1080046,8,3,105931,omp_idle_normal,1,"","",0,"",""
1080047,8,3,105831,omp_talk_joy1,1,"","",0,"",""
1080048,8,21,vo_omp_7008,vo_omp_7008_008,0,0,"","","",""
1080049,8,11,105831,"Eheheh~! ♪\nThen there's no time to lose!\nC'mon, Kokkoro, Karyl!",20,1,1,"","",""
1080050,8,91,0,"","","","","","",""
1080051,8,93,0.4,"","","","","","",""
1090001,9,1,1,105831,1600,300,-270,1.8,1,omp_idle_normal
1090002,9,1,1,105931,1700,450,-285,1.8,1,omp_idle_normal
1090003,9,1,1,106031,1600,-310,-230,1.8,1,omp_idle_normal
1090004,9,1,1,112511,1500,-45,-190,1.8,1,omp_idle_normal
1090005,9,1,1,112411,1600,65,-240,1.8,1,omp_idle_normal
1090006,9,1,1,112611,1500,205,-192,1.8,1,omp_idle_normal
1090007,9,31,1,1,0,0,1,1,"",""
1090008,9,93,0.2,"","","","","","",""
1090009,9,3,112611,omp_idle_normal,1,"","",0.1,"",""
1090010,9,3,106031,omp_talk_sad,1,"","",0,"",""
1090011,9,3,112511,omp_idle_normal,1,"","",0.1,"",""
1090012,9,3,105831,omp_idle_normal,1,"","",0.1,"",""
1090013,9,93,0.1,"","","","","","",""
1090014,9,93,1,"","","","","","",""
1090015,9,21,vo_omp_7009,vo_omp_7009_000,0,0,"","","",""
1090016,9,11,106031,"I'd... rather not remember\nthe stuff that happened here.\nWhat the heck was I thinking...?\n*sigh* Talk about a nightmare!",20,1,1,"","",""
1090017,9,91,0,"","","","","","",""
1090018,9,3,106031,omp_psn_17,0,"","",0,"",""
1090019,9,21,vo_omp_7009,vo_omp_7009_001,0,0,"","","",""
1090020,9,11,106031,"Kyaru-kyaru~n! ♪\n...with a... meow...",20,1,1,"","",""
1090021,9,93,2,1,"","","","","",""
1090022,9,3,106031,omp_talk_sad,1,"","",0.2,"",""
1090023,9,91,1090020,"","","","","","",""
1090024,9,3,106031,omp_idle_sad,1,"","",0,"",""
1090025,9,3,105831,omp_psn_17,0,omp_idle_joy1,1,0,0.2,""
1090026,9,21,vo_omp_7009,vo_omp_7009_002,0,0,"","","",""
1090027,9,11,105831,Kyaru-kyaru~n!,20,1,1,"","",""
1090028,9,91,0,"","","","","","",""
1090029,9,3,105931,omp_psn_17,1,omp_idle_normal,"",0,0.2,""
1090030,9,21,vo_omp_7009,vo_omp_7009_003,0,0,"","","",""
1090031,9,11,105931,"Kyaru-kyaru~n.\nAh, how mewtiful.",20,1,1,"","",""
1090032,9,91,0,"","","","","","",""
1090033,9,4,106031,0,"","","","","",""
1090034,9,3,106031,omp_surprise,0,omp_idle_surprise1,1,0,0,""
1090035,9,21,vo_omp_7009,vo_omp_7009_004,0,0,"","","",""
1090036,9,11,106031,"Gah... You guys?!\nD-did you... see that...?!",20,1,1,"","",""
1090037,9,91,0,"","","","","","",""
1090038,9,3,112611,omp_psn_17_other,1,omp_idle_joy1,"",0,0.2,""
1090039,9,21,vo_omp_7009,vo_omp_7009_005,0,0,"","","",""
1090040,9,11,112611,"Kyaru-kyaru~n! ♪\nA truly meowvellous debut! ☆",20,1,1,"","",""
1090041,9,91,0,"","","","","","",""
1090042,9,3,106031,omp_talk_anger2,1,"","",0,"",""
1090043,9,21,vo_omp_7009,vo_omp_7009_006,0,0,"","","",""
1090044,9,11,106031,"I'll kill you! I'll kill all of you!\nI'll kill you all deader than dead\nand then kill myself for doing that!\nThis whole world needs to diiiie!",20,1,1,"","",""
1090045,9,91,0,"","","","","","",""
1090046,9,3,106031,omp_idle_anger2,1,"","",0,"",""
1090047,9,3,112411,omp_talk_sad,1,"","",0,"",""
1090048,9,21,vo_omp_7009,vo_omp_7009_007,0,0,"","","",""
1090049,9,11,112411,"H-hey, Karyl... L-listen, um...",20,1,1,"","",""
1090050,9,91,0,"","","","","","",""
1090051,9,3,112411,omp_idle_sad,1,"","",0,"",""
1090052,9,3,112511,omp_talk_normal,1,"","",0,"",""
1090053,9,21,vo_omp_7009,vo_omp_7009_008,0,0,"","","",""
1090054,9,11,112511,"Must be tough.",20,1,1,"","",""
1090055,9,91,0,"","","","","","",""
1090056,9,3,112511,omp_idle_normal,1,"","",0,"",""
1090057,9,3,106031,omp_talk_tsun,1,"","",0,"",""
1090058,9,21,vo_omp_7009,vo_omp_7009_009,0,0,"","","",""
1090059,9,11,106031,"I-I'll let the two of you live...\nBut not those three! Heck no!\nIf I don't erase them from this world,\nit's all over for me...!",20,1,1,"","",""
1090060,9,91,0,"","","","","","",""
1090061,9,3,106031,omp_idle_tsun,1,"","",0,"",""
1090062,9,3,112511,omp_talk_normal,1,"","",0,"",""
1090063,9,21,vo_omp_7009,vo_omp_7009_010,0,0,"","","",""
1090064,9,11,112511,"I thought your act\nwas pretty cute, though...",20,1,1,"","",""
1090065,9,91,0,"","","","","","",""
1090066,9,3,112511,omp_idle_normal,1,"","",0,"",""
1090067,9,3,112411,omp_talk_joy2,1,"","",0,"",""
1090068,9,21,vo_omp_7009,vo_omp_7009_011,0,0,"","","",""
1090069,9,11,112411,"Yes! You were so wonderful!",20,1,1,"","",""
1090070,9,91,0,"","","","","","",""
1090071,9,3,112411,omp_psn_20,1,"","",0,"",""
1090072,9,3,106031,omp_talk_tsun,1,"","",0,"",""
1090073,9,21,vo_omp_7009,vo_omp_7009_012,0,0,"","","",""
1090074,9,11,106031,"H-how dare you\ncompliment me on that?!",20,1,1,"","",""
1090075,9,91,0,"","","","","","",""
1090076,9,3,106031,omp_idle_tsun,1,"","",0,"",""
1090077,9,3,105831,omp_psn_17,0,omp_idle_joy1,1,0,0.2,""
1090078,9,3,105931,omp_psn_17,0,omp_idle_normal,1,0,0.2,""
1090079,9,3,112611,omp_psn_17_other,0,omp_idle_joy1,1,0,0.2,""
1090080,9,21,vo_omp_7009,vo_omp_7009_013,0,0,"","","",""
1090081,9,11,105831,"Kyaru-kyaru~n! ♪",20,1,1,"","",""
1090082,9,91,0,"","","","","","",""
1090083,9,3,106031,omp_talk_anger2,1,"","",0,"",""
1090084,9,21,vo_omp_7009,vo_omp_7009_014,0,0,"","","",""
1090085,9,11,106031,"You're so, so, SO dead!",20,1,1,"","",""
1090086,9,91,0,"","","","","","",""
1090087,9,93,0.4,"","","","","","",""
