id,item_type,category,name,max_level,enable_remove,max_possession_num,effect_id_1,shop_start,shop_end,shop_new_disp_end,cost_item_num,shop_open_type,shop_open_id,shop_open_value,sold_price,sort,condition_quest_id
814,4,902,"Halloween Wall",1,1,1,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",1200,0,0,0,600,900226,0
815,3,901,"Halloween Flooring",1,1,1,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",1200,0,0,0,600,900225,0
816,1,299,"Memorial Jukebox",1,1,1,9,"2021-10-12 23:00:00","","",0,0,0,0,0,900240,0
901,1,199,"Professional Oven",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",1500,0,0,0,750,900252,0
902,1,103,"Cafe Coffeemaker Cupboard",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",800,0,0,0,400,900251,0
903,1,199,"Cafe Lamp",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",600,0,0,0,300,900250,0
904,1,101,"Wooden Cafe Table & Chair",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",1300,0,0,0,650,900249,0
905,1,102,"Wooden Cafe Chair",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",300,0,0,0,150,900248,0
906,1,101,"Wooden Cafe Counter",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",1200,0,0,0,600,900247,0
907,1,204,"Wooden Cafe Partition",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",600,0,0,0,300,900246,0
908,1,299,"Fancy Cafe Menu Board",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",600,0,0,0,300,900245,0
909,1,904,"Upward Wooden Ladder",1,1,3,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",1500,0,0,0,750,900244,0
910,1,904,"Downward Wooden Ladder",1,1,3,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",1500,0,0,0,750,900243,0
911,4,902,"Traditional Cafe Wall",1,1,1,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",1200,0,0,0,600,900242,0
912,3,901,"White Stone Flooring",1,1,1,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",1200,0,0,0,600,900241,0
913,1,299,"Nebbia's Comfy Treehouse",1,1,1,10,"2021-11-11 23:00:00","","",-1,0,0,0,0,900253,0
1001,1,299,"Festive Pop-up Book",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",1500,0,0,0,750,900270,0
1002,1,299,"Lima Santa Costume",1,1,1,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",1500,0,0,0,750,900269,0
1003,1,299,"Star-Topped Holiday Tree",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",1200,0,0,0,600,900268,0
1004,1,199,"Festive Fireplace",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",600,0,0,0,300,900267,0
1005,1,101,"Festive Dinner Table 2",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",1200,0,0,0,600,900265,0
1006,1,101,"Festive Dinner Table 1",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",900,0,0,0,450,900266,0
1007,1,103,"Holiday Tree Bookshelf",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",600,0,0,0,300,900264,0
1008,1,299,"Magical Sleigh",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",1200,0,0,0,600,900263,0
1009,1,299,"Odd-Antler Reindeer Plushie",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",900,0,0,0,450,900262,0
1010,1,299,"Green-Fur Reindeer Plushie",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",900,0,0,0,450,900261,0
1011,1,102,"Reindeer Chair",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",300,0,0,0,150,900260,0
1012,1,102,"Yule Log Stool",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",300,0,0,0,150,900259,0
1013,1,102,"Festive Loveseat",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",1200,0,0,0,600,900257,0
1014,1,102,"Festive Armchair",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",900,0,0,0,450,900258,0
1015,1,104,"Sled Bed",1,1,10,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",1500,0,0,0,750,900256,0
1016,4,902,"Festive Wall",1,1,1,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",1200,0,0,0,600,900255,0
1017,3,901,"Festive Rug Flooring",1,1,1,0,"2021-12-07 23:00:00","2022-01-06 22:59:59","",1200,0,0,0,600,900254,0
1018,1,202,"New Year's Kagami Mochi",1,1,1,0,"2021-12-31 23:00:00","2022-01-17 22:59:59","",0,0,0,0,0,900272,0
1019,1,202,"New Year's Kadomatsu",1,1,1,0,"2021-12-31 23:00:00","2022-01-17 22:59:59","",0,0,0,0,0,900271,0
1101,1,299,"Starry Tepee Tent",1,1,10,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",1500,0,0,0,750,900285,0
1102,1,102,"White Rocking Chair",1,1,10,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",900,0,0,0,450,900284,0
1103,1,299,"Giant Peakie Hen Plushie",1,1,1,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",1500,0,0,0,750,900283,0
1104,1,199,"Potbelly Stove",1,1,10,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",600,0,0,0,300,900282,0
1105,1,101,"Teddybear Side Table",1,1,10,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",300,0,0,0,150,900281,0
1106,1,299,"Snowy Sky Cushion",1,1,10,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",900,0,0,0,450,900280,0
1107,1,299,"Night Sky Cushion",1,1,10,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",900,0,0,0,450,900279,0
1108,2,299,"Aurora-View Window",1,1,10,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",1200,0,0,0,600,900278,0
1109,2,202,"Icy Garland",1,1,10,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",600,0,0,0,300,900276,0
1110,4,902,"Pale-Tone Wall",1,1,1,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",1200,0,0,0,600,900275,0
1111,3,901,"Winter Rug Flooring",1,1,1,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",1200,0,0,0,600,900274,0
1112,5,903,"Wintry Background",1,1,1,0,"2022-02-15 23:00:00","2022-03-04 22:59:59","",1200,0,0,0,600,900273,0
1113,1,202,"Sweet Valentine's Trophy",1,1,1,0,"2022-01-18 23:00:00","","",-1,0,0,0,0,900286,0
1201,1,101,"1st Anniversary Table",1,1,1,0,"2022-01-22 23:00:00","2022-02-14 22:59:59","",3000,0,0,0,1500,900293,0
1202,1,101,"1st Anniversary Side Table",1,1,2,0,"2022-01-22 23:00:00","2022-02-14 22:59:59","",2000,0,0,0,1000,900292,0
1203,1,202,"1st Anniversary Music Box",1,1,1,0,"2022-01-22 23:00:00","2022-02-14 22:59:59","",1500,0,0,0,750,900291,0
1204,1,299,"1st Anniversary Monument",1,1,10,0,"2022-01-22 23:00:00","2022-02-14 22:59:59","",1200,0,0,0,600,900290,0
1205,1,299,"PriPlushie (Pecorine)",1,1,1,0,"2022-01-22 23:00:00","","",2000,0,0,0,1000,900296,0
1206,1,299,"PriPlushie (Kokkoro)",1,1,1,0,"2022-01-22 23:00:00","","",2000,0,0,0,1000,900295,0
1207,1,299,"PriPlushie (Karyl)",1,1,1,0,"2022-01-22 23:00:00","","",2000,0,0,0,1000,900294,0
1208,1,299,"1st Anniversary Flower Pole",1,1,10,0,"2022-01-22 23:00:00","2022-02-14 22:59:59","",600,0,0,0,300,900289,0
1209,4,902,"1st Anniversary Wall",1,1,1,0,"2022-01-22 23:00:00","2022-02-14 22:59:59","",1200,0,0,0,600,900288,0
1210,3,901,"1st Anniversary Flooring",1,1,1,0,"2022-01-22 23:00:00","2022-02-14 22:59:59","",1200,0,0,0,600,900287,0
1211,1,299,"Ultimate Egg on Fluffy Rice",1,1,1,11,"2022-02-15 13:00:00","","",-1,0,0,0,0,900297,0
1301,1,102,"Gothic Couch",1,1,10,0,"2022-03-04 23:00:00","2022-04-03 22:59:59","",1200,0,0,0,600,900305,0
1302,1,199,"Gothic Dressing Table",1,1,10,0,"2022-03-04 23:00:00","2022-04-03 22:59:59","",900,0,0,0,450,900304,0
1303,1,299,"Madame Bear",1,1,10,0,"2022-03-04 23:00:00","2022-04-03 22:59:59","",600,0,0,0,300,900303,0
1304,1,199,"Gothic Candlestick",1,1,10,0,"2022-03-04 23:00:00","2022-04-03 22:59:59","",600,0,0,0,300,900302,0
1305,1,104,"Gothic Bed",1,1,10,0,"2022-03-04 23:00:00","2022-04-03 22:59:59","",1500,0,0,0,750,900301,0
1306,1,204,"Gothic Shade",1,1,10,0,"2022-03-04 23:00:00","2022-04-03 22:59:59","",600,0,0,0,300,900300,0
1307,4,902,"Gothic Wall Curtains",1,1,1,0,"2022-03-04 23:00:00","2022-04-03 22:59:59","",1200,0,0,0,600,900299,0
1308,3,901,"Gothic Flooring",1,1,1,0,"2022-03-04 23:00:00","2022-04-03 22:59:59","",1200,0,0,0,600,900298,0
1401,1,299,"Nebbia's Leisurely Biotope",1,1,1,10,"2022-04-03 23:00:00","","",5000,0,0,0,2500,900309,0
1402,1,202,"Springtime Kimono",1,1,10,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",600,0,0,0,300,900308,0
1403,1,103,"Staircase Drawers",1,1,10,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",600,0,0,0,300,900307,0
1404,5,903,"Nature Motif Background",1,1,1,0,"2022-04-03 23:00:00","2022-05-13 22:59:59","",1200,0,0,0,600,900306,0
1405,1,202,"Ecstasy Leaper Trophy",1,1,1,0,"2022-04-05 23:00:00","","",-1,0,0,0,0,900310,0
1501,1,104,"Woodland Bed",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",1500,0,0,0,750,900326,0
1502,1,204,"Woodland Fence",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",600,0,0,0,300,900325,0
1503,1,204,"Woodland Partition",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",600,0,0,0,300,900324,0
1504,1,102,"Woodland Stool",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",300,0,0,0,150,900323,0
1505,1,102,"Woodland Ottoman",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",300,0,0,0,150,900322,0
1506,1,102,"Woodland Chair",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",300,0,0,0,150,900321,0
1507,1,102,"Woodland Armchair",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",900,0,0,0,450,900320,0
1508,1,102,"Woodland Sofa Bench",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",1200,0,0,0,600,900319,0
1509,1,103,"Woodland Shelf",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",600,0,0,0,300,900318,0
1510,1,101,"Woodland Side Table",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",300,0,0,0,150,900317,0
1511,1,101,"Woodland Coffee Table",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",600,0,0,0,300,900316,0
1512,1,101,"Woodland Dining Table",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",1200,0,0,0,600,900315,0
1513,1,201,"Homemade Green Rug",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",1200,0,0,0,600,900314,0
1514,1,201,"Homemade Patterned Rug",1,1,10,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",1200,0,0,0,600,900313,0
1515,4,902,"Woodland Wall",1,1,1,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",1200,0,0,0,600,900312,0
1516,3,901,"Woodland Flooring",1,1,1,0,"2022-04-26 23:00:00","2022-05-29 22:59:59","",1200,0,0,0,600,900311,0
1601,1,104,"Flowery Bed",1,1,10,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",1500,0,0,0,750,900338,0
1602,1,204,"Flowery Partition",1,1,10,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",600,0,0,0,300,900337,0
1603,1,102,"Flowery Stool",1,1,10,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",300,0,0,0,150,900336,0
1604,1,102,"Flowery Chair",1,1,10,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",300,0,0,0,150,900335,0
1605,1,102,"Flowery Seat",1,1,10,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",900,0,0,0,450,900334,0
1606,1,102,"Flowery Loveseat",1,1,10,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",1200,0,0,0,600,900333,0
1607,1,103,"Flowery Wardrobe",1,1,10,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",600,0,0,0,300,900332,0
1608,1,103,"Flowery Chest",1,1,10,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",600,0,0,0,300,900331,0
1609,1,101,"Flowery Tea Table",1,1,10,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",600,0,0,0,300,900330,0
1610,1,101,"Flowery Dining Table",1,1,10,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",1200,0,0,0,600,900329,0
1611,4,902,"Flowery Wall",1,1,1,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",1200,0,0,0,600,900328,0
1612,3,901,"Flowery Flooring",1,1,1,0,"2022-06-16 23:00:00","2022-07-18 22:59:59","",1200,0,0,0,600,900327,0
1701,1,102,"Resort Beach Chair",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",1200,0,0,0,600,900341,0
1702,1,299,"Marble Basin",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",900,0,0,0,450,900340,0
1703,1,203,"Resort Plant",1,1,10,0,"2022-07-01 23:00:00","2022-08-02 22:59:59","",300,0,0,0,150,900339,0
1704,1,299,"PriPlushie (Maho)",1,1,1,0,"2022-07-04 23:00:00","","",-1,0,0,0,0,900345,0
1705,1,299,"PriPlushie (Makoto)",1,1,1,0,"2022-07-04 23:00:00","","",-1,0,0,0,0,900344,0
1706,1,299,"PriPlushie (Kasumi)",1,1,1,0,"2022-07-04 23:00:00","","",-1,0,0,0,0,900343,0
1707,1,299,"PriPlushie (Kaori)",1,1,1,0,"2022-07-04 23:00:00","","",-1,0,0,0,0,900342,0
1801,1,299,"Elegant Fishbowl",1,1,10,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",1500,0,0,0,750,900348,0
1802,1,199,"Green Jellyfish Lamp",1,1,10,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",900,0,0,0,450,900347,0
1803,1,199,"Blue Jellyfish Lamp",1,1,10,0,"2022-07-26 23:00:00","2022-08-27 22:59:59","",900,0,0,0,450,900346,0
1902,1,299,"Autumn Golem Water Feature",1,1,10,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",1800,0,0,0,900,900363,0
1903,1,104,"Autumn Leaves Futon",1,1,10,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",1500,0,0,0,750,900362,0
1905,1,204,"Autumn Moon Panel",1,1,10,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",600,0,0,0,300,900360,0
1906,1,204,"Autumn Rabbicorn Panel",1,1,10,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",600,0,0,0,300,900359,0
1907,1,204,"Traditional Panel",1,1,10,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",600,0,0,0,300,900358,0
1908,1,199,"Lantern Light",1,1,10,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",600,0,0,0,300,900357,0
1909,1,102,"Ryokan Floor Seat",1,1,10,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",300,0,0,0,150,900356,0
1910,1,101,"Moon Viewing Set",1,1,10,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",1200,0,0,0,600,900355,0
1911,1,299,"Master Senri Ornament",1,1,1,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",1200,0,0,0,600,900354,0
1912,1,101,"Elm Floor Table",1,1,10,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",1200,0,0,0,600,900353,0
1913,1,203,"Autumn Bonsai",1,1,10,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",1200,0,0,0,600,900352,0
1914,4,902,"Open-Air Wall",1,1,1,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",1200,0,0,0,600,900351,0
1915,3,901,"Checkered Tatami",1,1,1,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",1200,0,0,0,600,900350,0
1916,5,903,"Autumn Moon Background",1,1,1,0,"2022-09-01 23:00:00","2022-10-02 22:59:59","",1200,0,0,0,600,900349,0
2001,1,299,"Kyoka's Black Cat Broom",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",1500,0,0,0,750,900369,0
2002,1,299,"Ai the Eyeball Cushion",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",900,0,0,0,450,900368,0
2003,1,299,"Halloween Trick Box",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",600,0,0,0,300,900367,0
2004,1,299,"Mummy Bunny",1,1,10,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",600,0,0,0,300,900366,0
2005,5,903,"Halloween World",1,1,1,0,"2022-10-02 23:00:00","2022-11-01 22:59:59","",1200,0,0,0,600,900365,0
2101,1,299,"Chocolate Fountain",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",900,0,0,0,450,900373,0
2102,1,299,"Cafe Register",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",900,0,0,0,450,900372,0
2103,1,299,"Dessert Showcase",1,1,10,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",600,0,0,0,300,900371,0
2105,5,903,"Cafe Menu Art Background",1,1,1,0,"2022-11-01 23:00:00","2022-12-03 22:59:59","",1200,0,0,0,600,900370,0
2205,1,199,"Christina's Resort Spa",1,1,1,0,"2022-11-01 23:00:00","","",-1,0,0,0,0,900374,0
