unit_id,unit_name,kana,prefab_id,is_limited,rarity,motion_type,se_type,move_speed,search_area_width,atk_type,normal_atk_cast_time,cutin_1,cutin_2,guild_id,exskill_display,comment,only_disp_owned,start_time,end_time
901001,Maho,Maho,901001,0,3,7,7,450,650,2,2.27,101001,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
901201,Hatsune,Hatsune,901201,0,1,7,7,600,755,2,50.0,101201,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
901701,Kaori,Kaori,901701,0,2,1,1,450,300,1,2.17,101701,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
902501,Suzume,Suzume,102501,0,1,7,7,600,450,2,2.25,102501,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
902601,Rin,Rin,902601,0,1,6,6,450,630,1,2.315,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
903601,Kyoka,Kyoka,903601,0,3,7,7,450,890,2,50.0,103601,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
903801,Shiori,Shiori,903801,0,1,8,8,450,710,1,50.0,103801,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
904401,Illya,Illya,904401,0,3,3,3,450,900,2,1.425,104401,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
905012,"Misaki (Summer)",Misaki,105012,0,1,7,7,450,760,2,2.07,105001,0,15,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
905801,Pecorine,Pecorine,105801,0,1,0,5,600,200,1,2.5,105801,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
905901,Kokkoro,Kokkoro,105901,0,1,6,6,600,400,1,2.0,105901,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
905902,Kokkoro,Kokkoro,105901,0,1,6,6,600,800,1,2.0,105901,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
907501,Pecorine,Pecorine,907501,0,1,0,5,600,200,1,2.5,105801,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
907701,Suzume,Suzume,907701,0,1,7,7,600,450,2,2.25,102501,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
907801,Karyl,Karyl,907801,0,1,7,7,450,750,2,2.07,0,0,1,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
907901,Tamaki,Tamaki,907901,0,1,2,2,600,250,1,2.25,104601,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
908701,"Hiyori (New Year)",Hiyori,908701,0,1,1,1,600,0,1,0.0,0,0,0,0,"",0,"2015/04/01 15:00:00","2030/12/31 15:00:00"
