emblem_id,disp_oder,type,emblem_name,description_mission_id,event_emblem,start_time,end_time
10202006,202006,2,Forestier,56012006,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10202007,202007,2,Diabolos,56012007,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10202008,202008,2,"Nightmare, Defenders of the Throne",56012008,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10202009,202009,2,"Sarendia Orphanage",56012009,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10202010,202010,2,Caon,56012010,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10202011,202011,2,"Elizabeth Park",56012011,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10202012,202012,2,"Mercurius Foundation",56012012,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10202013,202013,2,"Twilight Caravan",56012013,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10202014,202014,2,"Lucent Academy",56012014,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10202015,202015,2,"Weissflügel (Landosol Branch)",56012015,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10501001,501001,5,"Up-and-Coming Rookie",54002001,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10501002,501002,5,"Climbing the Ranks",54002002,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10501003,501003,5,"Unstoppable Combatant",54002003,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10502001,502001,5,"Minerβ's Disciple",54004001,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10502002,502002,5,"Combat Conductor",54004002,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10502003,502003,5,"Conqueror of Multitudes",54004003,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10601001,601001,6,"A New Battlefield",55006001,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10601002,601002,6,"Battlefield Veteran",55006002,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
10601003,601003,6,"Life Is a Battlefield",55006003,0,"2018/01/01 15:00:00","2030/01/01 23:59:59"
11001001,1001001,10,"Evil Magistrate Slayer (Normal)",99001001,1,"2022/04/05 23:00:00","2030/01/01 23:59:59"
11001002,1001002,10,"Evil Magistrate Slayer (Hard)",99001002,1,"2022/04/05 23:00:00","2030/01/01 23:59:59"
11001003,1001003,10,"Evil Magistrate Slayer (Very Hard)",99001003,1,"2022/04/05 23:00:00","2030/01/01 23:59:59"
11001004,1001004,10,"Evil Magistrate Slayer (Special)",99001004,1,"2022/04/05 23:00:00","2030/01/01 23:59:59"
11001005,1001005,10,"Petelgeuse Slayer (Normal)",99001005,1,"2022/05/02 23:00:00","2030/01/01 23:59:59"
11001006,1001006,10,"Petelgeuse Slayer (Hard)",99001006,1,"2022/05/02 23:00:00","2030/01/01 23:59:59"
11001007,1001007,10,"Petelgeuse Slayer (Very Hard)",99001007,1,"2022/05/02 23:00:00","2030/01/01 23:59:59"
11001008,1001008,10,"Petelgeuse Slayer (Special)",99001008,1,"2022/05/02 23:00:00","2030/01/01 23:59:59"
11001009,1001009,10,"Great Rain God Slayer (Normal)",99001009,1,"2022/06/01 23:00:00","2030/01/01 23:59:59"
11001010,1001010,10,"Great Rain God Slayer (Hard)",99001010,1,"2022/06/01 23:00:00","2030/01/01 23:59:59"
11001011,1001011,10,"Great Rain God Slayer (Very Hard)",99001011,1,"2022/06/01 23:00:00","2030/01/01 23:59:59"
11001012,1001012,10,"Great Rain God Slayer (Special)",99001012,1,"2022/06/01 23:00:00","2030/01/01 23:59:59"
